subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate
23,8,197.51811456930528,free_4_semantic_scale_Semantic_CMR,0.9562770643081331,0.008008179661567194,0.2114160171641971,0.9950068074280682,0.4670498496946744,0.30493202222579585,0.5302883244544809,0.5897225031260311,50.10351464868901,1.5464791251459502,0.011473174022263277,0.6020861114085054,0.38233470006492176,1.9651785211525103,2.4485721020576334,0.13827477902981716,2.0313046263300705,0.6119642433346906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,180.00367332474013,free_4_semantic_scale_Semantic_CMR,0.7778867539079646,0.011253175237537216,0.5962961863223074,0.4462219176893506,0.07604976699638905,0.8192485818778734,0.48945496758926327,0.010395073069721206,5.411191033320165,53.42939363767842,0.018938402754095085,0.5710796706405432,0.24737380490171024,1.7719192514607727,1.4315472857442768,0.074307936209426,0.05514108816013952,2.548984660068776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,253.34553975088875,free_4_semantic_scale_Semantic_CMR,0.289628701102039,0.5536014090720521,0.3583833052192186,0.7712433417504553,0.7300253258552318,0.31574950781482014,0.5702608102300156,0.7908090380540743,2.9130223906614248,42.59380791755879,0.0027582393447029285,0.6174835455314449,0.34362978280540446,1.8642031754414594,2.550911436161027,0.5474304987896158,2.757533284094041,8.907393326636406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,285.3698971895584,free_4_semantic_scale_Semantic_CMR,0.812336208270241,0.10761522171999377,0.45615475746284034,0.44308908775651323,0.37916616009724435,0.8869597675076852,0.720295961239906,0.6187618312453254,2.25287831361301,20.302624947350644,0.0005060544011967205,0.6050802384166936,0.42090450346146824,4.88161532580473,4.505948069984101,0.34673105330167364,0.7882122473114919,1.55754927372262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,344.65632845177413,free_4_semantic_scale_Semantic_CMR,0.7226409315576956,0.09266817223433965,0.9244341396005131,0.9210592789574439,0.6684396714285991,0.37850198888146325,0.9482395454906329,0.871163588015291,17.521789549636424,1.2084987890791297,0.002848312924979113,0.30319154029681794,0.19652722502134168,4.506692881189467,4.1199612291661865,0.44327073956075025,2.431044256023003,7.2812247710015825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,259.19509843593414,free_4_semantic_scale_Semantic_CMR,0.6509061132606417,0.7186405318870421,0.9682925595581459,0.7988678534757774,0.418623395523849,0.4341943723453351,0.6365686556598527,0.5247671014747065,0.9096100746488816,99.32500401006281,0.002831127929209587,0.42727796447913136,0.2119135276045263,2.592317151828726,8.940621973919194,0.9342286505693418,0.4073915876661207,0.1495154520305233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,254.250096605733,free_4_semantic_scale_Semantic_CMR,0.7517266901103012,0.3330328606146946,0.26489924764868705,0.12174699050111604,0.1223781165006369,0.6646431947191218,0.9873785898543264,0.4437475452294326,0.15359727707888027,88.69987231759652,0.027305323947912963,0.23721380339670173,0.2001226686727584,3.576003644508239,3.1285916842744776,0.40174574799241086,0.5811551854073755,1.7737339149418219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,262.5460236549221,free_4_semantic_scale_Semantic_CMR,0.5774471760499702,0.6865797667113848,0.5101576502050221,0.5305763529354215,0.851911667580699,0.6362964431028386,0.3454088390918868,0.8585757562693357,3.275400972825082,23.613886018914194,0.004117196037095983,0.379157432611108,0.3629327617396392,5.388845429358473,3.0176458238003674,0.10349042491871563,2.5670418697300903,6.568504083009642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,271.8004042914405,free_4_semantic_scale_Semantic_CMR,0.5937375047512508,0.12128785323255092,0.24651642609668362,0.5201872276037623,0.6702603073691374,0.042942375178231504,0.2849101338076981,0.8321415624221414,0.7992381629317106,73.85692373264183,0.0009803606277200617,0.47603565389544616,0.5966062155285745,2.246686041633753,2.9531988052720015,0.38578631645947464,4.596361417454146,3.517128254860703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,230.44837112029285,free_4_semantic_scale_Semantic_CMR,0.5671784451408259,0.14474741060403984,0.04624434553030948,0.475037431468666,0.008265097835190471,0.744748742310497,0.7170592926119012,0.3270728522422395,3.5856805659012423,31.843212173457104,0.007601747461965347,0.4346159713278528,0.4106597421570388,1.2119264392386815,2.127287629602529,0.19541566935643495,7.312547350532432,0.2725259211115434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,312.13820817221057,free_4_semantic_scale_Semantic_CMR,0.6930628345959838,0.49768675172016164,0.14923632229246525,0.7599103684772677,0.4600317511564533,0.4351098894940627,0.8111239407495966,0.8198831604633801,0.5957985361863294,91.45237036659509,0.0028966352539873674,0.32293261760206704,0.30653822733583347,3.769717494713149,7.76686668684074,0.6651283689644412,3.1820957753479098,0.7085783698335106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,198.22548742199268,free_4_semantic_scale_Semantic_CMR,0.6699041914758627,0.05890795305252628,0.33631603958326295,0.365353614886679,0.16552154812801342,0.5297659957536627,0.5450949662047603,0.6850227171511136,2.441803410541173,6.933273450146271,0.0019016054604320757,0.6851490448199908,0.639286778966008,3.1351904650162346,3.4845261360952438,0.341579493966569,0.07157732456301441,0.3929402256577711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,276.3027644164465,free_4_semantic_scale_Semantic_CMR,0.8007707770763863,0.6325522037550673,0.05123109711664403,0.9773918103114962,0.9719801269095585,0.7989720559595166,0.028666553138289474,0.2648202058183403,27.032376245323615,24.72535569775921,0.001135512287141649,0.606841324254165,0.4240166634959577,1.8150882988167454,2.100146630889266,0.1115845200075885,1.1684866009612582,5.129896160033702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.25468359838646,free_4_semantic_scale_Semantic_CMR,0.35365428370746005,0.36699625226250027,0.43428287085734874,0.0028483050869137494,0.5238153825990535,0.40230922017370085,0.1877902981043228,0.985161160681167,4.196792596788654,45.902638773288494,0.00572315358146841,0.46657119410972214,0.4467426964613779,1.6700670876881651,4.014780158517354,0.37760246654825275,5.2828801047642795,1.0030379005745744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,357.2757418553887,free_4_semantic_scale_Semantic_CMR,0.7908681630867622,0.5475942701008012,0.43742189247662056,0.8406318090245606,0.5088035804633865,0.45025616928909185,0.3890975270387604,0.3365520452412576,3.2502736953321474,60.854853684697694,0.0019562267899828623,0.3366742074675084,0.24847855027733878,2.3107903585381218,5.160426389640151,0.3409410181143223,5.226797739165374,0.7723519782464381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,280.14830085240555,free_4_semantic_scale_Semantic_CMR,0.7414014839906795,0.5158936693423476,0.8552080014494188,0.749830338223594,0.2708830501068729,0.17422816813342318,0.20537116134351185,0.6104958166133045,0.310576239607677,33.83431304319184,0.014563318377763146,0.11858528601646956,0.25809803567167133,6.546160957506385,6.098320334560294,0.43891407350394795,0.1812912662552506,0.31831633968383155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,232.6331846628903,free_4_semantic_scale_Semantic_CMR,0.6501363579563593,0.36075125065839403,0.20766271467829017,0.6918727737921974,0.7046031042907996,0.8328471934101389,0.37699994424686134,0.8012888333078448,4.334510086188665,51.389154060839026,0.028642784350199013,0.0800568818805667,0.11520928474044201,4.770894096311656,5.74194819641367,0.9868982118728603,6.129842986662313,6.170071846409143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,213.0626053293861,free_4_semantic_scale_Semantic_CMR,0.5066280228096374,0.07945694366060413,0.9099981990195527,0.5698594452415607,0.018992044754660042,0.9263430627177145,0.3701087203495014,0.9042032439690739,0.31199151351054155,58.83056481759834,0.00860850859100093,0.5044844284752088,0.22326325424626248,2.004927088374293,2.3086228983125068,0.1163836239982387,0.5241740047903871,7.866058922755384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,113.86408508420452,free_4_semantic_scale_Semantic_CMR,0.52362340420327,0.0320380240695608,0.9933943681654924,0.018608417288013435,0.388428111531612,0.7155887403939166,0.14792655867762255,0.8938605516783023,3.39956457583623,41.51597628350893,0.028039260414429,0.525181076758706,0.5154859344327285,6.866732794652276,6.743520823131042,0.01835522583006366,0.034385897790503606,0.351980649504978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.00837244759984,free_4_semantic_scale_Semantic_CMR,0.8781115364413801,0.3846612005104632,0.2306310966901628,0.7450079032350262,0.7747362285033909,0.3098768876873852,0.9520851156145949,0.8815818781030416,2.4212033602366034,48.487192774748095,0.01212201610528707,0.36430071654900953,0.3150761920125289,1.928932761121489,5.194916889810337,0.38489240102442596,6.274727600121693,1.3445357106234743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,298.766376045019,free_4_semantic_scale_Semantic_CMR,0.9155614346643994,0.007148934256908379,0.24455433769419171,0.8295788197966776,0.4960789634150959,0.7296126270881786,0.6401219531354143,0.9732172642597764,22.536482652932598,48.963650820574316,0.004325425015075213,0.29768771723413057,0.2893572007647496,5.498344544670588,4.985719265948953,0.02265441599513407,0.47106326967319134,0.23323420673623385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,305.60675966150876,free_4_semantic_scale_Semantic_CMR,0.5956283253034982,0.36528940370014584,0.3446013726399378,0.6084860703277051,0.29540376852745154,0.5175301978113276,0.35279977296572046,0.8247361808490319,1.4069269043748136,35.35256983185189,0.02277065802632222,0.14183615306461128,0.08318287128821833,6.02179912478809,7.697927291164656,0.048504345373420465,0.35222660029398867,0.22167518672422304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.52150632013849,free_4_semantic_scale_Semantic_CMR,0.6523926987966313,0.13384670228576734,0.0749279204909129,0.7323536326702468,0.13293727194273103,0.6425117014504826,0.4082863722796522,0.5030439120334622,2.3363051262543166,61.91361801252516,0.0074856805103722945,0.42951859975926077,0.29197505100274945,3.5512662002073596,2.613299370778935,0.19488521469503284,0.1895926248256501,0.9944666318673017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,181.57681060454965,free_4_semantic_scale_Semantic_CMR,0.989060768484714,0.02847973504070528,0.6299068531594458,0.6469186322326825,0.011860286855585878,0.363030090759704,0.25480130923442473,0.2720521526496369,11.247568848926228,73.83170074928424,0.00821951691322459,0.5303206718631479,0.3530827863333599,2.165542965907581,1.3910518640566782,0.2638195812926554,0.2270070732268259,4.669751562034829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,305.70123466875106,free_4_semantic_scale_Semantic_CMR,0.49130374846121416,0.05129314298245563,0.10574764684981913,0.600156959252639,0.25984878284975893,0.8473830524548307,0.22296465888838207,0.6565701986692234,1.0191197967108039,94.80264180178393,0.005273644134407063,0.3382264215467954,0.2939570304424439,5.332784435308446,4.123975624203549,0.47820572669438843,0.4917064882384228,1.4936068066870085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.3317905213174,free_4_semantic_scale_Semantic_CMR,0.42900911964200994,0.22113166597724265,0.5827297207675668,0.7938795689754373,0.36230556442113554,0.9124576530338739,0.8491935746045316,0.5391298186026446,1.0390061043776129,37.61729634714019,0.01045545120966379,0.30920333412685697,0.18333110660072727,6.862578858373089,3.722830030238311,0.7265697742586007,0.6887696516539501,1.4684248184826698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,263.79111265293886,free_4_semantic_scale_Semantic_CMR,0.7745820869574574,0.14347197790904503,0.7528807959391536,0.10048587842717094,0.5560275211886005,0.8136938845546207,0.8098531834233552,0.46565325352984743,17.278013970949736,84.68467103321774,0.0051705654372958265,0.4180827371027025,0.36086934197200016,2.0746744618663158,2.85018719422193,0.5398550845243404,0.6550154564906716,0.7196712553223108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,261.9072614759194,free_4_semantic_scale_Semantic_CMR,0.8654735114681735,0.8912068526395276,0.8663226365105059,0.494909288980003,0.6501808573813164,0.7079189012615358,0.5162247963267597,0.2500774485122794,0.8007327706258138,83.90765434142284,0.011340330293832634,0.20329356405305532,0.29429044707781316,6.908348223848919,8.445772674995613,0.26182611252408705,0.4299802978542955,0.33308744215618713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,216.60970969252574,free_4_semantic_scale_Semantic_CMR,0.8447443884378361,0.17028649509564325,0.9432578110758701,0.5123359392837892,0.3222672825286259,0.35496689879150817,0.2683147781412995,0.7918118819880139,2.400529731593224,34.667820869548436,0.017653968837052836,0.27870518609365913,0.20205085677599133,3.151100643903688,0.7893273297062695,0.06628231943767021,0.006091535455913899,7.7017725673466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,302.0864269682138,free_4_semantic_scale_Semantic_CMR,0.7423356897639786,0.40053528462077187,0.8622071621195464,0.9981917627117707,0.3644956362594301,0.02062167641222923,0.6202664205585566,0.909803118877593,62.761691994817646,1.529235253385167,0.0032508067904138405,0.39784161890543857,0.24717201975398595,1.7379890848712787,3.1352600252050356,0.41499911166315334,8.205046484288674,0.5526377577116861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,272.3016192488899,free_4_semantic_scale_Semantic_CMR,0.5731485961191016,0.29868142553295973,0.5254392115977302,0.3095992555131216,0.40094119778971976,0.5439686930247024,0.6541726830971419,0.5950685145275796,6.989750012573673,0.6711133242506264,0.00048092693484397264,0.6461455914093728,0.5002762545050157,2.5300695241586886,3.0768518406243066,0.47877650596139776,0.5885211022066281,2.971462929970629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.2387647561663,free_4_semantic_scale_Semantic_CMR,0.6545493698981688,0.05449532936817125,0.33165250550114733,0.34074262952469137,0.1961209511609841,0.5162734283548769,0.7046539438262475,0.7746114759795145,0.4337415197001846,46.16186569049133,0.019897996670945328,0.19458571528420077,0.259563370296763,1.064355075911969,2.3350622673690964,0.28985827273950227,9.410241743339581,4.89450385321736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,256.4099463725661,free_4_semantic_scale_Semantic_CMR,0.519844491117802,0.9265979919200329,0.2994774236307933,0.7002456830174957,0.3248772142639167,0.7325404906969717,0.18212774632357076,0.7940495433027162,0.715579255310999,41.535408284867685,0.014770307931750382,0.3213432872020121,0.2163407544152074,0.9502698230740023,4.72678361476654,0.7557296302859065,1.502129388210701,0.7763484616067045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,290.76707545887615,free_4_semantic_scale_Semantic_CMR,0.6840062812610573,0.3139246410604545,0.8989519341812535,0.9306798138739496,0.9497163078711646,0.09057865359172274,0.22812193394032165,0.7420641479587131,25.39379713791724,59.91080542329335,0.0026015493470247786,0.44203499727492,0.34089732951756524,6.185163398057019,2.7417734998973886,0.43069169497338433,0.3559879317491834,7.106600438415967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,238.61315038584894,free_4_semantic_scale_Semantic_CMR,0.5747684394059931,0.030441496713257032,0.9906386397729117,0.8111439250391675,0.12770643191255043,0.5542002912832531,0.17725012992994707,0.4243085247656417,24.95477033363437,2.2143580161089274,0.010688800005122087,0.40036201976745706,0.20549812078298968,1.5718162330827266,4.1170273511869935,0.21294301538920785,0.1783820194096634,0.4012104231214249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,276.5806876064865,free_4_semantic_scale_Semantic_CMR,0.3272286090867511,0.19261198379458122,0.6753599136789507,0.20439636126797223,0.3099834396798872,0.09982493861521874,0.7654877034723174,0.7657543127497772,0.6477964136563017,50.00753751185283,0.0007302809632244167,0.649280580939597,0.388972044391922,9.186791678700958,8.704157260526397,0.4050300996762913,0.043715393287936166,0.31527022487711065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.94151316228118,free_4_semantic_scale_Semantic_CMR,0.8963515090541194,0.2807441077163814,0.29897452484693,0.6095953580531832,0.24827252282967804,0.77866766105353,0.12446468422396312,0.3974366909352362,27.16185925186247,91.33662919102836,0.004342918464371015,0.48571270940993383,0.5487896130162557,0.07359296780896152,1.643630602277307,0.5182333652715367,6.809435311730868,9.425038393554043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,230.13994901663136,free_4_semantic_scale_Semantic_CMR,0.692188568023263,0.04504080746975847,0.6746526707501425,0.7277505248719479,0.04164302764312722,0.5797900035661484,0.1156835419403196,0.5341174715537668,3.8588469620196264,30.571488593867013,0.008167270608587351,0.3162676417975998,0.41618511228675015,2.6969675627822016,1.953550408952378,0.058668745732738725,1.0018622088106186,1.3267521595909804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,311.5346639650969,free_4_semantic_scale_Semantic_CMR,0.7505444711940504,0.1168216488254547,0.9498846232015005,0.2301363351497399,0.615414962141827,0.2699538268494167,0.5936935613098144,0.7398100115220714,10.205038824154812,0.1516420994374741,0.0066476096106984905,0.24532956863508382,0.1810929140018951,2.3526396926279425,4.5631079596806785,0.008259157706173748,6.979498526218828,0.6873493122972567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,241.8956744916817,free_4_semantic_scale_Semantic_CMR,0.4921000341210958,0.13132619333791212,0.5640626952544984,0.17593353652154142,0.16200153212000923,0.8226714115053304,0.7624322385430712,0.2853456943041959,3.4937680530169573,88.27995251056952,0.031080586049917314,0.19100580058339034,0.15259836049250897,3.059479062228748,3.3344901338362245,0.06425000219260718,0.853395748059425,4.093187234279773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,248.7585214221791,free_4_semantic_scale_Semantic_CMR,0.3876808968128503,0.02616675095434884,0.6491777966775623,0.9540964519496322,0.0147741229949101,0.971647983056399,0.23750356450430482,0.29605645021837956,0.823917431820476,37.17960964794645,0.00038759692614070973,0.7391479371902188,0.5391114053432657,3.536926982115533,1.7503913643347637,0.7821839522121193,0.36840624417745715,8.688925085716079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.26828403802554,free_4_semantic_scale_Semantic_CMR,0.9040420349821351,0.020878959810248492,0.2905262430011106,0.9938033903471866,0.447613981184066,0.688614031179657,0.13005969826207567,0.5412484649561519,16.418728110109168,78.7194272523936,0.019320296807919024,0.3942433918654754,0.309635895115769,2.396546873824003,5.020008257113137,0.17742580505605957,0.291224633397176,0.26459475916812153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,191.3102031071863,free_4_semantic_scale_Semantic_CMR,0.7009803442688334,0.19318605178385445,0.8711157490676948,0.31900937647816985,0.10943719350567233,0.7164442560689172,0.7295431003192882,0.692719320351816,0.4074664651877242,22.61053824234053,0.0031447612630404187,0.7211561629522665,0.5781980014949442,1.746339665130376,1.8399752104620433,0.019661239328203073,3.819205711059655,1.0389542549823982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,352.0968801291796,free_4_semantic_scale_Semantic_CMR,0.6528092137006536,0.05726192593579593,0.9913248581110653,0.3327161029920854,0.1503653833720337,0.5050281886818107,0.42236013670226014,0.892894278134049,2.128253438009736,0.08634281605714733,0.013400266884555978,0.22182681191458897,0.16991391814357737,2.5563899762225444,3.393216043263142,0.3301587275285347,2.5409799589541935,8.079983957791415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,248.37535275493664,free_4_semantic_scale_Semantic_CMR,0.9780653488600336,0.15007759972932946,0.29155398271873323,0.6376394284285318,0.7172439419866583,0.6452349553136484,0.6027792222094254,0.7554579729809459,1.7920469038827647,35.95802524670607,0.011444850533084775,0.21771492169059764,0.21381485106129483,7.984234474007441,3.6010203772605736,0.21646231482107206,0.5711916677386323,4.417738852149464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,283.5405305325753,free_4_semantic_scale_Semantic_CMR,0.13836282534662686,0.20218492636969826,0.8809512049351971,0.17963688005792233,0.8566905494847112,0.10793135209735599,0.5197752509707811,0.8904757722001555,2.520689601058031,0.3085727761590107,0.0044156247879107435,0.23174010670542788,0.24740205074816135,3.309839839582653,9.828004843789886,0.6147050059327517,3.4623875543319906,2.783133143123573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.28291740785914,free_4_semantic_scale_Semantic_CMR,0.9308291083167435,0.03067608971621738,0.3427984647670532,0.7827956316756356,0.522448494572892,0.3664347755638097,0.9641422735346319,0.6503609454185466,26.979369409134392,75.21625547181125,0.03226064450010624,0.22289245331107033,0.16854050443498458,3.637997132638562,1.797992297813193,0.09602125518789739,0.8254789334126444,2.3802759370911493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
