subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,1_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
57,8,252.30521058073646,free_4_primacy_scale_Semantic_CMR,0.890280983204621,0.022013271390783073,0.9227468346151444,0.7958173577590336,0.23200101515697036,0.3208612902157352,0.6226892725608453,0.8783450584797701,2.2941380740833637,9.614319897830072,30.367641425765996,0.01678396422635009,0.17700436773889994,0.2683244446316655,1.185310134495603,2.1150771886799147,0.021333409783235113,4.584343346030138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,258.9030425488992,free_4_primacy_scale_Semantic_CMR,0.7665057425277736,0.2007419598362794,0.34236434863224596,0.9674433003750782,0.5761452037194157,0.48838459630197967,0.4480391906240171,0.09394609319549574,27.025029243202038,30.827960310561263,0.24819329201930884,0.0016197125090763875,0.6025654231780662,0.36149461581108255,1.7215156935404674,1.7288447922001549,0.3622734926006714,7.305709388975479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,276.4998288019958,free_4_primacy_scale_Semantic_CMR,0.5078165396462064,0.9262215685789597,0.8821756711859358,0.7064744144885133,0.575933095207804,0.5417762588813713,0.11252708361748902,0.961971740532446,27.88653216646196,0.13941050364707505,24.490890744683984,0.003930802560892488,0.4278895890061078,0.3100747482966435,5.665969392989946,9.146719423028669,0.3369150753347254,0.5394511348114182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,226.01783547400916,free_4_primacy_scale_Semantic_CMR,0.6443723464971449,0.005630247081943374,0.843346628919015,0.8593337326401207,0.47667930990129603,0.3015570530207574,0.4971006043483648,0.7959209796721689,0.7589546389995974,33.83467746061388,2.3598383776484937,0.007299590344084839,0.415232320517819,0.2613337136227969,9.323571458716415,6.617108825721322,0.4348596451566593,0.26564160619417265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,276.6001165646775,free_4_primacy_scale_Semantic_CMR,0.4083931661995499,0.24608808641519764,0.26725191230866585,0.23123125436485542,0.034043386359318695,0.8892177917238959,0.30588257539314756,0.022017871986245496,0.09670558005181817,1.7245284525476379,44.13721081433716,0.0018195208760436454,0.5356262961348444,0.34877648526070715,2.4502746739014674,3.1011052434796236,0.8863037341593971,0.20476713707328198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.4619836347203,free_4_primacy_scale_Semantic_CMR,0.6884943760503817,0.023408145255760515,0.6174309223242651,0.809001765961417,0.37829354513158003,0.2756097485346189,0.14228849776146707,0.20977766153489985,55.47039525898185,22.13904159164708,56.32444172840564,0.0050468819347953,0.4796999819519616,0.4667604481105263,0.08405039429458139,3.4203711344852774,0.3630646578781957,1.0792246303696365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.41829810660337,free_4_primacy_scale_Semantic_CMR,0.746159714186667,0.03336694849415078,0.8763552469298845,0.5319766963989632,0.21555164612578825,0.7889296305924623,0.7996433837054568,0.6980567058746058,6.531418989655691,21.473066231456787,60.62387007537055,0.0079542077303974,0.33944242625964627,0.39502263227758405,4.028017131870834,2.989694791169826,0.035083456709043725,0.5157206392684488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,300.75594506878963,free_4_primacy_scale_Semantic_CMR,0.6796205790153304,0.11662429279795444,0.5055119904876675,0.5839324083181041,0.8949241152871992,0.022426211703969356,0.7678163389402418,0.3678431118341814,9.757622796739028,11.663613019452356,0.24575238908622055,0.005345713458649315,0.28488176746527394,0.21793353817475136,5.20593925930079,6.19434016363294,0.0804281655273194,2.089273478589318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,238.83797791449962,free_4_primacy_scale_Semantic_CMR,0.54076097080143,0.10161630650421222,0.4495193062273978,0.783676124650595,0.06633838059232988,0.789743286146335,0.7669289050197008,0.2689982623252358,1.8872814784993324,5.758738463318451,30.85730956485487,0.024589516681370827,0.2786424709547166,0.11957664339140273,3.183231495153182,2.7048753517206734,0.007715788190670869,0.8667689220771138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,258.89612118933496,free_4_primacy_scale_Semantic_CMR,0.7778923550854259,0.03677953013517993,0.2783677455919079,0.33376783868799087,0.7991361784615445,0.6442154319452145,0.8206274792594981,0.691282064052496,18.10265874354125,9.457389727352222,8.932089054174043,9.304974125257104e-05,0.9310198234458475,0.7166933671800741,1.6184302513404392,2.499306951602047,0.1721442957556794,4.960499084057812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.41721090200238,free_4_primacy_scale_Semantic_CMR,0.8516760596718281,0.18289180991214388,0.1813340174679358,0.8935283183273376,0.790376752888742,0.5034453451335752,0.16084656658139534,0.6884579236246043,25.7988824215211,4.066915562947929,63.842474651551825,0.020160256817337904,0.395871552471185,0.3094357988061978,0.8106445652268811,9.7134245900118,0.07612947845294064,0.12044805787175242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,190.79686289881028,free_4_primacy_scale_Semantic_CMR,0.5221832460609754,0.11661254300951956,0.6082657077673927,0.2242168017136157,0.024959585476826307,0.5810996485964666,0.513028606699858,0.44168337865443363,1.7007530658905452,2.1675312928977206,85.04534411116933,0.002757781200206477,0.7597928705821761,0.6140913818949523,2.2495695244823204,1.001491649482512,0.135206303108184,1.7792810066559541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,352.20368118213366,free_4_primacy_scale_Semantic_CMR,0.9409477675982216,0.07368162293895895,0.6524840297079253,0.9627152369976936,0.15932318466088902,0.33175050238290643,0.9658791189150598,0.20062496710936625,37.68285420666726,18.707761808113048,0.06315972932270672,0.009799792154807085,0.17121441995755413,0.0728689959913936,2.101457265378664,2.656445120890069,0.5104647862559926,5.511761653158983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.12166243264244,free_4_primacy_scale_Semantic_CMR,0.7447917390094853,0.022137279889179295,0.2891910491261134,0.14448072006291224,0.7460994842700113,0.9898371040664402,0.08566947660078622,0.7569712640715195,17.0106133238764,12.920212882600538,23.193019623833035,0.020821001442282938,0.20668222449381002,0.13769922415030944,3.4913624650484767,4.169082563397994,0.46889644045278056,5.329494773568814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.61985078856355,free_4_primacy_scale_Semantic_CMR,0.5519753608053782,0.01690909736272772,0.4133863308669477,0.6103936401412857,0.662016551624287,0.46449400273914815,0.462623726951895,0.9215532532280049,21.900827283705183,18.06597302178573,33.86685923177744,0.0038002608561214513,0.3522135222987739,0.3279365448527889,3.46330981871842,5.927754078456914,0.14483075927297212,5.553742243824475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.21815948435753,free_4_primacy_scale_Semantic_CMR,0.9998199647316471,0.1774811599097587,0.15709724418591398,0.2992800859755411,0.3505411458816733,0.5307670297367617,0.968206683876039,0.9068661845026034,54.54176772637339,16.114357387052536,39.816692750548114,0.03220933928069364,0.2244007090517739,0.14275958124813393,1.5491993840047593,1.6377969251241709,0.13477367841347548,8.908107650204139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.34701685361415,free_4_primacy_scale_Semantic_CMR,0.5106776750839854,0.01629578329993031,0.07966468894646672,0.015350196975309871,0.10379761618100597,0.8434698364546311,0.010666643086970407,0.543787455610515,0.22340780148149264,50.630402083075644,44.885794627940186,0.003718264709609287,0.5462823343813943,0.5374458392368702,3.1549916756904786,0.1534376972534961,0.17866478835350297,0.26238673104312316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,248.05647666772018,free_4_primacy_scale_Semantic_CMR,0.86936257818821,0.00793460379945976,0.6893564148528186,0.6468129936208316,0.05493059839904518,0.38113097630405846,0.44821939759863905,0.7871013407289437,1.9794055476369579,26.280711726102357,39.65298766275956,0.0073580126509579236,0.2776506141502466,0.3830342281074479,1.845214487374931,0.5486176946941193,0.1809286880057866,1.403578562790349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,288.4353402448604,free_4_primacy_scale_Semantic_CMR,0.7185311641504982,0.3204665790362268,0.6657506084258696,0.8499736825283974,0.4992779941883918,0.5044587269266336,0.7446284892140881,0.34488385520411907,6.85434283921078,32.99443167004379,0.9437926927839868,0.03031599211636904,0.14073298819011004,0.12627703534582224,2.7349544411172366,2.6553108375513883,0.737008797150389,6.081710915298714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,335.6352679758478,free_4_primacy_scale_Semantic_CMR,0.9153402400451469,0.16774080647152084,0.9970482275659024,0.9893059551186212,0.4730622528266816,0.7738910924168093,0.7247980170794451,0.030390969453019334,4.7335029676469915,7.493680332234703,53.178935799504444,0.002804524209631176,0.2565348833150827,0.21552101890164188,5.971323465145282,7.576015356656525,0.5566601620776136,0.3272194742730008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,319.4565725024119,free_4_primacy_scale_Semantic_CMR,0.8312198279311873,0.24697257916635124,0.8533378027027663,0.5981441684657932,0.2523549999834296,0.7814960602149376,0.5142904717370813,0.0972951128760125,0.20667355600767223,1.4191839684856404,51.23910828625705,0.0013404024495842215,0.3958598586170705,0.3551200558441776,2.9467193283560467,5.040623599233253,0.30641130888884316,0.1311181783981672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.91753576427624,free_4_primacy_scale_Semantic_CMR,0.5773910669323774,0.2780973889944589,0.6609115617010045,0.18514277314379846,0.1869380920989344,0.7935615133011568,0.8634870494780478,0.47650886474606774,5.696054127445251,2.996138500917655,33.75958092495291,0.025249650062387066,0.16373526966361782,0.22975207015827814,2.3627634731209337,1.8837404056668643,0.3033246740971467,6.155448527544782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,336.91394019073124,free_4_primacy_scale_Semantic_CMR,0.8424274065574988,0.01415595451524132,0.6857785992521389,0.19227900809037407,0.7036067792123286,0.7603460912528169,0.5244024158779537,0.5706946536113495,44.623095814440894,15.97768272966696,45.99993667231509,0.0005760135051078863,0.4293592658131935,0.34985773686000954,3.3768810036126506,4.888577724485622,0.04804629533528848,3.1874013361409737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,281.42368777583215,free_4_primacy_scale_Semantic_CMR,0.8217849100003716,0.15613780020339219,0.7294715054717288,0.5124639964062478,0.1851101207444778,0.5548346767446726,0.3602226636143345,0.6685804036828427,17.276989336737905,15.416557912459865,1.2231278904979916,0.0018003455959193504,0.4014841398921316,0.4070851742315309,1.8404766796276761,1.9643039247492524,0.27789985939523804,3.7492317014746765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,285.6941337622757,free_4_primacy_scale_Semantic_CMR,0.5048925898920865,0.1723430382626049,0.31810800807019524,0.7060506775805072,0.06465620310226439,0.9358689663160686,0.44990390140198133,0.8233603930507176,1.3285044787967664,9.490966329082461,0.7389343066827507,0.0009645635728932067,0.4221813564804018,0.41266301691728646,3.627854207303887,4.4532220268690805,0.07503142107581834,0.6553482500684584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,257.3901788247583,free_4_primacy_scale_Semantic_CMR,0.7283139111856763,0.2642379849211186,0.34014353020593135,0.3706029703743646,0.08793897100066933,0.8675974307070105,0.9644541282616814,0.5263643927769155,3.15218371471385,23.21935911067157,1.0043108567774794,0.014723365063967764,0.2919877711465455,0.2336388972207324,1.8220412480229702,1.5816362558952894,0.31976438215438885,5.5550414677924245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.07505537295546,free_4_primacy_scale_Semantic_CMR,0.40395888399748614,0.0066738132598532784,0.8627784710178892,0.5828976935182139,0.008610023103492737,0.20749765400021436,0.6941568184214532,0.5121061612861766,3.377752627797669,2.022139817537756,51.87626402629263,0.03098061837083116,0.2532133383450601,0.19986525541995448,3.6642165287328283,2.4442331453382495,0.07593972447901703,0.2176280478678141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.32880389160474,free_4_primacy_scale_Semantic_CMR,0.3827170988324022,0.04012821874002859,0.2772745604685485,0.4469379702827181,0.3007941084791754,0.45908757330779304,0.0907599676650998,0.15814790921812033,2.560730187218688,1.655276207737188,98.39890910257427,0.008157068073773144,0.3030225143087151,0.3125314702891444,6.166375919622511,4.310028681796751,0.7981100718816927,0.9897691230053409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.19697539488936,free_4_primacy_scale_Semantic_CMR,0.9787531099029272,0.8141849207601948,0.3481506115157501,0.2180268958397824,0.4899836767353106,0.1400419028745265,0.24506202353486756,0.8238113987574027,9.109819094632968,5.3646239446168735,24.799361493755644,0.006471341409547082,0.3080646329686756,0.22658807592785735,2.4820788617927727,3.4645639343371015,0.9723025649838987,1.379192955791325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,356.91604662746494,free_4_primacy_scale_Semantic_CMR,0.6678480620509971,0.08992981630171723,0.9531332407374504,0.8051753046272683,0.4335567210596165,0.3455424043943873,0.898080986430154,0.4190970558608287,18.27934719286188,21.49536056767117,32.880823825110426,0.010045067088551612,0.20490392797854165,0.14727510340681496,1.4937389950448212,4.259306672632579,0.07083098669324758,0.8544545795093011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,328.60705209266143,free_4_primacy_scale_Semantic_CMR,0.6987046891741597,0.14797620789489038,0.290332211078996,0.8697429137722374,0.9466981811260791,0.4665206376801016,0.3027964027049664,0.693870028536356,7.542260823624236,29.779141323345907,6.437878620914267,0.005866732811949831,0.22919335464548046,0.22512873862290123,3.9261637317861497,3.6708458947145552,0.025047164441038723,2.8470624146351335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.69888227780257,free_4_primacy_scale_Semantic_CMR,0.7171388994387262,0.011667295182059112,0.554165015310303,0.5070594101540878,0.08386445524178754,0.9483076078077003,0.7050995940801935,0.09027890854696002,6.051298843300515,9.701177588687855,62.53005097553172,0.018347244289340536,0.22847253804105438,0.19048452770829538,2.109941396694039,2.2069080207293377,0.013507913040553488,1.1911140432829557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,199.56974211169347,free_4_primacy_scale_Semantic_CMR,0.8229456245296749,0.02877489224111618,0.759404549915086,0.41733081563283325,0.31838279916498347,0.9810419248684586,0.5245240861983396,0.19073843537164692,3.739448738045894,0.13116255558082202,21.251984165531905,0.008975867225138545,0.36623432104410814,0.5143018432232065,2.669427704500635,5.8515705984801425,0.048860562660917095,0.4059214451285884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,259.61297950616904,free_4_primacy_scale_Semantic_CMR,0.8266977070873254,0.02823940292179683,0.23881854071586955,0.8578807283098797,0.19847926022543283,0.6041229290468465,0.2539101604126774,0.5834398931423784,31.670133410699506,79.40516982734626,71.32125997655294,0.011010153750561857,0.3341928802212246,0.21902945639749394,2.291356786921611,1.0803980708365257,0.16925435984059095,0.634915661309992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.74833204338915,free_4_primacy_scale_Semantic_CMR,0.4921398013699845,0.12420202685430931,0.9463597099470029,0.9257342846550143,0.9028166776557442,0.10127808791374499,0.455410008287944,0.926103916510471,3.2117665298589415,31.722335315068772,76.91754116328303,0.021047036512971906,0.4582150163618346,0.4964633853159386,1.909292065671825,1.0397222018376988,0.11157685226663167,8.415528402145375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,306.027388032468,free_4_primacy_scale_Semantic_CMR,0.8195932677975233,0.06362585799781312,0.5107290854376141,0.5182072098367582,0.35315098461333744,0.5031971297915877,0.9901746357606761,0.6410456036496817,23.025447070977222,20.985379106657742,0.9530914859586161,0.003985529136242283,0.28955950854453594,0.23929914387498208,2.0012442544576836,3.4632118127391465,0.07750962421859298,2.589119980520447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.62878551374814,free_4_primacy_scale_Semantic_CMR,0.7264769573037885,0.05806074853983206,0.47811517461355996,0.21504585081958005,0.9000212139772605,0.25176629057491373,0.22959880648888875,0.977733801516894,3.1861929862161773,44.08246045025691,39.828886368241015,0.0050190221702458016,0.3349418625036149,0.32240647931343247,4.481485902914085,3.832378205315891,0.07341658601643364,6.086827983397792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
