subject,trial_count,likelihood,model,0_encoding_drift_rate,1_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
64,8,227.35795897570569,free_4_encoding_drift_rate_Semantic_CMR,0.7683102680006999,0.6565738613879052,0.05365597785475534,0.7881534156682212,0.681719395040654,0.20777899198496347,0.8228930749848118,0.022700746114420522,0.9258987844295425,6.760162599202047,4.600177608975983,0.009490727433716872,0.29726405358560903,0.33090202541843183,3.7321222551504087,5.466674963771333,0.12985205257891902,0.5712430322037578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,314.79942219828155,free_4_encoding_drift_rate_Semantic_CMR,0.3648912554874852,0.7405464058847053,0.5157873579053942,0.7424306244457343,0.7637746487095672,0.15463299626787075,0.17636687202978718,0.3753901052867042,0.5867604260103174,2.5499880417486906,0.22455317679525422,0.006877476976301589,0.21497095025261448,0.2309128146636592,4.663230168508786,3.022174237893105,0.2961275585533263,0.5907637848656684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,241.21720118262863,free_4_encoding_drift_rate_Semantic_CMR,0.5223856140541163,0.32219028494467183,0.06427378007412393,0.40337684165938664,0.7042801987033679,0.06926766193003309,0.8273454394645798,0.6414260871852351,0.5743275549908777,3.0984568842524496,36.5573279069637,0.026980428252240618,0.2496636168166404,0.1436286716057964,2.015827550479009,3.0911382389187265,0.09673809617178647,1.2340254270748083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,250.4722050389782,free_4_encoding_drift_rate_Semantic_CMR,0.5666744826996678,0.04145059482412017,0.308793064393177,0.32339441301468497,0.37732462423678775,0.1366616319055764,0.8395931246120341,0.29561493845119413,0.8525670958743696,0.43375087687209657,80.69448122362819,0.005013298548570133,0.4863941087475272,0.36148304041772494,6.880199295058215,6.1446637578149925,0.7195442013766372,0.5679323473053302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.9546082698793,free_4_encoding_drift_rate_Semantic_CMR,0.6616495433487498,0.7363987574872208,0.18944253318930449,0.10070131290048029,0.873865044584768,0.3758780771541341,0.8181077329736526,0.39236883558496677,0.34568258999713997,4.900260041335343,62.249911923082635,0.023528426394535562,0.34513666558234846,0.22387201896590092,2.793647091961768,4.832899494196944,0.492543964158255,0.3457617569211111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,187.82067411350647,free_4_encoding_drift_rate_Semantic_CMR,0.44413255166211474,0.9708605733338246,0.031301292199607866,0.024995493332232888,0.6566439178315447,0.023476656849456212,0.4681867394008727,0.7749214428798656,0.2763326677091664,0.7492193729336662,14.938544884956606,0.005947117326229601,0.639130997703095,0.520580914650691,2.773871691684713,1.0238354059813664,0.2374009847675863,4.260180531398278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,348.29403899834847,free_4_encoding_drift_rate_Semantic_CMR,0.6467740647863189,0.918688495180404,0.4154184172058853,0.9962140725633579,0.8421931946444214,0.5539155706638669,0.5721435552368386,0.6255241460960872,0.5436305885608994,1.0139323084341996,86.96770864681771,0.017158858655761722,0.14066852605675795,0.17030070961447397,3.2402874384336853,6.327612213150809,0.14707560648276402,0.6543152890489123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.69094586020373,free_4_encoding_drift_rate_Semantic_CMR,0.8594320906730755,0.9784489375880014,0.7763909895162985,0.16592062246858955,0.0462334811972377,0.9080370540430861,0.9900678867388577,0.2159179414612441,0.26668603789632944,1.3542140131319509,14.135910356061599,0.02560099154195582,0.15982015544020475,0.17576128283014766,5.10404172718573,4.595407027484976,0.14080697385296914,1.8988844084467034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,278.22186860482304,free_4_encoding_drift_rate_Semantic_CMR,0.5397892311654365,0.5528103226500153,0.0364313553154505,0.4267884748627008,0.6531746872613076,0.9156969605117573,0.6171534643160148,0.9093265487979418,0.7621327416009716,7.726954629306384,22.728876722168057,0.0012143943808874402,0.43116669139515373,0.3720599452832323,7.328083074233519,7.59132793947756,0.04049349675805669,2.8418923931103373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.4567563486471,free_4_encoding_drift_rate_Semantic_CMR,0.5348918430161488,0.9973591900864758,0.6307991785247784,0.34660875813352765,0.32234324745964327,0.40379895175014074,0.6994775090850035,0.7506743071611107,0.6053223844948644,1.2620008958983249,26.884910329121293,0.043538120752812826,0.19925626469869417,0.14826426008112215,4.016180600332315,2.205336329140107,0.12075632954385424,0.7847878213794655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,209.7845275410691,free_4_encoding_drift_rate_Semantic_CMR,0.45170635030138284,0.5835672517197388,0.4657977331906783,0.12834331716477332,0.8463886069160691,0.10366490000656126,0.8464763753652633,0.6017923501598463,0.5982426590067194,0.27303771620939443,62.06085768485589,0.0027848953811045463,0.5548193792912643,0.5678106172061588,7.383339190271028,0.620780445975945,0.5150460621764865,0.2577615098350625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,248.67556410028175,free_4_encoding_drift_rate_Semantic_CMR,0.929870497260982,0.48031845218413705,0.1433765268257089,0.6783020350263231,0.17191821246210845,0.18067192796780485,0.8650138937842308,0.7951950269541426,0.6185919950949541,4.442281661535173,59.08654978144229,0.008922007291841425,0.24697630551256858,0.4021888892553926,1.9359107580563104,0.5948172718221516,0.006074181239075406,3.0777111902361023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.0756006664815,free_4_encoding_drift_rate_Semantic_CMR,0.6204196305595782,0.6291274904710098,0.8295277448749983,0.5163115254649329,0.8143215330839662,0.5498633495728953,0.8853860760108618,0.743735016402103,0.4013055112392438,0.19186407240322723,76.56202487311444,0.0117887020475968,0.26386399418138407,0.17740229447716516,8.804212831424172,8.390111408853004,0.1666748371823546,0.4119728229477735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,330.0148893473996,free_4_encoding_drift_rate_Semantic_CMR,0.9847189363004182,0.9018445993217257,0.818590544618089,0.9396585965117149,0.9593823010619784,0.4708167648599413,0.27921532234401786,0.14834966888955764,0.5273305715105084,0.8753088996731293,49.90910023531419,0.0031676816576503564,0.25192327879446097,0.21399084429175463,7.880241453204806,7.809469394496652,0.4079887983227292,0.32330729996398233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,319.4067568105744,free_4_encoding_drift_rate_Semantic_CMR,0.6223342795405709,0.7431269193669944,0.32742309854113627,0.8222532765186279,0.7650212710045362,0.7292647450162532,0.701092401767698,0.8688066398772487,0.48097623985753857,0.42227919535765324,27.832496435289823,0.0047061010581377904,0.298368036598994,0.29249323820681283,6.657526636752276,8.594400891496363,0.06184639302560713,0.3265410949824634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.571436791925,free_4_encoding_drift_rate_Semantic_CMR,0.2364958124928126,0.8071337496878311,0.33797079857617496,0.3239852712693817,0.5174760512034932,0.01807127613912407,0.4946736655779338,0.5464004694752299,0.6587419788879123,0.41140819169986287,47.53161266102638,0.028782572455111732,0.11378288348581922,0.25963307479351627,3.9517282765191464,1.2645837782049458,0.5616472082415253,1.2058550859224297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,340.5616328911772,free_4_encoding_drift_rate_Semantic_CMR,0.5780685465187714,0.9964775264227637,0.24519759646317063,0.40307550493498684,0.7527941905256897,0.7494488849776005,0.6043910994381303,0.8779587152584347,0.8841866119058128,13.895287173272216,49.290435800942,0.0005843066373518724,0.3999988787626352,0.396342970335092,3.542049993599722,3.8223190898873565,0.3563751282895051,7.6935938789969205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,280.9263313031746,free_4_encoding_drift_rate_Semantic_CMR,0.6877357494151367,0.7078054720534391,0.553017242505993,0.4363150405128111,0.35912000129341176,0.22706535140196615,0.37608909878887187,0.39011244825760666,0.6078213327383064,1.4925068645505917,90.68383205949274,0.0022574499293814276,0.43532922396777884,0.40524605394464963,3.6447938422785056,1.8094721812309507,0.523798724036153,1.1499593191320638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,291.1549658361477,free_4_encoding_drift_rate_Semantic_CMR,0.5806506708550381,0.6071372895131355,0.7202330634473271,0.45936993662353875,0.5008995605466818,0.20248844501977306,0.8965148594454894,0.011254870754629382,0.8545114098556544,0.438029359963635,70.78347040129756,0.002349379853156298,0.37002655478649715,0.30685297005925755,4.4031147650134885,7.8097202753536665,0.13556482314964888,0.42602587525337876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,245.84467743465984,free_4_encoding_drift_rate_Semantic_CMR,0.8596124824737408,0.573026066524156,0.06958635928369555,0.3423730939617734,0.8260079467709243,0.7485796034569112,0.8521736718451753,0.4932008000849563,0.7090836082094655,1.153215278538724,54.46142045948581,0.02733286421463771,0.27252805099204735,0.15294414853945693,8.426756100366505,8.013135489056586,0.01540340794574746,0.5459555528644513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.54682118595974,free_4_encoding_drift_rate_Semantic_CMR,0.3413457901546134,0.39588662564204813,0.05557641436046712,0.7542319814322717,0.2756612315977331,0.19734458660827725,0.5669568754604238,0.5484895800107576,0.6809818560457644,1.4195880953431939,32.220523167065465,0.01794187334728764,0.3294192591314129,0.30963242203961183,9.022144324645822,8.211362663228925,0.5862340660412414,0.16862569477029865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,246.70945850194877,free_4_encoding_drift_rate_Semantic_CMR,0.5899250498830538,0.41091009303871423,0.18609967225970053,0.2996819406215234,0.35001878000881964,0.454081365308173,0.6776300133940869,0.648580866138293,0.18630583330295952,0.9244424892176824,2.808274079191442,0.005693284766058293,0.31670574882812463,0.42169440223505283,8.589287251160597,8.8913066336768,0.6177935287291481,0.8109677742407282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,302.89315969804784,free_4_encoding_drift_rate_Semantic_CMR,0.7965700945546313,0.33885354347071195,0.2903348888823962,0.513282620572924,0.06986956903285507,0.9595332288681645,0.8129822590759452,0.25597934657922106,0.4703528568295515,14.39032314352285,75.04844512717834,0.0041429354561253184,0.41648882202738857,0.23299312434101793,2.262184165930438,3.1689597694764773,0.9662676683780757,9.194266781910049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,358.131468989921,free_4_encoding_drift_rate_Semantic_CMR,0.5944258356660242,0.41175357520096195,0.28817088020985393,0.9355714281107963,0.6383569409130447,0.27859129942157074,0.7267108192808532,0.2042702257048763,0.5640638072846933,2.3755583747876017,14.530986085937755,0.01727606354691308,0.15427881341806327,0.13368139693569603,1.8373507734322327,5.280303664442092,0.12415186341604845,1.052558204791434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,328.7300891787803,free_4_encoding_drift_rate_Semantic_CMR,0.733497486122284,0.4644165004699479,0.19506937447498,0.2583500477769713,0.6902505225294242,0.9153372582330828,0.3025753165937935,0.4766924732906722,0.9716395528058807,11.84751968486032,85.32260117074904,0.004109226596631887,0.21981899084214768,0.25447865100709327,4.35435874724342,4.45218284742449,0.20597951940532533,4.142430730986849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,246.73894028826362,free_4_encoding_drift_rate_Semantic_CMR,0.8382497946365932,0.9179146198072363,0.07443912666252994,0.03328409427144008,0.787207461738746,0.08819027447940841,0.9454320740461303,0.5826334134220476,0.6773155080525294,0.7618638512769138,65.80883939950495,0.005286190123383938,0.3643787944784842,0.3320088560812131,1.5484034200386199,1.6634604500686305,0.0023155314195982823,2.3085320145147934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,198.6251760274118,free_4_encoding_drift_rate_Semantic_CMR,0.6052965300649635,0.8369341456010844,0.144023047113782,0.6561589168698703,0.29335594498172735,0.41007333394183354,0.28029135200605343,0.810337591827789,0.4545733116486104,0.9652732786990725,76.26780986130943,0.00831477768324207,0.38413596187922305,0.46219019578399045,4.651667230438374,6.810951171980016,0.036129357275674345,0.34892861912575235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,246.74485273289764,free_4_encoding_drift_rate_Semantic_CMR,0.7964249586783528,0.5165648829411753,0.6455619194836981,0.24111612853782738,0.40318877355952637,0.07045273749385322,0.9005140814616039,0.8042367718903126,0.7949277427800268,0.5056906048589269,86.10322676779596,0.005010220917953667,0.5127473264610121,0.32716390861903744,2.8581346908751537,4.510958175871597,0.721565360377603,0.26157046424872643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,151.96937440576494,free_4_encoding_drift_rate_Semantic_CMR,0.22495423442891893,0.6871598234567157,0.04862380600749783,0.4194259498057125,0.8122246824632815,0.8007875567012225,0.6722034335484129,0.3706247706897801,0.6633092174673485,14.880600266108992,65.32426598901202,0.015618283209482275,0.45274975895949154,0.4879668563612256,0.2823706897528835,4.138741105471081,0.12879122296044915,0.7318145415331525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,302.26303436631554,free_4_encoding_drift_rate_Semantic_CMR,0.5716653209593014,0.7753744477650268,0.028124863547493162,0.880794653158897,0.9216052005876241,0.8073246976432082,0.5403039061380698,0.531985826580891,0.33353384921883766,13.44644184756465,62.31843383222086,0.0035735931785321196,0.3102654840043275,0.3077823054877289,6.043602849945144,5.966634652781728,0.053418612366228246,0.7695241038071918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,260.42330654881187,free_4_encoding_drift_rate_Semantic_CMR,0.6083522345731535,0.0862210504117813,0.3033907202695595,0.7316464548232954,0.23545172251190005,0.6644370172686296,0.39969009179778064,0.5788348088046812,0.8357008128406872,1.500237384400196,87.22883415208352,0.0034168271462504504,0.37311150325766,0.3463494984702749,7.293924920213695,5.398135833485297,0.1507377808146012,2.194927133908943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
