subject,trial_count,likelihood,model,0_encoding_drift_rate,1_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
28,8,341.51527144813144,free_4_encoding_drift_rate_Semantic_CMR,0.5858078830617153,0.8492012668822431,0.2967722376595334,0.9331659283428877,0.7911300331630962,0.37867868675573824,0.017467641408150936,0.8667661584098103,0.6552877324200124,4.2704237480577305,5.648908270394607,0.010873618977747468,0.15926579400363394,0.09861430186397246,6.696099697817566,7.208483228922804,0.2537028229692099,0.8113239415217359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,256.04754341163215,free_4_encoding_drift_rate_Semantic_CMR,0.8141262313466024,0.6661528763380705,0.5265615595129055,0.933434258464028,0.8233562305856199,0.3713544755095326,0.07543838199995795,0.27838348005560964,0.6270229183235672,1.4817829446567998,27.52669243381235,0.01400732749539113,0.30041259407981435,0.08562456348123249,5.739058080070527,9.404637099120773,0.7632324304645193,0.06594569851454857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,249.38319825211192,free_4_encoding_drift_rate_Semantic_CMR,0.8487249552443641,0.9119758128724884,0.1983962968310098,0.3681687042692213,0.8064359430831018,0.3442808974301757,0.8052596497943133,0.1492981757049479,0.6178548022557908,2.0569715193006743,3.864892316558297,0.011009696883322095,0.30073482288441955,0.23679650544101705,3.7973125738757756,5.253705836481515,0.009598482387221718,0.44234621619840464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.202009130557,free_4_encoding_drift_rate_Semantic_CMR,0.4502152245686384,0.9358579137149701,0.1671793265687071,0.35025676132913613,0.6313637630535847,0.6659920639583261,0.061033680929765466,0.8698869840842103,0.6392984370769184,17.73881341377811,98.37675399691575,0.005203686854247103,0.362736137321515,0.3321918644712154,2.9317958397980886,2.3969020262083514,0.6224887188089281,6.148961518108294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,273.08830779131387,free_4_encoding_drift_rate_Semantic_CMR,0.13823934966402912,0.6146847315599246,0.446606507851458,0.20562379503873918,0.7695444758694262,0.3206297267349122,0.48507113236545907,0.3721070623924944,0.8199353673533187,4.573261739202351,74.84971801164775,0.0019336952647493466,0.43044969654252085,0.5170851019028042,1.5180848033064311,1.8493239473066696,0.5266390421280892,5.576744976542791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.58029056746167,free_4_encoding_drift_rate_Semantic_CMR,0.46050330856552024,0.4523070399201566,0.054482206205041184,0.3809899564679146,0.2893638306722345,0.08150002652484284,0.1901480592876632,0.5403984769643972,0.5947579713742663,0.6597647542930218,61.194959921135926,0.008814937702353587,0.3789459778503472,0.395631066542963,2.7845951821585393,2.67840419650178,0.06904539235297757,0.3083941970138184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,317.0052015388343,free_4_encoding_drift_rate_Semantic_CMR,0.9699746526120618,0.6223512063242391,0.053418406077720214,0.10871820925234839,0.842121358544901,0.4633720940328945,0.6919330188699694,0.08609609326394105,0.43947208624289524,1.954493714150279,43.98432574335146,0.008136936313728962,0.3002430300450495,0.2150616541235597,3.135806736990987,4.346265051504729,0.2596193283280542,3.1170406214079325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,195.85046735219692,free_4_encoding_drift_rate_Semantic_CMR,0.5000203033787518,0.8942353697998637,0.11072736134987765,0.06309459808428464,0.9963577710483873,0.5132140754844198,0.40688645642475835,0.8183806624586136,0.9905142249337832,0.18571248018150044,27.90887948187624,0.00827649065755165,0.5385988412637674,0.49521021465164505,9.27144036509976,4.7262736079918986,0.18968935346917748,0.09582365169100804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,270.1184702511338,free_4_encoding_drift_rate_Semantic_CMR,0.48383415157362797,0.8410837831152935,0.8876360782528059,0.08754710550855055,0.934180303470987,0.9846303218767924,0.826482748490047,0.6629453984919611,0.33901073862676645,1.4374958970343172,34.02257564768429,0.0037806142443047586,0.4254535201258678,0.3414042302964422,6.197635968464947,8.209631072783312,0.8046466688832006,0.3794987657816504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.8421750986538,free_4_encoding_drift_rate_Semantic_CMR,0.9879874118599163,0.3166361174445387,0.21295769089659977,0.10259824812080248,0.2089663516561634,0.3764662837978426,0.7839953488569424,0.3834933703563543,0.6178090453028482,7.128013509838098,80.12950467389769,0.006595220685869707,0.42151711913198575,0.45967642711871726,2.2302593286942862,1.827606572697087,0.895400260417025,6.314126067069457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,363.3827542974361,free_4_encoding_drift_rate_Semantic_CMR,0.7851914893604768,0.27473517564041583,0.810813172013102,0.9087373140165307,0.7317793791717377,0.8744515632623415,0.7205258734913139,0.6545584869039971,0.37091348587049117,4.292774778814255,0.9981380838357126,0.0046670384124881115,0.22973823537493754,0.2321494162347708,2.057228513797992,4.816381954707064,0.7249622547583195,2.06425017433126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,281.17290053747433,free_4_encoding_drift_rate_Semantic_CMR,0.7146616721143416,0.8721155741083133,0.6393171816387739,0.8724018365510167,0.8804117823516959,0.34891091789879136,0.3186010035800195,0.9018104520135646,0.45685481697243585,0.10054442247213302,31.134473515592642,0.046595946403584776,0.08657744835601289,0.10361926888657713,6.882947291419239,6.569866543288004,0.6794181414421778,0.2200306342505538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,232.62857153814338,free_4_encoding_drift_rate_Semantic_CMR,0.34990645342785515,0.6056978793780934,0.3561659062657076,0.3804536488089426,0.9375311619477579,0.8582721340898756,0.528287066943453,0.7623833240200001,0.9209500781505393,12.844757228054867,74.3449692019406,0.016240946839474524,0.19498557006054362,0.16692242614826824,4.6469236974787105,4.264180023331418,0.6072596601756679,9.233945313910867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,211.6333646218954,free_4_encoding_drift_rate_Semantic_CMR,0.5215427938853834,0.32058333514227233,0.037169911972416814,0.5501590736069889,0.39832275552324137,2.3484370259618803e-05,0.7917934542240729,0.6709778735808076,0.6905553657386789,2.9572352969607536,11.70377633197883,0.03031280732818159,0.3051741474534806,0.18397453418608833,2.296305965242426,5.415040912003307,0.04050244609702153,0.6900898584172817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.05982735497872,free_4_encoding_drift_rate_Semantic_CMR,0.4315800665770989,0.6392885591700408,0.006843503468230483,0.9963967632397484,0.02745405899104114,0.18505081944657714,0.5645991126530596,0.31638472203126466,0.9774313913337774,1.2364474236872667,34.18090117312491,0.022393168557349796,0.5299608237394384,0.4903287982027269,6.473540005701585,3.7161745907672334,0.24399533987652033,0.17319788044586204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.04923179780053,free_4_encoding_drift_rate_Semantic_CMR,0.3245294580689468,0.91091144422321,0.5693216116848028,0.5832008168493201,0.8484894338961997,0.810874512112388,0.9690723680209499,0.32057902067047633,0.6901740322966531,2.3477237205474406,60.508332301521655,0.014215251620273386,0.3263079109986492,0.32428451098602734,5.187283341372891,6.017869313840971,0.2659964048594569,0.8551193106968535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,303.67256173952336,free_4_encoding_drift_rate_Semantic_CMR,0.8024691465933667,0.802494010629124,0.10308966734819197,0.19991244188275498,0.7887891264405444,0.39535233205816805,0.4195066287456148,0.30782580242930824,0.5939450885279542,9.660034848473217,2.0596220417588427,0.005822534790485945,0.290429859865581,0.28982927788926727,3.422495964816719,6.175048805405716,0.008405897288754127,0.3241351531592871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,301.7918595817317,free_4_encoding_drift_rate_Semantic_CMR,0.7619633167053482,0.5342237257621566,0.4462660012109188,0.20453542249625276,0.6062756009732392,0.008109500892146824,0.6824498701139322,0.20793582954399947,0.7497494710518606,1.3459554666789821,33.84855368721704,0.0062369860812929,0.36639219196443334,0.1439851645403883,1.8053693393457313,3.3568908265893316,0.18697827519048713,0.24435189872345536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.17588809657326,free_4_encoding_drift_rate_Semantic_CMR,0.6305845033876006,0.7206422668959988,0.1966132959656589,0.21369027330458273,0.8272771042089726,0.6826035467909166,0.8760180719249421,0.9144521301540192,0.9417663997431134,0.8811478383464398,30.388291555924646,0.01642975335168933,0.3671684524592998,0.21656373077147156,8.06240905223076,6.196829631031143,0.030911064160066927,0.3511004056598653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,181.51548042434487,free_4_encoding_drift_rate_Semantic_CMR,0.9402837405452491,0.9987545296939886,0.2597193694460159,0.27744431287775395,0.8488056918366473,0.006960851737781992,0.38737663755297147,0.4626925076572071,0.5686158311159742,6.509424555724969,73.6726445336635,0.009280508745776683,0.6982075310904197,0.31429722430685914,1.4608114580592724,1.2638884836596143,0.0950158288653778,1.9384880080124862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,300.54062070084615,free_4_encoding_drift_rate_Semantic_CMR,0.4819377915514879,0.667922992484439,0.10084538012966243,0.13818831840122653,0.9514634744503423,0.47336776199645536,0.8337749919332977,0.0015750403099212829,0.7008118668216714,0.7633962041285969,96.18585670190348,0.0016884567112218085,0.42630930016043234,0.37758170319228057,7.1130760859050115,3.9140105365363715,0.056601822792687606,0.7081691031266599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,271.6463960943029,free_4_encoding_drift_rate_Semantic_CMR,0.35992807682432193,0.778760392525115,0.16171187813711746,0.6417356406045989,0.6968800644570446,0.08679141181464384,0.6735804079698965,0.9518146827369661,0.2617799773550137,1.3362793681210619,52.64691947830769,0.008226211883879009,0.3700989062597104,0.15653823309202153,3.2230455702934524,3.0757838697057345,0.6724698505577531,0.5536307843620865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,265.1623485342368,free_4_encoding_drift_rate_Semantic_CMR,0.46299188337535474,0.5298595954560383,0.08829740495365201,0.3808828340280393,0.35103488673345323,0.4203084166657563,0.2071536241698867,0.224801414310421,0.45551474970265243,19.349865013086077,50.584982063118936,0.0053123394103054555,0.3914996196676519,0.2813426263818988,1.8858897427502623,2.116986974663541,0.14815618665987074,0.5980138611036212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,260.30110888877266,free_4_encoding_drift_rate_Semantic_CMR,0.5413090629172439,0.8243956077885324,0.11754925320659243,0.8901855386500304,0.5787096051964151,0.566620988475212,0.5716820914354241,0.01105067397547721,0.34120185545365733,7.369012259408777,56.378028657977374,0.010567434300867873,0.2039469794673714,0.3461221357953912,8.954320135539884,8.439669458656594,0.1850144712428758,0.6510685995455052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,216.26727844702043,free_4_encoding_drift_rate_Semantic_CMR,0.8601866014545672,0.579049647028036,0.0467908143861282,0.9614391770989937,0.3534886200514313,0.8102570649082702,0.9418678709524372,0.5413345285693921,0.89287842311436,2.116989590961751,25.602352968991642,0.0195587961929935,0.3073621853383415,0.20787767007329094,6.083218949917653,3.5363944820304427,0.1274687755480141,0.044570104760087936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,299.06712065907993,free_4_encoding_drift_rate_Semantic_CMR,0.9400677697061968,0.6026791453039793,0.8018947524832342,0.9836334450594999,0.9972471382884869,0.4758810365719559,0.35935548432365794,0.6114093749147784,0.7814415589231207,17.348704134915906,1.162068637232089,0.001279082247191865,0.5300292391890391,0.3088600650354749,2.1248752724453004,4.13560922102984,0.8002927203138052,0.3279160301600301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,272.41246309373605,free_4_encoding_drift_rate_Semantic_CMR,0.6798621216545269,0.6896196035934399,0.5732404988891633,0.5491157740127987,0.5964903834479524,0.23073716114872278,0.44409306672543825,0.8065034545107065,0.08223787399663274,1.0187775677082271,32.96967815311867,0.008408164555263942,0.3447541118557247,0.29214346174794503,3.034769993210173,3.5657441157922136,0.12385988822060007,0.42971397454862537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,249.55614477551774,free_4_encoding_drift_rate_Semantic_CMR,0.594158250159041,0.973208080313696,0.17104986288443386,0.08406352789255228,0.3397921637781194,0.9282782667425709,0.9950272945412407,0.7987862048110851,0.3210111094566098,0.008056901129442906,11.240275683076078,0.019779079717883785,0.2261351716649198,0.17580862715057854,5.700423619010714,6.972902112505064,0.1806613152869499,0.5641749491576338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,259.3971996729405,free_4_encoding_drift_rate_Semantic_CMR,0.5543718284234728,0.5037414612786912,0.5591763568852813,0.5300057693505387,0.8958848281902079,0.13495249232555212,0.4044696016384394,0.005689750390735271,0.574990251547411,5.705715438557483,31.907698607410616,0.00693624656306302,0.42270067717540716,0.28450920803951263,1.166185106898321,2.2342588072959013,0.19635210583877444,6.992044298022454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,278.3108870558027,free_4_encoding_drift_rate_Semantic_CMR,0.6025469003583013,0.47721133005693966,0.539511709492278,0.8735985027052003,0.9223390608991116,0.5838060030483436,0.10944839374585386,0.348440909953666,0.2706128782329428,11.50609184787238,0.41014327569371956,0.007402038001953601,0.4192348886626334,0.2219973503101535,3.3649000964999543,3.848708580225356,0.5121209606643847,0.8592068853360069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,237.0829558908897,free_4_encoding_drift_rate_Semantic_CMR,0.5187512902500904,0.47257316890073625,0.2089540549621398,0.9420748294755864,0.7485394570458236,0.25024027167137275,0.5180731379873666,0.47095212087201305,0.4900906853748976,4.949438677248459,0.9176504048683753,0.007875790958849382,0.3975340403154206,0.24550548879810208,4.038484939456562,7.242672746742733,0.5045764169439644,0.33367726452549373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,277.982417739614,free_4_encoding_drift_rate_Semantic_CMR,0.2751893833741815,0.18127146640037944,0.5132533227924495,0.3458672830253008,0.6506780757886639,0.20650384839974767,0.1804744921106271,0.9707511987974499,0.39868957504686814,0.2352453660955902,68.73984392808734,0.002266551197994904,0.4898055620877164,0.3569656876624787,5.699176783028355,7.803140659798876,0.7623230432649254,0.10957837633882228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,216.4432829955862,free_4_encoding_drift_rate_Semantic_CMR,0.6314242145031239,0.8267389989230824,0.3109033743752012,0.22070387055038287,0.853297982732004,0.5596267117388094,0.9264074103365803,0.8797119720684015,0.9269522598412585,21.60041375840957,0.6744393030297857,0.00611365317182716,0.4521736740318696,0.5045693938184588,0.33089500537004124,2.8595075282915277,0.848839881110486,3.9038045359203832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
