subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate
56,8,278.1576167799978,free_semantic_scale_Semantic_CMR,0.7672806053445715,0.877376719982937,0.21038216479887822,0.35087244432872455,0.8139917990887096,0.20875587053513728,1.620499779417905,82.19851238884402,0.0076457567358669265,0.3164398630328371,2.2390169252242353,0.08828970521053509,4.085948215907128,1.2982085497493365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.7380120736413,free_semantic_scale_Semantic_CMR,0.6940569485706791,0.47358880310736684,0.9868786855704144,0.12523197339048447,0.7696982943334956,0.8868994248489379,0.5212488097287107,56.527291727827645,0.035057144270752516,0.18333001133500026,1.366232267944873,0.1922103311399841,1.3542570607125928,6.522285911552437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,262.31354477872065,free_semantic_scale_Semantic_CMR,0.9427921496535917,0.20201678058069517,0.07625582337303466,0.15148939670159395,0.36090044225773116,0.566043959088826,7.346327422902107,64.30439198914527,0.024038074568520418,0.2254732289604302,1.72812537741539,0.4630505376103364,1.7013121199590673,7.328564317643363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,280.98298569734925,free_semantic_scale_Semantic_CMR,0.4989789282863243,0.8611394956115352,0.8908960624440161,0.6216076893802236,0.7974752580637916,0.700669810949898,7.573280030556255,0.4412184662173999,0.014412810050114189,0.2352080437823192,3.404871026480221,0.9082864365052241,1.422275747024031,1.332714727185302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,243.6578400817681,free_semantic_scale_Semantic_CMR,0.6564703070416383,0.2902031077208036,0.8721497780215037,0.07100066853940606,0.3038825299444211,0.4299117179565045,5.805272909328167,1.2001405384095776,0.014510487987218212,0.23474197843945266,2.8976271106788696,0.33843316306587645,0.1308924380745129,0.1255304101861494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,284.8929093466223,free_semantic_scale_Semantic_CMR,0.43520405869237255,0.02931500670718096,0.8915603331130839,0.07274292295973123,0.6038625597298504,0.055622736374593244,2.996172928989959,6.9171941718096255,0.009073844834892342,0.26661455359966135,1.830282996443077,0.23146620290728423,0.14266786783517044,0.8638305940537438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.5635252523267,free_semantic_scale_Semantic_CMR,0.8774314528347258,0.01590970027940508,0.7314719054027007,0.32090854282865766,0.424169062433033,0.08202080396675054,52.412775013240974,13.112578253786381,0.007902562272311786,0.4349213783414987,1.0853829580528016,0.2798965388272885,0.5565012420102029,4.585987298495685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.8628106746545,free_semantic_scale_Semantic_CMR,0.6786568566986645,0.07062223305572696,0.765616519107136,0.34852573864443886,0.8222741694803462,0.8918642281092757,3.604797213705787,0.7392050509313108,0.008310592310248499,0.3574996100356671,4.656223047416841,0.05776077969991944,0.8050803162421314,0.604525971925268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,320.0442627600543,free_semantic_scale_Semantic_CMR,0.4663626571721109,0.050039073341921814,0.4928428414235284,0.03094077703953879,0.6033136111902385,0.6495515155381058,11.749359525196546,0.9720206459085858,0.008003331806120895,0.21389828737231742,2.2488822250835656,0.1995620136319421,6.299564351542131,5.936473805431499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,241.54934331993047,free_semantic_scale_Semantic_CMR,0.5345469311884481,0.04189285347204222,0.21858531763656577,0.10473072841104906,0.3220471851487626,0.7584637318103805,1.7979170312375627,37.78874941335939,0.024151975850217867,0.17236957736956734,2.8273358290190513,0.004619074918585229,0.7326619517425811,6.511206299347717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,256.35426439292456,free_semantic_scale_Semantic_CMR,0.49034886414695406,0.27885853869261024,0.5028290993003964,0.018974069153923023,0.36580415480623707,0.38203433659198743,1.188183297543567,56.39840304898901,0.011309762537685897,0.3137742434271198,2.5283956586398397,0.35155347676274934,0.5519148619820644,8.951870621645368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,202.4325731619349,free_semantic_scale_Semantic_CMR,0.6938328901876906,0.028322829513886538,0.9236254400395385,0.4101088100605941,0.3922716123188681,0.9534894109617329,20.82253775888512,48.307605673676655,0.0166087594539317,0.3063597401451048,1.734657635949434,0.582019305061205,1.6061078025668127,0.8017864721806705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,193.96794559279454,free_semantic_scale_Semantic_CMR,0.8211887380604821,0.06651297233912323,0.5738867609851459,0.026280282806920473,0.8362108046355632,0.13213975887173918,0.5246771296209467,12.135598736678286,0.006605329900893619,0.5026063114818403,1.1534437313688175,0.18012043001060296,8.698627467429752,4.638372156344933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,350.24771930602793,free_semantic_scale_Semantic_CMR,0.889711122940931,0.278910109885532,0.8989688588173542,0.16182249267164567,0.6264048078837253,0.7494810051081783,0.2294917220969211,25.15251966785735,0.0017624786450781233,0.3108613214003237,2.5285916160017816,0.2525501718347839,0.34282080707310325,8.932760305042354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
