subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate
71,8,250.70873601953076,free_semantic_scale_Semantic_CMR,0.9009487814828181,0.27098082196508455,0.3476935844569981,0.9459593211340112,0.7922931974267697,0.26201759775151573,3.8966992757838597,52.822718548169775,0.021330046927517388,0.19819538290442829,4.021237582235563,0.2691685333831326,2.2822628405186043,7.087653855553492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,284.79687897913357,free_semantic_scale_Semantic_CMR,0.5608646980018778,0.7006170227602814,0.2890044266413426,0.7205762919687853,0.2057176980191261,0.14513826372221805,7.783262085661349,0.018836054973768057,0.02452387007887924,0.16606902907174614,6.8812009680229895,0.7227734827119012,2.0485427746063154,7.694821099313853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.82900612458042,free_semantic_scale_Semantic_CMR,0.9650418056506548,0.5306965237565064,0.5374705743942916,0.07271514614458147,0.6292831660627192,0.8325621971986323,2.175684964653712,88.66444987840181,0.037641483710612544,0.14579677961379378,2.336401911882215,0.4887858231323325,6.7877845920405155,2.760436027413938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,221.888344616682,free_semantic_scale_Semantic_CMR,0.7320493056577694,0.7467239509763984,0.3067291600464127,0.12662132887191696,0.4685507137729844,0.06587777517147375,0.13044102609179475,37.74416758212398,0.0016400796742911394,0.6395662990207454,0.8028976879536653,0.017967920047631036,2.010342761134334,1.516103739603757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,245.44353525663772,free_semantic_scale_Semantic_CMR,0.8714101360551287,0.0028394713494734325,0.41310079238842345,0.5510919043192204,0.9147527639986179,0.9339181069869922,12.46651459941728,76.36152770365304,0.018183074476077477,0.2196342538003524,3.1634208248257507,0.015553790021720637,2.019756162286699,0.012191699569279457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,285.30107348248015,free_semantic_scale_Semantic_CMR,0.7030815172155183,0.4004337938206948,0.8614329853787559,0.30043184371821496,0.8417367806867178,0.08040048251870158,11.26768292350556,0.2917228561736991,0.02554158522674077,0.15688200036543432,2.6412386754364228,0.7281334264034652,2.111463572373833,0.3760992319374097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,332.4357631676907,free_semantic_scale_Semantic_CMR,0.872585109859989,0.6473942643694817,0.9646955403410675,0.6197960842115611,0.42139725336636663,0.6901220567685304,0.9909237280783287,0.37536146867291365,0.003702683526771555,0.23446463559938646,8.258993328988318,0.22109181127520477,0.7326219817276067,0.3766097995216402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,329.81259546393306,free_semantic_scale_Semantic_CMR,0.6261025628540744,0.07309795131644259,0.8415053593383617,0.46809827627172984,0.7100721791938478,0.35160896625963417,2.7055521306830244,34.35834589229597,0.008168431427805656,0.262882302503872,2.5965269086379115,0.46731356593949636,0.32054788160925973,0.7037306893118469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,254.76586365844082,free_semantic_scale_Semantic_CMR,0.5482477758036458,0.16405972185900675,0.2337105204205373,0.32574572813220126,0.4510692026772976,0.5129266744995382,2.56551038589771,62.32004673883495,0.03456952103716526,0.1685730963245886,2.4961540470118937,0.0855251247311643,1.6995135873287968,5.057876267394839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,338.17200140239004,free_semantic_scale_Semantic_CMR,0.7883768735860517,0.20811016447237907,0.6573521560575859,0.7446144668770475,0.9493297759701569,0.769157724123633,5.282920233676883,3.2958711431326364,0.0017279470174393352,0.335100976072229,5.312644198251578,0.4301293792202371,1.3489514335818162,4.554057348840679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,279.2398034803349,free_semantic_scale_Semantic_CMR,0.7937741750975772,0.6154914419087383,0.8844351456062565,0.05257866469707978,0.438011204736123,0.32053388878468014,0.7356634665827784,37.02793230425809,0.002184432422175475,0.42191954546507926,1.7514585309533626,0.40582249815479804,5.52485884986684,0.3148391568298612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.74214347784607,free_semantic_scale_Semantic_CMR,0.6180238462119781,0.7968373293104362,0.49553242084757876,0.5030753875832834,0.7584833256656052,0.7332867080333687,0.26483355545970433,57.73275226846029,0.002426828570982053,0.3335138133052954,9.893081181896271,0.10938301764145648,0.252165875857025,0.5567641089881573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,253.24946951590343,free_semantic_scale_Semantic_CMR,0.7226704349639024,0.24278800559738775,0.47851533742323404,0.22596643013613052,0.39872077055586747,0.6177301897756148,1.3546588501391903,78.8484030350762,0.01332721898291506,0.2662601377410238,3.394943903365654,0.07384394319232697,0.7087670064081946,1.0795859699109254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.9169888752416,free_semantic_scale_Semantic_CMR,0.4014321312718139,0.02314973163681694,0.4443285081970565,0.1025507261735763,0.5019697732827176,0.7719068570630424,3.106195166710748,72.35695307402305,0.025116775485629295,0.2633341976721635,4.581970508709736,0.01873173842125142,0.28015214148824885,0.3999167796585157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,250.522608579805,free_semantic_scale_Semantic_CMR,0.358570955118177,0.01794339662473149,0.24186436166159064,0.07120681192508133,0.31857062983329987,0.3779442275048837,1.2743836227991352,17.050128427724246,0.00848161582981749,0.3012651392903063,3.764208270689118,0.28928712193631667,2.2534601051371075,0.9697661329253435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,306.1188984435126,free_semantic_scale_Semantic_CMR,0.9790530972667154,0.4603999015740995,0.5789082125750884,0.9280592960641236,0.5269038520484567,0.9110498322732508,18.441078075342197,67.23905415379289,0.012176445142441317,0.19755815627745843,2.8164543568417963,0.6139847082843934,1.723380997365851,6.535289357219462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,357.69432442575237,free_semantic_scale_Semantic_CMR,0.756448652143001,0.11880143093678813,0.955656843341463,0.14552924922476107,0.9643946197666811,0.3210683545677686,5.879216554768789,53.53163075039093,0.003113275463915821,0.257655656376504,2.094610916393826,0.8400088004191792,0.11244935473553763,3.1461864996736937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,329.9157014852508,free_semantic_scale_Semantic_CMR,0.8800570832070653,0.036627930539720466,0.4221772658213977,0.42196370318201826,0.1549563889145546,0.4885829661491402,39.37148033901203,50.486646410239814,0.003959695511555672,0.26045474934854074,3.134660000817892,0.2811955704347957,8.508576428690848,1.828293270220405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.6961734262085,free_semantic_scale_Semantic_CMR,0.9434401134465765,0.10053059173163797,0.5177835508267681,0.08708303783385063,0.8718211381190086,0.19959655328112358,0.9474024909570886,63.419348129378335,0.007936229579086462,0.31051001950082124,1.7941086633561176,0.0823933026252488,6.652820892180794,7.678660456038056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,204.73246872110388,free_semantic_scale_Semantic_CMR,0.8326828443322096,0.11072779275971578,0.4446249387486061,0.014380709734196084,0.8944780300409267,0.30497395195611754,2.530206151032232,29.025840903722983,0.02049932588122405,0.2792192597186567,1.5452990669305953,0.006429501480909872,8.354018893175848,0.22870257896588608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,257.7260161100985,free_semantic_scale_Semantic_CMR,0.660845632669344,0.7687081165122551,0.46902496319067155,0.025658051001851923,0.5334295613061293,0.5543742265517374,1.558948604170105,75.12353543913189,0.0063480912068387685,0.34284894559216905,1.5632095863696351,0.1346396985342218,6.655285454221225,0.6518382760016657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.0295839636302,free_semantic_scale_Semantic_CMR,0.5408789133864628,0.04011301755850172,0.9802676492486623,0.6918180105144051,0.8837210606071038,0.658458566901655,6.864918368171317,46.60640976226445,0.017435019864273982,0.4697508966753716,1.9879291510888946,0.16626865426098708,8.707196650755328,2.08986606322153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,310.08805282793674,free_semantic_scale_Semantic_CMR,0.6411341499756553,0.0712131779983316,0.700040330578525,0.5141861819687146,0.3234028258703945,0.7931867457418996,10.275220221297701,87.75551782680024,0.01240452244595186,0.19129710259992816,4.804547500900069,0.38444838069334025,0.6487707857443725,3.3519978506179493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,263.81532004302437,free_semantic_scale_Semantic_CMR,0.36274870460774516,0.2563660084944553,0.40482205345926575,0.3843034063368099,0.029744804726160923,0.8022328262162577,3.937959218919346,16.582578544748777,0.0019342057178889926,0.41239446425457515,3.9938259655756596,0.15795645142756326,5.161904756649206,5.498904448829071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
