subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,1_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_semantic_scale
70,8,344.8616262699694,free_delay_drift_rate_Semantic_CMR,0.8065026611462058,0.10133580246927171,0.8487750939486491,0.3189868478655882,0.7485725808924035,0.06623749443966787,6.857567951255241,0.4887568778929392,0.0064199305836358245,0.21028506037978456,3.777520562439192,0.12443517435663753,0.12010287508954803,0.6621201063997484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.59712621451465,free_delay_drift_rate_Semantic_CMR,0.9051779818593242,0.4451000738867793,0.3876858358656207,0.5239611076362265,0.3524105521778755,0.9263145580796766,1.5714001065876673,88.6104813578533,0.01560074222791441,0.19189378673652513,4.232690715497718,0.14546553909240084,0.5846658319893325,2.4348322138116263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,281.8687466463251,free_delay_drift_rate_Semantic_CMR,0.5672236059949902,0.19057579079481135,0.0961089085730677,0.6564230596915914,0.855105770639869,0.6675529105015237,11.479876875457286,0.2752609799243544,0.007342752221446647,0.22887720907722464,5.131666246238495,0.8214708083150135,0.8105639858218243,4.913813381659056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.2863427192304,free_delay_drift_rate_Semantic_CMR,0.697974284172349,0.878564170965119,0.4897918360930262,0.1742663306415156,0.5990702348381999,0.2717617834880281,0.19043910237968628,86.14939881939237,0.030303979672359312,0.18713560302906843,2.448428649835163,0.2757787250423986,0.33572297815465957,0.9610643274675215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,222.0011115688373,free_delay_drift_rate_Semantic_CMR,0.9810886736728035,0.47384928382217495,0.8763845005734412,0.0016485871351286652,0.3686044214216739,0.9254127948913362,0.43598307954717797,0.20037214927258873,0.010902794140854821,0.4284333080191045,0.585534332533646,0.10324166130799423,0.38563925220291717,6.614558225549924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,252.7131664734689,free_delay_drift_rate_Semantic_CMR,0.8132704850512968,0.046354494941675206,0.4135358271866069,0.04351680066290631,0.1711451192040948,0.322941202830598,3.1847057576997386,63.74910906980766,0.00958899264879065,0.3077504544405798,1.7815710580110866,0.7150522414622021,0.4466586944952553,0.46943360979793347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,284.0490513465699,free_delay_drift_rate_Semantic_CMR,0.6415868931822608,0.2340152694347497,0.8529876179261102,0.027385254744380638,0.3953996484702184,0.04806174450370221,7.326867873985307,66.92080221441051,0.010212603285610578,0.1843496003369598,2.5336602176575207,0.4293954651327754,0.4697694462859855,0.3463506441829072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,333.70024640942745,free_delay_drift_rate_Semantic_CMR,0.8745462485372231,0.8762353860948078,0.9914554502783979,0.36804222515832896,0.6967344696667307,0.4423575037492069,0.46906037589285177,89.33036419754877,0.0010085596005343644,0.27334341578746635,5.8095913374529,0.45851233658693713,0.7752355473120035,0.3395479888406774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,320.8990701994161,free_delay_drift_rate_Semantic_CMR,0.7166489455864286,0.14571126608314686,0.6406982862398614,0.48864089260184823,0.781613685247697,0.23266710295910387,3.1641007199763576,53.66430845908317,0.0036442182264356856,0.311649367199152,5.460754400855163,0.09217811653126097,0.021663036386515278,0.22766046569565115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.91196582495155,free_delay_drift_rate_Semantic_CMR,0.551291060730788,0.18509594425441017,0.050382417247720857,0.6745173990172653,0.9588785342031902,0.7515804798671114,2.9334334969985107,10.811036195082991,0.020322830081954846,0.20697386654070016,3.931017840366554,0.3051310288582577,0.12361126128685701,2.822501197305916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,339.02128225920205,free_delay_drift_rate_Semantic_CMR,0.815003636490342,0.11273958082682148,0.6749192234397495,0.8489407638244038,0.715699360111312,0.8211508292438575,6.596345150591367,99.73986585492497,0.0026235066196759428,0.30489747102795667,6.683066165033893,0.3730151667830289,0.24677171365806547,1.7077287409747661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,279.4531604358059,free_delay_drift_rate_Semantic_CMR,0.598055567004164,0.421344987781139,0.5152645725193239,0.017358002894908575,0.491334768576187,0.35084910792336826,1.8044593421209199,67.44612311677004,0.006670252398304741,0.3373373268499719,2.1200981117387165,0.024979018669015668,0.8052139872552008,0.7777406372766722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.2679007444291,free_delay_drift_rate_Semantic_CMR,0.564147757581294,0.7801499258552669,0.40977980138006415,0.1635934277088254,0.14579614625061393,0.8137235087208046,0.2483241710122428,41.37466531552585,0.0002442108447228142,0.502209398506313,6.892503615694011,0.5530518952479386,0.05645013511580099,0.42332037824912483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,254.7271031308235,free_delay_drift_rate_Semantic_CMR,0.7548172815800843,0.1019533376932305,0.22611608860018595,0.037832885640495195,0.6390910662200759,0.5697967221595446,0.2903518451292584,34.34737130984291,0.03137931128383703,0.1476809755831452,2.4851340473950922,0.5382490372608891,0.8731521022599333,0.8337804310214656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.30118425706013,free_delay_drift_rate_Semantic_CMR,0.39009605256663565,0.0355335542218862,0.44047346444228863,0.01574311198051148,0.6659303678596483,0.972209275568484,2.766292958275301,59.631932494484374,0.025162307183613897,0.26760387818804254,3.31817464919677,0.4117948060903652,0.48312681070404284,0.33922372888747176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.2237082724262,free_delay_drift_rate_Semantic_CMR,0.3468886807424598,0.025274139683049257,0.18306617039643658,0.09951187965571645,0.8613133551369785,0.2053615251704029,3.242283449546882,91.96969637018174,0.0076821454603152595,0.31615730644665785,4.097715037440437,0.519314449454851,0.17062081824092767,1.131342873775285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,305.1424245246748,free_delay_drift_rate_Semantic_CMR,0.9227064411815804,0.05211529727281383,0.480392239611213,0.9652195163198177,0.3674989174355775,0.7699249525365773,46.72799990548935,40.74749336932312,0.011605650033018722,0.17933234925283426,2.7886020728459404,0.1773049620396252,0.8346554015252827,5.0772590179991255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,356.059870481202,free_delay_drift_rate_Semantic_CMR,0.6867231036378774,0.1339397626898585,0.9809760086348857,0.11103146180436617,0.4252003077807751,0.6320045754696726,7.072801201574869,54.4773263682785,0.007678360703985914,0.21064352077283682,2.505794850733334,0.23679210293324235,0.32564332835718446,0.5365110005719393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,329.64376179842066,free_delay_drift_rate_Semantic_CMR,0.5976309123306007,0.47086001693613905,0.5965939124897611,0.6819614652499633,0.6062026486921613,0.5451256406687259,9.866879488216675,62.632629847260155,0.0021248981941554557,0.2695132015935915,4.328372597951164,0.8271080120270637,0.7258245768818836,3.1302769581533596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.33465332327188,free_delay_drift_rate_Semantic_CMR,0.8232581138150208,0.006117176785833733,0.9356146613505796,0.0234580741951258,0.42835016057966724,0.09694136919835694,4.43017851628224,64.18802718371488,0.01731959528603577,0.22822442263494658,1.457668083105574,0.08170747739757933,0.08592275535184402,4.200879222210142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,203.2116000875751,free_delay_drift_rate_Semantic_CMR,0.8430966780659435,0.050311377717278005,0.5951784262502642,0.13908597748114776,0.949033763436042,0.5505641103130807,4.005747350650843,52.29159579364345,0.01417509855182203,0.34862469430833976,3.4221430224959786,0.5648001541799116,0.20273710699695857,0.3271301653828935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,252.31010085203667,free_delay_drift_rate_Semantic_CMR,0.5320523035081238,0.502576875117482,0.26674112940869193,0.09165083626369414,0.29253817296442197,0.8601964293354962,1.2304858131458474,58.70654344827222,0.004666043285864507,0.35692284963959064,3.54917832732848,0.011382514091159479,0.06865164832694132,0.4200406905554086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.79365326942872,free_delay_drift_rate_Semantic_CMR,0.4879722509451039,0.20720619412416025,0.9151608706918377,0.6335588126483422,0.30308456197431954,0.9057605366449837,6.893783525103274,21.179615218594883,0.015230209082942703,0.5399585833308151,2.0984076678124626,0.20592730916525026,0.23108304718618755,1.60092408806223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,308.3232892807203,free_delay_drift_rate_Semantic_CMR,0.6913930114558288,0.19438018763130854,0.7167707005912489,0.619288728012896,0.8325718430626652,0.6482510863525599,17.564318552194166,0.541687031136064,0.003378874793240061,0.35474638673146597,3.569811468715574,0.5761667835536517,0.18565156700873892,2.8584646548421015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,260.66630611929213,free_delay_drift_rate_Semantic_CMR,0.6283990736899707,0.4765780430274501,0.4243763326651945,0.5636767012764025,0.6703680729141583,0.7252851095409414,1.4447442829649049,10.077090497693561,0.008557180560167799,0.29064856816375695,8.442570943345237,0.7586062346573026,0.9513899723557646,1.5766375658990803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
