subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,1_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_semantic_scale
31,8,251.13775904948028,free_delay_drift_rate_Semantic_CMR,0.8989159646960108,0.0604319646891166,0.6089123575803184,0.20815139939618044,0.950835973040772,0.21049445933656186,0.30418853597168294,48.67361914383428,0.010358136765727222,0.2651530516547904,4.297594069044367,0.28914280806983284,0.32379050314261193,0.3625400602153137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.1270145045206,free_delay_drift_rate_Semantic_CMR,0.6573219824805373,0.05350123014813707,0.6254907400431173,0.41722687135078357,0.3529822089760872,0.5944344569756043,12.445031119657642,34.69049024874755,0.004516103334199328,0.37337047770007814,3.2658062035817306,0.275821587903064,0.48088811128567066,1.384616388479159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,272.712157269648,free_delay_drift_rate_Semantic_CMR,0.5595656413547884,0.3874700318185386,0.4956641441096648,0.36586371004915896,0.8353428121733248,0.17492940127496343,2.060713578659964,68.62377022951505,0.00398026825688691,0.36751125850998356,3.354010221645745,0.6815065139846724,0.05345777174515953,1.2160891358403738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,225.96681359691183,free_delay_drift_rate_Semantic_CMR,0.4972145968041292,0.12826603926933916,0.3606092091439032,0.06406234572440789,0.8557610143819125,0.4092639814942779,1.238983560938422,44.93191728839631,0.004087427352733264,0.4634641531146224,2.2329112148326544,0.1179503628853153,0.25573457716959824,0.24406023638013163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,317.22304754719164,free_delay_drift_rate_Semantic_CMR,0.7699120203867147,0.5262990605372245,0.9521464484008193,0.7201093784647684,0.8428446334933744,0.4301621728965027,0.4480824895649107,52.693190024234504,0.003086775503899908,0.27985666497649486,4.868491315702862,0.940802968631936,0.25207077471659667,1.3878668161292995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,204.06279863564498,free_delay_drift_rate_Semantic_CMR,0.8295056403882124,0.29406278033002065,0.5043272590088771,0.034850330536109864,0.7120313705271442,0.534034659420091,1.4229385823619936,29.662431194320476,0.015021687024588615,0.3608529673435843,1.3576821557564545,0.49233008132843004,0.47772295042376955,0.0926449427745899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,278.7721912904616,free_delay_drift_rate_Semantic_CMR,0.8497607169770172,0.7279384983960008,0.6468768188377343,0.4344249446006757,0.06310195312081085,0.04073595123790674,2.01068194373876,0.24258170103389176,0.03595408628785646,0.17692878970054426,5.0757031352886415,0.8714210251793049,0.7909228897308284,0.16891675797939776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.48115229858115,free_delay_drift_rate_Semantic_CMR,0.41054863349286647,0.16897361286118656,0.6003474981898855,0.2660731364665776,0.8359158436740504,0.49656659359201827,14.720712218137791,17.736726498784883,0.0031171564056954315,0.5178687014899088,1.7183694470932007,0.8520284265927105,0.7326636581427103,5.413459332964897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,367.46562624371325,free_delay_drift_rate_Semantic_CMR,0.8535375978019577,0.48601031625983176,0.9965264181960541,0.34720711854824543,0.8466501435456484,0.7491512635277041,8.722035649522276,94.36154645157293,0.006522655975055136,0.21134015227992187,2.755120770931578,0.7910507957219381,0.38125337134440535,2.1782159804252066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.9632957088415,free_delay_drift_rate_Semantic_CMR,0.7710369510147407,0.6716783987253615,0.7692689411902041,0.34408351739329796,0.33961513981532554,0.8205067601474088,0.0965889478851949,67.66084446858295,0.009431673945076657,0.22999674708239493,7.443282320106639,0.3969889928638261,0.736782233446286,0.23516020237807833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,232.85733727691039,free_delay_drift_rate_Semantic_CMR,0.5804801169544545,0.5996034466331229,0.5516102590669434,0.7446097287041645,0.40163573643568634,0.41246925666970363,1.4346443852178368,80.51000686569317,0.009941679869091724,0.17403369824049264,7.858508895856079,0.45731853556451907,0.02925793794966669,2.423198280651413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,217.49395169325135,free_delay_drift_rate_Semantic_CMR,0.7156388096959355,0.0035830242694236568,0.29428181004183923,0.04193300220928341,0.744647636674679,0.7551555414453498,21.92421814298442,9.848364711180826,0.03386869379375562,0.14064811331840132,1.9482180693433033,0.005171179807087098,0.2283806130328064,1.6835403884937556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,122.50609280863557,free_delay_drift_rate_Semantic_CMR,0.5766686299536343,0.10872657511727596,0.48252117145289,0.04965028168077262,0.7003468179473693,0.5931172913874547,0.9896234117209559,9.782038138679056,0.019673853429954424,0.5664220185164357,2.2613394802325537,0.037837881023652986,0.37486043039715977,0.3137615153870179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,213.43928967638078,free_delay_drift_rate_Semantic_CMR,0.9674426666725129,0.13657409988090907,0.9874203385399819,0.6264867660051179,0.5452447023645517,0.9139300019555157,9.424953101748741,35.93122752889426,0.0062742179054319225,0.37939516805987594,4.314893692270376,0.49419525703125927,0.6770087716437817,0.31111435545592414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,304.2777960388785,free_delay_drift_rate_Semantic_CMR,0.8679658774306227,0.002642388107305677,0.5250413515162057,0.2580669710912242,0.7200188739150774,0.910545375852234,7.020701895791253,41.757510815062844,0.00853755320212867,0.25511671123063906,3.782435691834503,0.22317652092864795,0.04622868201855563,0.47149646695407765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,309.6727015644417,free_delay_drift_rate_Semantic_CMR,0.6348714459571199,0.20988889662337917,0.5605654801745232,0.21680867319471797,0.25174953310426784,0.7449376705587953,2.266079706761168,47.93578146385783,0.02325726865900274,0.07614871920953359,6.464669995031816,0.26155113166443245,0.19365905375698367,0.29324890924279234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,228.58937177726403,free_delay_drift_rate_Semantic_CMR,0.6917087759639143,0.5112909554572238,0.045010668032025136,0.04786993411017937,0.4983495148211548,0.38887829073518393,0.139206865984967,71.02453537375725,0.021801354279341323,0.23815911242857535,2.3060362293601857,0.3259192032907927,0.09030465768968815,0.3358244045744305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,184.97305142942707,free_delay_drift_rate_Semantic_CMR,0.998451544859977,0.1222238874038436,0.6529763926547125,0.007097824187418722,0.31342896562167466,0.6547244808522661,12.109710538200098,71.57896389782958,0.02082013388198961,0.2810451284867419,1.5036347038425486,0.07334214509570569,0.0477805918657111,0.27888790604596014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,303.7102301591236,free_delay_drift_rate_Semantic_CMR,0.7337660627799613,0.3560721678514534,0.694956909768992,0.6267866954308496,0.4242456193092904,0.3565599740729997,0.0811147216618835,93.23851393519087,0.002198238701211941,0.36720607442137254,7.288011057685818,0.24477325241488335,0.790101220456179,0.5864082837138156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,272.81512729134226,free_delay_drift_rate_Semantic_CMR,0.6591095440565952,0.6044068204074546,0.9691158740282149,0.4586038362384238,0.778465987642046,0.434761977794238,0.3907821461006359,69.6208322572165,0.020919737052093927,0.15107629786585353,4.780112418457249,0.9328767581129295,0.048077524770561035,0.3925591144861135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,260.09736409890456,free_delay_drift_rate_Semantic_CMR,0.5591300847280429,0.016429413007585103,0.9404746777791665,0.48496859312869456,0.6185177273160838,0.3002793813466442,7.911868400994145,70.97802625083024,0.01743960388620608,0.23892031198733932,4.08818468759153,0.08760712096734485,0.3778369724796527,0.23847883374832435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,266.31318065060805,free_delay_drift_rate_Semantic_CMR,0.8513129568411171,0.6320745046705167,0.33690515072349103,0.11257339558471019,0.5497433778612,0.3797859786281695,0.9778205988612427,29.337605698647064,0.0025500720894220397,0.3202704060202306,4.493505221549095,0.39124932444039034,0.8809563855840856,0.6060623666486471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.55401555216042,free_delay_drift_rate_Semantic_CMR,0.7490885806294284,0.45817840853097175,0.6360915331816757,0.3288505197347922,0.5535683904959732,0.5147383758183293,0.016098092878827686,58.24075864935533,0.058015253101191655,0.14685898539626674,2.7458688944235554,0.10389684333176868,0.3500414457131135,0.17581892426361811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,310.4484473271409,free_delay_drift_rate_Semantic_CMR,0.8740804405862777,0.10004945367098744,0.8995670465891075,0.4763143019252657,0.9019289032037072,0.6501006114776451,56.29927024610928,1.2960613066609028,0.008472291722253389,0.2326473524903463,2.707054219917098,0.33714085447357434,0.9757950851350449,0.6515022847967611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,274.8864134245997,free_delay_drift_rate_Semantic_CMR,0.8745003724018949,0.11748412405834191,0.9166911521343482,0.7222123529885236,0.6255080325186857,0.3390887452867306,7.652267896887743,18.96648206106185,0.014985314808170502,0.23128503635208553,5.714462711008041,0.5137754679967725,0.1563574659813866,0.3037714101011417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.306027713432,free_delay_drift_rate_Semantic_CMR,0.8583323960860121,0.15614699947952254,0.5713693620138383,0.1640901121909502,0.7283400661281052,0.5571696002165025,0.7457102002569158,41.275713355922726,0.01667485508262534,0.2383757851179622,1.6819595888113437,0.6963605054009103,0.014292441708977255,4.4823755047786875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.42844651752057,free_delay_drift_rate_Semantic_CMR,0.5607558791509792,0.8026727366819156,0.6943698474302581,0.041050954055318445,0.9284327115074857,0.8242115829195646,2.6976680895963625,71.091722360189,0.008900372098232467,0.2665918296495686,1.7628402994515668,0.6209125370895523,0.9648829669279717,2.5474209545185222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,281.17194101666223,free_delay_drift_rate_Semantic_CMR,0.7948761126118598,0.7217106535136931,0.9445132084732841,0.5613583806156959,0.3707082124442224,0.32812907878075326,26.956453134374886,0.245119645021731,0.006666541335860032,0.2873855025257379,2.4939414630816454,0.28738326009188897,0.9315825873402472,1.6038077414526208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,243.6642086562939,free_delay_drift_rate_Semantic_CMR,0.668326334963713,0.05731496743437059,0.958141427858781,0.19972128834877395,0.0632297758709282,0.602431037231362,8.957444152801408,2.3052395432008126,0.016105994626477715,0.18592328804482428,3.357113898417401,0.5598205968721274,0.6891908302298521,0.14239202701648246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,280.05572854781826,free_delay_drift_rate_Semantic_CMR,0.3070417010975576,0.28300849123404104,0.385095957867509,0.37835887650974526,0.0857323813403344,0.3127383373023477,0.3804470294490443,34.28725222212012,0.004383177168038432,0.34935045847071855,9.46528090995626,0.8723903441728902,0.21992847584491448,0.10491895884642144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.09213513531088,free_delay_drift_rate_Semantic_CMR,0.6193730003810214,0.1064037066825307,0.2490795866653894,0.2294826739533413,0.35256129975543654,0.10561223389956446,3.7291402570201404,49.80818746377209,0.008581953532736403,0.42502393152432166,1.9439341151034344,0.16613341750390945,0.5783126775415175,1.3170161758219163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.44778383791999,free_delay_drift_rate_Semantic_CMR,0.8387853726267469,0.036863266258466476,0.7517468839744259,0.16421503613073885,0.5767404513574027,0.8922290932722177,7.72749829224513,14.292090879808313,0.010274792142549283,0.3460421662571491,3.1644100381996285,0.11081440162806655,0.3177939296831014,0.5243875414911638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,316.0011643037753,free_delay_drift_rate_Semantic_CMR,0.7386515453863239,0.502398525262278,0.9136972512305634,0.8272120058138932,0.4008530123742751,0.5800977231858119,5.318907097232703,0.3723248814859872,0.009498587836760608,0.15307877348164833,3.8571902489077905,0.2594256354589274,0.4950797691176482,1.7468920969835966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,241.1924550686316,free_delay_drift_rate_Semantic_CMR,0.5065637019119327,0.10599975311842756,0.1743407832488311,0.12156448019534975,0.6948552332625342,0.9609275255573295,1.2504453723289783,39.88966753727794,0.02955957962286646,0.13806212242367244,3.926589073062965,0.2728238111196347,0.2627224772354737,1.1911442764280546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,258.79549602720147,free_delay_drift_rate_Semantic_CMR,0.5880767403201127,0.2338533260173043,0.2423468273443095,0.1444333454625913,0.4454463494401343,0.7322554502833267,1.3376027666946158,33.55178346952029,0.0016278583926107038,0.48053642205458225,3.2935013467981684,0.19129353513005254,0.5340860847253067,0.4927448760667543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,199.9217533622898,free_delay_drift_rate_Semantic_CMR,0.7707291933375152,0.18450319207888038,0.8221431921673739,0.6136210846571539,0.8569418218732898,0.7242846268977281,4.058151345473448,10.800911890120489,0.051464485458289355,0.19612438130082843,4.812943019964586,0.5520221250552755,0.5183442367575773,0.28448339697240055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,193.11186652793486,free_delay_drift_rate_Semantic_CMR,0.963786060527439,0.13979129997732892,0.546937767550758,0.029329086828030315,0.6654390970773262,0.06671929995980602,0.24296031362949577,78.04118341174684,0.006099130245653339,0.5377702590389983,1.0357774342088266,0.5713356895534036,0.15753826607560723,3.9227423436922915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
