subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,1_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
12,8,97.44645607480408,free_4_learning_rate_Semantic_CMR,0.5372108634015119,0.12615255910134082,0.7157453860859123,0.9941583370653703,0.02954690050116099,0.41972421482368644,0.5703662728149672,0.1294359618737319,0.5294199013810923,0.20042281529509154,47.37663684931084,0.010737472522138192,0.47892050333555325,0.46691115784446335,9.957915678197402,9.938176102605503,0.9798823150595343,1.439897655268095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8,224.3827188127813,free_4_learning_rate_Semantic_CMR,0.9580537521621137,0.2806632839822915,0.9435001070058546,0.8767492176304836,0.5062862544556339,0.6183952643128392,0.6401209413936468,0.1655724569835883,0.3634964327956555,15.858302355184776,1.2397488051246555,0.017477205470229018,0.37930347478689175,0.16158718834324404,2.793119076205267,3.673800475915434,0.622172095667813,0.7140621754899135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8,302.8464321618634,free_4_learning_rate_Semantic_CMR,0.6011609567614705,0.8099981419137415,0.7411637745655687,0.9856615530997049,0.44397045742152863,0.09710654525853041,0.4453904296185456,0.2665879031121713,0.9004934824221911,2.103459153057173,22.248605420765323,0.00844957595726048,0.20300888786010862,0.15227835097493259,3.979405703523793,3.520824778221241,0.6604268920941522,1.4445585607653784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8,333.4675732526175,free_4_learning_rate_Semantic_CMR,0.68066815130339,0.2584522179797303,0.17332544145234974,0.9551238643710445,0.4141417085664796,0.6381956712253838,0.9845961173642459,0.4044677704471306,0.8024600892449444,0.8272721570373704,37.288983378933416,0.0017163793155461349,0.45952035294648397,0.29027890217096086,6.6828434757566075,4.605446807899142,0.7200812950919139,0.4237016458472356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8,174.2869242249759,free_4_learning_rate_Semantic_CMR,0.4394094733604952,0.011461491458301165,0.29321293945062876,0.7376136569579129,0.03552056681703186,0.36345608587208983,0.5046188150537012,0.1339372749769014,0.9583878574814131,8.243701612751643,73.39417731358714,0.04304152677272027,0.1972595162856745,0.22956901542562846,2.8165089110647497,3.0548199841852903,0.11054253744758274,4.341190023423363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8,269.3463295337185,free_4_learning_rate_Semantic_CMR,0.8209662577998278,0.06822530148074002,0.44936067218904596,0.9133737358359781,0.6291737260009591,0.6590050038536985,0.05360352837125937,0.025451725949871995,0.8304164632466438,14.333300334015874,81.56352789353136,0.00913660160345725,0.295693550256253,0.18958666015902903,5.15784306306735,8.82817362048845,0.030996648148411465,0.2350399438822297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,8,243.8983675968834,free_4_learning_rate_Semantic_CMR,0.6273577544274316,0.10340640683330499,0.32371700813643955,0.4960716531087476,0.24086919506283166,0.9495415094651073,0.6201721951302357,0.8507233186827206,0.6671840221877716,0.9152905299512355,92.81744741929887,0.021685210093325802,0.23288336310532642,0.21941805777986279,3.4033124256123353,5.39514256024801,0.07873440200151555,0.6839681856376076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,264.2150639974747,free_4_learning_rate_Semantic_CMR,0.5759937713940064,0.16164943339179833,0.35882678168025933,0.9215274978403925,0.7820977466255391,0.7058416162838194,0.5829888808818711,0.7183273519767821,0.6696244829358023,1.1922534229397854,55.321008921014126,0.026366739838081354,0.26905709772632225,0.07093447226460459,9.741531106676842,7.315684086151297,0.8127109025884474,0.399628139881675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,8,265.29664647861364,free_4_learning_rate_Semantic_CMR,0.6183120553591459,0.8483132895910641,0.5795264934025732,0.9657023442568868,0.29178508131675307,0.8298572222122487,0.8515410279106361,0.18010633170914575,0.7980977647223368,0.9759240942694305,48.18269277098554,0.007312351703527897,0.2655414655112196,0.2613436868772121,1.15321338451227,4.216598850389915,0.938615640769896,0.9235276374401282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8,297.89396659859483,free_4_learning_rate_Semantic_CMR,0.6067706731933914,0.0570992174963262,0.41246066792778885,0.4117666945174828,0.46187880896457184,0.954745650361928,0.671667052282755,0.9041416665308432,0.3256053478799959,21.128874973345486,74.19583602727599,0.004785940212819491,0.3605354971490369,0.2669516771567824,5.206297436209221,3.9395106303675114,0.04310514482457924,0.5113781563700581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,287.54145331511717,free_4_learning_rate_Semantic_CMR,0.888624523085579,0.4859888869795584,0.8356835991651002,0.8548835418366775,0.01173971224711112,0.5224479698298005,0.2864427619398532,0.7060064579727299,0.05493192381825547,52.49637068737069,0.5966706699171166,0.013481555159946576,0.14832535236484626,0.1999765039791492,0.8903782472184159,1.5767259543651972,0.8498888402914813,5.700079690107099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,196.929001443829,free_4_learning_rate_Semantic_CMR,0.8985082468529255,0.03527417027705548,0.8817203682454324,0.7430528367996624,0.26943604350502814,0.8144841799181601,0.5149831482289707,0.6961654452897519,0.4843700967385957,35.09747949068856,75.24106673942973,0.003510496207625058,0.711676824183086,0.40636224558019496,1.7256032011147915,2.43979315413481,0.0689111663299366,0.8484362520971374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,180.1537146059614,free_4_learning_rate_Semantic_CMR,0.6277542695447293,0.03750689166128146,0.19700365065035497,0.47620167080772835,0.5447157581790992,0.6162087291800065,0.7755264581064713,0.2977214001182865,0.8470861783842909,0.0857223435831358,48.976640861327304,0.01445893132551812,0.6207066159828631,0.2838422274962049,5.395306778200024,5.678859479182218,0.015064373866388259,0.32027964772751005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,254.76920744919587,free_4_learning_rate_Semantic_CMR,0.11483413886121824,0.23636221384084932,0.45796053454597696,0.913465200833359,0.8816381588013691,0.10391157549816055,0.6670626798338976,0.6340535837680474,0.8149400656897381,6.315546010938036,15.585491784555714,0.006316654102525798,0.44740617155820495,0.2646877416641322,0.8689441928714006,2.37286697584251,0.2235070753518647,9.952039598786833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,285.68089767952665,free_4_learning_rate_Semantic_CMR,0.8871345266629538,0.10317205986911343,0.5744619112427019,0.8036013210043189,0.3014786349323918,0.36114281025888795,0.5514027346636825,0.5902262055529549,0.4173010314204017,2.340062668204176,59.81462428036846,0.00210795688991694,0.4532927787419112,0.3169248861960474,4.390941815542658,4.3185254418005234,0.1715987454945918,0.8331861050772531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,336.35903697407764,free_4_learning_rate_Semantic_CMR,0.734686543737515,0.1925896125945596,0.6867104483513121,0.7652238379485391,0.664447265582649,0.28488911058692057,0.7984420140278973,0.9437099124159746,0.5560713476487602,4.430572429480037,53.889194133520945,0.0006772895192204142,0.38606537232723426,0.2956522297481028,9.719752172881698,8.351199280833505,0.1568912501136867,0.8104905973642369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,255.4136112752255,free_4_learning_rate_Semantic_CMR,0.7664239510068867,0.6171328199680133,0.777404609502348,0.810729742378435,0.41044899475932645,0.21341107088953115,0.12137047288709524,0.2567803001306368,0.7021172466937622,1.3022687325173123,50.547958294228025,0.016985641170756405,0.26039003260600424,0.12174451310221635,5.544423543871893,8.467725746904527,0.40990419029709685,0.11591450186063845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,249.74662349243533,free_4_learning_rate_Semantic_CMR,0.8731529509828726,0.11377089521950984,0.22770094701606325,0.960737105084131,0.30691256613747464,0.8666013900305458,0.6239597270371708,0.37515853110677133,0.4242807950518739,2.9194565054101815,30.978061984104176,0.012213131079832573,0.27605430799910113,0.23600076252050872,3.8728061479138027,3.9329298470983574,0.03800765142638157,0.5750923476601439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,264.9976166287223,free_4_learning_rate_Semantic_CMR,0.8649233000438368,0.2925839594605576,0.6608381080486522,0.8019853623781252,0.8464473878820171,0.4258074557505084,0.8277897647531036,0.3499417841555369,0.18165327321401503,23.8902168725892,2.107334793431562,0.00707395979533354,0.27312388947481026,0.33673892758439816,3.394446199127687,2.846599167487871,0.13546762565484483,1.6388114942360028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,271.93883197900084,free_4_learning_rate_Semantic_CMR,0.6155179239181812,0.22382276677070712,0.29409339524265155,0.9328683828720148,0.5259780197172308,0.19187461457189026,0.937093285585531,0.4203204134207132,0.05419665395135104,6.008298843869689,64.88504155002403,0.0018127681243915728,0.4390646005832215,0.5102481984346507,4.111448772015196,2.570794970944915,0.29204308308936,0.8105282340197757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.72921027898144,free_4_learning_rate_Semantic_CMR,0.5068145390600894,0.058638070575394496,0.5546272223430186,0.512819874776383,0.02669887411869548,0.7892970410707472,0.3851005500483216,0.6182033418892603,0.7930071231382102,2.120418226643025,38.39338274826102,0.008208371528526826,0.37886370202156794,0.380477257478276,1.6531360864769762,1.8766046495160231,0.029910345635636215,0.21301287332892027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,312.0168692141283,free_4_learning_rate_Semantic_CMR,0.7567303660909079,0.33154430957308556,0.5999367800575413,0.8688516305813543,0.29689033669595166,0.42904145820674144,0.71891030577365,0.07299984421220002,0.4929159411006948,0.19121281630589237,98.49224033488395,0.001524393428144477,0.43453590165653644,0.2948824082216719,4.095044572759071,4.059636742727882,0.4414003086168016,1.0632648548112638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,196.90756044340557,free_4_learning_rate_Semantic_CMR,0.8418307133905427,0.01276075703217673,0.2689828455845767,0.948901085000851,0.36862619857457124,0.9640466237940819,0.7339054765654127,0.9058312887242681,0.5870502860929614,2.7272021260274397,34.228639429757976,0.0026554849976122754,0.6984008783144637,0.5864281997663797,2.839445791485128,3.218428822277843,0.10578753267355959,0.10099895727703388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,270.69866836265624,free_4_learning_rate_Semantic_CMR,0.6595834633902963,0.9061362659711849,0.21929829365542608,0.9869614310503418,0.7446230842661744,0.3532610925158172,0.5548769879660078,0.6067599836123944,0.40425981521529003,1.4132596779763773,0.34422832484921884,0.004344383420471554,0.4084591404594775,0.3151788786460328,4.1937183366913,6.060292041186455,0.3250415272196512,0.7435064101097257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.3275240829935,free_4_learning_rate_Semantic_CMR,0.40773205809619223,0.06803936976879371,0.7392783054529821,0.01698086820171557,0.3733427603878164,0.2129226527163528,0.735229593041575,0.37328876628631424,0.7397079837098581,7.135749575395685,54.94920635165492,0.0055930765323198295,0.47376414889013674,0.44597133422514457,1.585619426933818,2.746192509991536,0.6972825024129202,2.614373213625033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,360.00424486083585,free_4_learning_rate_Semantic_CMR,0.865066036336019,0.11303253210631864,0.9640994545503838,0.8092989704980057,0.26201157274079395,0.8601067105610645,0.027278674096422262,0.16780319556977358,0.6932596905899112,10.936821723062941,89.28037855250554,0.0006911387488520715,0.3507465250690034,0.3178376435124717,2.256024075384709,3.453526523953927,0.2735393879789114,1.0209693325803348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.79409014062446,free_4_learning_rate_Semantic_CMR,0.7701609852615757,0.6528981492816844,0.9408797564916023,0.894690141677024,0.4742675670220977,0.2176617770677272,0.3494718624023749,0.9114486891578064,0.7684559241866711,0.3329889767411938,48.89465170888411,0.005572979613364904,0.26549694878486524,0.2937372259132575,6.72761112098873,7.379487985389539,0.34094688849040355,0.22337711742526145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,231.78895171622707,free_4_learning_rate_Semantic_CMR,0.6808258999860056,0.7641259557224601,0.2424213226778435,0.9081355486401612,0.760589482041666,0.49034166259803585,0.10579718503263974,0.5927569146458713,0.7961244493868211,2.8401411523163773,96.74554326666458,0.04051668431271549,0.06894308633604851,0.1051343915858709,5.6294221498335775,5.133645941356595,0.6090561045941634,2.0701168919837003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,212.55195211710657,free_4_learning_rate_Semantic_CMR,0.6451361517456013,0.022798125604385933,0.5361122001624372,0.15744011938966518,0.0039244290325137765,0.90074534679971,0.35001555179482907,0.9044899309163641,0.6378073464383016,7.899857257611885,20.433257627804352,0.019206507676992057,0.4075350789419723,0.2025356216963008,1.5012491493308766,2.61194956775167,0.056913777175344626,1.1920193657516527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.46468939045485,free_4_learning_rate_Semantic_CMR,0.5106359061889453,0.020507868231041504,0.9978632009204269,0.06650785714328739,0.3369245578676793,0.682072372610168,0.4780043882214622,0.9328086747922109,0.6149571436400483,2.462890194481048,68.38431375505417,0.04434250844822052,0.39165882686412345,0.44649236059452946,6.600514565552781,4.590691758155177,0.03112776624566832,0.20883393331954903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.90593390783124,free_4_learning_rate_Semantic_CMR,0.7994240918232196,0.1021563009675045,0.26723442906502226,0.22893721235562858,0.735201452858475,0.9852462923584754,0.36973363456238323,0.8861225395716628,0.22177088816116675,17.00622827341965,84.01607135644286,0.011017077399692321,0.33533426450226944,0.3211542819812605,1.5372350138237567,3.509305318079325,0.6130900913630026,8.538154869803956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,305.35701460723755,free_4_learning_rate_Semantic_CMR,0.8340890512416781,0.046682249025052414,0.35231995945134287,0.7736968457057221,0.20432854767893505,0.24872850396091484,0.8541233428325723,0.8157789432331208,0.8969212802096633,7.316068926040181,40.12151052966229,0.016436522557775612,0.22510565372042013,0.2025074507458422,3.282076806725922,3.4179238369007408,0.06704112661560685,0.4494099255157842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,306.12844341117614,free_4_learning_rate_Semantic_CMR,0.5381702481532786,0.4049663667708665,0.3423659975750961,0.5339934457607763,0.2058163983299844,0.5206566004618799,0.1363399231275345,0.47343422136395225,0.6922525738586642,1.4422210285328787,19.791488792407335,0.027367687213078466,0.24327042772408308,0.10399235158244889,5.826012247781235,7.259378660180839,0.2578239535312709,0.26895216036819136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.77176767633057,free_4_learning_rate_Semantic_CMR,0.6679056217818023,0.21667347699994718,0.21933463797504124,0.6815186599273041,0.39416727671589136,0.732584577318781,0.9508655516664308,0.7177024645648188,0.48591362933591203,1.9371023408284347,47.557570316429114,0.00599539755384774,0.42477268848864436,0.2987511251425045,6.459771365329493,4.900114799309146,0.07197992922647649,0.529608843761222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,182.51223676869813,free_4_learning_rate_Semantic_CMR,0.7904267811391263,0.14319201851997876,0.7355274772438933,0.3776967312335995,0.1047650754590968,0.9446086923545873,0.6789988725602566,0.7206275296968782,0.868583851149725,4.020497207137581,53.89094147344985,0.019833366751487724,0.5543465181964358,0.2630461893857303,2.6096785357054744,2.4825400177247103,0.08309480982957634,0.7193799929800644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,300.179213890028,free_4_learning_rate_Semantic_CMR,0.5741057856442771,0.6440067320696907,0.40410856371780496,0.7995869507391469,0.515721243138309,0.9733450180973446,0.3355883736879701,0.12752999274127824,0.367396273289527,0.23148060901561252,44.33008651671073,0.0019460454399526372,0.38798313443894017,0.36364320439290854,8.982016958345461,6.187472291806831,0.3922682322469805,0.5498738662015139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,272.0224554586136,free_4_learning_rate_Semantic_CMR,0.5393503258710886,0.22383170485919412,0.7709706965108981,0.7468540870972172,0.5997215790308169,0.1847399750783189,0.9156033547427871,0.6115318896802895,0.989431217142381,0.2228792936804851,50.08603812717669,0.010565538474997915,0.31034475281273544,0.2052368229143937,5.715589023820142,7.596896768768181,0.4143652443948394,0.675501387106018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,254.00629523902575,free_4_learning_rate_Semantic_CMR,0.7730913770555411,0.05875613891254772,0.39912807702327885,0.9982858458817834,0.7892602770674337,0.5199413890261592,0.5911501846047488,0.39813881382888733,0.26626004577035717,1.987863750153771,16.094823643683412,0.010212351386417573,0.35755735506738695,0.2515835347392379,7.517409635925652,5.454145767072584,0.1426271527039989,0.09957305372497682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,260.13487052412455,free_4_learning_rate_Semantic_CMR,0.764008373503715,0.28052510753034376,0.9486366300111045,0.5906330397200404,0.7262572409149881,0.7241299591806181,0.054026386828675,0.7518384668335065,0.9242550195256698,4.987993815243861,62.9942553793526,0.003671666965099518,0.25867188826702137,0.36723922549602417,7.874951412977328,9.374433264498803,0.05019687774135806,0.5254731994955053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,217.38086498722384,free_4_learning_rate_Semantic_CMR,0.6677982608236294,0.3837372234621483,0.8723691470431869,0.6011811824662344,0.3904128231159226,0.2396277178670958,0.6957814704696849,0.6126243103245181,0.2311371634376952,1.5039117170483252,33.71558166417313,0.0179434682753562,0.40580465263616183,0.2451919259523887,4.855891436270092,2.8799021429725165,0.40958276410105837,0.13116948257373995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,298.44682680290737,free_4_learning_rate_Semantic_CMR,0.6631321238024539,0.5954990554480593,0.9898194157444348,0.5966696746071035,0.8610089845922981,0.5382485423888864,0.06749144668101326,0.04021855806574497,0.918753653496708,69.56822104201676,1.402135034591212,6.200977166871526e-05,0.7909129284501536,0.49571347643450925,1.7498534021852907,5.1835335102238345,0.5138167208890642,1.602279826713646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,274.9383586015046,free_4_learning_rate_Semantic_CMR,0.800432202890023,0.5307056121450427,0.6248604205795134,0.5675485727745688,0.5937550863782349,0.7844833879547045,0.5598862990199295,0.15780529114976172,0.4161308888861093,1.998632939338762,98.58669878695395,0.0059547281979699385,0.40065069392588004,0.2239069613354392,3.0384353153796493,4.873032058449385,0.28161327744249176,0.7404571225202572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.10472968652442,free_4_learning_rate_Semantic_CMR,0.83991175270581,0.01423981028924065,0.4340650663500709,0.17645211695724378,0.18165864116941072,0.5209169125942078,0.6882491932034335,0.1395349721761136,0.3220069669768999,4.461298107649171,70.27000664262218,0.013523735757595967,0.24371842673197097,0.3028518538735856,1.111044994121142,1.4593885958506512,0.32773500725714144,5.49835194112203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,255.5485510562257,free_4_learning_rate_Semantic_CMR,0.6242070502551235,0.8004672826723555,0.6558354438529292,0.7077104484207896,0.4654382101456035,0.8037574618495371,0.45209728421598716,0.4408609190182937,0.9416147099148962,1.0121525568684242,11.964953277711292,0.0030842466635212103,0.5356128565601909,0.33072363333044713,2.9649763871186083,4.344158926937507,0.025901458284699586,1.2766296019692804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,280.2086236667144,free_4_learning_rate_Semantic_CMR,0.4776715806922795,0.9569298888596864,0.6354282705052308,0.6148582949401262,0.6239594508443758,0.4902243659104025,0.8361917264750787,0.565785212529548,0.32863559188296354,0.8235842687491797,61.878654788307955,0.003108194455454516,0.4620225054716345,0.34099451893004584,9.546916000139412,8.658489987814281,0.9019345329092014,0.4204162342853426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,240.5201571160535,free_4_learning_rate_Semantic_CMR,0.5823370184898499,0.3041488974810752,0.9650150507261597,0.6182968637493704,0.09957589234136532,0.7770238450261356,0.3605761043406566,0.27937376871091835,0.38887400467304845,4.020027850679135,41.692918989100214,0.004894319324069418,0.3971769548290096,0.29962672708650917,3.7011419264901586,4.686765839509505,0.6577076287228548,0.18948551155195315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,275.76831037325667,free_4_learning_rate_Semantic_CMR,0.2186730187538829,0.5110318574764372,0.42962685520287036,0.1623097990058988,0.04688115476597865,0.15929483712665243,0.40504477494530267,0.5716509881054378,0.4849943517922717,0.7194384357242711,49.29878795063042,0.005137639243867731,0.42196190787239196,0.2802756021838446,6.92803367115976,4.6557235054569235,0.8281566615937599,0.15946752518585772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,218.2116958330011,free_4_learning_rate_Semantic_CMR,0.5265213265521856,0.5908730146724949,0.255318937039582,0.9160701146611465,0.4852770442088219,0.5335955579765344,0.858795269489143,0.7418997555149284,0.41708943553225314,17.979405489779744,53.62412376737568,0.00354590419774381,0.4919080636894515,0.5332778690917799,0.24965354602866796,2.015948370534439,0.7639190185171979,5.552806863870588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.51881199621357,free_4_learning_rate_Semantic_CMR,0.5627803373268211,0.012414076288251863,0.6105919902544785,0.6677489681546326,0.03498510316553305,0.9412994886862093,0.1965972349830531,0.8019524893207339,0.7971343082393758,3.8395775775078462,80.88880795050702,0.00395814561968888,0.4142919564831393,0.5022597689918467,3.0441833090452617,2.5519721156626582,0.27743204238451247,0.6498331305376563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,311.53272999828505,free_4_learning_rate_Semantic_CMR,0.5999749660090211,0.3629600604909219,0.6714567223617347,0.930228810343545,0.22200273188693131,0.567525243092984,0.4275262447936333,0.4936084707863463,0.8675692600057967,1.322088807664045,59.08542116660108,0.005847318322151629,0.23961370265589732,0.2258418871044361,5.456148835440753,4.766078140794009,0.6300900102927827,0.5761987145049705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
