subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,1_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
12,8,101.13993625355164,free_learning_rate_Semantic_CMR,0.458744773331689,0.08254789359439313,0.8114756767690451,0.10194808988749027,0.7580127987540957,0.5659653173748153,0.5388819237631521,0.35028256979359185,12.03211972993605,0.0061263372191891485,0.5715553831538207,9.59742839021825,0.9374278504072153,1.6928003514835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8,230.93948435763218,free_learning_rate_Semantic_CMR,0.8797980124340516,0.04245254596887593,0.5807465558845164,0.08392674493837304,0.6706218336053978,0.23816458096455906,0.19199312387305517,10.184820971457285,70.74529999366533,0.016297874083308628,0.21817836521008172,2.713390129463246,0.509254320183188,3.8250183320439506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8,305.4210774190992,free_learning_rate_Semantic_CMR,0.885703344925427,0.1348671715528284,0.9306880558563628,0.6928155738066878,0.6903690007607304,0.5620728854098475,0.4486127082557626,8.720695829742752,43.08810520882284,0.040189910729578004,0.07299843679823326,3.545081718542641,0.5343942775215216,1.6121330130934202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8,348.2367304900948,free_learning_rate_Semantic_CMR,0.706845259371385,0.4013734665763935,0.7444989064343505,0.8921048351016394,0.8997457462859311,0.5996366464422798,0.4695496911289172,2.532466975672712,24.138310977393076,0.0047479909939093234,0.2216729598399274,5.113469719896062,0.6221487516399329,1.5310688838875142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8,176.3079184762044,free_learning_rate_Semantic_CMR,0.47036744559555876,0.0013583067199803844,0.20363568976171476,0.0679960623173484,0.573639177765668,0.13580428939730055,0.6132707391210697,18.222196196465003,78.2471498710924,0.03878109808283281,0.21472247569808278,2.68847517386471,0.14956927312768137,5.821969506463134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8,277.37972844574034,free_learning_rate_Semantic_CMR,0.5409896336174551,0.31821790989040877,0.8926337205588164,0.4758652758711328,0.33033710227251,0.6439336865405767,0.6175224047920407,3.229227970851447,1.3927656663429957,0.012959546921578358,0.22215921672353112,7.393950876779943,0.041149482129429205,0.457296304820785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,8,242.98523573904174,free_learning_rate_Semantic_CMR,0.7289441702890173,0.2676754650076117,0.3613624325503257,0.026547411603727866,0.7534098930497638,0.580754556371937,0.8446461392222544,1.4725935352269985,69.98228483053897,0.009983301238288,0.27607660903679143,3.0936068345735284,0.5392772861929489,0.4912517749143328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,268.56289960509275,free_learning_rate_Semantic_CMR,0.4612883231483883,0.15841621649443777,0.9848100894656973,0.1050745643542918,0.37832323454795597,0.20190811554497246,0.252740106828345,7.356288313839578,65.1672592904609,0.026150788739170316,0.18545429626351595,1.4877626291414945,0.15407884684288758,0.7754567150894864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,8,268.95673114875007,free_learning_rate_Semantic_CMR,0.6047234518420278,0.0262636868488742,0.49234697179126996,0.09724929014166278,0.4320761420006112,0.5459234875689747,0.6337164731486704,2.154674173273605,49.50004845490199,0.003364934390951868,0.3601124642758,2.4230506100063156,0.5123698449333256,1.5431124835213792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8,302.8398182847341,free_learning_rate_Semantic_CMR,0.5993607183164512,0.06296901526786075,0.9820913311804852,0.35347636424457773,0.6167852535417324,0.5389619758499953,0.43739203872636523,51.1328891971212,25.173313525741825,0.0022667867760052807,0.3915357304486857,1.8079221427129113,0.11678403902565115,1.7815123721861506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,273.5269465000298,free_learning_rate_Semantic_CMR,0.7322195653297553,0.8999803641878203,0.840984402901876,0.4509832980709149,0.6237911291029372,0.5283424234736059,0.1653357684729707,0.9728819008659215,53.44328767700864,0.006939843563942505,0.23501604783223762,5.401856474361684,0.3993618260281427,0.23784781834331703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,202.90490266962144,free_learning_rate_Semantic_CMR,0.7646070562163378,0.04202441306865684,0.45020203640008194,0.17708641312567125,0.9189029125066117,0.8409321217624401,0.43373565496469746,57.17186992587976,29.905401176633067,0.010433171965663568,0.35071589487656674,1.3620616433525927,0.0019499739902266722,2.4138166921136115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,185.35783430213158,free_learning_rate_Semantic_CMR,0.6444004615889556,0.08615323988092938,0.11591102198197917,0.07325707971357293,0.9521292737473417,0.09487018555418042,0.35640713826222326,0.2344589403182411,51.599405815775846,0.02315296347512852,0.2729370479304798,1.7902676929318906,0.20622990989549816,0.4378423258064066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,258.3783704650256,free_learning_rate_Semantic_CMR,0.6464389313673213,0.35471209748497895,0.3297367234282995,0.5935227511422226,0.5737434628107958,0.7689968823615978,0.20330576711670045,3.7606362834613023,45.997679578199005,0.008549553938257515,0.27125983053003466,3.122115666839382,0.5781732444168959,2.809076705172072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,289.6349668439027,free_learning_rate_Semantic_CMR,0.717703847062785,0.04246215633023359,0.9445750713587348,0.11853712304752978,0.7254497451187163,0.3115360829874272,0.07954703132088226,2.419539627241221,93.52963692973653,0.010290965989789125,0.22722609244514747,2.7955153484270205,0.3807575655618684,1.561110606752517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,340.2792654913957,free_learning_rate_Semantic_CMR,0.743066649339379,0.37289416738439773,0.877500559674338,0.6014526760090415,0.7725289938998467,0.733406784608936,0.7705335275347484,4.607056149924556,43.37435507349141,0.004093679555592143,0.20997287477539467,7.229902029575655,0.132606577622627,0.90008115745459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,260.0630561910202,free_learning_rate_Semantic_CMR,0.7860359097274717,0.6920357177969146,0.7782314123500742,0.4681266409594271,0.24568136210719105,0.5447251963666722,0.708966377085878,0.6696376023294732,99.06263757180726,0.021445800913811486,0.10590350325830755,9.86005903604575,0.8368894537370144,0.13028105935810252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,254.5387139437403,free_learning_rate_Semantic_CMR,0.9255192473455462,0.0019624937548616828,0.3813036808919745,0.04365778188648789,0.7716687169544624,0.6110056335820386,0.764403008680657,2.0333505182087848,58.710801595479744,0.02259153860675578,0.16725263900288745,2.687842170438376,0.5213486617018216,1.3207939044781725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.26088165188725,free_learning_rate_Semantic_CMR,0.6424013058611799,0.2872949188081242,0.6685013908805089,0.6726325120535189,0.7744025940528488,0.27592936557909514,0.8422313342046026,6.4419022674378965,25.394855263802395,0.008513570655359126,0.300503676157831,4.335938318757635,0.2886003470720653,1.790963984244358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,271.0595185102628,free_learning_rate_Semantic_CMR,0.4546397573017427,0.05784096929301463,0.11151708373712765,0.6031806635279142,0.7648041055462748,0.3662339399605994,0.4599220273207186,0.8506381744176821,68.86117190405375,0.004371911750449209,0.4017941842899475,5.932536597203779,0.4840381698461967,1.139106072196896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.07832693738806,free_learning_rate_Semantic_CMR,0.5199912491655743,0.10140897771414803,0.45087990288880214,0.030634472687219527,0.8782179367145306,0.3791413842168487,0.5778961103016335,1.3933288369636898,28.921992078521402,0.004917969973593006,0.44829183514319126,1.7635561069646255,0.04774391192694094,0.4036889376109576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,316.8527833418483,free_learning_rate_Semantic_CMR,0.7030062343222554,0.2959670267917484,0.9828590515248797,0.3685936426910679,0.6545442200104139,0.543843374710293,0.08204860891611344,0.0975796526783197,14.337031902538323,0.003450091564316494,0.28342591758931956,3.3994177042626124,0.5820226036111693,1.2884223861907351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,199.50512695231527,free_learning_rate_Semantic_CMR,0.5673039515070434,0.10284930557343147,0.16611809881015038,0.1892827476788218,0.28229539069179366,0.07949454875585066,0.561120654854955,1.2887813368946865,34.21408299429871,0.004208570744325901,0.5613743931944697,4.5244743942508,0.6198875750789183,0.0019470255140463522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,284.5811267384688,free_learning_rate_Semantic_CMR,0.7606711667645277,0.8716687282133477,0.5527036611747596,0.7602657477351817,0.3472084892294314,0.8670589098599459,0.59877893597631,31.35090724506388,0.5801390463761038,0.004313636158633727,0.31828100230797496,1.5525781531022376,0.2833372406258513,2.920591957399826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,261.4014440439125,free_learning_rate_Semantic_CMR,0.43424838546656996,0.33115326140799384,0.054580679455874526,0.19111392343459388,0.45346802047881707,0.04330118847936132,0.971421861589943,6.981421336445635,55.30546180358111,0.0039504962151281076,0.4981956632656894,1.8513175283158176,0.5977885278905177,2.315995481876537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,364.69928528130407,free_learning_rate_Semantic_CMR,0.7736228323623037,0.3904681504141266,0.9914160731184276,0.781532102778097,0.5476329458901097,0.2718929457008758,0.10206491279294744,7.8603519786716305,75.77707624559166,0.009675368700931164,0.18851350884542484,4.047675602500948,0.1306894573305704,1.0089843479456295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.94510064540395,free_learning_rate_Semantic_CMR,0.8177877028438534,0.2499367237464063,0.8517857305374685,0.33006923921748843,0.47168480080481623,0.6466131328237796,0.5145439226348278,0.6795308334269166,89.43855171329963,0.0037504656656481283,0.2775193347085585,6.378675217386753,0.7437642080106611,0.21070798837581428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,230.80569869923806,free_learning_rate_Semantic_CMR,0.7026907440283011,0.9084386369445809,0.7317049266141832,0.573808559492552,0.08670315419279181,0.43737996883259017,0.4894655556916496,0.2587415608278457,84.35932194526441,0.04877002952479862,0.09147284295786808,7.773479003046177,0.6301540229451424,0.7806687261059566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,216.7365773915547,free_learning_rate_Semantic_CMR,0.6182026732624304,0.027302430136736666,0.39398438841477307,0.02439508523845385,0.7565541663958929,0.8788556909195948,0.6435476704342817,3.5943917037336206,3.3655927257349703,0.017193595858526534,0.23232339125794965,3.031903257272667,0.520495989004795,1.188496065796623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,119.241281849465,free_learning_rate_Semantic_CMR,0.5160801193477834,0.03250375849540046,0.7446666510493206,0.3384308329174614,0.6352696664094276,0.9261744184171625,0.01938407041234659,5.6246766278747495,1.2522093609153586,0.043983588051941504,0.44694161054877174,5.326532563596683,0.09460715058433322,0.20429073648808985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.1765923238529,free_learning_rate_Semantic_CMR,0.7724676601561624,0.2291936900427789,0.9123452923354445,0.6169027241864622,0.616962057771751,0.8958305621991294,0.34925246664519116,5.556648326712889,31.828865851867217,0.011516564939555662,0.3307954702294049,5.139183825274638,0.8737824708363933,0.39831008722477446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,300.5704661331777,free_learning_rate_Semantic_CMR,0.8447513991035963,0.054504127115405594,0.49136472757005617,0.5746801965691775,0.3925375138711859,0.42756871249834677,0.7756055880161792,11.870066136334234,2.583277103449726,0.001865845711633081,0.3590805835637122,8.443927127154627,0.011032981843397321,0.37738688358741346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,309.53506345065455,free_learning_rate_Semantic_CMR,0.5762482407481381,0.34153307792328363,0.537328439580571,0.16473941626576213,0.1456487327866928,0.38676483227578934,0.6506029930656774,1.235392661560794,75.44332340088201,0.03083588420440574,0.08663241549377707,5.906771247685006,0.05148221451822441,0.1441366039097285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,227.44519135164964,free_learning_rate_Semantic_CMR,0.6592650048633717,0.28644186567811536,0.3362530749147116,0.5006598139039615,0.9638402541924739,0.6187034746551627,0.4953771854785654,2.3601781481058017,0.8550542259932211,0.028749617093266865,0.19554697815589783,6.45847332138466,0.08518102438871263,0.26959789933892975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,185.70229492691175,free_learning_rate_Semantic_CMR,0.9875378853819937,0.7325380295065806,0.7022818759696005,0.0551588967303579,0.5948046517468434,0.34109272655845646,0.16856703445357718,2.4225117881094818,7.989097254489721,0.043771855591822395,0.1952099634618918,2.0466954050181623,0.17500096680835692,0.1598781851205331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,303.0509230817642,free_learning_rate_Semantic_CMR,0.7784261138161969,0.4538179508202037,0.9221634771796345,0.779985909426748,0.07188917809785274,0.6009106120538663,0.5779358781518877,0.9270062663667445,21.724184642060663,0.001096943406120719,0.41272733058628364,7.051976899336931,0.1413574703496984,0.36276538051690455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.88649685382813,free_learning_rate_Semantic_CMR,0.777019412179526,0.1612973462066961,0.9484272196224875,0.6341438558859946,0.7096251140646549,0.3466746169075312,0.588144315717376,0.5896914958434465,56.65172650217867,0.018441474128049362,0.14947746443435772,5.787817395718847,0.38688631362436937,0.3702758680331577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,264.39909901064425,free_learning_rate_Semantic_CMR,0.8295963945678639,0.4474418295300283,0.2279474338763865,0.6310214584561693,0.5098212891869066,0.8371994193499617,0.21484438076054657,3.4582139919505295,89.25700655335297,0.008126872184765543,0.31542554726248184,2.115278149377515,0.07726119241684831,0.33751046335996104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,272.77820628211435,free_learning_rate_Semantic_CMR,0.6595977309530822,0.2678548435917888,0.9321735875257362,0.55536011606675,0.4737384089312457,0.819961192050956,0.23775018851808194,23.47447712335683,1.4743663324335614,0.02553814070580268,0.19123387679948856,3.128618403009181,0.04034551096437855,2.9098209359192397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.10019024694907,free_learning_rate_Semantic_CMR,0.8302422263156946,0.492628921918544,0.9768267903484491,0.4895736541931205,0.8519349592692822,0.6241856324537438,0.7207828007163269,2.123969361316206,41.030892636960736,0.03471587554718275,0.19705750240636988,2.424538033910784,0.394967050346464,0.10827010890863864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,314.06896685381264,free_learning_rate_Semantic_CMR,0.5652706262255438,0.6881018199078353,0.9357388080761644,0.935532019282119,0.7211895504872118,0.19502110853562193,0.39391377019620083,5.1146346658480155,0.5844324131344791,0.008509122906353694,0.21635382791883284,4.802478247476679,0.3246491711023348,0.8322860251850148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,274.4173951852159,free_learning_rate_Semantic_CMR,0.7063732109290375,0.4029720534107577,0.8462142029132915,0.4225458375221165,0.7892231047010729,0.7766534204598058,0.6327520496274671,1.773644968329161,57.790283188993136,0.002545410762442145,0.3971866857960593,2.9939142651885944,0.054515907310696665,0.8404894357157496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.19216185544255,free_learning_rate_Semantic_CMR,0.9782394101281018,0.21012703920530051,0.10014747524329115,0.13552847892686354,0.822071537515463,0.8919677411023337,0.7811997962139646,0.7072696168784134,30.76498424439057,0.018445907189185373,0.24203547696424366,1.374451006020026,0.1395393784768983,1.647586035236055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,261.6928329982999,free_learning_rate_Semantic_CMR,0.5095015593102606,0.746728666320942,0.7213489528896443,0.788764159602274,0.9416058820422215,0.5888749347929751,0.3748039104849108,1.2937800088226439,46.51814275346967,0.028952172230739093,0.17334066302657636,3.937129537885469,0.13706085603359147,1.5434816880896705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,281.79877139882456,free_learning_rate_Semantic_CMR,0.6912686047617139,0.5058236872937973,0.9716745017812899,0.5654797541291207,0.38791697079728893,0.1940711060130511,0.6967893780483713,38.89230703277323,0.3038232543950272,0.010776833295634614,0.21181468624023037,2.2849677461742726,0.15436435863968306,2.56934132797529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,242.4938006948806,free_learning_rate_Semantic_CMR,0.5272790054280283,0.5291055860758004,0.8002945880709569,0.5932373574513331,0.6270190223507627,0.28306810640313373,0.5427435520866066,1.484716854827675,1.4075464604814387,0.009272022136832026,0.23556950034224797,9.509248951988036,0.10860541336495008,0.31855683179301736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,286.27384988720326,free_learning_rate_Semantic_CMR,0.38487757745578727,0.04533741710901362,0.22313853551896368,0.012740551681421186,0.4432828785095362,0.6235018566526094,0.7156444308611862,0.5978374792023899,86.20839787899078,0.013181150800651187,0.27645728974312433,1.6759831347496288,0.5277924078770807,0.5756999287757134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,221.0359628394575,free_learning_rate_Semantic_CMR,0.8854606392527016,0.2927918707002458,0.6258676226272892,0.8459663981151329,0.11152728167281267,0.2715769237641258,0.8974945649141415,35.94948042341381,80.00643166723879,0.004205901479555685,0.500807161404194,1.2121771928644982,0.3134489842057919,9.04636155637512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.5878167085258,free_learning_rate_Semantic_CMR,0.8201228773096965,0.018456515871261774,0.8217827513597505,0.21574693937892278,0.821704051906129,0.9160341262461982,0.6004846868773627,7.417171552808346,25.653713506782267,0.00473687467184571,0.4173182481156925,3.14233560407076,0.03013511059518871,0.4109777428937259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,314.1561994036068,free_learning_rate_Semantic_CMR,0.7904019505323584,0.46930867312001495,0.8644885375501619,0.2665099281342727,0.9132190183568761,0.5448227460556553,0.8134147916874912,1.9897047955914058,0.3293096100956604,0.020412159475166138,0.16973199081056198,3.426221338273641,0.3075628700048043,0.7277539856437952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,242.322691364217,free_learning_rate_Semantic_CMR,0.5856319538981519,0.0022257261877683954,0.298420816174235,0.19708428008701673,0.12735623641051091,0.251608189677887,0.7416762658907375,1.0020258225073349,76.7512202501901,0.0380575132597859,0.1441096552993324,3.221111974438652,0.0583055684424606,0.93175759673053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,258.57846410380387,free_learning_rate_Semantic_CMR,0.403786275142534,0.1080730026372862,0.46345194459301325,0.24509688236136018,0.46809315726012474,0.880883496791133,0.6382807615772583,0.34394028248160424,73.73904388985669,0.00806910584225623,0.31667473162722093,5.1029934986190115,0.6881433218954758,1.0977721614378928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,201.9144634315033,free_learning_rate_Semantic_CMR,0.8303355162922446,0.14794715029921668,0.5822212493843266,0.053374237852375495,0.4230519402389642,0.8868021850619072,0.6891439899558265,9.37366446325133,93.9482248033211,0.03030589288041169,0.2036803598996686,1.9169775068403858,0.5099846884424393,0.5835503404263402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,193.97340476732245,free_learning_rate_Semantic_CMR,0.6974200837095983,0.22468390579092035,0.4237968912154447,0.03062475760270955,0.824151408940835,0.5570143824625154,0.507460222184599,0.6090326645219832,45.18922537926731,0.012670093270356841,0.41862758746672135,1.4180508907227747,0.10449316155547178,2.0171707937978773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,349.2652741168627,free_learning_rate_Semantic_CMR,0.8636103349881032,0.06851946110007973,0.954147185056103,0.0848991366339294,0.3816380574986278,0.318498077196552,0.4427445025218756,7.305593515266658,0.5938527272367438,0.01155647041535418,0.15263410109391007,2.5412477282757004,0.41586887833479697,0.34714750160959973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.65751768584744,free_learning_rate_Semantic_CMR,0.9817743197311094,0.08289022615213909,0.40773418397748296,0.5891156623094416,0.35921750491644516,0.333151019065281,0.6390797091103424,0.9938459210484965,68.76878369148429,0.019673814461306283,0.17476104946182147,2.757687808564142,0.06297083899728773,6.449559178712167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,281.90493221732436,free_learning_rate_Semantic_CMR,0.6731215089561499,0.030055029160227453,0.550752578641853,0.7921484493587149,0.5482963527987248,0.2717876731662916,0.3520761753840754,14.814286793453554,0.6082083821273088,0.01165367326073552,0.24027662199127953,5.69012309586011,0.13287484216010148,2.979011052157532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
