subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,1_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
40,8,354.15717582262556,free_2_primacy_scale_Semantic_CMR,0.634204851124601,0.08799747723003071,0.23701293269390594,0.8933715523348866,0.634545200246188,0.37223995803711507,0.07864819836716347,2.340216996624548,16.658713911590453,61.302693516178365,0.0021252982535314713,0.3419343033527902,0.24827042343934824,6.4947841060262546,0.08122974881963146,0.8259542689638391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,297.8829534711525,free_2_primacy_scale_Semantic_CMR,0.41630372662570975,0.7733538627187796,0.8064934209179557,0.5895418639887704,0.2374101054648211,0.4694619414519757,0.6149301182853222,22.798557956924743,5.427505916502511,0.006235063211221359,0.008865005549830884,0.18931315859019016,0.27819590676850403,2.2526689922164533,0.19291743206523743,4.354832495858486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,229.25690679459677,free_2_primacy_scale_Semantic_CMR,0.5345476300175874,0.3207036881759381,0.7231158107404926,0.8661667955504915,0.6583719174854954,0.6355442765814259,0.05621103909730846,13.65006286296611,16.858427588520883,0.3196970043573302,0.030157693798177065,0.1473678181859377,0.13358644198477965,3.453520670852512,0.1024614509584077,8.294346668709625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,212.7969942278311,free_2_primacy_scale_Semantic_CMR,0.6606935988925579,0.05944824421130002,0.5843484692911205,0.1558567683897633,0.04268376624541029,0.3722810615727168,0.5336592221892837,1.448109278329777,16.820957799710012,35.59652210707298,0.019538030840387827,0.3813991331346547,0.20872876882117952,2.1124481343417676,0.07411482196341894,0.8206708785741534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,116.00675177033611,free_2_primacy_scale_Semantic_CMR,0.6390676560499491,0.0173646248701797,0.9993470221909302,0.13155839989588636,0.28001707711425844,0.589548723069257,0.7913548106603232,22.22846517947023,1.3795095921369267,9.211812230673786,0.029969418852182572,0.4611505166174652,0.48005032691057625,3.8923438625000917,0.07470533148275499,0.17581644278370234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.32961163906515,free_2_primacy_scale_Semantic_CMR,0.908208680996557,0.3784968189273501,0.6822306923495741,0.9699653055091136,0.47480692371373495,0.549415203603197,0.9067000533741829,3.5962082259612345,9.09060725782949,95.58516406891992,0.026870845899414908,0.25723828405698157,0.2667676222509332,3.203289219844369,0.9637705262627735,1.047791389489169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,299.4139483227408,free_2_primacy_scale_Semantic_CMR,0.9182833678171711,0.0189003273179726,0.38296840569098556,0.7305870749728287,0.191836055768627,0.9335869381825264,0.8790227258791454,12.194132752272921,18.729900459662407,2.6173520361085028,0.002222049168988239,0.3985863347401362,0.37850962770664126,3.0205964205490723,0.13462698900532027,0.35242313423366306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,302.99149057547453,free_2_primacy_scale_Semantic_CMR,0.6978527099580305,0.17104367829629435,0.44610057487441035,0.7114733021791289,0.011124296046477189,0.027783952215839847,0.6343413662802433,4.000749811529971,2.562608211395492,82.07462026910265,0.0022713600624338914,0.4779434239485001,0.1935228019171138,2.454510408008694,0.07623267672265488,0.21352568123583282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.37770768483028,free_2_primacy_scale_Semantic_CMR,0.6326901340502207,0.047542931874953565,0.03395051150381945,0.8090529365888333,0.10540969374792258,0.6425327096508382,0.8941254581182245,1.6300125739474893,0.4019574550673113,36.17885465907725,0.012885889475319101,0.3761243732101489,0.23023350066227355,2.9131065868624595,0.1368068786530552,0.4388998244177138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,181.42285011334388,free_2_primacy_scale_Semantic_CMR,0.9932596309642212,0.04154356471834064,0.6471207061353348,0.7363265063389393,0.023324216924825114,0.2602293888193802,0.9379430401052364,45.75776052255153,16.621160186946014,70.18025438890527,0.009133029747937393,0.5793121303007851,0.33534434019940207,1.4865291993872187,0.015027172793329824,0.27625123026341747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,308.42604107113794,free_2_primacy_scale_Semantic_CMR,0.4482911057228954,0.5265774211982628,0.580282167719979,0.6156530164243212,0.8322269677479566,0.5907621855764892,0.0988315142854953,15.97077231762161,9.80633596812924,0.01569830897970803,0.005735281922606472,0.31025074012647913,0.22041600648834514,3.8643772936851195,0.4369049294103867,3.8763409796309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,277.370762711996,free_2_primacy_scale_Semantic_CMR,0.6456551659255245,0.03111650596547133,0.9258770548120259,0.9816338491635954,0.7121555397213136,0.29573419659164824,0.6632466919453238,10.374439146420372,3.794685558365366,33.54283751116637,0.017121769230785233,0.2341414945854945,0.13217131724621822,3.2951729259316354,0.09444833672313374,1.47452431729754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,262.6902515273994,free_2_primacy_scale_Semantic_CMR,0.5839435205832624,0.16860056647845512,0.6426420768380069,0.968543554786516,0.9782737363423796,0.6135302541567659,0.7013582155797323,21.06369294298423,4.34572694936574,35.73725725620793,0.004424929197032943,0.3746689218568759,0.3134901691983116,2.449765971634755,0.04195680034447508,0.3919945892950664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,265.13189418558784,free_2_primacy_scale_Semantic_CMR,0.7285311941222802,0.09550598977932495,0.8991125442530445,0.4485774170724155,0.2649995107214823,0.4175943613460084,0.2727716590561125,9.617530242822895,15.878165779509011,68.34798930935978,0.01014054584637153,0.1820796664931894,0.24908077415062557,4.257921161353432,0.13920759183255066,0.6205953514454023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,222.0455895467727,free_2_primacy_scale_Semantic_CMR,0.8628711962469253,0.05451933253399736,0.5821101865835475,0.841625132831989,0.17136729019439656,0.8266543079346841,0.9827463759983067,5.665856212137055,27.61934056056715,12.299837051644396,0.01583413549736001,0.3701775095664973,0.21844133352671813,0.8812700295064894,0.004728263974080786,5.398517953228702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,303.0050942838522,free_2_primacy_scale_Semantic_CMR,0.7661185747326732,0.17879720774362,0.39772267524889565,0.9109997866467764,0.3238140508175746,0.8314121080762805,0.44032228800579987,6.665396998325167,40.13982514241267,1.5936409623929677,0.006044287945894538,0.36411437253965134,0.18620072407986038,3.283290353993225,0.04707336329187638,0.44325674164008844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,276.7658095120487,free_2_primacy_scale_Semantic_CMR,0.7767212881850031,0.11637779135745968,0.5622715749019431,0.7183132399403679,0.39517398156896827,0.7918894609293666,0.5922144571322847,24.454841076626572,34.12065439578724,58.47737014994531,0.0005357279313940588,0.6525231075828568,0.5068909647669901,1.7391218848116834,0.04061115794888348,9.42480513801595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.91452021732013,free_2_primacy_scale_Semantic_CMR,0.8338255638388202,0.06856657817959289,0.9100486687916959,0.5539755666312586,0.6527178908064174,0.6574360029017915,0.36702890091739415,0.9347545769700566,2.145830554015771,28.795192986360483,0.006310543719462456,0.27621968478141407,0.3597394174898171,3.82965498757704,0.0043253588648868605,0.8164820875087264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,258.9781264970638,free_2_primacy_scale_Semantic_CMR,0.8822388644178658,0.0994633989689126,0.5383182694359214,0.8627703714567185,0.4935094099321865,0.3669368243632279,0.6636695244213169,2.992480187883629,71.64046636980672,32.54035149863127,0.0061940875090013,0.45249208806252916,0.30143838722703453,1.496074293336973,0.8167730991446043,8.25811881952256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,280.5355096556034,free_2_primacy_scale_Semantic_CMR,0.6176655396114976,0.7013680121255618,0.884868578944731,0.933960881604883,0.844156515066824,0.1324840426938551,0.5335427598605517,32.72264907433782,53.18676464424187,0.34193409716588263,0.008594676247005384,0.32647161801350766,0.2253992310441042,2.6389204495725656,0.8800759268918144,5.910929424452906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,227.24755121274896,free_2_primacy_scale_Semantic_CMR,0.5702469971257221,0.00490879658255261,0.5615373582399632,0.847420789053509,0.1502167312629769,0.5837739531144233,0.36870521530819156,1.858958791494544,54.48659594029871,2.7808421807168244,0.0074751613601283795,0.4556170636476571,0.2744137099977104,3.8689849244475067,0.29673727746337253,0.3274643060779887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,289.53854368398595,free_2_primacy_scale_Semantic_CMR,0.649954888819924,0.02038800170180277,0.2521923413432181,0.48370239318921604,0.22929138227109608,0.6418107492194247,0.09502488058929187,10.829311288647098,37.48446397817399,72.23062674631875,0.0022389481434101355,0.46526201674583767,0.3380915664539641,1.654902324946793,0.5775210439908199,0.5733628719309127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,219.22500277106406,free_2_primacy_scale_Semantic_CMR,0.22942687670910733,0.5800243685930024,0.5013608682221723,0.9411195664081058,0.4879773016957137,0.295595539801832,0.047063319284299146,3.985010663940484,39.757180271835686,41.53680841813005,0.006524680649306376,0.4488377999452944,0.5035324312293189,1.3377672067070292,0.3017875604170612,3.087220268566306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.96731253685806,free_2_primacy_scale_Semantic_CMR,0.7363999529884573,0.0171326567449665,0.9398473105884068,0.5630113077002051,0.09417253296619482,0.801823082158282,0.941339784035419,1.6976635409206438,23.210367906111863,86.30443280947456,0.010666571185551532,0.2870116466093968,0.35380522357634625,2.3926165773016272,0.0042332906576939,0.5250391400298957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,300.49072927781083,free_2_primacy_scale_Semantic_CMR,0.7738037089261343,0.00404370842981433,0.46231407332905616,0.5486447913696493,0.5223687773745767,0.571501084519071,0.1398158843309506,6.268366072262232,10.853988045203579,0.43085961820064966,0.002283486809182611,0.33864377739748974,0.2868624786031013,6.949641788091311,0.31176204112763495,0.6522457870336957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,240.16045485523676,free_2_primacy_scale_Semantic_CMR,0.7391529941225682,0.008678907022635407,0.3353812491873912,0.6603065087053307,0.13201762447151721,0.9271956524505875,0.5216239088348401,16.46703794993433,35.20254557382738,3.712858987187616,0.022529906837594815,0.29383259421433827,0.15038169249575883,2.3686640355903146,0.008690335600522014,0.9090839237163442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,258.82336966453295,free_2_primacy_scale_Semantic_CMR,0.6682603678155429,0.08872342906917224,0.2519964750860644,0.39281889249899876,0.32918375903158315,0.3407435392965382,0.7857092022413715,1.053775352297798,4.662207789691578,52.60917866268292,0.0022915746459811204,0.5810573460839779,0.41304659468096183,2.469907495360954,0.04699480184942534,1.7912834378124938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
