subject,trial_count,likelihood,model,0_encoding_drift_rate,1_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
46,8,301.93144586891117,free_1_encoding_drift_rate_Semantic_CMR,0.7306696636985835,0.8238271320964914,0.048729343365506494,0.2895233960587634,0.8104220382062309,0.25745476028375647,0.8627556490016586,0.6354739065254846,7.783965198194267,61.27384975772885,0.0034404438809131355,0.32748313955220354,3.926443201666518,0.026772179175613364,0.4583553241708742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,308.6299241040502,free_1_encoding_drift_rate_Semantic_CMR,0.6105120023466215,0.6722457418571194,0.2096253321027295,0.1286087619616419,0.6110401969143546,0.3645487595351809,0.5087989437258031,0.6357723637254467,1.602894815884767,16.27783927135772,0.029451978381331734,0.0981068833493195,8.613461564304243,0.55173022570615,0.19199209722440802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,227.4664694623507,free_1_encoding_drift_rate_Semantic_CMR,0.5969177950984086,0.7162633930836544,0.11065777835776008,0.04826948703505496,0.9101400616315616,0.18418533327402536,0.9688822896789193,0.7729453044921041,2.3488801849345364,40.87407935030023,0.04120860152908812,0.15739924752517442,3.1912174137296616,0.05005297380091811,0.478302979471664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,186.20011877207156,free_1_encoding_drift_rate_Semantic_CMR,0.9345731575257377,0.998397617358097,0.04294705308965968,0.6545785176527485,0.6150375703229276,0.10073162215185322,0.6870799928735478,0.8315205205554368,9.480148743661722,17.275392080812466,0.02058210311773151,0.29639393208559905,2.073556121186871,0.1104713077857849,1.1880251218659517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,302.4314166615644,free_1_encoding_drift_rate_Semantic_CMR,0.5393102443659745,0.3258614542650853,0.35231194983166053,0.28690321943264985,0.9730278507500202,0.42954849792397687,0.6746321429817987,0.4928686599418382,0.40925880888346455,89.11414954056505,0.005433391305380786,0.2897083713955162,6.5673422295383554,0.15387206222106836,0.5720361676967514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.63016952680823,free_1_encoding_drift_rate_Semantic_CMR,0.44257126433417837,0.651700331169792,0.3158142489927065,0.9209103069887603,0.994955789726532,0.10075737601002577,0.028629906318118015,0.6407857223543916,0.20572632325895057,26.263119107749244,0.01379349081885023,0.19604579572328085,2.951778148894111,0.37648550532816266,0.3752684826107746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,256.2963285176965,free_1_encoding_drift_rate_Semantic_CMR,0.9064224384121324,0.7325728685932266,0.04095750818901911,0.6089592452263792,0.977853114095569,0.21433175907087976,0.037827490644913864,0.5613577810300806,2.960763397675578,16.778137732285153,0.006771487828199696,0.32068611623541443,3.0271404317127093,0.12739751943269628,0.05709385079932705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,260.9845246027621,free_1_encoding_drift_rate_Semantic_CMR,0.5843099165362114,0.8489619472146537,0.08367277668577938,0.9729832167454768,0.7736515562004073,0.3129128585411741,0.16992896613942737,0.534759893847685,12.179432947950858,49.559557130597156,0.010244134936322036,0.2086673239789043,4.922956876085701,0.2543810093062183,0.5522562798488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.4540271611985,free_1_encoding_drift_rate_Semantic_CMR,0.6861255097491193,0.7721213419258035,0.08212986245239838,0.9245575011121931,0.2791461940681865,0.2585029262250165,0.9889129749126989,0.8270331515863137,2.518485947978511,54.14631395496982,0.06831213204972421,0.13752433302381695,1.5328666219423055,0.02784059553860433,0.22249655864618573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,309.92927646676526,free_1_encoding_drift_rate_Semantic_CMR,0.9460608422864862,0.7119973523460595,0.6918788248761868,0.7365512213117288,0.9988824736138637,0.841182509042607,0.7905809625719968,0.7146024607726305,4.265522162011806,43.38340870565361,0.004308048348771076,0.2653285786144952,6.255147993707478,0.10861865809227883,0.46799737769312166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,276.04935841120863,free_1_encoding_drift_rate_Semantic_CMR,0.7016548832309621,0.5588950867314435,0.8186139263186563,0.042718115284576474,0.8198653092237276,0.23612292503237042,0.5512499950325449,0.6542749677269524,0.5206940539121092,12.156633848398037,0.0025174411615263015,0.3848902860396395,2.5048857223396577,0.20154308308051494,1.9074569712427154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.91511211775412,free_1_encoding_drift_rate_Semantic_CMR,0.32774072391801246,0.9875467023998754,0.029211452796401804,0.0872807206404963,0.28573556456177696,0.011746867046138976,0.17411114023980684,0.5428729073073629,0.18087902220725738,47.42670976066061,0.04135836349696281,0.15595570196533615,1.341698321967426,0.3244164437703887,3.4180926557482225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.0442895036389,free_1_encoding_drift_rate_Semantic_CMR,0.6575970866803423,0.6616773621165996,0.23933369549466543,0.2346742137809873,0.8377700684038603,0.3679460830101776,0.3711807692665467,0.9544835432376092,14.469431985128146,0.06214899389854622,0.010701174710375572,0.26961513764850764,1.8943323993409544,0.7000874062090359,8.920565587426518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,282.884672574141,free_1_encoding_drift_rate_Semantic_CMR,0.19745417959377265,0.6547374464173457,0.39527503581446805,0.687484770803289,0.822261162072732,0.6148834211476779,0.4475288413742797,0.11685752241883357,21.565714840601448,0.567516912925683,0.019779470787844033,0.18386492673297106,3.290447434807508,0.6890226934511244,1.4446845969875035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,241.0131890377629,free_1_encoding_drift_rate_Semantic_CMR,0.33995152775140247,0.4939183922626442,0.7452157785732492,0.6560492088858869,0.4305763032397161,0.11855917690813095,0.5103357281444343,0.36181928293976356,0.48228664313937486,19.62264414838217,0.019002358947822096,0.18966246692185607,7.861889689599732,0.2761212867557046,0.18951889208186756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,279.972502337627,free_1_encoding_drift_rate_Semantic_CMR,0.3625478661800841,0.29907005117202135,0.4107611876826786,0.1017828528891998,0.05616599435379199,0.24645737283674995,0.7431595907368976,0.31610479729904295,0.5352020080887101,57.15141130314433,0.008666579024527166,0.2537580949629188,9.440472478756728,0.8417069398775896,0.14368556797642906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,221.20076194766193,free_1_encoding_drift_rate_Semantic_CMR,0.4432114894813668,0.06153371823882359,0.009541083375627979,0.40917306104358464,0.7349696099239288,0.9324300113791144,0.5706394043021004,0.6726944068464868,8.1890543844668,68.21407131047572,0.012824703606305665,0.3612266417631851,1.518335289377104,0.19680728057410712,8.342807227972681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.06613658261853,free_1_encoding_drift_rate_Semantic_CMR,0.8734499788135709,0.5621390839883617,0.04558598144992891,0.9727701721108127,0.6465127323907212,0.09006550459550282,0.9839313217484132,0.9856564568435553,11.718476917203057,4.520508762303516,0.00994338465236833,0.3368223273268491,2.72946824660902,0.010700253033610574,0.6983181614630295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,313.1317001117151,free_1_encoding_drift_rate_Semantic_CMR,0.8119688393565048,0.5519154962289775,0.36174069623150445,0.35802942865770954,0.6298853707296668,0.2159709661985354,0.21682015946990563,0.3322042843235775,3.053375602867881,0.21944487921582834,0.0069759921230422295,0.1928611312490638,5.273601664626252,0.11435574140132332,1.2341189733361397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,243.58165331442368,free_1_encoding_drift_rate_Semantic_CMR,0.890418690724158,0.43688407836006027,0.09583517443416173,0.19532844649827374,0.6526125093662372,0.07950141840485808,0.9753291365788317,0.45371573444926416,1.8245298902271543,61.917308529323954,0.05607649706453788,0.09375715844699517,2.7195626848191177,0.4750301396470307,1.380429346156956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,252.71047902623707,free_1_encoding_drift_rate_Semantic_CMR,0.4581225511198642,0.06495638406598536,0.2636804646499178,0.3158664309500099,0.8994052993624118,0.1374588910697771,0.9752013139331599,0.44923040559679284,0.4696191639413456,15.814358199093661,0.011531673703554512,0.31458613227823484,6.19711261786642,0.5540968415623184,0.2976743358118652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
