subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,1_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
12,8,100.6519312712056,free_3_primacy_scale_Semantic_CMR,0.38148710918813317,0.0870243692826746,0.756667095337117,0.8124557802914377,0.062334074365711145,0.468061281218909,0.43844073530726446,0.4065598653674769,0.2033348921039746,71.06912520478186,0.008684954038665371,0.5172146207976498,0.42670637214979834,9.643231447925343,9.705310392752276,0.9460239940926972,1.7581788375325007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8,212.8910500384869,free_3_primacy_scale_Semantic_CMR,0.8853696619373514,0.4944318206783912,0.4067473197320212,0.9421082879444808,0.011880333724307413,0.9496239821399968,0.19877242867647266,1.4062999473436122,70.34807918551874,0.430969500931468,0.009163383991330543,0.5446132770348031,0.2296125660713999,2.756526773172326,2.138803243278237,0.4732456783632366,3.6313606679529222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8,301.45705275674015,free_3_primacy_scale_Semantic_CMR,0.63831855982635,0.5918967415610441,0.7938974708916737,0.8797387734823756,0.8767519383634899,0.6674951777933309,0.3285053187622726,42.918889023791515,0.15289093911437143,0.5139270972074639,0.035885884489659584,0.12097539146811769,0.036690973148068906,2.5733281627297995,2.2580848136835168,0.3416733784237584,7.287962043797046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8,344.5506401492729,free_3_primacy_scale_Semantic_CMR,0.5337167191162607,0.11682343652026289,0.9672763223435846,0.730260846474137,0.5445100034427647,0.3989132812276922,0.9098115282951125,5.208352950020625,2.0210180641205326,56.27144101278407,0.0030957703565903105,0.3770070613819767,0.23764479428515273,2.501474360334439,5.101196805909829,0.6638304976554148,1.774487368626029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8,176.4264968002907,free_3_primacy_scale_Semantic_CMR,0.40477513874700544,0.20414233587412112,0.08936166961582298,0.6332497361331209,0.26529765669199135,0.08294455055872968,0.9485350504877491,4.17354334317114,4.194391720235345,39.709145905012676,0.030618006803658393,0.25494150135496696,0.2657553450498522,2.588171155420075,3.6812339877593416,0.027530351491172333,2.128607844487532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8,271.8711586846538,free_3_primacy_scale_Semantic_CMR,0.8433470599321986,0.09112248519503274,0.5857589699129878,0.9159589073698506,0.40471571748973983,0.6807883039225232,0.6466625104235364,12.644630484613018,18.971800900818835,1.822272990772042,0.0061595423009623285,0.33925105368762765,0.2674043135520847,5.736513230705443,5.46614799032132,0.14611562843039766,0.3903481714035575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,8,242.8855867412501,free_3_primacy_scale_Semantic_CMR,0.7460544407105595,0.02552247348862069,0.2829612702760378,0.18246494556168974,0.44609565089273767,0.7504935424825332,0.6677903037405224,9.097431713168689,13.151021197673153,69.63591905884175,0.014160144578123979,0.26980363143695296,0.20290053657965412,4.565271874653338,5.18735101365645,0.01759177736148665,0.5191288038661597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,266.3362885315421,free_3_primacy_scale_Semantic_CMR,0.693959692472686,0.184967039239761,0.7525229208493521,0.8717954231259688,0.44946819935579807,0.5600813498736624,0.4550810010439677,16.284784807770478,13.445651887828205,90.37652384136521,0.004444875926396252,0.440755945862481,0.2723495326740313,0.8416645814393684,2.39508985623528,0.5762292554825447,1.4592106180789943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,8,271.187695014044,free_3_primacy_scale_Semantic_CMR,0.6224184849591679,0.13036916020076456,0.9258379009217856,0.6346988013752677,0.9164192280440102,0.4967963155508781,0.12382005872082585,7.341687775579921,22.648222456227728,81.68061238300045,0.005626270892077068,0.3335150272307068,0.29851306124319343,0.9348152385000361,2.5347415461468037,0.7111275856730584,9.712247262542814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8,305.71535189269434,free_3_primacy_scale_Semantic_CMR,0.5595153299011791,0.12773807809232862,0.8479484792794467,0.8614192787165522,0.8393413157743865,0.92074393452599,0.9279476681848016,27.163242620736654,40.74358979805341,46.04466186813615,0.008725556774889842,0.3276176470300127,0.26531393582830987,3.081890880081782,2.575296853528264,0.6821604612051297,2.1023727473498077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,270.2070105394714,free_3_primacy_scale_Semantic_CMR,0.728253137170906,0.23695157921202026,0.2563332222571001,0.9975802106336402,0.10854300212651535,0.9760571169529496,0.18687941502274202,2.6011712420784505,29.721621345838145,1.0462842883118029,0.016109676804365813,0.2212299667681359,0.15980353912266665,3.0250488924938663,2.028976443920003,0.4582681447651667,0.5440995506068349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,198.08967264575062,free_3_primacy_scale_Semantic_CMR,0.9055906803385558,0.055010409106566904,0.043766079329669805,0.5178837832348796,0.5642076031651817,0.9712828606828268,0.515118260107061,9.519742913257708,16.57137864986894,42.52568200737029,0.0028018864314582337,0.7516323904605713,0.4649753884938139,2.981606056453815,3.1367073087916797,0.3556687829360818,0.9554193846468202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,181.55409092331368,free_3_primacy_scale_Semantic_CMR,0.7623478050352046,0.038760266272374666,0.5494665325362658,0.5994178757661791,0.01778122070000654,0.8350143977482201,0.5099307759025745,2.527163488570096,1.3588913988456284,70.16887801808608,0.013717679906528724,0.6526127023767678,0.2671392738208205,1.2142258959529868,1.961868050072174,0.09964657499130375,0.45258608018289515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,253.7972419833627,free_3_primacy_scale_Semantic_CMR,0.5285629957659767,0.46469859782868317,0.30618063742719803,0.3702089631048235,0.6997168538683313,0.6329512393017929,0.3357509460965371,38.51193744911068,3.2995278666890258,25.535756588299375,0.004499864800586506,0.5448904303071176,0.3238443977112251,0.6021663362589971,3.3989944094327305,0.620876727932421,6.2287699534303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,287.18193945952765,free_3_primacy_scale_Semantic_CMR,0.6737597579351206,0.08442530723734298,0.5936404135968119,0.32666654147990704,0.43736297992525763,0.913006653272765,0.437064731322796,0.5042817506554584,6.482567234284851,46.71084298517128,0.005171643710407237,0.38100091126101,0.24215166312003955,4.181241353636709,5.105986172127675,0.03837091680580129,1.5184513468984608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,336.249126145155,free_3_primacy_scale_Semantic_CMR,0.7529577317234392,0.07593099949464305,0.8023535145380261,0.8248762795191706,0.5091630389614095,0.7427625502438814,0.6770494631956762,6.826059930599406,8.183928067869218,2.870457962876671,0.00012658785223329527,0.46492360480379347,0.38432448639547445,6.949724239575438,7.2662658312625,0.43555950137895216,0.9997047811920563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,257.6360951900916,free_3_primacy_scale_Semantic_CMR,0.7746638655841177,0.4032561531489477,0.9077584495675486,0.8253782292194469,0.40846489377071105,0.45159618620957753,0.5247135182352608,1.9273451863732163,2.764962968939642,50.66425044675602,0.023774525910988886,0.2933907956465145,0.09957342143299641,6.994593850716992,9.992771660168188,0.7238317520212473,0.13414910794685309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,250.46537532171823,free_3_primacy_scale_Semantic_CMR,0.9350360499667176,0.11418994679467503,0.23134591140347044,0.9011744864657176,0.5037767440826246,0.4694681804387708,0.4367704301483216,33.14848271209336,38.163106272864844,0.01286091083666463,0.01106646369642289,0.28584981141617405,0.26136885356155126,2.291186592315718,2.251271548557269,0.4062917572431909,7.349426307003687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.64210528412065,free_3_primacy_scale_Semantic_CMR,0.6700792833628627,0.052785268513628414,0.36463231131687895,0.703632423995516,0.359254448239067,0.9117743159867355,0.5535232472645923,6.297611494727207,12.031000605701195,68.96417460752832,0.004827009394667514,0.3528313955627729,0.37735787033833645,3.6842295953766353,2.3535957288495526,0.8438070143593288,1.8165339587250262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,272.0425320452276,free_3_primacy_scale_Semantic_CMR,0.7170523711162311,0.12090066906711788,0.75611398532489,0.22084127618355864,0.7997358763557357,0.5445076231263698,0.908535856107928,51.69989760967895,0.9776930994414386,94.15879972980542,0.0019500200939347456,0.3875759945655748,0.4740730605480383,1.8213308270326984,3.026561592252071,0.31311412536615346,3.9804441299953774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,230.66407199873476,free_3_primacy_scale_Semantic_CMR,0.33398567400568624,0.09996348548284612,0.82353640245423,0.416909306503141,0.6642886333981708,0.2254332578288098,0.983081513849502,69.35533783274636,77.747221598326,0.002252757520778914,0.013392462274880335,0.29537046362156616,0.3444402116795775,1.9252942610792938,2.588712166987973,0.029174454871877642,7.530339589180177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,318.5610690905935,free_3_primacy_scale_Semantic_CMR,0.5695255804987546,0.14286593463624964,0.9228142285241363,0.9571738550376211,0.539237708790239,0.6098609066333451,0.27286916270475,0.5703347830979973,3.5423593266999753,21.201287840937162,0.016121543565485886,0.20689133625983322,0.12515485092979323,3.363007704022978,4.962332924463824,0.12881597922563104,1.424646054890695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,195.78790918450642,free_3_primacy_scale_Semantic_CMR,0.7587140152726876,0.001771182806557717,0.31636179248047924,0.9940435673239738,0.3033907394944101,0.9124528092403711,0.5159988819000214,13.561443058459604,21.41265216661884,52.26504496301093,0.0010817392182740707,0.7865385256805448,0.6937849340139836,2.7740943383874446,2.5576023444473592,0.06825150159132642,0.1512548674749906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,273.9070219835509,free_3_primacy_scale_Semantic_CMR,0.958046694321758,0.43830891894126667,0.38586256583169115,0.7062646342717578,0.9453713974296388,0.4078373264271009,0.11572307000339788,66.57910198069159,16.46666853810877,0.16020735739005687,0.008560193541950811,0.37084905262099976,0.3030850723904148,1.8848019580002573,3.422262077948901,0.6219754939454774,0.9095688108706188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.69918518380155,free_3_primacy_scale_Semantic_CMR,0.6361951439459361,0.21302250894086305,0.39619924749254604,0.4770921829745592,0.6712135372313073,0.3599549219010831,0.585542805439402,6.95240842941304,20.59273864788762,97.81998944258353,0.0045834935014593126,0.4934144024231628,0.47564055577243103,2.7997727118374653,1.978340900771085,0.5273542698894252,2.561256457723982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,362.71421606127524,free_3_primacy_scale_Semantic_CMR,0.8619502788071571,0.04583191403386733,0.11199371075852177,0.9411211559968055,0.5525783517604067,0.7815651214332374,0.5162953026792394,2.9736011902081003,18.947838919640596,16.7664138293773,0.006981953512443295,0.21868946989541893,0.18676158230251527,2.399844784347681,3.792061716341823,0.5114859062786596,2.163314377811006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,278.5588573067622,free_3_primacy_scale_Semantic_CMR,0.8501296603372028,0.6042170883126544,0.8838755729018717,0.9134933049655241,0.3767451903261738,0.615620839634744,0.5683829357117682,0.9063782262466802,0.5117051157040109,81.65340582923417,0.003312726838973712,0.31233764996842606,0.3157665725019081,6.220737531413192,6.006909509015693,0.5031184441483766,0.2278576799879133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,217.53598335858095,free_3_primacy_scale_Semantic_CMR,0.553102013608086,0.14362800864965047,0.042099619137645705,0.9059808933642426,0.7282672921599124,0.5097543181035054,0.07245916420697923,6.927763213502622,26.491317384443374,0.4276049224469318,0.026727900307914387,0.11842865725703966,0.13762356960748612,7.175124509116991,5.34010627879968,0.6924090939554741,3.260279989678685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,212.9022191955359,free_3_primacy_scale_Semantic_CMR,0.6089071525869804,0.06274547080380194,0.45723888995491735,0.30147748658849804,0.014979419243558223,0.7739526421879219,0.8694812301986707,2.041906647670679,15.015893074612826,19.489922008874593,0.01334027585048192,0.45444450069121434,0.20329816605489626,1.1082861885535418,2.930939542098425,0.07467964974244945,1.0781221284739217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.13967925830224,free_3_primacy_scale_Semantic_CMR,0.574320610345956,0.017390239689008935,0.9954048727075603,0.032891497410383996,0.31348767729644755,0.9336159720478638,0.985239387458419,8.370433399093017,4.7430378920847005,56.49343276572934,0.04060878183812888,0.37367801207764284,0.4192756972172038,5.1531239926414285,3.7314211652312523,0.05559859556084584,0.3416658046120178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,216.2580598438503,free_3_primacy_scale_Semantic_CMR,0.6553957070163543,0.035250060313781584,0.9529764715134782,0.1537377999808074,0.9377563586493486,0.4392183445260862,0.6952924435434914,63.44808500894248,19.75184055912178,61.19214492815382,0.01486023306647849,0.30480327981997046,0.29914000852729483,2.120935708684488,4.081654857308499,0.12838859185348056,5.405189827041496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,300.66830914190945,free_3_primacy_scale_Semantic_CMR,0.9136595671138066,0.020403677599592773,0.10134302964475866,0.8529542691132701,0.6718347698984416,0.7180639292847218,0.6605356168550671,7.7750725158813765,24.175386049559787,29.711150471685155,0.009036738254328658,0.2691145195176876,0.24927871020329295,6.441784152242449,6.427418377767245,0.05116691769408499,0.2718705041799421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,303.70606892286617,free_3_primacy_scale_Semantic_CMR,0.6934555303084827,0.05510816437277183,0.422210407518797,0.5698890936581419,0.1179117360795463,0.2153035447423,0.6171774808122823,2.4613355500906238,4.296587792283276,68.50781568839389,0.005798375254113974,0.3927583624818194,0.13284141287781104,4.384497288110826,5.255972765708538,0.41395497360224315,0.2595557459717943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,224.7593252723882,free_3_primacy_scale_Semantic_CMR,0.7122173011538132,0.003111056749488817,0.0959813023537814,0.7223117375964831,0.058526063852907505,0.427714862360555,0.1083690209207555,24.607135684072304,33.19431970858641,1.4349332261307657,0.011023036838113748,0.3755108447940122,0.2739152036934425,2.616214929604482,1.9899235235847952,0.10201424165772038,0.3909702403547787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,179.8511678282843,free_3_primacy_scale_Semantic_CMR,0.9964107344881468,0.14899318853110888,0.4095550460772524,0.6651322696343847,0.005018486689753354,0.8178250384573318,0.03200808998315574,18.119097169322824,4.058954461542605,94.05955443672272,0.011858406193806292,0.6024715092783177,0.3084351235039575,1.6915715726959446,1.1225832911307743,0.11098934543103728,1.1719259349066649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,302.525193868309,free_3_primacy_scale_Semantic_CMR,0.6651637006321457,0.4025491888254703,0.23251356739339948,0.984016940009298,0.7613354856620573,0.4915892619874,0.6172121824163879,0.38974243289546456,2.810712403036696,2.11141373429243,0.004403571856949815,0.29318660340286024,0.29563905147044517,9.780787633954906,5.1210751759964,0.3173544678834231,0.7336956601954576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,277.060827951733,free_3_primacy_scale_Semantic_CMR,0.5082929779536127,0.034813629395152645,0.6650840860839864,0.7626377531621138,0.39999273120411494,0.48583139865350405,0.6797572294006783,0.006530171498773996,0.34853020995888784,54.77656513690593,0.016773318092931366,0.23658068808856036,0.1696657917942428,2.581996345632207,4.05396457402541,0.24826807011041047,1.9777228323373919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,260.1089140427159,free_3_primacy_scale_Semantic_CMR,0.8350367097405269,0.055535026464625215,0.46305422372243676,0.9795021431095039,0.8014412516987092,0.8800349729152954,0.8316966365743199,14.24347917573526,26.32020095509599,62.00979732049136,0.006836936156704221,0.3553914240101017,0.3022746387681723,5.053103365323124,3.242348545944163,0.03930463025241793,0.5911679014806399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,263.939200689542,free_3_primacy_scale_Semantic_CMR,0.9100576365490349,0.006007616927973691,0.8926391205378235,0.5175139492537045,0.8472130101515454,0.6194721696027639,0.8238364451290336,49.75146737819903,53.11104475038615,71.94922220233573,0.007113795998284489,0.19657603282252722,0.3046388146723231,9.995841078298906,6.585266423369118,0.08991818786896605,0.3848514030283434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,221.36844533285606,free_3_primacy_scale_Semantic_CMR,0.7074760975413921,0.010066343784662472,0.9142433596142365,0.2890977343824526,0.21806265903713534,0.6415925164672216,0.2951660351627335,50.87057839245033,6.366553673538815,44.16848750569757,0.01190503479428743,0.4450472647985018,0.2294696491838882,1.290179703456973,0.8772975140677094,0.11879089577620373,3.8459344663129373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,311.1701353856713,free_3_primacy_scale_Semantic_CMR,0.8231096227408627,0.724203171422768,0.6060562823786548,0.7559650621053918,0.8559352765199921,0.8030625697451598,0.6202867762284143,1.9443012391988717,19.454353949873827,2.7384825285548757,0.024961407326528573,0.2647835355725885,0.09249128268261053,6.447205483112711,9.951870398223317,0.4629492789729744,0.4893545080414121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,272.8446291909163,free_3_primacy_scale_Semantic_CMR,0.6808603085523042,0.5826959728462296,0.6767048831007623,0.8199740835594693,0.3375173006324852,0.7042248339093282,0.40350773408994256,1.88114123239464,2.4435487635674846,57.12977172639144,0.002923439592224908,0.46187077439685975,0.3968675150903769,2.902071683545544,3.1901073032633516,0.3397151892541316,0.5073940992447952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.62878378470384,free_3_primacy_scale_Semantic_CMR,0.9721512795815493,0.2888848044469995,0.5688057425939962,0.5384173060544277,0.4654793460423708,0.5123506255478281,0.4382875695690732,6.619780150861684,0.2736339309227018,58.60524386515967,0.03296896805408468,0.1242193447674159,0.1763651344756488,1.5586314694150858,2.9545939679195112,0.10868717582762985,1.3748039827296004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,259.2839116686209,free_3_primacy_scale_Semantic_CMR,0.9452469968748616,0.3084441798679626,0.01769705150112767,0.6877773779748957,0.7090835323174587,0.3929120778570614,0.24635252665911603,0.0019425339851539287,68.84914663117003,54.560920611701256,0.011059016912497036,0.3800584320209685,0.2405806558528041,1.8728296235880153,1.7621361186309552,0.1783325963656601,6.880606180643485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,276.8664045465855,free_3_primacy_scale_Semantic_CMR,0.5991732259482079,0.9829349102633262,0.9882992316739275,0.7486573849887949,0.6514257087695738,0.5017955865622346,0.9411916781888645,82.96882540591861,0.0409966727691895,89.34515230481654,0.0039328279701926205,0.4697147573629765,0.3099634224742589,5.974193614788157,7.638925433779317,0.7623203557497881,0.5402198572012367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,225.39085215090643,free_3_primacy_scale_Semantic_CMR,0.47323726492868634,0.03033234314031502,0.5036265451953789,0.8875035683451522,0.2212450699301891,0.20347772576075474,0.6169285662512498,1.3176024912034379,25.95389040272896,1.79044042069264,0.004978786990513184,0.4775181442124161,0.28338363172411984,7.5320727432127725,4.098971637867866,0.6565003543069512,0.3357730523128888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,289.53784769396697,free_3_primacy_scale_Semantic_CMR,0.988061491896479,0.0050952574592570965,0.3485440414364767,0.1756383093479849,0.10767485222451084,0.8900529486985591,0.20082229442535426,28.21646513867212,21.682054368768334,94.67410024308462,0.00123117782015858,0.6022264084630748,0.3972664426125956,0.448570215968612,0.8922911466189598,0.08396056534229207,0.7932526191647442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.75026251170692,free_3_primacy_scale_Semantic_CMR,0.9189808645978013,0.2555779287747806,0.6699377651516035,0.9919287699128903,0.8456173223352514,0.44034649952723925,0.043510897368033374,96.49948195888649,75.65921512178089,25.647278134797176,0.005243415354235337,0.4881323679569469,0.5009492409640375,0.06797542300848569,1.8507466397097945,0.7079263156702787,8.590979272128457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.79148413342426,free_3_primacy_scale_Semantic_CMR,0.6325222028700486,0.0150968084761961,0.7555506875735164,0.8490363986946989,0.1372895556305212,0.27485315658988607,0.9194060682571339,0.8315847154417071,21.8053814419885,38.34006070164675,0.006490050125414704,0.3214691158986138,0.38060196028064297,3.839539380656705,2.780804877564551,0.017229728779630138,0.42910747408725136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,320.6379522705411,free_3_primacy_scale_Semantic_CMR,0.800923844025166,0.21383026182410692,0.3719063821516823,0.5476073679767427,0.48012348322153364,0.3365179059656662,0.43442563552063373,1.436142505508613,5.155103791465365,1.2478694408453705,0.01266622003638651,0.15175572414619065,0.16002817334979902,4.316137626158002,4.188255678255562,0.19876604880309323,1.7190901911913894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,238.17162402675814,free_3_primacy_scale_Semantic_CMR,0.46549853981191214,0.0861200991126489,0.0921029620520894,0.6500748174950186,0.39224320215122516,0.9407238216745577,0.452328424089243,1.9481050236006823,1.0793852947590068,55.77756914984765,0.012967236415443395,0.33843526952738845,0.18020211603685254,4.878351236288924,5.825134437660341,0.059679281016554286,1.060963712360742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,259.8836870912429,free_3_primacy_scale_Semantic_CMR,0.5810598377710084,0.05115558936489856,0.6092730064918349,0.3950749257691116,0.3932133013688465,0.0988473086053216,0.3001670832328134,25.26738809227519,2.627508419459758,73.08440509530719,0.00035752022954327334,0.785641444965254,0.5871376425392292,0.9525588779524137,2.232986225304715,0.28590103176448267,6.785920962083011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
