subject,trial_count,likelihood,model,0_distraction_drift_rate,1_distraction_drift_rate,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
1,8,310.4620813245457,free_0_distraction_drift_rate_Semantic_CMR,0.9169860516760577,0.09498580099349174,0.7504856665542026,0.6058654912278287,0.8344963766201852,0.46244346573835154,0.7190808400639394,0.6383759362129195,1.0570164075807114,19.271429196014424,0.03859654570287324,0.03514813771592973,8.66432299417749,0.5736779519201886,0.16864688170221598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,312.3966906610592,free_0_distraction_drift_rate_Semantic_CMR,0.3110881529113888,0.7741597255961464,0.6274937700429646,0.14201229912133284,0.5293452061568168,0.48871614572139016,0.47894900793861594,0.6978815484904711,9.375941097618409,52.88812647558282,0.004015948304125105,0.26213897573327216,5.750352461395747,0.3847486453941227,1.0411846162870098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,336.0309231612772,free_0_distraction_drift_rate_Semantic_CMR,0.2670479155728838,0.8191513777969723,0.30549591814568344,0.17261593649801737,0.47550672862649956,0.49134404302624035,0.13489568525383283,0.662172258505977,7.61128105045843,16.61340125366239,0.0034511527633994676,0.3580036872920518,2.228972864651002,0.5092724195985525,4.200461686634062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,8,415.50819498464415,free_0_distraction_drift_rate_Semantic_CMR,0.6810680054613545,0.4387229993842182,0.7556382658686337,0.1232359027441603,0.8301117041285913,0.3453276888490224,0.4169684415769637,0.651430784915142,0.8270451038525195,97.19704903112354,0.0029866926950949946,0.1740312896832661,8.275942957671083,0.6814116636399038,0.11028980011777456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8,230.45776665448426,free_0_distraction_drift_rate_Semantic_CMR,0.5433545234017797,0.3228878701210294,0.6771139175001614,0.22440778564857228,0.9939799415028879,0.7906285705921763,0.3181886032581087,0.18728808628555088,25.911598368753207,0.9705553903915956,0.0023941466742100626,0.5144054806381195,3.365664946106746,0.8371581130176107,0.142360293572648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,269.92957391702976,free_0_distraction_drift_rate_Semantic_CMR,0.5863899388133279,0.24527931094649727,0.8482260493630562,0.03037660727746213,0.8617356368731356,0.29361665064863784,0.2630374865637648,0.36982277210974573,5.930183847269823,95.42996411145963,0.006840927961898539,0.33602929561556344,4.102043484871265,0.36443413906567357,0.3950148629279077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,108.44075528747007,free_0_distraction_drift_rate_Semantic_CMR,0.14671963538981733,0.38701271645309104,0.45784878754515257,0.2035761437893468,0.34688493093296563,0.25000471953076625,0.4497958474468569,0.590646092092473,19.752861669280247,1.077945732117994,0.09535614341617865,0.21588191997432876,2.371956025129374,0.321418215174204,4.066558808522607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,8,247.96619038856312,free_0_distraction_drift_rate_Semantic_CMR,0.1925261277870845,0.4403838289990306,0.14577540685228052,0.12658782276455322,0.9703052202668996,0.02667942525959366,0.2826296236503786,0.5628048016339381,0.014609663403710726,22.554159393031593,0.004670184396684096,0.17484248092522314,9.44255498755789,0.6192567509127083,0.40739508341165553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8,230.4371866788544,free_0_distraction_drift_rate_Semantic_CMR,0.08511847693505442,0.3642192052194748,0.5360833415580177,0.004197631468322923,0.7400551014783298,0.1560298255210342,0.7229876701012128,0.3789171083802146,3.7019802981485443,0.14929518452063992,0.015583476081780295,0.26221062514543053,4.26998011835936,0.04778213102928933,1.567506989090148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,8,246.93929531298974,free_0_distraction_drift_rate_Semantic_CMR,0.8468376072166222,0.9021816634889062,0.9866296252537774,0.3253185779547251,0.9972842209682549,0.5944029227633869,0.9176409581121621,0.8182757695604024,11.447428661451916,90.86230584341477,0.015937470103334017,0.2206048187825349,2.5715078443840014,0.004628009234348196,4.976851158307226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,8,100.20792433917255,free_0_distraction_drift_rate_Semantic_CMR,0.1415241410510713,0.32872860555624794,0.3426632083026623,0.09890098273753967,0.9149242574113161,0.047995504601938355,0.7539635710343767,0.6899363313003484,0.1994393734069888,51.769949615519685,0.006451720218095036,0.5622354379219239,9.94689498858494,0.9898260082667641,2.022481132953983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8,223.83321813736927,free_0_distraction_drift_rate_Semantic_CMR,0.12574016890068324,0.2918231179362753,0.838121369907632,0.03232984154522144,0.9032134768879411,0.08526437134688403,0.6640675149273173,0.3658852558009618,38.78140255809892,0.7665455682048492,0.013339493556323849,0.25543894264106565,2.4829091325368475,0.13693075027805224,1.6254621141300554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8,301.61972015995354,free_0_distraction_drift_rate_Semantic_CMR,0.39412009826836353,0.8026404902609123,0.7129340362760798,0.34830840361253784,0.9666658330790859,0.6236430522219105,0.6370821984997534,0.9446467634446188,20.64019502211917,0.7303297588283613,0.03387699383462717,0.12889616893603062,2.7870222662768307,0.17979237936568543,3.946112229533746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8,348.3531612650696,free_0_distraction_drift_rate_Semantic_CMR,0.5094027241624645,0.49466381657852504,0.6570485520223491,0.03120645803412417,0.91146565297805,0.6612640260111445,0.596157191618178,0.3765569628625064,6.846403592357351,75.18773750430933,0.0012789289474527757,0.3128393370723278,3.8569218023794063,0.39249929941740813,1.6138193667844205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8,177.2407232796917,free_0_distraction_drift_rate_Semantic_CMR,0.5531429050934781,0.3876917660672987,0.5459972893121163,0.01823900771852449,0.7417148399174529,0.02678080418143891,0.11138507627826894,0.3896944629108767,25.041252945148397,19.639096521231508,0.04268350020947387,0.24509990650842894,1.5763054130017284,0.1660221728805794,3.753708988702471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8,276.1305742659525,free_0_distraction_drift_rate_Semantic_CMR,0.21719755377699113,0.5058605403097649,0.5308132637040985,0.050605517042445536,0.9168201393892135,0.036305483339034994,0.3445743794299111,0.15535286645947516,6.662454599712412,1.0527108036305108,0.006111482582652816,0.2706349681431002,2.8233346283368066,0.30969197533874604,0.309372074121228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,8,243.1644541827115,free_0_distraction_drift_rate_Semantic_CMR,0.29824601577567966,0.8652478064611999,0.5131783186450457,0.045374565756410745,0.49144207257094996,0.17512618085184417,0.5251169091068237,0.3304246627497477,7.738924924599047,40.51005064262054,0.023752293934665103,0.14823214951045838,4.061273957102706,0.01845743711914627,0.35688254813098297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,270.0267489621158,free_0_distraction_drift_rate_Semantic_CMR,0.7558467281256414,0.14538229372245032,0.5810597573819837,0.08778433815272296,0.5589072498940595,0.8064505455667671,0.45270399245420034,0.47350272412776184,24.889700001633468,70.57694613587222,0.017302357566007565,0.18333549062551313,2.0117855836168896,0.1386984400814586,5.516400992779649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,8,270.59203604625003,free_0_distraction_drift_rate_Semantic_CMR,0.8756706699263186,0.7543477236854468,0.5549217953544252,0.7444329370738723,0.8020409495418823,0.3077017407794914,0.5991952578475589,0.5001414016264554,33.24878560196012,0.04694645191591462,0.0034533628079817524,0.3557987130871796,1.3091289649235378,0.1993387598279664,4.107701391952606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8,298.86176458432703,free_0_distraction_drift_rate_Semantic_CMR,0.5450661112588016,0.016615875180273076,0.5653372022314601,0.0895023080151347,0.5341800217789825,0.26054643485335516,0.5133024715194072,0.668020874424127,19.011772956630203,31.4238898533164,0.003158527164983549,0.34994336797742864,3.7585845969915948,0.03247445420008388,0.6792151372996038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,273.21770202269727,free_0_distraction_drift_rate_Semantic_CMR,0.7099814537259773,0.23203079381438907,0.7351967807560468,0.9606822131093629,0.8292226068775552,0.7054138396956804,0.24280870680153932,0.635238087290432,0.20299034768645896,81.94160711762729,0.019970381273285487,0.16188736239508916,9.439564626921761,0.5814364368324954,0.28275830271690605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,199.23264037673067,free_0_distraction_drift_rate_Semantic_CMR,0.6857122878837617,0.8495752068530815,0.8307543130831097,0.062349024675824705,0.9665983243048708,0.43669888136650237,0.9021934079809948,0.48770287631482406,7.7202430281614625,33.376675372991954,0.0243960827471284,0.262945459235544,4.5081372842926255,0.22157850076466318,0.1536072622247433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,185.78650546175368,free_0_distraction_drift_rate_Semantic_CMR,0.6640334069528936,0.6578940004346759,0.37164562755372454,0.0009578816744013063,0.007962385763532587,0.01830082958546897,0.47266238121054605,0.03701126225490947,3.6944475749570245,36.467703754534924,0.056817448637951073,0.19232122602207546,1.365683769052548,0.11393041365942158,0.25323818441457835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,257.6905515988652,free_0_distraction_drift_rate_Semantic_CMR,0.456240449765431,0.914106547602981,0.3602363300844236,0.13341060309589597,0.10462502748583308,0.9023059746682611,0.6843736931368599,0.5557509897009257,5.195766278806104,74.28623654101763,0.012644470247097916,0.25734803294168174,3.4643161732306202,0.13699408609364133,1.9408113330721308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,287.6595344156915,free_0_distraction_drift_rate_Semantic_CMR,0.2268595108648711,0.6189575235185354,0.7070232944279442,0.02335214325189211,0.7155717346704,0.37648423639634393,0.7347442285737102,0.20908975697638787,1.5902197995836644,97.1314182783174,0.005269997314096941,0.2909863134514632,5.934037482611587,0.3286743895537638,0.7579804601164222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,340.19873376439034,free_0_distraction_drift_rate_Semantic_CMR,0.4735689424945511,0.7527274674532395,0.3391887718988442,0.2399991476968215,0.9147429760839507,0.3492945549436335,0.8325722088406884,0.6661863032855515,3.9723550860990713,54.5583786318793,0.002907482079360424,0.23764583311466314,6.755083401400043,0.6570455348278902,1.0427294850748576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,262.19188453277326,free_0_distraction_drift_rate_Semantic_CMR,0.5742169213203704,0.13258385735980638,0.7785356278034055,0.13765988843761662,0.830677864794763,0.14191826943194352,0.16036882460790863,0.3740806062579068,4.294221476755098,63.55360157007894,0.03531746908378364,0.08780158263384408,4.213977804654755,0.9494611696232358,0.098257351784377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,252.16912162505554,free_0_distraction_drift_rate_Semantic_CMR,0.6224329446203278,0.6569766383031895,0.8348682128995195,0.16942580104374494,0.555292119292569,0.21760510728710403,0.8211558944636599,0.4893803072572137,0.1711816867758813,74.38244707102898,0.017046453036663745,0.23532858620382857,3.9119737222558633,0.07192608268774309,0.6257088908770996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.7488780638013,free_0_distraction_drift_rate_Semantic_CMR,0.24298659870750972,0.5957177709907316,0.398937467540616,0.20205196655363,0.41909744885179334,0.6670454841352051,0.49316993950126026,0.44499557849228544,17.658817117939684,69.36348825588628,0.0015473738410123894,0.42159201796892987,3.1849082752971487,0.20051388661507702,4.336095179217779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,272.9039504353364,free_0_distraction_drift_rate_Semantic_CMR,0.8303210525792004,0.6838679550450736,0.11066974166110372,0.005257130719043768,0.20673571531911833,0.8718979706170074,0.2913871434277313,0.9082489097876598,7.210849752496372,24.224822924535594,0.00424610794385738,0.3706738753798957,3.3018211291248996,0.3997085591441602,3.800036137152116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,234.65855609666278,free_0_distraction_drift_rate_Semantic_CMR,0.6477028117592569,0.6767740966072316,0.5652690561310066,0.06117406648997381,0.5673127463701239,0.0046733220353948335,0.43851739481789564,0.9448109387450261,2.9386376480088714,8.788561100218196,0.019224444889623826,0.28333287623982883,1.2533114242968408,0.23013183825965755,9.442529788372333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,313.6201536732759,free_0_distraction_drift_rate_Semantic_CMR,0.38889973802424843,0.7012394803682378,0.15620970687563346,0.37311103438257415,0.8992987097568221,0.3981010131291321,0.32541374866177997,0.5846989555450889,0.31488120816599263,39.669919535822004,0.002816099426469598,0.3069260170817776,7.074595515020966,0.5000580147140055,0.9508955398144039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,199.05815379711123,free_0_distraction_drift_rate_Semantic_CMR,0.6307261374330639,0.6413880745622127,0.41994008767736196,0.014351748028946445,0.38907709181605715,0.02122378303511935,0.4266574176562144,0.49770364424151575,2.4791293892827224,35.174156178120356,0.002259651781834505,0.611490779869233,1.14193250753165,0.1372720347325431,0.07499152176298428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,280.95741166425887,free_0_distraction_drift_rate_Semantic_CMR,0.05070331371231085,0.9124280319890885,0.18177956915659993,0.6388890280797521,0.9729093580920465,0.6296409759756372,0.7900938000565644,0.9840801620634161,19.43303993294736,0.31802705421218747,0.011018522660839913,0.26853044648078317,1.5644727347346095,0.9980925869531582,3.546718480414569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,261.8695506863522,free_0_distraction_drift_rate_Semantic_CMR,0.996945809825483,0.09711248559542174,0.32758605597660406,0.6199658253952691,0.00728408465493513,0.6517703658142606,0.9436087731592755,0.6006349795770347,14.29092176896419,36.31048540784589,0.001240607411044814,0.6105833389105539,1.611697644051998,0.582597852901234,6.601958137553911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,363.77330995853487,free_0_distraction_drift_rate_Semantic_CMR,0.9925899642499245,0.030596808627583683,0.8077156793594227,0.600468784492882,0.3973230950729608,0.4003204000841043,0.10123248564974657,0.1987001203103974,1.692208218428945,43.40369350091696,0.003092307222296642,0.24986397143458383,4.9445295943783325,0.7282268087634062,1.132944386180872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,276.9065541416526,free_0_distraction_drift_rate_Semantic_CMR,0.4918627233924879,0.3267939874227097,0.7423535446445597,0.7470695327079995,0.882433065154562,0.07377741335721627,0.38745533981281477,0.4248045733278156,0.04694664021217676,68.69003505739244,0.011280025828434181,0.2154939245780323,3.880778141190949,0.9624509057239832,0.19296502784121383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,229.239990132157,free_0_distraction_drift_rate_Semantic_CMR,0.5416686173763989,0.395980213303269,0.9634174172982186,0.34807616978177985,0.7196681749555477,0.826874288577562,0.5431091426787265,0.44387269365773097,17.21425807600972,0.14471001918250437,0.019983105729689088,0.07172278085954531,6.771664524997789,0.6815573401975111,2.29705945017268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,216.80322149405387,free_0_distraction_drift_rate_Semantic_CMR,0.9982828435317244,0.7701408080917702,0.22961245507720024,0.042048843422624604,0.46733797226877677,0.025111625025550643,0.5717828022595434,0.12859890265342516,9.7641283395442,25.13185706564646,0.052161352194214194,0.13939576449968438,1.6490675699578894,0.04590011146766593,1.0262466065190545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,123.66997402598608,free_0_distraction_drift_rate_Semantic_CMR,0.22441384871282266,0.6657503507914696,0.5995423851177132,0.005774950050641159,0.5787376429441042,0.10621121574162667,0.7550400204805318,0.9983531529284683,0.10587939552525683,5.130103537843453,0.040876744762768646,0.4074403031136029,3.139241179286797,0.5591544752793235,0.09211814358600723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,213.13813818751245,free_0_distraction_drift_rate_Semantic_CMR,0.6679294515049382,0.7920001834459346,0.05513875389477929,0.4601958652762065,0.9869831225841863,0.4737415018880905,0.35288788172437063,0.6087164575696221,1.5184557466781072,54.71419523072299,0.007449826627561218,0.4091836863570055,3.934214950294095,0.4138465872120351,0.8640958083433539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,301.9061893772083,free_0_distraction_drift_rate_Semantic_CMR,0.5695310724447262,0.2575497117176403,0.8701498827567131,0.06442063886156431,0.5820819698002517,0.23071877599473398,0.8128778412483394,0.6727529710792866,13.075312653087243,95.40593712738973,0.002381060544852115,0.3585028820666518,4.173570399230452,0.1629790356386161,0.34920971607076434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,309.1745595792786,free_0_distraction_drift_rate_Semantic_CMR,0.5720438823869765,0.4696231154313206,0.4063412587666644,0.40643782150902424,0.5770428259434323,0.019920568051055465,0.8391367046191072,0.5401740389157216,1.730846446603742,32.40814658076559,0.02039279982929426,0.1102858352986269,2.8576375904368256,0.2977639822567608,0.15433020746572979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,228.41827300224224,free_0_distraction_drift_rate_Semantic_CMR,0.4637656978134883,0.6135463787259086,0.5562980321962061,0.133950168941046,0.47534832636596885,0.43134090400169667,0.9649918059241211,0.23759616791883426,4.802684066440136,52.354049442548124,0.012600813709194858,0.27082041049050254,6.397510138522876,0.009841759323726607,0.3984557485371081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,184.89909621506723,free_0_distraction_drift_rate_Semantic_CMR,0.26501646468731516,0.552046998223824,0.9358736244783574,0.19425747273376393,0.6621880256789965,0.17250757060874206,0.5790303541007659,0.8416415063285427,3.777781044800996,58.05121673767029,0.028419198741567564,0.2562553269653387,2.5514277612760328,0.02719784226570421,0.2705583533483349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,310.0779044425469,free_0_distraction_drift_rate_Semantic_CMR,0.15340935567689779,0.15105915796606728,0.7017041197175765,0.37280444857202416,0.8673348515988437,0.1592603096702913,0.3048697609072104,0.0012929388811807607,1.2990349968496773,49.359811977731596,0.010418742028483918,0.22159768906963784,3.3968082600369764,0.8102927956413425,0.5266226025732443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
