subject,trial_count,likelihood,model,0_distraction_drift_rate,1_distraction_drift_rate,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
51,8,272.23776018822656,free_0_distraction_drift_rate_Semantic_CMR,0.04594369630736446,0.8122166776166342,0.4527563893808088,0.04177824233488652,0.948046290024665,0.5748428074102996,0.41802918742288914,0.25763566586375114,3.7830800282933836,4.017289797183024,0.036400581370630354,0.12445339859690552,7.414634575025917,0.5648028372173901,0.20303104176133616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,255.07678716356688,free_0_distraction_drift_rate_Semantic_CMR,0.9231079071268427,0.1070370618258566,0.31463974355954216,0.22428595524850858,0.972265102107418,0.9992359809037211,0.08330916461399801,0.5052373690688536,3.3260716636736305,24.36540636558914,0.012204908623777322,0.2740346547562993,9.870698855410048,0.17429492753489123,0.09620253292965941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,263.81225744965354,free_0_distraction_drift_rate_Semantic_CMR,0.3635430948900362,0.09891432398772876,0.9062049453959309,0.0991585126287608,0.5646273916291675,0.4681586624927137,0.018883014117199837,0.7124524431951833,14.071359947262465,53.07545080709837,0.010753187585814894,0.19665483893985147,8.962406102878422,0.03459509354220386,0.3354883428821829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.92379363248293,free_0_distraction_drift_rate_Semantic_CMR,0.09790108068905073,0.6232958660307013,0.6670488617277989,0.09203876839780228,0.9656354550455891,0.6658064578565962,0.782358438933811,0.8925885169454704,4.837421817357033,85.47397291053707,0.03313993829559719,0.20527930496867164,3.458473120748755,0.19328373051706144,0.943685810587926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,320.5753621220982,free_0_distraction_drift_rate_Semantic_CMR,0.454529638136347,0.3317736615808303,0.7059138659344637,0.3373637505578768,0.7869498491350863,0.6846004695922071,0.8984023261904911,0.1883355055102958,93.51951319953928,0.3896535970426706,0.03427658502946307,0.11577697771767026,2.4445224934300613,0.08165124165842993,6.881803986175117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,277.44020986808493,free_0_distraction_drift_rate_Semantic_CMR,0.2718349166743522,0.10140201923212971,0.7242269133940102,0.2388648584351546,0.5588360113961535,0.7175205919992467,0.7437179629463342,0.23247431550384606,17.92991017256361,0.24236264794453888,0.012970065333185898,0.2796282872102953,2.524460429808022,0.2652547514900859,5.913801400527314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.2463053511289,free_0_distraction_drift_rate_Semantic_CMR,0.3528410190616961,0.49097659267815474,0.6216602489594407,0.14175337440425045,0.1151850349732339,0.535188513266135,0.7322985612693748,0.535968970101208,0.6757148151764625,57.443617730019724,0.011285127635992931,0.24515891483683205,4.6776333964507035,0.21565877565972152,0.9773311802384859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,262.7161014950925,free_0_distraction_drift_rate_Semantic_CMR,0.21602254631566564,0.19734622011484787,0.8095887498585731,0.6065790611158511,0.7299878371756008,0.35055587851367337,0.21973670332010165,0.05024462530557228,5.431161337145525,49.719727575201425,0.012489760807907091,0.2611520025027412,1.9044800241359305,0.07289871908555479,5.947429221121966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,279.6337758803887,free_0_distraction_drift_rate_Semantic_CMR,0.29626064345355607,0.38462837636278896,0.2717184795298165,0.925068551451206,0.8637139376477003,0.28199864252622764,0.9132950762198344,0.22667188379096426,4.827122120780103,0.4528772275477735,0.009197326612584211,0.23354368701037398,4.013099461953578,0.9076558304107989,0.6284505816370611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,243.2836079930508,free_0_distraction_drift_rate_Semantic_CMR,0.5583390825403455,0.3911288317950538,0.38541419214622,0.10092364070636733,0.9443648200613005,0.4494929022041821,0.4824326007066393,0.6537868892650118,6.493478583163693,2.2049013995328863,0.026623810560615246,0.17418912542384124,8.238353054592837,0.736524499971299,0.2588709906006672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,290.9983984989869,free_0_distraction_drift_rate_Semantic_CMR,0.4172991908524301,0.571340728194752,0.5038136162511753,0.6009760212117505,0.31067450084556825,0.17639261736180284,0.7656750212186383,0.9742735289052219,0.10076179317663758,89.68628359408349,0.010339021025603023,0.23845211491764218,2.210869276583671,0.5475724193932289,0.7568379053853969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.62905811351,free_0_distraction_drift_rate_Semantic_CMR,0.7857195876938806,0.3587303506546459,0.9015999256176999,0.524955744392698,0.8829518584130862,0.6970982254401165,0.3530658390783134,0.3649212943964521,19.46082355974137,94.72528792225721,0.0017864741418754382,0.5847286629135953,1.5199841842003812,0.36438628769616604,1.7122361232760004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.10846397263623,free_0_distraction_drift_rate_Semantic_CMR,0.882434202584232,0.4059845304765157,0.5444273759657315,0.01229909026292896,0.8765680146164564,0.3877982677914996,0.8573566599767499,0.6695792214772545,18.93424073272809,44.10193916808287,0.0076539613591293815,0.374465987105533,5.92164587886008,0.08417054412147475,0.3197833505123626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,311.0767480119307,free_0_distraction_drift_rate_Semantic_CMR,0.39166260957153487,0.5347831364770034,0.20128828639066382,0.5516433549685272,0.89197107678245,0.18340921937617677,0.6493349108632522,0.6758292411933452,1.1787489032592617,8.166547938899392,0.003957898119293479,0.2647638194604127,5.719732678418076,0.19981077126825386,0.7758110378809366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,241.23360827334557,free_0_distraction_drift_rate_Semantic_CMR,0.3146929586786783,0.3546553527593318,0.27811723976477776,0.05208854114642614,0.6707856702743217,0.18521992969050288,0.6018081937048531,0.2881063172400047,2.4772611304319767,65.8151540058505,0.021786791851653775,0.15840477081861604,5.4029337432410625,0.16445318564573547,0.5614822692721937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
