subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,context_sensitivity,delay_drift_rate,feature_sensitivity,choice_sensitivity,learn_first
3,12,400.90331568135196,ICMR_2_1_0,0.831935132526515,0.5336122214658958,0.8970962428591504,0.21849506456203566,0.08724190908272315,0.9088827562655509,2.5473098496019935,62.16070259634948,0.0002163970459694676,0.4441260405328064,1.3616979513155691,0.5839891868448519,1,1,False
4,12,209.6299716237996,ICMR_2_1_0,0.9023756782916779,0.04647613792519836,0.8925758318393486,0.9999999999999998,0.5804664112193204,0.7474770535941433,59.438616230211785,28.117701811854097,0.08014513802328398,0.12156012189214775,0.8379641310459952,0.18945489346886463,1,1,False
5,12,351.2523716364241,ICMR_2_1_0,0.6197741402733907,0.9112228231574484,0.9114213038170017,0.5913899590778701,0.3595524173946848,0.9999999999999998,1.900145439267211,20.22364498828557,0.00023131602639905822,0.5050843526003144,2.1148315058753524,0.9877589309532517,1,1,False
6,12,392.14424879990935,ICMR_2_1_0,0.6419096271859591,0.36965652607621335,0.9967923132135141,0.48511565304711335,0.2561528958814966,0.7841265207838813,0.8512158644962117,58.386108947129735,7.175870922468172e-05,0.5454026771267267,2.9129573418913672,0.22793582999767664,1,1,False
7,12,144.46770128498972,ICMR_2_1_0,0.7552899493262633,0.0006909158773631734,0.9699471096296528,0.7044166039220885,0.04487150045842808,0.48322606891458747,15.809133830835886,29.577485695510973,0.07555468372077688,0.30815630445373837,2.0875656590526046,0.9999925057143939,1,1,False
8,12,345.85754824665804,ICMR_2_1_0,0.9123574463355849,0.4743220044640572,0.9710826408321948,0.06479041222006354,0.9996161748939085,0.02493764095206445,28.751124506200775,35.480327104855796,0.003352543720251719,0.36610000527401787,0.5977753658024871,0.12240096175394372,1,1,False
10,12,272.9290466046354,ICMR_2_1_0,0.5462634740190211,0.11516497974051884,0.9891835022115658,0.1029805408587161,0.9999999999999998,0.41969366936767055,1.6676367563379078,95.77392642402718,0.024415761202686747,0.13039456058007992,2.453167064000198,0.9761322287639869,1,1,False
11,12,479.35506767913944,ICMR_2_1_0,0.8249405083114955,0.9143416402955168,0.9999999999999998,0.8766196075595867,0.6476066548723033,0.22117067006074828,17.921011073994148,97.98070287774476,1.480814807512576e-05,0.6020609011174408,0.7625438549995656,0.12654438357691883,1,1,False
12,12,191.45435799647493,ICMR_2_1_0,0.6912556124381187,0.8799544760472187,0.8512482673708104,0.0850034888052719,0.5874678830056084,0.3113366311044264,0.2025651776424823,60.94648451060204,3.226525727616077e-05,0.48170857206760676,4.184304545820621,0.6538104450932394,1,1,False
13,12,397.9934243628094,ICMR_2_1_0,0.6229975958863057,0.632063395243965,0.9700004607509413,0.6153976223776682,0.7984503982496094,0.6357231747452929,2.235346594995754,52.87938559667339,0.00041417265699154356,0.43359281758169416,2.3298686822510444,0.1628122075766887,1,1,False
