subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,context_sensitivity,delay_drift_rate,feature_sensitivity,choice_sensitivity,learn_first
14,12,490.54216399507675,ICMR_2_1_0,0.8334454064009955,0.06919726936472022,0.9948084078848508,0.7737046737198564,0.6197970908087753,0.16021928186733103,69.12049213609596,78.53501563232716,3.494975194510705e-06,0.6476029028510628,0.9660168356798569,0.23702610358405055,1,1,False
15,12,308.3365449928407,ICMR_2_1_0,0.6828585795895484,0.35022963269677027,0.9603971854854574,0.048506466793013944,0.8513437932338648,0.1478581927062006,9.967490454381958,68.48161956679502,0.0008265555090942269,0.3943466817317111,1.5235649432636549,0.6124037943421219,1,1,False
16,12,374.2565434925622,ICMR_2_1_0,0.6615813399416405,0.6570375751761092,0.9473619971250358,0.22603231207495342,0.7002937789988861,0.4500050637829852,11.455710119749876,0.21021046122365503,0.0007523443069153022,0.39957302561730085,1.0592811374300724,0.6168168487730302,1,1,False
17,12,339.71910423165406,ICMR_2_1_0,0.4726848909959326,0.008922619849901395,0.9674101375081292,0.23113638338889697,0.9993034727333185,0.3186229196763781,2.220446049250313e-16,76.22157723193725,0.0016050521532399106,0.3340762866688073,3.8929887844018536,0.9999768486435061,1,1,False
18,12,305.20060000771116,ICMR_2_1_0,0.4429630077250046,0.9569717070001746,0.8423221373599475,0.13575187207285389,0.7326839108343188,0.3673167888256203,0.473062799716619,46.232382714017824,2.159437372848078e-05,0.5968298689927636,4.120935972157443,0.6774276417404113,1,1,False
19,12,330.7404354193155,ICMR_2_1_0,0.8028130809115928,0.9807951408014633,0.8696160780426414,0.8722595463187868,0.822150139441992,0.9700148547484103,0.09877663161525009,13.228414073392228,3.4847257558796285e-05,0.5138590379952163,2.6508121670168605,0.909456497873687,1,1,False
20,12,272.4540132649236,ICMR_2_1_0,0.6096417096180063,0.8595342346732654,0.9610693588070612,0.43158251635168493,2.304679822377653e-05,3.438648410436241e-05,0.9310672359096858,4.757216658326086,0.01619566019273453,0.24277990486341997,3.8312347285857493,0.5638967490733864,1,1,False
21,12,408.9405736270117,ICMR_2_1_0,0.7642913367252708,0.3758192119114124,0.864661042713135,0.11361626414757807,0.11817843174028068,0.390323803299445,2.2873314165304657,38.232959038054545,0.00013665318684233894,0.5234153681548298,2.2631464483906414,0.7915271032960219,1,1,False
22,12,313.57058005138435,ICMR_2_1_0,0.8829945437746987,0.9993821269270747,0.9785439447598651,0.3146145619863019,0.9002327935432467,0.5534786114287017,3.914298313135685,59.68260415097174,0.020657826607280435,0.18684575722176588,0.6089557337743994,0.857517845898243,1,1,False
23,12,316.42345628375585,ICMR_2_1_0,0.6636198775990585,0.8642772342373637,0.9945339383977121,0.5504501784327375,0.5694125197728352,0.07724682780313777,6.430506941646668,26.0853050027341,0.005139359865268487,0.376487198356071,0.9583250849969167,0.9853470024691967,1,1,False
24,12,276.96605991703376,ICMR_2_1_0,0.7897910289851269,0.056819834464869795,0.9999999999999998,0.35079560591572145,0.3264698162322547,0.09297066580690813,40.61689560608379,14.859156231232248,0.016906222110608094,0.3123798671225125,0.9508591044298778,0.62700177301259,1,1,False
25,12,358.156164992497,ICMR_2_1_0,0.6629590245718664,0.3350495600461695,0.9724630805200495,0.3137927027000682,0.8184031250056516,0.5167096989302244,2.316176912641032,38.50413030561408,0.002303519218624705,0.3276388803884341,3.369845559150926,0.4237826214142188,1,1,False
