subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,1_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_semantic_scale
12,8,100.21990122296619,free_4_delay_drift_rate_Semantic_CMR,0.3561491029398204,0.05658990196536162,0.7205885731540085,0.8981065003606703,0.014257585394748973,0.37824398750815874,0.6410690812692561,0.5702418392197218,0.13339808477809356,4.62360291426031,0.0030336386766384726,0.6854150431269321,0.624545135173614,9.175086105607964,9.90622533273217,0.8653422036060867,0.9621385388203723,1.742360593580059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8,228.88663651315483,free_4_delay_drift_rate_Semantic_CMR,0.9250757202710933,0.38126374606894453,0.6559945222903928,0.8295929512664438,0.029742596668560377,0.7933911127880485,0.8035088243684811,0.20312387658425587,18.504868438615564,0.34316091213224886,0.05995552647521351,0.20240736118979705,0.05004996485922138,0.778364729807806,2.5589792235580986,0.3794069520771621,0.5252169424887503,4.969866216732182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8,304.95733551139153,free_4_delay_drift_rate_Semantic_CMR,0.7765381576008978,0.11055573191258056,0.40202306805701543,0.6838711721349967,0.7922103426352021,0.40579294310038344,0.912337252557271,0.9527297543581134,7.439141860079225,61.47477542441674,0.009845779933324583,0.16827002415596937,0.1618564194594727,3.4520642852400076,4.945353126296723,0.7209988466566717,0.6694614230458868,3.2834025502782582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8,342.5496053516447,free_4_delay_drift_rate_Semantic_CMR,0.9699850448056792,0.2633699883664579,0.867163444667022,0.9693873281739216,0.22864104368897442,0.5422537552574759,0.6851619591862202,0.8615101220655925,0.9177090669208212,60.33162458245857,0.003928809051595206,0.37429520773481784,0.24008492808803084,1.9655943709755102,3.297632563564161,0.2528811052694284,0.34268249711936616,0.3554026645510717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8,175.4548942473546,free_4_delay_drift_rate_Semantic_CMR,0.5233424435679731,0.07275418258788696,0.15532058754821018,0.646902305178173,0.02037380365178347,0.4565195965697993,0.2978283941300961,0.9909479077498361,7.807473744680195,59.047148816225736,0.08660979298533536,0.07588594247970319,0.11670127664263336,2.0248459021753384,2.3637491092466694,0.22177421625806987,0.3258723424654625,1.1835888903750302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8,270.4966685845476,free_4_delay_drift_rate_Semantic_CMR,0.880860302881262,0.03289200959970329,0.23406600070175215,0.9618678343508706,0.5544282898835858,0.47243434682682983,0.39287123651707434,0.3155931748349574,22.223918703307135,2.459302847538652,0.012121177089326696,0.22886906196561263,0.20349854477741403,5.359071051936201,6.408498704998808,0.03142278415312866,0.07805900408142596,0.29706246418167837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,8,243.2053299527874,free_4_delay_drift_rate_Semantic_CMR,0.708633774106518,0.10602765329330416,0.3459065005223364,0.21314828933468688,0.21270868143240612,0.9444176362772647,0.7742799322203326,0.7287447473193089,3.8525662932650775,53.54569002952394,0.011328453479323042,0.253706581082791,0.2785183163968705,3.6008613914605467,3.998747868468781,0.21372661934502768,0.006918904251672409,0.8831574996835156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,266.25743688843284,free_4_delay_drift_rate_Semantic_CMR,0.7052939983394452,0.06318263366825289,0.8731073128459057,0.6585007223771405,0.9991103221402858,0.5479466827781947,0.1776499422205221,0.6271500089038966,24.483763850332842,39.43787295550224,0.0017238534366767477,0.5776386655364902,0.3412449526420538,2.3364380849195765,3.325239268873574,0.23706707504886265,0.3667293514068974,2.461389298833201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,8,260.4857839685549,free_4_delay_drift_rate_Semantic_CMR,0.6958380283387195,0.07937191539025007,0.4124552142948573,0.9779043172076851,0.5785787688325214,0.8013003112897303,0.4634049842687245,0.8658264647502931,0.06491371603792118,85.39915081846064,0.01803270494860071,0.201862544803169,0.21305723870457793,6.9644696375210655,7.113012391897385,0.2359943100224976,0.866905445874192,0.483704586703368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8,305.5935066354059,free_4_delay_drift_rate_Semantic_CMR,0.6317016514479725,0.020064035204313768,0.7822473101895592,0.41541591743777345,0.05070058439452352,0.7614847408452162,0.11477497579380885,0.9006904143162981,50.64037546835641,28.858525228986398,0.008710131270790289,0.29533872914030646,0.2326689796748589,1.3795439766787787,1.862973477443787,0.3640059863583763,0.7389234850834951,3.6276843712283284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,285.69904759771794,free_4_delay_drift_rate_Semantic_CMR,0.7827611969090026,0.2257671820615884,0.35855094853333386,0.9496033515738962,0.11743642524829934,0.18205212514316632,0.31934829916241747,0.5640255734490661,29.27060227621113,0.5533886412564826,0.017095659009799646,0.19922283181754175,0.15980767584102473,1.092343603343831,2.323221439919449,0.6954466381821331,0.9075546834777939,6.145293614547426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,198.76872860939892,free_4_delay_drift_rate_Semantic_CMR,0.8082604326821481,0.11215552154198483,0.5246907874516843,0.9973612173772408,0.3717827925107505,0.9585583926931507,0.17401151691430766,0.748042111851473,6.8303432992777715,4.8811366009053145,0.0016031020796655748,0.7837405697207842,0.5698833947121624,2.0892830572788004,2.824771704256402,0.3778984387760396,0.25623232977185895,0.6401575490683893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,180.72094593242366,free_4_delay_drift_rate_Semantic_CMR,0.6791509888761236,0.24811057801164732,0.009856039810133888,0.3919925607680774,0.5199120877171431,0.4457970373331135,0.44174655867306534,0.522448760925507,0.4027360235522863,41.51752715190297,0.009563311487081283,0.6391111758472885,0.33012202143242675,8.053660981265994,5.013341922744631,0.2746288424416122,0.05032954523014227,0.024085923052264313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,252.61818679370782,free_4_delay_drift_rate_Semantic_CMR,0.30023223653648745,0.9394995294690235,0.15961581790059753,0.26955324491439175,0.7031272057580352,0.03271798904667034,0.44226057983675693,0.9830811228058639,0.2864026200055605,37.11099727375782,0.007453525641656189,0.4963693097580304,0.24939652440454463,1.5078464797747761,3.954213819247847,0.17420657242140275,0.10149353826347185,3.599796532604845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,289.13621501577677,free_4_delay_drift_rate_Semantic_CMR,0.5681261621518072,0.1877851962392929,0.28842925322326485,0.6494156316670916,0.21419568255590016,0.7406948528176177,0.3611923884277412,0.2764224344786548,3.1251601834669245,65.73407440357748,0.01107153593088922,0.2899219002558491,0.201104027096485,3.40593610314793,4.212004592520566,0.16628281140994938,0.17565326799948172,1.2379796485748562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,339.4224861490844,free_4_delay_drift_rate_Semantic_CMR,0.6780177848175487,0.13668819005557037,0.9454015214489304,0.8420852148331694,0.5185539093590357,0.7809600975287079,0.16601096727759818,0.5891728076733223,5.395388365840731,63.12817225555483,0.0007479775641923703,0.3770741071994399,0.2732728167967915,7.878182841974252,7.234648841710449,0.29739845114857855,0.5449177563290204,0.9846474441400836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,258.10194152988004,free_4_delay_drift_rate_Semantic_CMR,0.7459895430023492,0.5680539338156682,0.7278529496862819,0.824225876600815,0.3913241006002786,0.2630743015296123,0.2546747288631612,0.47289861288766655,1.8625685174640836,2.2845306249536748,0.0277979451638114,0.18350881606415914,0.09674124163152964,5.141284870457181,9.425468762317585,0.4478577614275576,0.5876862553994374,0.1745964430108895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,251.15886025097308,free_4_delay_drift_rate_Semantic_CMR,0.8364693440713002,0.12112074427466563,0.20514610035431852,0.6564411786436832,0.006900254446921661,0.6330533802872633,0.8632958635967778,0.2595265686638581,0.5037115213297341,46.72639028093723,0.014124348945342147,0.2549551445436631,0.23640444156259832,2.075681133182603,2.3714602566174134,0.30370775366926284,0.4749666517036423,0.8398719251545934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,262.1779640804008,free_4_delay_drift_rate_Semantic_CMR,0.6245313551663323,0.4450909056609669,0.2376032958776867,0.5754901064942212,0.7939255575607677,0.2529174048465421,0.8029096648968314,0.9449500803073644,4.1565510485097406,69.08845033585031,0.00460346542496487,0.3346345158726747,0.322633992176832,5.8529111680250745,6.080622681168314,0.9584774436554615,0.627600550563856,2.0791635139976696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,272.7896136572052,free_4_delay_drift_rate_Semantic_CMR,0.8230846438283166,0.010256347262255328,0.20528706325115098,0.21848916413430142,0.5363318780468815,0.36350093955203105,0.518638807356221,0.9589625329722348,29.132489077321626,35.105468238311175,0.0037314561853031836,0.37690627560460577,0.47354674195192903,1.788404902159248,1.7000263109727456,0.4895386842805357,0.01748729144925365,8.055260528767294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.86950962784178,free_4_delay_drift_rate_Semantic_CMR,0.3906913335008127,0.03108994239073537,0.06165037937945417,0.41686104863765483,0.09261761592297979,0.6131636503465412,0.6988497124434573,0.7751342201506543,2.2605279721701876,67.29594541450147,0.008344727356704384,0.38681804228008687,0.4033081575022912,3.5377407324655943,4.761641230171935,0.24810019903521402,0.17347951889189756,0.3055773833690463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,314.9749439221032,free_4_delay_drift_rate_Semantic_CMR,0.6747354769449702,0.1400402501718871,0.6677814871217324,0.7102632804407735,0.23389982234190443,0.8340343464435587,0.4444404378529263,0.6938838094626739,1.640044607318714,0.4843722926669045,0.008967367756816502,0.24973786948257715,0.2328320259614438,3.657893091624411,5.545428660771041,0.8140684895281476,0.5929743677351742,1.2153147097929793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,198.5253756505332,free_4_delay_drift_rate_Semantic_CMR,0.8183342556934206,0.33686841966312664,0.3372120152793866,0.9386276446320888,0.21379361596266955,0.6110245760087478,0.7623666149947897,0.6348590609106413,0.46004964421901207,35.53624184188006,0.004458198079141773,0.6071859802213329,0.5121251177334054,2.767084785860403,1.8423355286377898,0.07448308281783012,0.019282734726250583,0.1592849750124392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,277.66775525207566,free_4_delay_drift_rate_Semantic_CMR,0.4977963839511468,0.6464706079053237,0.21569052528010113,0.7050788372969102,0.6760890941353356,0.3162575030588102,0.7192403479277365,0.029789118765590206,39.974505190324564,0.26151896458124213,0.014158934724249006,0.2519291288624501,0.16584549457202602,0.651405180609065,2.5593950661224336,0.7515110411042131,0.19646694782632607,7.880045756421337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,263.2472292458499,free_4_delay_drift_rate_Semantic_CMR,0.6264540657610345,0.0444009557143934,0.333225521791754,0.41357669325466834,0.523056900032136,0.2637741316505605,0.1787346536467747,0.01394288803226007,17.061897848699523,42.52250349107319,0.011483448016239406,0.375763026380179,0.3968333280806071,2.0715896965334175,2.0318806157712883,0.05692988168298596,0.6681271101469456,5.041951497694304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,364.6277984361217,free_4_delay_drift_rate_Semantic_CMR,0.5937624013414877,0.7193829789982048,0.2619797880013184,0.7903099630955586,0.8929023713515365,0.45718863733852544,0.04711397259152239,0.5464190134932525,3.961016044129714,91.0066225831223,0.0015382608815577847,0.3580622383021632,0.28247356620468445,2.673149469073595,5.140894541214123,0.4903939830757658,0.17389638806535745,5.808470515854912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,279.822990880177,free_4_delay_drift_rate_Semantic_CMR,0.7498991035430854,0.713759122700575,0.6979533683119179,0.8406187524967392,0.11692745490047812,0.11535505863619805,0.3046344041323583,0.8655556323629663,0.31464053275526993,48.510111751629886,0.027241911912159966,0.11553633419753417,0.15097721445834011,4.9630312886021875,3.560567896474943,0.4607364502495525,0.6094574563714736,0.26090443128306795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,220.1816922488457,free_4_delay_drift_rate_Semantic_CMR,0.7752417023432786,0.9468614229404346,0.027846128494024958,0.997602431567137,0.7939109938068452,0.20011229144468468,0.4949665834674131,0.6105637468534595,0.21039713624419676,78.27695337919981,0.019626936379796234,0.14736444785973646,0.15003392722835152,7.12043743680392,8.073018952938172,0.6869286851970099,0.6465271675762141,0.7115793006631792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,213.27139927649137,free_4_delay_drift_rate_Semantic_CMR,0.5056330582569226,0.0019260489476927711,0.5891438041171967,0.18216865720678393,0.15081107190980153,0.7852699356191274,0.23857147449803828,0.7985076230233525,4.343704284526211,2.252366548296152,0.015483335943704435,0.41220105433893917,0.22531402212349594,3.069013119145327,5.402868590457207,0.076098822989981,0.4445922597612576,0.8409466620405075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.50681945371271,free_4_delay_drift_rate_Semantic_CMR,0.5972854059868019,0.003363077091435657,0.976627639850576,0.10669523694714136,0.2134964280660477,0.7928072160149883,0.4814129869201999,0.6761985150195764,5.706561095390439,1.6883290512136218,0.03738748379799953,0.44655702524090335,0.476535084478957,4.346726361946276,4.063063908051926,0.0029192332624588106,0.22373604573400943,0.20877314734101537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,216.19041897526768,free_4_delay_drift_rate_Semantic_CMR,0.6184285626398851,0.25527064624845475,0.8642465626984073,0.32304713355370873,0.5358059219159964,0.8490422421713328,0.3332227580327155,0.30664568697002514,6.594938615048221,57.57617993462566,0.009178816788314226,0.38831153458332857,0.37030523784918845,1.2919961877889814,3.149515556013207,0.5137906627415869,0.6428530248506286,8.914042643542519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,300.01221238647577,free_4_delay_drift_rate_Semantic_CMR,0.8397826014320313,0.015955389113564755,0.15650958235785245,0.4321451190155786,0.3930297801505215,0.17879694594211643,0.7649151216177769,0.7859092680316192,8.8942146967401,22.02390070942566,0.0011036079725867398,0.38151316858119166,0.41424823837308367,5.728076620439131,6.669235730195238,0.051124791255692914,0.22670805028136348,0.3319205007955075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,303.7638378728489,free_4_delay_drift_rate_Semantic_CMR,0.63442373253054,0.23079996176774942,0.2796322582154003,0.6306167369135978,0.2810844671932439,0.5833642667885303,0.70293954540746,0.6842136170001104,2.200452984538778,16.849268632302874,0.005793413346120879,0.3662608413491286,0.14171314983098338,6.668104504486623,7.243895570079574,0.24840156988347128,0.6046662429088262,0.30211489233326994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,228.73168206862584,free_4_delay_drift_rate_Semantic_CMR,0.6822259870676625,0.2563452921322993,0.4282706599068016,0.703368901371846,0.08949359803950446,0.7156002372206343,0.27773395699534176,0.3563988883266737,1.198418324021091,34.55237110103568,0.032028198390560425,0.22390140868712205,0.18181407636095415,2.615370318894409,2.3276414540354917,0.04394455508296802,0.09163255280248694,0.23598051758388294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,179.88537929504662,free_4_delay_drift_rate_Semantic_CMR,0.9886535663115193,0.26861509086402724,0.363621608891757,0.563886920116759,0.07057246085162777,0.6685599373202454,0.34323148146139415,0.25929290902925806,1.282874869231179,20.847514839742544,0.008896394120507856,0.6259347558179744,0.2959396228360136,2.9372888548315794,2.6015435170811148,0.5874369614656769,0.566645118559938,0.2544707352297957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,303.4904452431329,free_4_delay_drift_rate_Semantic_CMR,0.6347999354259108,0.35515140374662296,0.2229047136199156,0.8791909580831867,0.2384884484360218,0.38267192734592187,0.7141248498633909,0.15847095691548135,0.18077252570339652,77.38183535468096,0.006505856197450199,0.2722831836834514,0.20338762377743969,6.561265788148298,3.593241342187529,0.38683763335919225,0.9538499463163951,0.42567761188926934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,271.95825390538835,free_4_delay_drift_rate_Semantic_CMR,0.5261832554990394,0.053728273087414846,0.669719192595141,0.9132027622843464,0.47333223088119214,0.35720111964444745,0.34830999399985935,0.8715231964462469,0.7244119456648264,86.34051758015391,0.01757383138603852,0.2762803605793387,0.11381328421835235,9.038091852016416,5.694673557164035,0.8692720032868304,0.33887902305548734,0.6425625805198916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,253.37035216748387,free_4_delay_drift_rate_Semantic_CMR,0.8090222541366447,0.09703974255430242,0.49491116206472674,0.989380934447957,0.6180376582617628,0.8878519638771287,0.3964499317011024,0.6074397534283673,5.574168071251776,54.360595451677064,0.004401372129557823,0.4236743438789823,0.3508000828760576,5.688497689839389,3.122732693660979,0.19937928672176186,0.4241405503183364,0.011734015141965592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,262.5919868394891,free_4_delay_drift_rate_Semantic_CMR,0.7789994613734914,0.11642466906832,0.9996307204519069,0.5929556563179803,0.5910159919086572,0.6731691452462902,0.5973356450504772,0.33674516756013906,11.623923924292797,68.84434925440075,0.014705651778636086,0.13691388855557296,0.2556410536687306,6.142622378723298,7.372604738333585,0.25315875349119404,0.5882687920564132,0.6215670227571524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,217.01895711972878,free_4_delay_drift_rate_Semantic_CMR,0.6561972110782353,0.022950497258154533,0.6742426079023226,0.12872957569595836,0.30659682569916996,0.5111946345662651,0.002490590066238684,0.3586418460480379,0.04314742415318313,43.53251899585416,0.024000799860350523,0.32183175958964966,0.1742675328555104,3.625500032066605,3.29110529323019,0.21920550894876806,0.5444039298009173,0.337247304737067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,303.38510645777103,free_4_delay_drift_rate_Semantic_CMR,0.8458309485941569,0.4479322753642706,0.9535609630078153,0.8661634164212577,0.32735922543696205,0.4145320387014176,0.5772474352488541,0.33700834721686523,63.81893110810781,1.2165180166966252,0.001067643496541093,0.5354297240306627,0.2959168994088426,0.9896263758008477,3.0099704768649387,0.5581789542124023,0.4315515504188543,0.6576198249525147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,272.9743035021463,free_4_delay_drift_rate_Semantic_CMR,0.5709967209617992,0.1329122294497152,0.6091920002787338,0.8856720876516762,0.782858893027118,0.26579520113883676,0.6239353086406236,0.8545990763667488,5.768041735334322,0.8017515032203804,0.004039969868369242,0.39591662163987884,0.3127214488281984,4.157885072772426,4.547122229609835,0.12409610633742235,0.5039655799349816,1.4274984466574638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.05779707409897,free_4_delay_drift_rate_Semantic_CMR,0.6847405768570763,0.06604446499862487,0.9083736102280462,0.9057385045229773,0.16783972949381593,0.8367330275953777,0.7770872926207478,0.29488464302282635,0.17053080976418755,83.49729462997524,0.02819467571510409,0.1712736757051161,0.20731017759451387,1.2480984454161086,1.9945599525816196,0.5838996323860695,0.02610126756592729,5.4983153875656114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,258.9781478933267,free_4_delay_drift_rate_Semantic_CMR,0.54848836893684,0.7301962036991361,0.9575763458413747,0.9263018262630951,0.16717561398154435,0.276529728557389,0.6381514030237538,0.7540843368416565,3.4048295823134054,15.072925925301853,0.0049625762228643336,0.4878339841029687,0.2316318096939714,1.7515079386971484,2.13921912962039,0.01638761845734795,0.6173121489516368,2.379162617979689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,277.4295207186503,free_4_delay_drift_rate_Semantic_CMR,0.5865951764193762,0.956387315054369,0.7517790883804917,0.8439552447116874,0.7951387255708362,0.010811670025025921,0.8308499055098792,0.8226805135146056,0.4726955690964303,54.189438838043024,0.008127872087707044,0.3461196426184223,0.23455085742140902,7.981087577898734,9.25292896476433,0.09148902657988756,0.617598240475886,0.46195094436821993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,235.2678223847096,free_4_delay_drift_rate_Semantic_CMR,0.5050122691743304,0.5313935840683539,0.9276563246097129,0.5737652355582041,0.3930509622232586,0.5740400270546823,0.052206496149420134,0.546488518185823,1.152492658683876,0.9231031505978393,0.006435049291358019,0.5245670861272984,0.2727410507313257,8.816574038260569,9.657376097871266,0.9063135073730646,0.1623660280936503,0.32191555283049134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,276.9558804430654,free_4_delay_drift_rate_Semantic_CMR,0.24369561514382054,0.1730719981272147,0.37968579157250265,0.3493602819177483,0.15571312694218709,0.6705478186594728,0.8489819725490222,0.7380506604064679,0.4676758448070899,68.53031934444968,0.003800692718807952,0.4214580643221977,0.31573806674651994,8.61197052302338,9.425319562839716,0.8204104032869035,0.24892762717692601,0.14119253928747177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.8247402032488,free_4_delay_drift_rate_Semantic_CMR,0.8682616782917043,0.7850822601652631,0.17768117639950592,0.9071594436284804,0.9393862477707895,0.8810216400956385,0.03906634279701848,0.7770967040827637,9.353173092938803,73.271710835667,0.0025202093963458405,0.5414671154775501,0.5932098537490136,0.0139274053208851,1.996124173485509,0.7335337718872317,0.2357111197518198,2.500296048598636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.37562979206808,free_4_delay_drift_rate_Semantic_CMR,0.8003903886447339,0.01835708441216949,0.8768075847053614,0.6326292377482039,0.4039533825562549,0.8817817011297382,0.3420903242670168,0.8602041475968061,4.470190529913886,54.976222590448344,0.007080946334497684,0.35393985835437203,0.41818501352536597,4.83814338477144,5.097710887138516,0.018361807312269218,0.009039246086825825,0.3120077786793942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,311.2606048867009,free_4_delay_drift_rate_Semantic_CMR,0.712012948010668,0.8747268025842123,0.5472601537289069,0.24381231810175064,0.46966950594703527,0.8016001711836349,0.6032718475062402,0.6761723194719245,0.13858746286935286,43.98531502014169,0.0035504310617561208,0.3164409564508075,0.281016138124766,5.681924049871563,9.620291747484952,0.27136827673746,0.6211084247352392,0.6398292388073923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
