subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,1_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
24,8,186.33095044724445,free_shared_support_Semantic_CMR,0.8618010323902585,0.15614132749871795,0.381513634728377,0.302899682357583,0.473086718130306,0.9033789097285014,0.4909966211755423,1.3156292837922052,96.21074661507654,0.06366059739438568,0.1719190869952243,2.5484119162833685,0.028724709403264326,0.21769017486516073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,258.139560330165,free_shared_support_Semantic_CMR,0.7049835614166878,0.8919635321524939,0.7246926328952823,0.8688378602049505,0.2768259893188359,0.5849899239086751,0.3203282809594916,0.6484861377285398,40.07811749265016,0.004806575104691679,0.32755487652816395,2.057368613336944,0.04483280525693811,2.298902130240042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,289.73737349211694,free_shared_support_Semantic_CMR,0.777112249980295,0.1571074579382564,0.703056338726628,0.3885801665009297,0.5788189741336018,0.11310537935439828,0.12922025712497587,0.3377984325528311,79.92486128693811,0.0049121827795038835,0.2678042287037925,4.956511409871323,0.05161082623596169,0.6649839486114906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,342.0935563248046,free_shared_support_Semantic_CMR,0.7226493750594611,0.345761153650288,0.860396352608389,0.20975784196725442,0.26997094218244577,0.1792072364947758,0.8926915094648231,2.73852669829135,80.09808256269775,0.005216058635867217,0.17822858150916526,5.6168591378462365,0.3543893406869688,0.7611050948469029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,260.16638624058885,free_shared_support_Semantic_CMR,0.712236969288471,0.5113146796583599,0.8248374112908454,0.8612097730658081,0.41351889607236963,0.4635932228831355,0.46328535118143443,1.6097281816652114,61.39422378118182,0.015675983944128447,0.12117145214150593,8.818561095112706,0.7130981262248406,0.10067614692652427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,253.5793936193346,free_shared_support_Semantic_CMR,0.8043040982754428,0.09161536156182143,0.6827536576776004,0.1794907621140147,0.1352851765691448,0.9540381279137506,0.376259783898892,1.1104265738070396,82.38789240108596,0.015933963712153165,0.24892822320808072,2.7817332024132413,0.07787593393778575,0.3980771484345862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.83023779516265,free_shared_support_Semantic_CMR,0.5564922233797707,0.8372692289756534,0.3886459554360171,0.7932191148879829,0.9631446682816186,0.0017851921401528248,0.4775764788389165,2.4097242721831265,22.8664285294517,0.0036366750362606393,0.36827606389668066,3.748897498699615,0.46959573339350713,4.935133360258433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,274.20633533712146,free_shared_support_Semantic_CMR,0.3596451125013387,0.19193707961781215,0.9021684119941669,0.07786692057199568,0.7611623734281032,0.12805091769405502,0.8052148501979223,2.274230174350116,71.49689297148228,0.0018689521988107805,0.4397379190789872,1.8813561768815341,0.8768777010185156,9.284352240732698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,225.63720369652134,free_shared_support_Semantic_CMR,0.5109705198470453,0.136408960219505,0.3230367731416618,0.03293439688231781,0.032307721607713336,0.8276015415333535,0.8654056067563884,1.1133807948467478,89.69229243323475,0.003668317374184993,0.4653474721918087,2.0107630762647966,0.08520190035849784,0.29025981104983245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,319.53454137168706,free_shared_support_Semantic_CMR,0.5012624962889761,0.6386624576832758,0.8405410495703212,0.9237531991742081,0.03197668103828566,0.5236377416154454,0.3230941431089984,1.1494426726746028,98.07167860768246,0.006115757962509183,0.2552386336235264,2.581342091524191,0.8564986198393676,5.47729859503645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,200.26661470578892,free_shared_support_Semantic_CMR,0.5432606689557353,0.14269625971418942,0.1290861203052891,0.32102410996275266,0.44920578826256813,0.8117476902609191,0.7265415556272655,2.615533271091394,5.664959224792476,0.015147840390945744,0.3852558691971826,5.192974417060681,0.3017510689812454,0.3058705421397221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,280.3968445230835,free_shared_support_Semantic_CMR,0.6388454114549502,0.8929311699846442,0.9005478263999823,0.6346014211513703,0.14380478136090732,0.1918244655111873,0.706818734696305,1.7576474024046855,37.09889986559328,0.008069946502075091,0.26826164987191536,2.654757428507814,0.6924045908093046,0.5566504096964241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.33215187072585,free_shared_support_Semantic_CMR,0.28785028100405596,0.12214712179303772,0.1351552377203678,0.33520010872105166,0.27009226009010673,0.6513765954809174,0.9350335365393165,8.041967851249545,89.52437347764914,0.0051366750821750795,0.478319327607835,2.102003562514759,0.921569065992927,5.153976290497243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,364.2705028183155,free_shared_support_Semantic_CMR,0.7926634836115136,0.17114872046892177,0.9207460609319944,0.966032717073141,0.49707850961591726,0.49861217955294984,0.41395876649155355,26.42482970301925,0.34955832094060213,0.006267158858963562,0.2196820606965062,1.9809378100926054,0.3519337909333214,7.5259805695018445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,278.48045554702674,free_shared_support_Semantic_CMR,0.7616345687330719,0.6063389250707207,0.8807623906620816,0.4512821954955858,0.5656302713619427,0.2968417042042324,0.6982152223887932,0.1518287384146717,64.18769561491916,0.009916331986919324,0.2445734330442253,8.069194200360476,0.27829630851683856,0.20352120584596456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,229.71894117817936,free_shared_support_Semantic_CMR,0.7951718911015729,0.8867674609917957,0.9746744299777969,0.9274762498513447,0.6129231804088802,0.9989052062654534,0.4574808576004305,0.7817911303607161,35.8382279884513,0.07208921302337762,0.08084152320773175,6.377224957885076,0.7637554335121185,1.268076073476363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,217.88952634496422,free_shared_support_Semantic_CMR,0.676402177884035,0.0319104367140729,0.3512560127704074,0.059908652960871445,0.02636530149731242,0.963564105053418,0.6020545559373047,7.696676466311956,6.088834147141448,0.037562357571603144,0.17288422610637877,1.8814964610961153,0.03137565973825607,3.2921826460903625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,123.05372722717038,free_shared_support_Semantic_CMR,0.6895214200613753,0.04834747038504439,0.34954055631037356,0.29338038768196917,0.2310461304393957,0.7550525665070098,0.27115670029295486,0.36938429933038464,95.11488908447572,0.05565832370722207,0.36702617757504363,5.126627299227867,0.49841457417797863,0.4598607947077511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.80033821791238,free_shared_support_Semantic_CMR,0.46484210517754954,0.5464253997123218,0.9592539411936005,0.572984508068557,0.24797863478250282,0.9623073194401286,0.746472217442333,1.078747513623881,47.42594150513572,0.024753571124702778,0.25007951959961616,3.014804699157051,0.5941724529756461,1.7448202514368152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,301.6463266847542,free_shared_support_Semantic_CMR,0.8541144450716902,0.016999281783288578,0.19985184995470384,0.49267855399641514,0.5049643360391152,0.7557138260721863,0.7726544665640027,14.76895927364503,38.51602069679135,0.00145545283150611,0.38079019350421284,6.081349819770007,0.07086440616356188,0.4093083158190005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,310.0630058778789,free_shared_support_Semantic_CMR,0.67012912356532,0.24946049114428032,0.5363590851672018,0.4259110790948428,0.22964863032223104,0.6216288065283446,0.7213165707832646,1.946901487806798,78.17493772805767,0.026376660377614713,0.07499029008459246,7.317328424078852,0.3682691931219735,0.23173498372500045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,226.34747900382786,free_shared_support_Semantic_CMR,0.581948646514445,0.4621631070677622,0.0696152133264219,0.40329188738031685,0.6525516265864391,0.29402103238548183,0.8523721109391125,0.19051063156004489,36.71414751472515,0.021784635168884625,0.22063763418339377,9.551649683768808,0.14427232321868017,0.23515498047224526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,185.23468511065877,free_shared_support_Semantic_CMR,0.9870631309655751,0.21345081588786408,0.7018845734054358,0.40618606888924735,0.524292750040938,0.7581523504479898,0.6435380008970617,5.137217647145434,78.29746115933924,0.039549235928156345,0.20143444985221848,5.754112356408749,0.34501793212242543,0.2919376350095284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,307.9304740740805,free_shared_support_Semantic_CMR,0.7342867796076138,0.8279715303379369,0.9438839143220807,0.509177701249666,0.6163913465747255,0.21386094078609874,0.16777019266044818,0.6105847718599478,59.10335367454876,0.012023417965220828,0.22479641550798846,4.043699413192183,0.6509259918765824,0.40183315707064704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,276.80058275828003,free_shared_support_Semantic_CMR,0.6591823208667182,0.10122053766058532,0.864407907469154,0.4172960906184631,0.10700122038761002,0.3551856208872573,0.5492449856812184,2.3721730744498166,54.07726093288541,0.03190063550063575,0.13589748349645067,2.4176059603005764,0.26210411545826023,0.8139051621249858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,258.2960238097638,free_shared_support_Semantic_CMR,0.7409562461038375,0.029382137938223418,0.8908661942264062,0.7530264458167857,0.8714245881826437,0.31391282784284424,0.18618986190586,15.770366912687052,15.130190566146695,0.008257208825529605,0.31912649887636135,4.947587815424277,0.05651975763458522,0.16961318250320723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,262.5258318620036,free_shared_support_Semantic_CMR,0.8956886869250957,0.245716056892206,0.7023292865961676,0.6418610733722407,0.702953115809244,0.2268092337885409,0.6165969865906757,4.704407530326144,1.3579417905468603,0.01420279233638616,0.21346955751483243,9.761497949058814,0.14106221332883812,0.3087373899806707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.42797164542912,free_shared_support_Semantic_CMR,0.7203947715226398,0.060953323792015714,0.7144769487808449,0.11292691116475384,0.6915571405113692,0.7611587440431297,0.7647456790208311,3.14487439016557,77.49931100764488,0.0238072197772582,0.23398441499810482,1.7922774810153415,0.25428932785384745,0.48073591912409697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,306.0401656994897,free_shared_support_Semantic_CMR,0.8259343643615711,0.4794035982175248,0.9854580204675136,0.8336357329678127,0.2423386277950933,0.6628826946589622,0.6687213549029278,18.18460549310008,0.9376720093303037,0.005948199144198144,0.24013816202007182,2.8360307456640106,0.34187843286230224,0.39228762945057344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,277.72846583049545,free_shared_support_Semantic_CMR,0.698902080283534,0.11970806996237632,0.6547748366994095,0.9637685598867121,0.8177825013909703,0.5549164453197215,0.5366163454122077,4.847797041503561,0.3235988242554768,0.04484825452907748,0.13026488316279927,4.928863156972914,0.265883482857566,0.9857526798351692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.29040823841538,free_shared_support_Semantic_CMR,0.7133762412743717,0.26828454009253827,0.4326592445781107,0.15143846579502562,0.32620311664924456,0.6622601267783756,0.2765194068009946,0.5989040524052311,43.053744836783196,0.01895811949553137,0.21454243605204437,3.0445179702322167,0.6630362990226191,0.6351749151960477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.52525540699645,free_shared_support_Semantic_CMR,0.9093864304685453,0.6211923950673877,0.9759668160315932,0.5207438705775347,0.09184826537912327,0.700775294754688,0.9943181637502692,16.305369075108437,0.3024270895069634,0.0071088304796735335,0.2882283490864195,1.5798926367300794,0.8651340331488928,9.748775195054874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,283.0459247737943,free_shared_support_Semantic_CMR,0.5203102131075599,0.8841183799641731,0.8583325638232333,0.6872594603867503,0.3262978861678053,0.1578660714363651,0.23814381339865937,39.11508763043783,0.4562758148248544,0.01116391470646064,0.23521276568180954,1.9220632080754716,0.8558409514990277,1.9465098820976887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,244.821634576409,free_shared_support_Semantic_CMR,0.5840826306207366,0.5233969874859388,0.8940255919175792,0.5209400669292451,0.7000849278697361,0.6711831180679476,0.7081150239589734,1.6507366168068671,78.0856504458535,0.02212091332728905,0.19026880728352857,8.933457430253743,0.24924415451026716,0.23328571222461836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,277.7479823599247,free_shared_support_Semantic_CMR,0.15614307593930749,0.5119003431020742,0.4770710007036394,0.005356438421300458,0.08915976541933202,0.24114279360588997,0.5002141886168914,0.2830735419723993,98.21257061901719,0.004977687915964091,0.31093228538790996,6.3501870686702215,0.9834102716124103,0.11766105973920915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,218.43096405062096,free_shared_support_Semantic_CMR,0.6048325083202564,0.31951481056145925,0.690479907202097,0.9743236939838693,0.07803380640766822,0.9437783171302292,0.26921609145195535,3.4388897059433674,82.07716531252527,0.005355697036161289,0.4808363184153528,2.167505401975226,0.7585030881131481,0.7022594198911829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.5857853068478,free_shared_support_Semantic_CMR,0.9142463607843463,0.0010422905285103479,0.8733068153676986,0.3190118289317695,0.44090663543054287,0.8148008343432702,0.920835688262212,6.534971398941089,9.732304658521137,0.007561152996759357,0.35361898051475205,4.04081250669638,0.07522970565129522,0.23185356472941088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,305.9464034893625,free_shared_support_Semantic_CMR,0.5885441341907216,0.11224393701836083,0.7165729123930633,0.8014057009314625,0.6178853565653297,0.9460292780898488,0.6810853402233322,9.370362521656695,0.3108417500205789,0.010020885914464706,0.22592990375377653,4.2637897437708165,0.09219857999443593,2.0455016117695592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,242.99949029855208,free_shared_support_Semantic_CMR,0.6173761727193309,0.10275946804210366,0.3273903694518951,0.31097895300057565,0.24995545217213583,0.998656391274047,0.657182957488779,8.383519579958259,72.20070824023138,0.02180434384174151,0.1787590776336304,3.8113094704021386,0.09930471482276816,1.045263248855277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,258.65786521957176,free_shared_support_Semantic_CMR,0.5137631512556669,0.04271642965576564,0.1827917105930196,0.011722505073888586,0.30703145984322905,0.48117404366473565,0.895775983646367,0.6977278782517571,3.453917687882312,0.008306846475133052,0.35351011916273767,3.4176041178993155,0.33044094750156666,0.7053811319044102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,195.04091434860942,free_shared_support_Semantic_CMR,0.8700619269164538,0.1485045904625727,0.9466023806174619,0.6644763450999603,0.16278203297509314,0.4125950868326795,0.5097448315895068,8.706207884609832,10.512814676546377,0.017136342783355518,0.33885867859460106,2.719890758713367,0.457255317204821,0.2575435539518267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,193.0552160197691,free_shared_support_Semantic_CMR,0.7001650885759407,0.027832107457402444,0.026612316965719085,0.048586254025561215,0.07965382182956976,0.29243551782040045,0.20714320869241554,2.284295181529508,86.76531378728863,0.005539606471214209,0.5287692439349927,2.116760055618311,0.11315654335783215,0.7005621511843252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,350.91449708582206,free_shared_support_Semantic_CMR,0.6541845004551823,0.17531515853035623,0.6458059521658495,0.44490381009081004,0.3556098507065234,0.8078391128745417,0.8444930611971142,2.848320874760965,0.1126739162297028,0.009817027835754555,0.20358135721585402,3.441481948947065,0.03858863987176159,3.419846632827767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.34582786714867,free_shared_support_Semantic_CMR,0.9750475255328717,0.13924790108781102,0.6732746124446246,0.3222307484487671,0.826957963991436,0.2054858412933609,0.637173474355042,11.86290281717326,31.74301637900953,0.02212404304004867,0.16574545128191498,3.4306745771662053,0.038669063815385186,3.3190985932751236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
