subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,1_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
46,8,302.48802823398245,free_3_shared_support_Semantic_CMR,0.8977484115496885,0.028821303832353762,0.3223068361731539,0.6203204482212741,0.7155636875258589,0.3142408504214983,0.743257378142306,0.4745890607350401,14.169015328860795,73.57470201475786,0.007686286052120517,0.27770580438204284,0.2606690240851579,6.559267233460765,3.801776186572127,0.003980136747503804,0.30308322082998096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,303.30250105189725,free_3_shared_support_Semantic_CMR,0.685060553437438,0.3053216621911162,0.387851671153027,0.6506778343871111,0.23694031810578076,0.274506410915129,0.27266815312035886,0.703739885036908,1.5378768190252998,15.616938608603448,0.005299366450275789,0.3836284225702613,0.1526493731804912,6.644523771790478,7.923183618791654,0.6641801668057999,0.22942957355612847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,224.9606258947739,free_3_shared_support_Semantic_CMR,0.5822884886204521,0.19202530187811323,0.21568726743929068,0.9390618016751278,0.4211029685172217,0.36795295354448687,0.7353230345789407,0.7383540724050638,0.8228292984159751,23.058697834511122,0.009725355916994693,0.43116412195044784,0.26817256648416166,6.017659252362399,4.259472689742482,0.03306376151972057,0.3675248625605496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,180.50250886596774,free_3_shared_support_Semantic_CMR,0.9955639500605276,0.3180888152990523,0.18567342123404112,0.6280653967415906,0.14367991575118827,0.14981296900682434,0.6592229420087872,0.7207365600051233,3.6082580709261265,13.179136148221623,0.02474158946831595,0.5217222274030711,0.2511356420269326,2.7799388299856895,3.1835783694751973,0.3655936366305454,0.3157801851127271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,300.888061613697,free_3_shared_support_Semantic_CMR,0.5374949404012208,0.3432481340549154,0.26064992758443706,0.9559851102002239,0.28482091184744385,0.9176308910863196,0.4247037928755789,0.5250931000529215,0.4402634576003521,32.87718184627564,0.0029120411920789957,0.35070111781566116,0.3168524842642366,6.483765942969511,6.503393577799271,0.5661754829824199,0.6924241882540825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,272.1893291190032,free_3_shared_support_Semantic_CMR,0.7666456560142354,0.3596064517476821,0.9989402460651039,0.9437820404110673,0.9535284469904618,0.15166083355726884,0.8444352316242969,0.329500140824608,1.4232033109930455,28.761881008707906,0.012340575465399906,0.32013493903181534,0.19207897145479524,4.930476783348291,3.3591448502204435,0.6514199764065851,0.3067895960437541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,260.5499095136082,free_3_shared_support_Semantic_CMR,0.6527958750971781,0.019225509554096243,0.26359664630335655,0.9441232104809568,0.4019703987134217,0.4680060613767992,0.10976693771896945,0.8054369230022208,20.186312810384898,69.74694145680564,0.007049513042998057,0.35469584097077167,0.27114118093419304,2.230954824767673,1.396803996955227,0.057110765265341645,0.30609425789713907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,261.4075308765663,free_3_shared_support_Semantic_CMR,0.8033346485820075,0.011391442095110615,0.8912133188269922,0.5405132013134382,0.36484848875930675,0.7588570385776162,0.17230459617699695,0.16030481163195726,36.719886447592636,72.19272339635822,0.008754605056323417,0.1983639995560269,0.3533579869991641,5.174717537112679,9.342822887786518,0.0895270924674581,0.6626102932821718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,217.1750912917651,free_3_shared_support_Semantic_CMR,0.7891194340083996,0.14994028616773786,0.9638049100213166,0.29362421541666517,0.2851445966480559,0.7114685464835561,0.45060063245244,0.7982792186119739,0.6780715475373142,82.26410123323892,0.03486625596162285,0.28376869385514514,0.15860794438685932,2.533825543296941,3.1245083644136784,0.1558863334983906,0.28791859885591453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,301.2732283325419,free_3_shared_support_Semantic_CMR,0.7642456266140069,0.32377609952746544,0.9801760018310801,0.7959471060825354,0.16008089667483077,0.8931613184938809,0.6521939293565724,0.709104450241247,72.74128291343371,1.4123448974188264,0.00037206494088426467,0.6703269883831107,0.3885002292081765,1.2142622671898873,5.651060993926082,0.5304622986229964,1.3212780772655286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,272.4852739875548,free_3_shared_support_Semantic_CMR,0.6606368628211778,0.20958603351662047,0.13089625991013432,0.380691634843948,0.576475618460491,0.3710321961388502,0.027937820682005645,0.28988331755309643,3.222863782676983,0.4458884902642588,0.014060081218663263,0.32029487450185307,0.269774597983431,7.2015755657129485,4.502018076072644,0.03284870862690157,0.4301100182790729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,250.52530603078193,free_3_shared_support_Semantic_CMR,0.7714413726410385,0.020757622431154137,0.07746869506627707,0.6456005242871945,0.5095643744972735,0.09553411084144857,0.27679550800213176,0.28837862443537765,0.33642199917413046,52.10446557921268,0.005389919239003016,0.26743667276320443,0.40832816841871883,1.9139655313610022,1.9106645385705205,0.10907231529777825,1.130188756861883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,258.5836664382644,free_3_shared_support_Semantic_CMR,0.6317057443237601,0.8562178989051931,0.9622104700421227,0.8409084949980092,0.2828844560178636,0.4430248762350991,0.26141370673003705,0.7316833084110089,0.784668194176713,21.23745407453614,0.008876214541627542,0.40814412829368946,0.26935705686666117,1.1553456571391907,3.227139274524784,0.6517313658420331,2.285712749208455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,278.9444548644406,free_3_shared_support_Semantic_CMR,0.3838094588060395,0.9253244242506349,0.9168583040652274,0.7017010576042331,0.8405114026636267,0.664817731301621,0.8407460224908241,0.31116105477232137,2.317590767426161,0.3958563596549922,0.02742554223124516,0.2512512483541567,0.13288632017344604,7.435439075505409,7.501739909995813,0.45059589237054093,0.6031182470685756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,238.8888047015713,free_3_shared_support_Semantic_CMR,0.6159710279376478,0.3469901984308086,0.9763894098230665,0.7951974484007459,0.2625465505358605,0.38124936330021747,0.17990008289752082,0.8037273453974112,4.517114453034947,1.8355735300090894,0.005271470514863066,0.4269043418487659,0.24110097310831927,3.995485985989806,6.461309577214923,0.015917381113466068,0.39362287480240454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,276.62863096980624,free_3_shared_support_Semantic_CMR,0.3999941623641172,0.05983654808085426,0.5532786336223414,0.5307843210244032,0.10842545535942777,0.44167704462448676,0.08505503084818072,0.3244030236700737,0.7821516487454048,51.68973495039938,0.004402664236143827,0.40340531947733194,0.3137026571053294,5.009107009469423,7.85357810316777,0.9447409380184006,0.22366198552007344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
