subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate
69,8,193.5792251344283,free_1_semantic_scale_Semantic_CMR,0.855892357754859,0.06744605988337299,0.11965144374547049,0.5498768369118506,0.13635446067700135,0.7118537977895455,0.6272815800256333,1.3746917458059542,52.98204568529089,0.008653434493583467,0.44677215405424153,1.8586578178306823,0.46361979158049843,5.95867281349873,0.42467621899801156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,352.77506810650107,free_1_semantic_scale_Semantic_CMR,0.7658219404744339,0.36182570158159966,0.710438586451405,0.5214230690277974,0.320530389336528,0.45330854275869487,0.5104952686800026,1.000684680663717,2.328102515910757,0.01039321340442012,0.20969005050573486,3.8936597280164547,0.4464864043454831,0.27186224034920947,8.754049777593881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.81100805317354,free_1_semantic_scale_Semantic_CMR,0.9578550497946684,0.20658848118311868,0.42265137197011315,0.47014026622532884,0.8765729076766386,0.9533514437498475,0.4035610207692298,3.4055505721938175,95.92916247254004,0.008050251628892224,0.2504488710129209,4.541338061641592,0.3624849450518331,1.3685435690374104,4.392452020245097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.1599319258992,free_1_semantic_scale_Semantic_CMR,0.5351589546449798,0.006816001392003779,0.5654809823916296,0.7670697801698724,0.7542469643367382,0.4394234161760824,0.5823038445914042,7.536281590515671,0.21133616330710936,0.01662661675936855,0.18624762224467695,4.64703244093127,0.10339459229176562,3.0158856305250747,5.574806888007834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.6447029250418,free_1_semantic_scale_Semantic_CMR,0.9919551384050013,0.3812348293816751,0.49481675375617473,0.2830606915265784,0.14893487763303165,0.7794496882180004,0.8624140706238821,10.758482062798521,55.08752385968887,0.018213863777357897,0.2613485402077975,1.6325995750242903,0.24395112157438786,6.332693229046792,2.840059413279721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,219.56185924112117,free_1_semantic_scale_Semantic_CMR,0.7118555845084996,0.5124640137771787,0.6789211061356433,0.41062249562182507,0.06200787092176285,0.8089976244359353,0.5076136757445706,6.098335870506773,64.5529782854299,0.001103623864367298,0.684575578821569,1.0130783874751668,0.06007706873957602,0.7879588351927049,9.870777040424901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,244.73357373321295,free_1_semantic_scale_Semantic_CMR,0.9988264072492078,0.3562991478486263,0.6765891059990184,0.06097020924025509,0.3954745707555546,0.5611208668023544,0.6325901120636921,11.1205289516706,21.034976946693064,0.03040648541109192,0.18066075318178143,2.2814367650215694,0.08307334609978129,1.4263807446255203,0.014515275339687328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,272.5583322507324,free_1_semantic_scale_Semantic_CMR,0.7231989972664041,0.860748898670366,0.7521058652777451,0.7965074138545929,0.6081681075224685,0.30013791400952083,0.41263683222713865,0.3087693565078453,25.83258379438711,0.02839632488968058,0.1422973163486514,8.772736854425176,0.5122051798860495,0.34901206893804826,0.4025697516083966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,333.1346095402149,free_1_semantic_scale_Semantic_CMR,0.8118451224812467,0.8162226862819546,0.3470872092051807,0.9884071097255615,0.3780572009463164,0.7711584311260509,0.39007402122187035,0.5151589779274204,32.11656556371648,0.003204661941139275,0.20872053942973334,6.736587892140004,0.7513602933872359,1.2904613673389043,0.3227730288616568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,319.26336180319186,free_1_semantic_scale_Semantic_CMR,0.7097146266566354,0.2820621192646803,0.5763949315973443,0.8476626732513228,0.6760174028130961,0.7603967778328812,0.4993992570005831,0.3155636338864909,60.417598866936515,0.0015550012063745844,0.36967714786571015,9.185012699742465,0.16874278646952395,0.01613269431216402,0.3154175934633443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.3204184376492,free_1_semantic_scale_Semantic_CMR,0.5421706533539162,0.2501560195963053,0.10077045265015172,0.37545053959121094,0.2526349964146634,0.87400059975968,0.5781803378931798,0.732710390529121,85.86214372319523,0.024896447711982517,0.19421325709150405,4.24341869879779,0.24956090565499117,0.5343521295539109,1.0975320851789903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,337.11524317441297,free_1_semantic_scale_Semantic_CMR,0.7113703646738603,0.15787237116500144,0.8157243388425086,0.27895461474265854,0.7657397422512301,0.5063193028565663,0.6341680570787779,4.270076506202904,29.296772543447997,0.0016712746718326545,0.32864588237047715,6.157639983587171,0.42248743669335453,1.1696023773364717,3.3804551761942663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,281.37973637904946,free_1_semantic_scale_Semantic_CMR,0.5782292381647725,0.21724788446445303,0.6552291665797021,0.24489624369962226,0.07484059786988467,0.9823816956317328,0.19918247564658376,7.668570568641208,4.996823138974037,0.005354505173299884,0.33627381371840315,1.8021322929825212,0.11071825987017431,1.4844691040476232,2.352891089521585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,293.82806584054714,free_1_semantic_scale_Semantic_CMR,0.6327521013126589,0.7910863170213903,0.4151959549165482,0.6449409569843949,0.306620951787568,0.3108476666367498,0.9557845987130013,0.035761604601006525,21.987700786224234,0.0019021254166738388,0.35737330179478466,8.825259557421603,0.0974600556968887,0.3612721019555405,0.5413896146284998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,254.95436139023553,free_1_semantic_scale_Semantic_CMR,0.8144566789732655,0.3979754749679056,0.40999622248768314,0.6190259456976257,0.32925258577486605,0.8550515048698832,0.7735007242922027,0.4601476113239258,62.1841565638337,0.030267098817838345,0.13204665985375819,3.5047216835054753,0.22171595257354193,0.7342441913409168,1.1398108920689176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.24174807169368,free_1_semantic_scale_Semantic_CMR,0.4583922250550234,0.008959895185107258,0.7216284761008495,0.543504164128231,0.01804195106066664,0.2666450413892422,0.4931685211736887,4.242579805754204,4.217203431341886,0.04333017214043783,0.18802495981282785,2.334062701119085,0.10456553812452346,0.04052302091884741,0.37333165335017426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,248.0641753730221,free_1_semantic_scale_Semantic_CMR,0.25195110311127067,0.33013920371017824,0.1478577900324699,0.5665640414160631,0.3729252589893038,0.5682018624939211,0.5203348696248552,0.6448442286718858,28.1780614777572,0.006096982184894462,0.35286839948427673,9.535062456468797,0.7560253187194769,1.0841299647468028,0.5234343597385136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,305.80984792828224,free_1_semantic_scale_Semantic_CMR,0.8068291111221858,0.03940292337416951,0.23945352619386973,0.923360551762981,0.8444070151682626,0.25892751074208487,0.649594460674215,30.19516885385739,42.303951990822966,0.011376493539140997,0.1897833391680228,2.6874271672514687,0.6333062369571916,7.910113444013451,2.5251891735131817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,358.88850168286797,free_1_semantic_scale_Semantic_CMR,0.7424417864803298,0.19779814787528352,0.8964593935211865,0.9654151222629918,0.4352192283549664,0.46725404978715407,0.49458290021337376,13.125637519195038,32.203613272305226,0.006433369815367424,0.20018951529442042,3.2850605811418627,0.07307353218876796,1.0545824609016898,0.6934302427779032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,322.79701531331983,free_1_semantic_scale_Semantic_CMR,0.41728928292374795,0.5141502282068877,0.25376073128519305,0.9400560468232241,0.8106197025897985,0.9071580244688688,0.705437674549974,5.783762374282809,0.48574304471933516,0.0074593854398480874,0.23062334138375284,4.490209463924339,0.10262202487959032,6.003317160616942,2.613568985552797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.62446733571488,free_1_semantic_scale_Semantic_CMR,0.7900505873612813,0.1980421233300962,0.6753942242658965,0.23779697121389945,0.2170069396768814,0.7833235183238518,0.13480980693239483,0.43864110749635166,4.384669652657031,0.021545398956385846,0.21788517666493215,2.4902668212204144,0.031439630710922435,0.555181448784204,3.410254571490632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,204.54393621072637,free_1_semantic_scale_Semantic_CMR,0.7427091793031273,0.062128053393683214,0.7725455153684172,0.1509457238409591,0.13932759566811564,0.7948546317320146,0.8818100726135287,1.221593011064634,41.526798042001055,0.012839926579430894,0.3345355197109736,3.0353614156573654,0.1116922375415052,0.6586985552943343,0.5250562477767478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,260.2960155072565,free_1_semantic_scale_Semantic_CMR,0.6781590496531602,0.32822063389396794,0.3221419444172015,0.7327003906324533,0.022575712146752705,0.24463948402693048,0.7790883498526588,12.407767666414713,18.21070485433824,0.018824353293968737,0.22001899499874603,1.129698241378523,0.006716679087476732,2.793779226619656,0.3521272979430596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,150.026785699228,free_1_semantic_scale_Semantic_CMR,0.5410834154654133,0.014207070763651955,0.2613572691851218,0.9931133425394505,0.8173751121909101,0.7107926309159226,0.5972496916740025,16.82800973411029,30.691726064291856,0.019491269102728984,0.4831739851059767,2.498021315008832,0.3308643798496116,3.6622946288246694,0.8310261170365157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,308.43656119636887,free_1_semantic_scale_Semantic_CMR,0.7304063598299143,0.01302296316579371,0.30482593057599316,0.19856613446592936,0.9754751084853578,0.4776437831959583,0.6524793275956798,35.9365260522384,56.207732686338964,0.00708367511610366,0.23447058062892265,4.332533489332946,0.14413822025919115,2.63124580342034,5.336774365631028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,263.6176139494259,free_1_semantic_scale_Semantic_CMR,0.386541297711422,0.19412043334485596,0.3874388805879044,0.28367881321814004,0.9527329254256458,0.7867805040236184,0.7713125315196397,5.395616382746745,41.055441623962686,0.0019547499810040336,0.38700217681602833,5.1003454527456435,0.10573635554309008,6.343823462448599,6.706211216892721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
