subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate
53,8,263.01643876140173,free_1_semantic_scale_Semantic_CMR,0.8697628556377097,0.3382987217459247,0.5777884068949504,0.6481929209561681,0.5314290876797376,0.00038183233990124466,0.6165116771011123,3.4052731179441125,44.71066525766692,0.0025650407324182556,0.33527846685109175,7.890681124726793,0.03840040279017798,0.410698619798187,0.3666761256279152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,222.5565308322656,free_1_semantic_scale_Semantic_CMR,0.8500634922396344,0.16721120940781387,0.331285557492061,0.4997677058138826,0.0005735208779825696,0.7324629617880736,0.19616292836691696,3.6147242241828934,57.742697751745474,0.04061726152196243,0.1548445232483111,0.9675274896082255,0.5654650168654676,3.5292703693724974,2.681340337578721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,314.6481406170252,free_1_semantic_scale_Semantic_CMR,0.8060731334346917,0.20547278061607388,0.9883233928411645,0.8172923716781626,0.9084882710401005,0.8412675283980187,0.8179213071224964,63.53085263190904,1.4032303403830184,0.004934209984824078,0.26209823975033597,3.147734364532197,0.2973919569612272,1.1153310002792516,1.7339510281185309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,275.9938074663325,free_1_semantic_scale_Semantic_CMR,0.702265803799749,0.5470505502861958,0.7848364548326859,0.9483567657507986,0.8234270274191271,0.7332651608645997,0.3926004367000811,1.1514336419693407,86.96557113604189,0.003230018376392363,0.38973437670155686,3.6722029203173623,0.1583421086948032,1.312188674250141,0.7887456222656457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.6094249020773,free_1_semantic_scale_Semantic_CMR,0.9005725483510703,0.1688073972752458,0.17782758526533543,0.04732859176335491,0.10568229442262139,0.9801984851005394,0.5651473332817819,1.0524197916801796,69.848436049943,0.03037823431142328,0.185992695097271,1.725568441631503,0.4756065731296782,3.0198643773129055,5.464004143882841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,262.2635005126009,free_1_semantic_scale_Semantic_CMR,0.6122355018042682,0.46633715507262186,0.4942942937198431,0.8792019954355457,0.13637127763342644,0.6347337671240283,0.7973679708834122,4.425565414254265,74.38591579691813,0.008889136958163513,0.26736070282260016,1.7093336932044103,0.4353811257371839,4.161328824598805,9.847291067591602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,282.09751654931637,free_1_semantic_scale_Semantic_CMR,0.6462311111883436,0.6876483449127238,0.9428179013737139,0.946566908577288,0.9443362962012528,0.5253733256258398,0.0761279444020484,33.84122675636568,0.5234686886349635,0.008066460609334247,0.2694821801780174,3.0092815887777924,0.9297779817689698,1.614883097765059,1.9550998741524683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,247.15760914286835,free_1_semantic_scale_Semantic_CMR,0.749602740036848,0.8043497881195586,0.9968800794986636,0.8778212071977813,0.6450420039316771,0.9099931731987556,0.6278657030648127,26.519632638115944,0.0039009205447300133,0.020913670167133247,0.17482468653472427,2.387958986557898,0.8721424583798567,2.9250935623287684,7.598043808632065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,294.758583321669,free_1_semantic_scale_Semantic_CMR,0.32614382233732686,0.06495930669254618,0.47503057452104935,0.025154734405372248,0.4402512894156104,0.7068040084538233,0.5309798482167725,2.070889696978945,63.49194024613837,0.011294539159316608,0.25463160295638954,1.1997267377840926,0.26187509880061366,5.791640222325368,3.80765944068431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.38887072669579,free_1_semantic_scale_Semantic_CMR,0.37293943973272276,0.506633386524869,0.8500586393490683,0.37472237550597426,0.13770794639263223,0.5869871960546587,0.447049507034767,5.836844900242333,44.866715440262254,0.005245906180461335,0.47400649158596053,1.3586575416578506,0.3176666286624482,1.1241759603557648,8.211562969003309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.62574044838476,free_1_semantic_scale_Semantic_CMR,0.5635911824710229,0.032423488979258536,0.74247960812266,0.9381997468039421,0.023719172935042346,0.8922159760926708,0.8712772571819775,3.539489085315529,97.30761180950331,0.006864500431246337,0.3870458379237429,2.661480033526313,0.09706578971263895,0.5459014470618463,1.0449823559429716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,319.32189951437385,free_1_semantic_scale_Semantic_CMR,0.6833062330721957,0.39653278548608434,0.7992406513894219,0.9775444781661509,0.2702791998356041,0.5865826409709609,0.811507955460847,2.6724675520483743,37.930008092789095,0.010229120761070798,0.1782601041719154,2.8396219516337924,0.4782354378666606,2.304742189621185,1.1080792652241636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,242.26356203139875,free_1_semantic_scale_Semantic_CMR,0.6076183304931283,0.10852574471269961,0.11685271492727524,0.4910930871152992,0.0972913141795524,0.789152899590358,0.4790301908778309,3.1562238690440116,56.339131091867586,0.03059950355713913,0.13732967232305232,2.1976027945042764,0.10383403454307744,0.8114287591696169,6.860422664936044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,252.95993739771706,free_1_semantic_scale_Semantic_CMR,0.5089242459459841,0.04293471561834178,0.40831350358915774,0.49242587256763,0.015663392634665763,0.5890922030768303,0.5346371853574354,0.7792416122610248,45.68482140855561,0.0032117739718403038,0.4489803424140302,2.0703547589456184,0.5433029475151037,0.3008625404272811,5.543239046202593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,200.45932226916534,free_1_semantic_scale_Semantic_CMR,0.8062340952011657,0.056496858264472816,0.7025974277638106,0.905542168852165,0.3334646911265938,0.7259458845985538,0.9022841422075489,13.469260836691213,68.13051191871884,0.05560765002652329,0.184777194392308,2.834561625357732,0.30126270397932675,0.7111766041153569,0.8385871916442564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
