subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,1_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_semantic_scale
45,8,216.05197614181455,free_3_delay_drift_rate_Semantic_CMR,0.9529024383848831,0.6842840346923241,0.45495159913117594,0.4946719187881488,0.5676532593886614,0.5146460659968042,0.7765760885504746,4.7041715488054265,83.36060084380361,0.010363783784248626,0.3704730155714504,0.35848730124997275,2.123124363381822,3.5525019991601066,0.9633283095609336,0.6145078746833534,4.707433023189543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,301.5727286199455,free_3_delay_drift_rate_Semantic_CMR,0.8491349933896867,0.004185090707018774,0.16273208265898018,0.7251802005157817,0.707816499864111,0.5036339551698811,0.8979067349675678,7.864507142629583,67.9839087703012,0.00826225544548574,0.2867537612684205,0.24009395238059084,7.15511233642768,9.911431154716256,0.029798704407686633,0.1241940161491811,0.26646385547261514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,305.13308348964307,free_3_delay_drift_rate_Semantic_CMR,0.6641371588337758,0.15511481950152856,0.2479780646405026,0.5376738716888719,0.27624752096547317,0.45465384939384024,0.9306642293648029,1.1294994449739875,71.31257924555624,0.012239495547439472,0.2992952673507112,0.10566899416356534,6.340794453362982,8.776308326705742,0.3637228064159784,0.6259684375844108,0.2458904125840995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.36216578051494,free_3_delay_drift_rate_Semantic_CMR,0.6519556399617803,0.06434177227859678,0.1362183764675166,0.9297064338345746,0.031599554131869656,0.611001614390372,0.4182467289974662,3.1146592872479886,83.08903930104837,0.020342630230670344,0.3418611488741474,0.20101512782786468,2.3820829356314723,1.7678271291440777,0.29513743011267546,0.09302092077671548,0.39414560840833346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,180.49412899596416,free_3_delay_drift_rate_Semantic_CMR,0.9583614023848568,0.08307303286827078,0.5699084221444289,0.7831007220783561,0.15327555443279656,0.9487395287421574,0.3083389970911954,6.901303070245326,10.222802480013378,0.01718140525431494,0.5810795209401522,0.26230795929876116,3.041471662813258,1.8422556352675357,0.17436766158968503,0.034091434245751895,0.4389381858982162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,302.71794255699683,free_3_delay_drift_rate_Semantic_CMR,0.5677941575584274,0.4248873097514341,0.5393007154805816,0.7597313880256249,0.37037034363951366,0.5744919879377471,0.39268828883071505,0.05183629889274499,54.28338444948481,0.0019394817501574013,0.3869822797566851,0.3536435075132074,5.444455331090717,6.271625078444715,0.0006327991105438691,0.7027721841309216,0.4635740991442834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,271.42285738160746,free_3_delay_drift_rate_Semantic_CMR,0.5162176535726087,0.1445125071966083,0.6674631847726478,0.9225854066042185,0.3674656437837687,0.3662512902370904,0.8934531948472066,0.2857122585536729,3.9499792148279127,0.006456531602347271,0.36677988449568044,0.2187256220744862,8.113296539039176,4.911403192286273,0.7976524777799289,0.1607291391900325,0.6855580473482394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,255.56945924756934,free_3_delay_drift_rate_Semantic_CMR,0.6346484491244245,0.07556693356262731,0.3906341390294347,0.9874445082290729,0.39425420346921825,0.022905461413120196,0.3335983342811255,3.2759250817797247,54.08390558960906,0.007900851569009857,0.3652146433835828,0.24032487997512,4.715026734071481,2.70875999236054,0.018234703851856816,0.875163895857076,0.05775811972218479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,264.1623663376728,free_3_delay_drift_rate_Semantic_CMR,0.9222822952441139,0.7848051024959217,0.9615424318853218,0.3550511239053168,0.1514337388419128,0.8814454759302184,0.5456203457639983,1.3044749123407016,45.520556670823666,0.005135138780035908,0.20379636322483652,0.3726770929751222,4.211887263307457,5.114385550947109,0.5328001318915417,0.8784842190472464,0.3632792004375709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,221.5322247904387,free_3_delay_drift_rate_Semantic_CMR,0.6718674222571622,0.5009735689746231,0.4557594364374593,0.3395540668077841,0.24850825983363456,0.9152435245575623,0.4250974563117562,0.9255260573266,58.32925046444449,0.0222700461702236,0.3628931334046124,0.18347025831785668,1.4853846225919214,1.3909166093972756,0.7038264572079133,0.17375392911495535,1.7442913263733306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,312.05294175857955,free_3_delay_drift_rate_Semantic_CMR,0.7043268639347594,0.12739747483299627,0.9390595364137088,0.5333257201390278,0.3980998667254778,0.30082856315712836,0.8785351583270065,82.01036132306618,0.6144280037033658,0.002098452883716683,0.45813798791236426,0.29679248152890403,2.2049104692191577,3.0524446676163897,0.3772606465988817,0.6124571485126726,6.740196690523344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,273.6970114974373,free_3_delay_drift_rate_Semantic_CMR,0.7503275185623989,0.27132690240692164,0.089180568421946,0.9299027216946429,0.6489209850113109,0.8916113792403366,0.56080090088327,4.927499367597463,71.8020533076547,0.005062208346882202,0.41598761500080084,0.2872316350166706,4.281091273154195,3.30912946291617,0.2723196523849376,0.4891392381629162,1.0496550862965561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.18416521603098,free_3_delay_drift_rate_Semantic_CMR,0.9507270838982018,0.015298556134777319,0.09142699906982638,0.09877019381094815,0.12477054159576706,0.2666851023062288,0.06889757398287827,0.24628908904966096,18.04889102939027,0.03737279841579361,0.1473222987174143,0.22459322070631682,1.802867886296633,1.7681633618233512,0.7848038800107014,0.5872677583270718,0.8751425522929432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,257.45940334229243,free_3_delay_drift_rate_Semantic_CMR,0.8232103047440984,0.09072488678369178,0.014120711486202364,0.8962136160809129,0.4388997790184256,0.8415534575764829,0.5500845755154925,2.0519319928436204,56.86475429426948,0.018382412808375548,0.28328406303591525,0.22561467430566395,3.5563083867579777,3.126260372857177,0.3734455988358015,0.992425778857238,0.8219280192753207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,279.9587436923419,free_3_delay_drift_rate_Semantic_CMR,0.4836559422336269,0.22869619202593483,0.8861665366031037,0.9496500957173675,0.9282410225186428,0.8118087754810587,0.16944567368074825,61.75038771441177,0.5529345873110287,0.005749514927315458,0.3897863671465176,0.2762925935788205,2.3137282176540297,2.707554210282481,0.6137918597232876,0.5554093289442794,3.046331964000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,235.93917277345662,free_3_delay_drift_rate_Semantic_CMR,0.45608355788427485,0.6431864213926533,0.9735021053853,0.6709947214776212,0.054092860197003545,0.04565661640241975,0.6341850634738415,0.8720922515626626,51.16384544429102,0.0020409315229952263,0.5589454023138805,0.3240756875423969,4.064526535194219,4.615261293152319,0.6297519490168659,0.15145400662446507,0.25290967278279997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,275.84643095459234,free_3_delay_drift_rate_Semantic_CMR,0.22351695028862495,0.24388283748431078,0.5371411375219133,0.6097767058778156,0.001312360964665471,0.49769189616449183,0.3707259649443304,0.6191135304747988,20.23681165990346,0.003995137192730813,0.43742849403931494,0.3063073560468528,6.123375895393703,3.750136400807464,0.6264647465940298,0.507655010668161,0.10546257612937193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,216.3565475807093,free_3_delay_drift_rate_Semantic_CMR,0.8502667381775784,0.031616997636772504,0.8684795621932766,0.5911674777812661,0.6566937378056943,0.768110198867976,0.529369609672514,29.78424720880875,1.261465074203592,0.004287803407120705,0.4772634495990067,0.49316973536815567,1.0458088859908243,3.464541418189567,0.6726051128322115,0.57834782447948,0.9576953146154583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.77853301112344,free_3_delay_drift_rate_Semantic_CMR,0.6422009699698402,0.014051189124826781,0.700169968820617,0.5984554141859185,0.29538563574866245,0.9389832278112765,0.7880905440023339,6.459189220876499,78.48564633413274,0.007836144760300078,0.34307226861562073,0.4445732084989226,4.6252905681563075,5.963315251179228,0.1352368291752726,0.47959588554055615,0.5049693628305834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,308.3223571101529,free_3_delay_drift_rate_Semantic_CMR,0.5602265831982354,0.3224460233487614,0.5507729700961536,0.8745107480575378,0.3968005800136827,0.2333071849957511,0.673043676906493,2.3627365844332147,0.43587050875594,0.020928277874133983,0.20213880161437903,0.1240531071363673,7.947797948173713,5.203917488765563,0.4082042737455806,0.20031146856437465,1.0876465150186854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
