subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,1_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_semantic_scale
66,8,237.92378723782207,free_3_delay_drift_rate_Semantic_CMR,0.47215392501489645,0.09076652532231982,0.2639640788807788,0.6771609684877641,0.15625339555258458,0.9891037119655136,0.7595046520655558,2.5223332520296022,10.107339988250285,0.026919996082881422,0.3101827270662429,0.1675769791611422,4.285944761540154,4.804625878607662,0.22564769287122907,0.3918044545337444,1.0426207448598406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,254.85337680585397,free_3_delay_drift_rate_Semantic_CMR,0.21801493677593908,0.15003784281435323,0.395794609273127,0.998099069469047,0.17372860738945728,0.8824827030467879,0.5022998717235727,0.2830373688073564,76.81621494023119,0.010985825088833279,0.44994272137182634,0.2478255028696683,8.284727330625286,4.699561528538679,0.259970379532649,0.36864583551753877,0.5625597366209458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,192.37008847669966,free_3_delay_drift_rate_Semantic_CMR,0.8490560577778246,0.5009086707057875,0.056400444987988185,0.9842221747314704,0.1336004736070977,0.3580931165765457,0.24489329555991501,3.422806573275409,13.037241484611336,0.014755519231085035,0.43929095779694904,0.2995468628098621,0.4806020588352151,3.098454127928116,0.5089006267412188,0.2728935336719541,0.19794494261109552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,190.72236650227973,free_3_delay_drift_rate_Semantic_CMR,0.5600002494579482,0.10930388220941523,0.5496012149347896,0.9739979088928284,0.012086875401900954,0.8246228348418831,0.4770743818149392,0.08358885333264965,77.06572296927202,0.002573446293954895,0.7807562658012923,0.6142387401046028,1.6556905034411695,1.0820178321242624,0.1572954042649834,0.19257977161565842,3.4337560667185905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,348.3057831210242,free_3_delay_drift_rate_Semantic_CMR,0.8124962459854341,0.1950861391859357,0.5860197437490722,0.9720091697155194,0.42716643609024235,0.9113384614459419,0.19520501753321615,6.003738090110081,0.02298216605365612,0.008501181879460818,0.21548879712833316,0.19607503943299057,2.1818347910555698,3.5056987928054295,0.42160223684368897,0.3239275604404418,2.951003572368755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,249.8890790947915,free_3_delay_drift_rate_Semantic_CMR,0.9991129765992031,0.6855015933596148,0.9992207085887003,0.4871019150535672,0.2014017024579866,0.4277288293231216,0.4528125730308919,1.584721630834224,81.88498965528677,0.010244567520615921,0.25436824256772983,0.16957719962428097,2.5710876950558745,3.5781272343646964,0.302931276962882,0.9355106289774708,9.157379531928257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,279.28786717841933,free_3_delay_drift_rate_Semantic_CMR,0.5528828976553508,0.014141263217603894,0.5676519322168794,0.4727224135470864,0.6255292776109618,0.9360646326149393,0.9802747494907255,9.211429454084225,0.8739678129137403,0.006278306385240517,0.3402172465695861,0.28768574910373435,5.6815639668062365,7.094040686045748,0.14995194601421452,0.3982026827408644,3.553661160466473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.25558229426775,free_3_delay_drift_rate_Semantic_CMR,0.8447752185091202,0.8356807170723901,0.9298830028142753,0.8905910076900831,0.1718418689348245,0.11503925002817261,0.38729845508966454,0.18424113724181979,79.14921590112036,0.05727215877791242,0.13977621279755859,0.10593028808286942,2.5961616233854876,1.950361001281013,0.46852420462102956,0.07987754945448827,2.1385852532693477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.3119886369959,free_3_delay_drift_rate_Semantic_CMR,0.4568435164594368,0.12896182189645738,0.1477239718956352,0.594986808365064,0.16601518056120812,0.7953215398244681,0.597011596938725,0.08071218799573643,1.039745066788896,0.002243675394612621,0.5989088728999645,0.5990618164323278,5.551563741680643,1.134765069986451,0.020324325654874353,0.5862660424390057,0.3171569505506424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,249.44713965355038,free_3_delay_drift_rate_Semantic_CMR,0.9209990566113797,0.03527057641441711,0.7457475266029823,0.24911455988128672,0.532331042404216,0.9636716579875114,0.07233898551512846,62.71321000008228,64.80724228439546,0.019692308329814945,0.21373800085452554,0.27873540998322,4.005007469971656,0.9468392728912134,0.0027030613189920616,0.4164599268309554,0.6722120666297631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,270.9538684427371,free_3_delay_drift_rate_Semantic_CMR,0.5276146323585037,0.7616964221406173,0.4408717392845286,0.6826491648123786,0.30444632472931155,0.8139201376833716,0.5037856595640451,0.17647740915497678,93.5528192500444,0.013056481153546684,0.21235068192449802,0.20154438257450824,9.293864993134722,6.9532129937056535,0.4882371947517502,0.2138667191611393,0.43955550528857934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,331.19139940682015,free_3_delay_drift_rate_Semantic_CMR,0.558757346961023,0.804421198630409,0.06191409642455109,0.9992817750757093,0.41619167809156604,0.2140487048703964,0.8253367508351079,0.03681589084848724,77.78867177759719,0.001045708532449452,0.3276129744720775,0.27822197748319866,8.916815020021328,7.942500279938779,0.21262803904336514,0.1417046344574993,0.6557205024036419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,322.89538973092465,free_3_delay_drift_rate_Semantic_CMR,0.7884615936588568,0.3616234594972921,0.8097501872306844,0.8418329458903009,0.32665758678146006,0.872746744713903,0.3150583182989011,3.301387910187394,30.387538916700805,0.00302590670468722,0.33329784423178666,0.27872434203925867,1.6400149530712222,3.337450927880944,0.11439275979445568,0.20334462053093594,0.21178882287111733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,251.5024934945635,free_3_delay_drift_rate_Semantic_CMR,0.48289838711344335,0.3039662764906632,0.3705452350000994,0.8506465498595177,0.12226530697135626,0.9119846659500812,0.00785687561852377,4.034585205718386,34.362298100353904,0.024767732761181174,0.1886764288438718,0.2609926454995584,3.7497539450863955,1.444296626184829,0.4880075891736106,0.6192532207176104,1.518172954817591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,338.1564847389373,free_3_delay_drift_rate_Semantic_CMR,0.8240673252654929,0.09064233129103416,0.8388417494587217,0.12088651428934266,0.5450716037455848,0.9312444612324349,0.6454956111876091,3.0765186178931287,53.729778568691344,0.002302035917382872,0.3267079579925811,0.2840815938850598,6.496010263177084,9.900695056559458,0.5497247328519892,0.5472119908534145,0.9777797352057318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,279.7977355105759,free_3_delay_drift_rate_Semantic_CMR,0.7534907756351151,0.581000246218659,0.6714382347234178,0.34610616306620856,0.005178382755895494,0.8783658254346474,0.7189207130823724,3.6705986929932948,74.71013726829274,0.0014299645684210383,0.48501776333847957,0.42833634782385577,1.706874758339449,1.9989138281182894,0.2844071413004984,0.5563594802807363,1.1198317835816827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.72882345600607,free_3_delay_drift_rate_Semantic_CMR,0.6681859314945254,0.7638941778693621,0.6764440846010585,0.5081442718453691,0.3485115044129897,0.07749027611022197,0.8487258206786532,0.20552335679420963,53.12660753166419,0.0023990106858389204,0.35385561344720173,0.31675393559671416,5.304699005890823,8.863934103469544,0.5073978751424392,0.059487514485792425,0.4047780512940049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,243.42157744255232,free_3_delay_drift_rate_Semantic_CMR,0.7502329344851809,0.15390230194674864,0.27352861944024043,0.902247645747261,0.5259961738356633,0.7850920064124667,0.6439189190426591,0.5673305050506485,57.78185140561345,0.005989405708331952,0.4063575344249406,0.287643759929491,8.473947482070336,4.490355329070158,0.14326017855056783,0.8087753482880042,0.5096515406474067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.2333623641889,free_3_delay_drift_rate_Semantic_CMR,0.35632554752753565,0.1735662296002996,0.6740216710415163,0.11219464152007336,0.11890198272405095,0.3546279929705779,0.7614725710523244,1.6057058237612836,28.978620342245787,0.03476042146989239,0.21587012183520482,0.19274180010839892,7.777819844288798,4.177125443105178,0.3293611436958582,0.7218327294765173,0.1634526928112825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,247.17372954636528,free_3_delay_drift_rate_Semantic_CMR,0.33177948943697166,0.3027537352560775,0.1056685553371684,0.32977033333349215,0.31893126613434286,0.7144275903394781,0.6706095775370835,1.08695486353038,48.15544893723586,0.010319414597857013,0.24772849913000172,0.30541145992361063,8.382014057291254,7.887287597796883,0.10664792621694114,0.6978182893212008,0.9247387556337063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.13585365695053,free_3_delay_drift_rate_Semantic_CMR,0.4054620869266297,0.1274524308219837,0.7452558976451374,0.06341221905209432,0.9910588595402665,0.5993755037953811,0.40123107325677904,13.650128498190519,91.0476902345092,0.0017796473968553217,0.47290069120303624,0.26979473335526016,2.870065369594058,4.18453735785422,0.8759239997797448,0.4504732964698916,4.443162953161177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,358.02054347084686,free_3_delay_drift_rate_Semantic_CMR,0.8369938901392435,0.04241186258446061,0.9984908851412955,0.7882906901958293,0.5055886265327775,0.6643843027811721,0.7428269056486881,1.8913754713042152,37.63410572838887,0.03720364172695617,0.09664862048384482,0.07975189790373349,3.8674844463326807,4.926462194274544,0.3162178551891863,0.3268782162128634,0.354858601898389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,321.47242116830387,free_3_delay_drift_rate_Semantic_CMR,0.6533171098038153,0.47294129422894854,0.5601242234176699,0.9883591215722692,0.7083587196204041,0.22711194387063832,0.9086816623260441,2.416057091682468,83.19953426188115,0.001520419006705187,0.3308880104874117,0.3040245774473851,8.880594848767853,5.985848443813064,0.8586824657313461,0.5209645868286163,0.979063401611576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,249.0024808618097,free_3_delay_drift_rate_Semantic_CMR,0.7555628646880201,0.04045670616939934,0.20830921041439215,0.43160571466539643,0.004482969115104596,0.6173968276388182,0.4151078742001913,1.8300250612299465,64.32456182180627,0.016743782362686865,0.2514141482105021,0.19645923038946744,2.1081546107516633,1.7458852486655454,0.5589666404247919,0.14898252298337217,1.6070460606574888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,200.66982336550188,free_3_delay_drift_rate_Semantic_CMR,0.771450392194184,0.0796554271003383,0.4709130909728003,0.15667439441926306,0.07521264399664407,0.8621232248811579,0.2031451880566184,2.4251820741400962,65.46490025624061,0.018674107097079895,0.2948620217458773,0.39923075669624897,1.7134123878882646,3.730382268093479,0.20687909379268687,0.20121885996319044,0.4529054110741155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,247.71440008678013,free_3_delay_drift_rate_Semantic_CMR,0.569841083264185,0.627361258145865,0.011859594042951838,0.2900990337909378,0.05208959492066412,0.6970356225982306,0.9991548564633199,0.7227084571017528,43.29433113068599,0.01005560415750989,0.38537747768979,0.24879753746863909,3.729900085453907,3.075713394759828,0.2519435183636335,0.008615122604143599,0.5066234986537124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,153.68177930749323,free_3_delay_drift_rate_Semantic_CMR,0.7556081290426051,0.6619842195819703,0.32121227099943384,0.47023823855707725,0.4928954980301263,0.9438085191857498,0.15684010640505847,0.6005963321475107,4.325755351912385,0.019705210532460105,0.5053735011884504,0.4757703441204617,3.9624205564692794,2.6166306929238536,0.5953482326198956,0.5548149030788139,1.3400004254861702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,305.69749258571045,free_3_delay_drift_rate_Semantic_CMR,0.580659496102943,0.0359651813439304,0.6682019459379901,0.66412349479431,0.7743551374756276,0.502173637508474,0.9829612576363675,11.88330168160406,1.0510807819046946,0.0017563060337333347,0.3389373933944082,0.3866702465419465,4.804869906542644,4.862135749376327,0.13907344100659702,0.3128017492973483,3.2645586596495466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.3164533178918,free_3_delay_drift_rate_Semantic_CMR,0.552989246072952,0.37636557832148904,0.6615089374897629,0.14508373785735784,0.32686929481982274,0.36276335129265513,0.7355313858407322,2.215915829462425,17.862541550919595,0.008905521997247923,0.30747081601241355,0.2703430266050848,6.055070344444671,4.869196890787148,0.3848868438880081,0.97461935370054,1.4929626051487368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
