subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,1_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
66,8,237.74487614191108,free_3_learning_rate_Semantic_CMR,0.5154153300885536,0.09090723145091079,0.3698944241526437,0.7990819566673895,0.12438262967619151,0.4585625579678402,0.4461581866186206,0.40121550158274727,2.7260414520153518,69.1832826044626,0.021500087163510095,0.2950097145420294,0.14112906713373796,3.5398853120644325,4.1064704520536175,0.16601481014644687,0.7938623241266232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,251.94183554752863,free_3_learning_rate_Semantic_CMR,0.45045296524501116,0.29103962954680773,0.4651447802481041,0.7848695311251855,0.32035028756581385,0.9495960523537692,0.5483917947188152,0.10366810719887459,1.4932265920716077,47.46046815951418,0.0022111591622153703,0.6224249040935277,0.46100944967868074,8.398436057000112,3.2962443658129628,0.6306806940916907,0.5205425160900425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.11974864083678,free_3_learning_rate_Semantic_CMR,0.9141276946050645,0.04165865871292895,0.32471710011097243,0.8846483300621533,0.3285178964440869,0.2818867699122386,0.7643046252947102,0.7213257221059914,7.995096996196416,62.717884564922734,0.03321881808159194,0.3117501273706358,0.23514992400249213,1.9538491811841197,5.3855524610180625,0.38238626031316947,0.1458190657249423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,190.49098934191704,free_3_learning_rate_Semantic_CMR,0.5335246637370735,0.05903796139511616,0.21432674146075453,0.8134515264978192,0.006695004895845124,0.9230381858603072,0.6531949058764708,0.7945631819105282,1.9200217834926996,61.23365674517956,0.004125278518769124,0.7100051362099188,0.49694122879958297,3.075749270915028,1.2523063622540522,0.05783862421446663,2.0064365404625324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,351.5130495604943,free_3_learning_rate_Semantic_CMR,0.8423699993279095,0.39148231783739174,0.7940278643408808,0.869289296684614,0.3820353362883407,0.3154541085053011,0.3591421711758844,0.32974105013514077,1.883713671484287,52.6580103633665,0.011855680635023125,0.20705848570876384,0.17593308856598,2.162589783357793,5.539629901303053,0.16484524962610236,0.6304935005004015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.4923885551484,free_3_learning_rate_Semantic_CMR,0.637724687066024,0.22250719498552632,0.5515011400848226,0.5881621998460154,0.9790095491673028,0.7983387006599113,0.5444921098457695,0.8104788740638031,5.521594696306617,88.9935354854676,0.010349202456293326,0.29660715447215613,0.20622662599103875,4.003370659505914,4.588381518356012,0.15372713192288068,4.803795790071267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,279.4241818508225,free_3_learning_rate_Semantic_CMR,0.5578133507171887,0.10639625638988329,0.5077692275377346,0.8074505022126354,0.7505650306418012,0.9081535415546901,0.8910650755860741,0.7958986063557523,5.917689368333608,77.22003144917923,0.001172884285279492,0.40312281399441896,0.35446575843497,8.427234705763391,7.18729227924816,0.2668516477634172,2.032699872391812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,207.2173005475262,free_3_learning_rate_Semantic_CMR,0.9096027461489322,0.1550485935169285,0.4114791018524751,0.952816862967412,0.6158923848574744,0.18514309608875795,0.05046805548874639,0.9228434859164341,6.017991136466928,39.04904584049028,0.05721204074210311,0.16423263128415283,0.13376026673971422,6.272172578405493,4.405973716186721,0.005041226809260239,0.6033009751074095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.27512181619946,free_3_learning_rate_Semantic_CMR,0.4901615770453062,0.02182604219303361,0.12718835963975816,0.6373004892584251,0.202327940531179,0.934199059566847,0.587102614158564,0.24408555155665373,1.1750876812237327,47.580175260958626,0.00133959296558497,0.6462502431379642,0.6635844252682255,4.551745531441301,0.7971883190098528,0.02990509107179352,0.3035638223040365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,248.36699691913202,free_3_learning_rate_Semantic_CMR,0.9821194961861123,0.0703952123641029,0.9396568204429551,0.35134049961797137,0.12431581600533176,0.09718506318036718,0.4388893561020246,0.35228163622160236,15.726560668116655,32.490745373426115,0.007589427056137188,0.2922101889196407,0.41962186520086053,1.3700058935936736,0.993833026145829,0.06114648594455141,0.2760937862282038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.77338707885616,free_3_learning_rate_Semantic_CMR,0.5754049642418901,0.8150150635118301,0.44201017521089214,0.7847088953670845,0.4717323752622805,0.5875629324107956,0.860344769456105,0.4473944113218163,0.2163587986739941,31.193860455411837,0.0184094291346526,0.21388072054779972,0.1431320255220676,9.181890157702863,7.900277822493934,0.6287172594598796,0.46414775807077113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,332.651579382902,free_3_learning_rate_Semantic_CMR,0.8720376616050742,0.7137193202018605,0.8860031571946005,0.9791477568962955,0.35336890447239966,0.30492212309172495,0.22873871396627876,0.49214257394360594,0.7424195809307363,22.644104372068853,0.0008289574111886577,0.33837323993503965,0.26625851070885975,5.843201518855134,6.351983035349188,0.3911570906040893,0.2820211568786979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,318.662785280276,free_3_learning_rate_Semantic_CMR,0.768851671727852,0.3203926575180335,0.6816495000822881,0.42778461517118194,0.4918182993262729,0.011523505777064291,0.6666742554606638,0.9133560360911004,0.13375444779022416,36.10694178967601,0.0035069345894117587,0.3385509213797926,0.2896529110188535,5.80594346838362,9.975768016277835,0.06561816995553088,0.21246404302381539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,251.1711806137859,free_3_learning_rate_Semantic_CMR,0.5101557904433196,0.1282140217420485,0.22475812863467642,0.2969228386620065,0.6305298648656437,0.7865445247188221,0.1533472161834834,0.7074117843463236,0.09770108079631967,10.959221954192202,0.012035062099517435,0.2402079292495598,0.30618643481001495,5.946455770781115,5.217628553914443,0.38932035028768985,1.2453290104373247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,336.0737740304367,free_3_learning_rate_Semantic_CMR,0.8612626763808381,0.05625434168483263,0.6738211759123514,0.3785810544692111,0.8272910749683189,0.664193361443592,0.9938157043605255,0.29614013401489153,8.02235229835244,63.08469912020033,0.00020639419857912674,0.4834307113655347,0.45295745093091144,5.747825449860185,6.896008193935371,0.33153201960355744,2.2328494797899423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,278.85008140690456,free_3_learning_rate_Semantic_CMR,0.7695077855724419,0.1280832516537922,0.840016776427212,0.6380534896250682,0.4043097738396988,0.25255519400135273,0.33886405940779196,0.4601578030924895,4.520390541677962,3.58777856112264,0.0034867705828695583,0.39865656297534446,0.3909180595585777,4.21475236862627,4.8297053132659995,0.11532228778043169,0.3636593602066842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.00720036563337,free_3_learning_rate_Semantic_CMR,0.4219772913763573,0.11320932694886093,0.3771670906172794,0.4912408898949068,0.06568963393596455,0.5882356388180708,0.011495316469600947,0.6745736949183915,7.4262973243777,0.9296871594362202,0.006139982565476043,0.3004578804595681,0.2990906829404123,2.268445854771785,7.253647526966094,0.11972739450797104,0.4708869505698443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,245.28722940306653,free_3_learning_rate_Semantic_CMR,0.6710212530294075,0.2038208853454873,0.20183315369745403,0.9385913941283264,0.5200900586495698,0.8090403554537448,0.6447151575845909,0.651568618952441,1.0379373875222697,64.65017163546443,0.006913155369393187,0.3927641117870486,0.2804932332214669,7.385520183349115,4.671880953581945,0.2396431873139349,0.44408315209737115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,194.94690296651976,free_3_learning_rate_Semantic_CMR,0.4078125150404521,0.03866604930870049,0.7341801722904352,0.36347718670565854,0.09251099630792631,0.8890350957077653,0.48358487363516,0.5329597684332843,2.4738452156312007,44.34263010762529,0.03617268617430791,0.20291536906589513,0.20877300219032424,5.173096187388367,2.811005005814155,0.26279331091536906,0.11598745774342678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.8443958869251,free_3_learning_rate_Semantic_CMR,0.4582775559255336,0.17934317154077445,0.16700250228761399,0.8643880615492467,0.011490501808579467,0.9210626801580204,0.35047634302449976,0.05300624794656272,1.9436781916255441,7.406230929238376,0.00811957910581973,0.2064549524809287,0.34131739778941306,4.661036697665967,2.160219966437751,0.8055433627398566,1.3378940241953128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.46238327107335,free_3_learning_rate_Semantic_CMR,0.9321714820981997,0.5580559134277907,0.3561596404878819,0.7608995551856991,0.847328389106119,0.37456587581715134,0.7513782778619857,0.8256625923021144,8.331597147948735,92.45242628059363,0.006213376529633774,0.3652275851136553,0.233935986618091,2.9682058821656,2.911402829473786,0.8473740965225589,7.121231919000429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,354.59736427942147,free_3_learning_rate_Semantic_CMR,0.7274423043581202,0.205572903330555,0.9360471013595988,0.9617634249418263,0.5964330077338801,0.2476266229547861,0.6488186787057544,0.7048521482227783,1.8820712274760396,46.22292208746923,0.007621292861154871,0.19091384191916294,0.1908338861448673,4.05807890732685,5.2306465588926185,0.12371463070475291,0.6269976225098661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,333.16385889219964,free_3_learning_rate_Semantic_CMR,0.40505936686455735,0.38776306800802746,0.9084677784579065,0.9371790278032086,0.9418761523759486,0.6306060407421696,0.5315954337644713,0.6001428773039348,23.00109489401454,1.0585311895697913,0.018130725890750987,0.048676656155778986,0.15698257637575352,2.675009014103594,2.669422700922576,0.21292159064546357,7.893714941630664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.7499210163664,free_3_learning_rate_Semantic_CMR,0.7959172156625945,0.20107701700858227,0.30272979295626257,0.37235484961464077,0.09260675238110089,0.9903705794021751,0.5332043844092281,0.3961203775406237,0.3264571057359902,26.471970276674018,0.009373511725629502,0.3167548154031854,0.22452026888931176,2.164702649221949,2.1040514149343497,0.4399878130141196,3.013059877892248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,200.7289541745562,free_3_learning_rate_Semantic_CMR,0.8651272605205902,0.10324115628241265,0.6466356738683647,0.34701496484080996,0.5327230614494189,0.9263257336378372,0.6032580378607759,0.5170363379153871,0.19357756925590763,38.40421761290255,0.0255526729915016,0.24061753462185465,0.3250239008024822,2.951804017281497,7.726189645641561,0.030358243614754588,0.2965170230492413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,248.29229022765665,free_3_learning_rate_Semantic_CMR,0.7004792145093834,0.8206765272348655,0.10566924741984052,0.49427000382580066,0.04232915297454187,0.4581766650830672,0.44164780938312365,0.9267102462476959,0.3203623982395811,60.640832618972105,0.007564842654858239,0.39784733801362027,0.28422854283358046,2.134963553944278,2.6830547620168694,0.40986305612307466,0.34461566202845173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.9708718466137,free_3_learning_rate_Semantic_CMR,0.5348925686731637,0.39653844011509987,0.9073608477231633,0.9810343270877693,0.7227089251529514,0.15329503631438196,0.45394859742666843,0.8011761040900734,3.529332723275821,76.3975804437507,0.01812453591040641,0.4264015372792156,0.4666087033691236,2.5586202077086915,2.001529554167435,0.48564029540345255,2.2871242838191637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,305.5483424980047,free_3_learning_rate_Semantic_CMR,0.4844487869816956,0.22270240386006201,0.8900489100455098,0.5936910578673007,0.8131555846088925,0.41516145807665866,0.5737858563928903,0.5471831361537731,6.210981984122306,0.7644666466682679,0.009336338317127935,0.2628567959102739,0.2411224631974509,4.6301508483658065,6.736924621780915,0.5173671374709581,1.6340456021615068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,263.7969995248896,free_3_learning_rate_Semantic_CMR,0.5113769276785284,0.16193300432259355,0.17232710230208687,0.33327541220064894,0.8075295788868675,0.10204522149086359,0.6402809343271987,0.9776273616433725,4.2896194974306,61.67647888302612,0.009778041863220677,0.276494121790515,0.27702660395864953,5.749790311022016,6.211233944879377,0.6176152488608195,3.748378928909557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
