subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,1_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
22,8,270.73881935528027,free_3_learning_rate_Semantic_CMR,0.7768119731942181,0.9341862950064759,0.6017452105964579,0.9811022353096064,0.11717286055898168,0.616708688928892,0.3134174895803826,0.0831725249982872,1.317449348348113,54.8740557677639,0.0054957164476424625,0.34606999783888615,0.21486350481120553,2.7949409837275594,2.7101539957692107,0.1680437599888288,0.20891540737185377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,200.00750091848204,free_3_learning_rate_Semantic_CMR,0.8764790158403679,0.14102522595385653,0.33468208249888487,0.9169433334731163,0.3503996485913521,0.48594702954075564,0.32313033527555046,0.5037191215771076,11.520719363743957,66.14647603166931,0.01797495711078667,0.5335559752551777,0.2712527830276352,2.98643201892199,2.7574602108550854,0.21518263638287727,0.9187358772233756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,181.9020435538917,free_3_learning_rate_Semantic_CMR,0.8317676786961765,0.10112219310922094,0.25872555009856424,0.6537346214789816,0.02773109612692759,0.40880727881925927,0.9849179888684888,0.6154422324262994,0.409604962557907,60.421935333552845,0.02496015175211158,0.4657240026617506,0.2656715266901193,1.2825172419089368,1.184429274871714,0.017807363024381573,0.14443648853392865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,252.13768556293553,free_3_learning_rate_Semantic_CMR,0.2982255986484097,0.8436039020035697,0.4633816774306503,0.5490954736789946,0.9042096421551755,0.10378727191161252,0.47597765147286153,0.9000203138452809,0.8469320397484381,31.21803584845157,0.0047997598961422305,0.5323295003595341,0.29067164175967,3.3659478352038317,5.442506460194182,0.22393436469407435,2.1287555780132994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,288.0120415902344,free_3_learning_rate_Semantic_CMR,0.8564810306623885,0.31745270202769393,0.67501967168876,0.6798153774294925,0.472244911001215,0.8175133244159913,0.6516369302156306,0.530413866765143,0.2974143253318289,31.65791884969863,0.008866588695607858,0.3462900691335955,0.25224562867034717,3.7714864485057618,4.0839102004580425,0.07708780447160629,1.210331681807642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,338.1102744428729,free_3_learning_rate_Semantic_CMR,0.7178859411023046,0.1734761451795616,0.9363752077444966,0.8502053296148635,0.6385001393198714,0.577848141506943,0.7229989439286266,0.6022961131515085,6.629362749259258,88.62870861672461,0.002575808662487658,0.25982803994265236,0.22358548381422588,8.074439494241844,7.371312903380012,0.2639120905394424,0.9185158537967707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,256.75982700510644,free_3_learning_rate_Semantic_CMR,0.7211677717015329,0.4812772580957476,0.8217729771721376,0.8161552372530825,0.35315153393600096,0.21005268052861337,0.32709617710914873,0.5964267436713038,3.085922848179429,65.56057061893182,0.03617740806517333,0.21410572132002859,0.05068666999783389,4.559062438150372,8.197876139232285,0.7976677191521941,0.14341745538228245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,249.64270683314044,free_3_learning_rate_Semantic_CMR,0.8914974216524802,0.2498625030959371,0.6262731107615709,0.9926925453330843,0.1964479679471381,0.29658959050373257,0.5260084755497559,0.41897915179676254,0.7838250702904972,71.91210729624865,0.007512283295969868,0.3131305398168367,0.26839228496084466,3.3624711816518147,4.0153671506632875,0.06862243235135196,0.2914135995948417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,261.4287664985827,free_3_learning_rate_Semantic_CMR,0.6153162603229432,0.6284500021972628,0.26799043987697313,0.6020343719416195,0.9576126585223157,0.8971563659662576,0.9045378875570669,0.9576944356105068,1.347182827206197,94.73444349017655,0.012743401977515278,0.25747776341537154,0.2716942943710059,9.32931374812389,6.8322996650139665,0.8041938354707558,1.5024595278561041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,269.7901409530373,free_3_learning_rate_Semantic_CMR,0.371898573923065,0.2700349719610843,0.36578588661605327,0.31135325918825685,0.5094719040664483,0.7012540484916918,0.3979477172466892,0.3970257215986293,0.2966899374328662,75.10920830556992,0.003623378340837813,0.38188825463111,0.4649737751977483,3.5969769996791223,6.242952898908549,0.4078928354238205,1.3410922396027072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,228.29512534821464,free_3_learning_rate_Semantic_CMR,0.5726505691374384,0.10818756018806325,0.7302223540486759,0.16881487189883676,0.30660098437707395,0.7658104701940374,0.6160436333978601,0.9090899403148336,1.8052217237886552,20.175200193978437,0.01168946314845537,0.35724416383986224,0.339427083112561,4.4380470434789885,3.85658126779224,0.1378701067318292,0.2055861239554604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,312.12437121101965,free_3_learning_rate_Semantic_CMR,0.5919007193178443,0.4295674811975517,0.8798203487862564,0.561302331324087,0.7684421671517208,0.5773582883238593,0.335311358161486,0.8798724392482282,1.0630035119938226,53.291272624660074,0.0023755501502032384,0.36231645592233613,0.29407841484457026,4.321554015581246,9.547642481702228,0.31499304056737715,1.297957024226104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,198.23284871679238,free_3_learning_rate_Semantic_CMR,0.5353811195507614,0.14941142271091284,0.2951841182037094,0.816220079116561,0.291371032617191,0.3273411918864213,0.7751870516026215,0.8436276965935354,1.3139875765220594,81.17239319741145,0.002267435887053748,0.6939017226400672,0.6243307664413864,6.258123397217389,3.6286987175558307,0.32250753067461535,0.18743032265157478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,272.0338439326466,free_3_learning_rate_Semantic_CMR,0.632967790285564,0.9063214457008469,0.12886846690645648,0.8058459604108374,0.4971787383788718,0.06845518197825581,0.25383179372139647,0.2151150108836451,6.183250141428274,0.09510847855319862,0.005942076312333601,0.37685423252511807,0.27344245632894765,1.4412396923323079,2.9158796602062265,0.635779774950696,1.0237568632840226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,261.24894126999806,free_3_learning_rate_Semantic_CMR,0.20179138714557365,0.010746510445104884,0.7435631489029174,0.11130388402328856,0.48453389269268055,0.43307069844846435,0.0438600070271139,0.2542070462741902,1.63204154623363,37.47651996947323,0.00427598402158369,0.4974786221042695,0.4532677243670946,3.2700119135814996,6.280583255145861,0.16963058154408978,0.6603209532836347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,361.0470119820078,free_3_learning_rate_Semantic_CMR,0.5535857184860291,0.6073005495956861,0.7496634002474464,0.7994568555121583,0.9803607440783696,0.28638148344677183,0.28023553349637365,0.37558570603039937,2.8576613260864434,75.84301509760854,0.007621004219656613,0.2325716650520473,0.18664321822985475,5.159121661514019,7.482687756306724,0.13690034726899847,1.0978686790106282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,278.91417337514946,free_3_learning_rate_Semantic_CMR,0.8505481287627963,0.6702523692274537,0.8051296498548047,0.9308477496625949,0.2053824092427861,0.9791371311994697,0.3863956479451801,0.5612706250350129,0.6237419068447494,16.015961565965156,0.01678702271788257,0.1424851577863011,0.21356739184470008,4.57578551341074,3.9533181713322234,0.7972076257011403,0.1950901998952581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,217.21388225626748,free_3_learning_rate_Semantic_CMR,0.9437273975037997,0.26557897373369677,0.04889717645756081,0.922335597062615,0.7748230344124409,0.42338686315515484,0.716298208945782,0.28134926876888844,15.885414378502539,0.18325560941124763,0.02003947169915543,0.1658749316109649,0.14585580753748584,4.309856789280449,5.40046120807149,0.2601248894641286,3.3794355482311444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,213.300902992129,free_3_learning_rate_Semantic_CMR,0.47367099613676156,0.0848570264704287,0.37001174115604796,0.3358285514671795,0.01719284044779018,0.8215533304387153,0.9878508044123054,0.8242198663898026,3.5357768026564145,66.08689751379332,0.008817982843139394,0.428903181863344,0.22042142222207417,2.4442474628213597,3.8956495951150782,0.0321805422320085,1.0333735025082582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,114.84877753283868,free_3_learning_rate_Semantic_CMR,0.48527311606864265,0.08665635354138895,0.9998211451711277,0.05359710359015357,0.3994767286570473,0.7896227386745569,0.9381686665848726,0.02836445155883982,2.7039029078674446,0.6500751877118205,0.02772232338775782,0.5128927238327243,0.4730158053291609,7.047531017132391,5.418287793788029,0.019706004077150008,0.05338484543336275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.5615601031046,free_3_learning_rate_Semantic_CMR,0.7738500385769786,0.26198316839654134,0.8359801509518507,0.7772184319064613,0.6354787778206139,0.22289844938291792,0.01894299681135181,0.7278173452373494,8.591943322296089,66.06031403393575,0.01685731604154611,0.3113698965701879,0.2939509720356366,1.618703263248467,3.753698923644246,0.41934899156291267,3.249906873810551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,303.96998194030414,free_3_learning_rate_Semantic_CMR,0.8662542324296048,0.025760231046881743,0.1655646937111997,0.7604081761961817,0.5944167966892846,0.7455931143739519,0.4599065168243524,0.7880318603733051,6.752243837089608,36.601591790688026,0.017475312675920396,0.1775710730975133,0.221053984346403,5.939323118936517,6.800490341732706,0.01957673550190986,0.4293569880063739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,302.71329971838077,free_3_learning_rate_Semantic_CMR,0.6189058712055069,0.35947893962685035,0.38268185834338636,0.6199068775749239,0.17787580131147018,0.4649237999608657,0.3588113378236186,0.8836268175869837,1.7614594462616182,80.25694184538821,0.007719421453835751,0.3583511106401387,0.13127689663460984,5.417034037770728,6.21664191056686,0.45125353579972827,0.2873174394319191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.63939483145282,free_3_learning_rate_Semantic_CMR,0.6658802593135694,0.3032701800424503,0.19543124591573435,0.6657546393941589,0.3865850130557358,0.8525147421871502,0.9308423307791858,0.3531853390601114,0.877649427988608,38.145136861334564,0.004833271444075582,0.4968533508534918,0.3189013357489303,5.690441474021104,4.512627443119373,0.07118312024978707,0.41235748649507986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,182.28602362701537,free_3_learning_rate_Semantic_CMR,0.9638918777434423,0.5652565999159177,0.13778165873606418,0.7073966420008564,0.09489904329496418,0.7293742937063378,0.36656396180089884,0.9969592084486582,0.8783061174482611,60.63986946266201,0.0170508227570334,0.6178351711821124,0.2311583300229696,2.241196869670671,1.9474610332393056,0.07015099365977351,0.38071654208247985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,303.43363964791666,free_3_learning_rate_Semantic_CMR,0.39580558040992775,0.23490085204741934,0.5892860788161289,0.9989312656977927,0.47603168856194666,0.42456243353010825,0.20568141652503025,0.8968519401505313,0.7066031898279732,75.65170543137658,0.0025434573972760166,0.3424092746046101,0.3649271383984445,8.106167890165692,4.939179894870173,0.6267068095350343,0.6146957952955798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,272.10047661407685,free_3_learning_rate_Semantic_CMR,0.695231340623662,0.052637740527010646,0.8654885811697153,0.9517156686088415,0.46863245213639476,0.7856982827987538,0.4682134209055898,0.6313744857772043,0.5419168905030389,51.164795286553165,0.014918366003473515,0.31764789942837535,0.1506869369886008,3.7509633922050645,5.021324138856108,0.21925111758916205,0.38974880825537994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,253.82967055228693,free_3_learning_rate_Semantic_CMR,0.8787055600898641,0.1017575341244859,0.1950829257704067,0.9984346378175543,0.8329169311755735,0.4387010465601653,0.37505124565330267,0.8130976699112931,5.5766134074001315,39.464763364501906,0.00949955002899916,0.3427036820213951,0.24411726850578752,9.092123216604445,4.911425361659551,0.03602085922500853,0.03479057637815153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,269.80726632008356,free_3_learning_rate_Semantic_CMR,0.794416506412585,0.05406678045782959,0.6062490525735091,0.6683132325939757,0.5878873500744111,0.8624192928875412,0.76080433605946,0.6301691225522579,58.75343432961135,1.1107395841837615,0.018160049359071284,0.1436873147582869,0.22633077844383376,3.0152700354212802,2.812748300599467,0.23308524630662997,5.624242847482205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,218.01117430475836,free_3_learning_rate_Semantic_CMR,0.7878750175666747,0.1132878250830544,0.772694347379884,0.5135568132573096,0.5786867835141628,0.7607099733753593,0.30126790761138433,0.596621628928343,0.23760165732247174,4.609089117306972,0.02693048770197537,0.33912253317201024,0.19283672618478764,4.405638296177732,3.8561043624686997,0.501006720879488,0.309815333960735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,302.06496606305757,free_3_learning_rate_Semantic_CMR,0.7836233088038596,0.12287035160738002,0.932276300243088,0.9900778292922727,0.9712464417265645,0.6662359308093094,0.11098292567082596,0.6086250338875084,27.24640096938582,1.3204788144159068,0.004442424433900083,0.34609608241459444,0.22775187522229867,3.503671985005949,6.699476451954083,0.3790963302314649,0.564363161202369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,272.5083444822594,free_3_learning_rate_Semantic_CMR,0.7653805805977408,0.29847034247276416,0.8610775776767507,0.7166905690946045,0.33654970623282254,0.6144887120156324,0.4838276081309943,0.43392563762118175,2.7297608259280253,33.553397739131555,0.003107287192162911,0.4893011800052589,0.3560201938964127,5.378315812427226,4.273868008918641,0.4690555225258028,0.45272402885124663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.86525591312812,free_3_learning_rate_Semantic_CMR,0.8042344147054371,0.12250389722971378,0.45652195517514416,0.6904194485436443,0.3875305541064826,0.5354416269297863,0.1628487583767086,0.6363974897275264,0.21398172924491377,58.628262309956945,0.022767843114518793,0.16368388759212138,0.27164968333451345,2.2372701686406087,2.049256984520318,0.005220795991631055,0.7608052011445849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,259.07438208094624,free_3_learning_rate_Semantic_CMR,0.4454406055468486,0.9539534965191999,0.25254420852790627,0.6514544889007592,0.2790341596030883,0.277366706374813,0.290781509505754,0.9701449370322466,0.016840574933759456,40.59255263949909,0.003806201885993843,0.47216273152149135,0.32705008432356486,2.3120323582387043,2.826385267743951,0.8331041091163864,2.5047965594775268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,281.4858344108477,free_3_learning_rate_Semantic_CMR,0.7506693627749293,0.33449220955783965,0.0033901193877301505,0.8838153808301981,0.6599074775631643,0.7367980023073178,0.5171579118186787,0.8423053666804836,75.62386428098584,0.24381906281503518,0.004795456237188689,0.40323316157535416,0.2443156535233122,2.4041239294680024,2.6207845168949357,0.5620473690330198,8.442309243111126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,242.0419324709271,free_3_learning_rate_Semantic_CMR,0.5630141606849435,0.27984570983122725,0.9860644664694727,0.8464102680531369,0.44040171200006284,0.8871053863901173,0.29255645118205276,0.5983676748388724,8.1833316167751,1.5147677288136592,0.023699304420968126,0.22168393994445168,0.16136827965763434,6.072727653201085,7.7662293392483495,0.3220042842763473,0.29571728281944054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,278.87675657641626,free_3_learning_rate_Semantic_CMR,0.41381399464534785,0.04653327400117668,0.48527187434838004,0.3371714380382722,0.052759578116681416,0.14976176346876663,0.19666139536239646,0.28381891610468146,1.90142417894441,53.743380682649835,0.003956342503200705,0.416436871368866,0.3459689142190694,3.605574249358008,2.515435335774968,0.4735930174329953,0.16741945810607195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.7208293835771,free_3_learning_rate_Semantic_CMR,0.6403441541719892,0.09576960817491781,0.6270453346897893,0.5516071725937606,0.43380405436061265,0.27921710904487224,0.7126839119855407,0.724732202467094,14.528984955688493,8.836850279075975,0.006129499939969807,0.47100321898741715,0.48315669596258104,0.5215976341520276,3.568012830470442,0.5660958043998611,0.9883186238307298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.40265880654658,free_3_learning_rate_Semantic_CMR,0.6745687950031998,0.062247040503923934,0.7705375353895938,0.8810934103517296,0.33962175672603845,0.7819707891701857,0.7694686841046987,0.6043140632094854,3.4645044745715268,30.876547303793277,0.012131118573108834,0.3298408941149136,0.39912822466375264,5.307398700858503,3.8668128013893712,0.07401466551260011,0.48825780389070417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,306.84472734024007,free_3_learning_rate_Semantic_CMR,0.7063691908437864,0.24180711099369237,0.7350829836744802,0.6740332478914122,0.6322481803733392,0.3346783450275928,0.5440933221597477,0.7987414582962317,2.048293511233446,0.449536724979257,0.009360438996523831,0.1790087363490779,0.20385773930492032,8.947440634646536,8.573543958632388,0.19591242263275907,0.506334892533764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
