subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,1_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
70,8,352.15283451690743,free_stop_probability_scale_Semantic_CMR,0.772441141444016,0.1089114541580457,0.9690198142854042,0.4668858953034183,0.85843611504609,0.41169108237741,0.6353410065145866,87.54951926844791,0.04594814967434635,0.03975453968550302,0.09596575256798179,4.857689190693614,0.30299459444167365,0.496003710790319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.88208648028382,free_stop_probability_scale_Semantic_CMR,0.8755034785907889,0.030822177588706423,0.3969559421073878,0.8895098950728366,0.6598697810616007,0.6573617767417984,23.60460936327144,43.47206987053236,0.036013097614817136,0.01781205691708576,0.14287603073633104,4.400452655607855,0.11068400073941626,3.789498747539555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.27421602427796,free_stop_probability_scale_Semantic_CMR,0.5173452746577356,0.24138091206261714,0.4595396967092851,0.7591505490436686,0.9107818702569386,0.4992596070172928,6.447827830660593,0.12217455587871484,0.02117769206223974,0.011449795201191215,0.20336671428538278,5.135347743849322,0.02650986187589166,5.932466191993646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.16908725334287,free_stop_probability_scale_Semantic_CMR,0.9234471688731121,0.9523705772468605,0.3985453113988056,0.3160898939880543,0.9304734182594385,0.17146927186796107,0.025419740553246584,87.32504322912128,0.06340034930020183,0.059199705460285246,0.1319136076084817,2.1449964255921214,0.05335810044694733,1.0781541400550965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,221.88565863663678,free_stop_probability_scale_Semantic_CMR,0.976721629772809,0.40302289792522433,0.7682080022253736,0.1273859535834237,0.34104541245401276,0.8619421195486141,6.243334049807245,63.170721346401834,0.012460216523594081,0.006282536078056067,0.4273229675749457,1.7903496762365223,0.06501021563289189,0.03835851038940952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,251.37783248721087,free_stop_probability_scale_Semantic_CMR,0.9904155231531789,0.04628784962191972,0.532940719148184,0.4586212520755386,0.8371544349996423,0.7536606810442493,21.783190260987798,35.01187121665283,0.010924571773231364,0.02481305467937916,0.23963271393205518,2.300154250240648,0.05617594507842212,0.9634800861470576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,270.48981467061384,free_stop_probability_scale_Semantic_CMR,0.4187939510079962,0.8240165019233181,0.7169646635795338,0.29918580253817584,0.5538678458655977,0.30790337558633574,0.3822643659631453,6.308788036533024,0.026096295527821167,0.009090706329560605,0.18241378908916772,8.18462372675561,0.042349097537287106,0.37209000566751094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,339.9919337269253,free_stop_probability_scale_Semantic_CMR,0.7897891054305296,0.546041648941268,0.9559965814978378,0.6317545430343223,0.3161961082973517,0.5403654595730472,1.6628584213883002,0.8288432542679658,0.019517561157762153,0.01812776619097123,0.1101347789237419,7.451439600024727,0.17536719784467875,0.47858320524581277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,321.30323782967747,free_stop_probability_scale_Semantic_CMR,0.7814206332980765,0.3539426419769776,0.8662793491309828,0.6742235253597789,0.5802090931589152,0.7822002970212762,0.6594958239896513,92.45731667535584,0.005378133287114284,0.00538137494767299,0.2552124367458326,6.2604593601695235,0.007782652327066764,0.23082107259575046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,254.06554975650306,free_stop_probability_scale_Semantic_CMR,0.7566100625428148,0.5232995579374737,0.18862256875561378,0.12492255093393612,0.5046880202115449,0.848775089435339,0.7871946593916377,42.06496902306756,0.01941815224159099,0.03636443053902488,0.20893077974378382,2.283710572843302,0.37696988068902937,2.7774747823076695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,342.60469496642827,free_stop_probability_scale_Semantic_CMR,0.8590041077315558,0.1629614275800167,0.5990572431480664,0.6037453561960814,0.9638107232871334,0.5225994554656095,10.887685499412925,48.0268143932447,0.004526300296217256,0.0027442406909082284,0.25092775480193374,4.345402059825598,0.15195634851706302,2.196193367188739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,285.25735119151955,free_stop_probability_scale_Semantic_CMR,0.7935393000834061,0.01830311432557541,0.8693768800739761,0.23875812954655357,0.9213389148960891,0.415225052686884,59.484550635115596,19.457820625611106,0.013701462854363966,0.014007878448540068,0.2742801752902748,1.901978590137714,0.29176249066507376,6.812235908905154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.4771429021788,free_stop_probability_scale_Semantic_CMR,0.6287215852784827,0.8419170512672938,0.4705987045838687,0.45143113034114524,0.7379159691709356,0.9136137645829523,0.12441741548094853,70.46820629911817,0.0011241571825035823,0.0006202639525489384,0.41289243266558895,9.716556161247215,0.13229324123207747,0.44907957118208675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,251.31580131866428,free_stop_probability_scale_Semantic_CMR,0.6997097665467481,0.2009614518670309,0.4351911962892462,0.608857309805712,0.7702451959528563,0.9667189324505268,0.9129615271774583,0.7900645726497046,0.03488952745511076,0.03354752024174956,0.15721553395006183,9.257289398997653,0.33897066806212883,0.6393168621448488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.84141872039808,free_stop_probability_scale_Semantic_CMR,0.43066756201300216,0.0230854397403234,0.5589897412795052,0.031033456158424233,0.4589717340315749,0.5955863822790259,2.3984354194408652,44.59693104951853,0.03596147715994458,0.025909505040998648,0.2530185159472289,2.4956946040467045,0.11727342300547294,0.20325176726902416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,248.7945128417978,free_stop_probability_scale_Semantic_CMR,0.2785082267801838,0.06688696856163984,0.35041272868577683,0.04360128806693142,0.7919409708549986,0.2977200411060217,1.4789957485095826,2.892662344895669,0.015373924541787709,0.04023386093642334,0.23449885693271533,4.9869221604188185,0.8503977659144191,0.9675327346773237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,306.4055769585697,free_stop_probability_scale_Semantic_CMR,0.6272104734193913,0.2798797828516421,0.44908055748573916,0.12182730964842309,0.43884456462913046,0.7195885053271848,6.310958084522326,68.55039531336162,0.041053047189742176,0.018083285822855844,0.1597312477939612,1.9060381218009792,0.9523601171713699,7.868668218810905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,354.73641922353943,free_stop_probability_scale_Semantic_CMR,0.8598216092023878,0.17381581639587831,0.982047922913819,0.685389442268082,0.36146787314097384,0.8330541485157813,3.3534346596903006,13.258669978252646,0.0332583319886375,0.011278725708237486,0.10994086976483453,5.194916322286047,0.5287451563677704,0.3214093429415066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,325.83552998253623,free_stop_probability_scale_Semantic_CMR,0.8437074101762136,0.0845737721348171,0.984992870455848,0.7377728358488179,0.527847784685367,0.6853689215845509,14.134596946429426,35.63459003391618,0.024081430512499336,0.019803384431061333,0.13782194486218025,5.326584639629493,0.5285301601879141,0.5129892824838782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,249.23249796781784,free_stop_probability_scale_Semantic_CMR,0.9616423015066622,0.15447161303946993,0.22739279175239918,0.00041286956667330177,0.6599327971419325,0.19206539878648665,0.5212032415269121,21.570690868497426,0.05786949847568151,0.03911505307023261,0.14752577792844157,1.21077478752472,0.1774278812591354,5.525519822036782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,204.60089372015207,free_stop_probability_scale_Semantic_CMR,0.7757003088918648,0.41708814235415453,0.5391089221403184,0.31640840458925534,0.7241513257500823,0.8009628703120544,0.4382960394330624,91.64318984614559,0.01124461904770413,0.014874550719738144,0.33774825857338797,4.149700646602839,0.03808067200423981,0.46329724640605274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,260.0182192018577,free_stop_probability_scale_Semantic_CMR,0.6467111157047796,0.035078256458377255,0.7466471757537503,0.0014552262385177928,0.5744809257736835,0.13428107787863391,51.310957200013455,90.54392112702602,0.02075779102054326,0.0022391849304480016,0.3468183369842883,1.2086848468058369,0.13803334922664562,1.9118826340970871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.36756442741984,free_stop_probability_scale_Semantic_CMR,0.6394813424101768,0.14146650641644654,0.961711493978461,0.7681807461245671,0.4884775045876524,0.3408328805871931,10.021260965033221,84.03188551595704,0.02743886483242508,0.027014027080929703,0.388891018373104,3.1115508792588353,0.3670289758933756,0.4861170343266208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,310.44651605878175,free_stop_probability_scale_Semantic_CMR,0.5671134427723864,0.10322048883196522,0.34342777250742396,0.711360809050254,0.5013597838504332,0.75326256567433,18.492013117103184,1.0226046239816071,0.048615550701578636,0.02207729819489268,0.11130055639503311,3.800742893284601,0.04064336711240685,4.564259047056016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,264.90588904045234,free_stop_probability_scale_Semantic_CMR,0.7019561833164687,0.3731917379791419,0.1602792665281521,0.6046378384668033,0.3331226168336915,0.5441116773429426,2.59077432258357,35.99221516854407,0.006824229407407234,0.004604229552051309,0.3372502102711179,4.261722030106309,0.6236624138073144,4.34775506745457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
