subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,1_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
56,8,275.4398996399322,free_stop_probability_scale_Semantic_CMR,0.8331262336288547,0.12536862516655417,0.8226926272813857,0.3221069107978781,0.6832739543286649,0.13638007937258384,6.404937439562005,34.79434967308053,0.02869661670591178,0.02360887629796976,0.1882092297410365,4.51466913206955,0.5191503852870218,0.21636878803871618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.7390225160982,free_stop_probability_scale_Semantic_CMR,0.6614703720655642,0.33072279427856277,0.2704971619236556,0.16032561652641958,0.8591408318536089,0.19626632875486666,1.0925984327745155,26.872842006993185,0.00882664925106652,0.019692642125166804,0.25253603969298233,1.5598065769544145,0.22705047379112236,2.5382603612293635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,259.61824594574114,free_stop_probability_scale_Semantic_CMR,0.5719182806804952,0.7215915766046123,0.7047071435922245,0.1721396159179549,0.46352158264611093,0.3100236781222465,2.366156966043583,52.470284705455114,0.02860606263461335,0.004348544824554212,0.2648026075405765,2.1168350306633,0.22972559216861427,1.5198387026967586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,283.05580271942813,free_stop_probability_scale_Semantic_CMR,0.5181963568173186,0.007040761992406774,0.9667764132162038,0.10374781168274055,0.27108170220822636,0.10292354355358363,79.17875982460225,0.9796789684639293,0.04496855657200993,0.04641925251593032,0.1375623570267397,2.027884150538669,0.9742918910237663,1.0839536964104468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,241.42482720427768,free_stop_probability_scale_Semantic_CMR,0.4305957426271829,0.5560071387137095,0.6393325006351738,0.11658502695728995,0.079207907768165,0.49388401791731046,0.8104600514552658,6.502649829870279,0.022472530021434456,0.0040744423234652105,0.2454546953090304,6.437454763856254,0.37601848822237705,0.2977440747341875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,278.7244911854364,free_stop_probability_scale_Semantic_CMR,0.3090984342915575,0.5514772706299411,0.2794244539407634,0.013564112100922288,0.12670969451254582,0.34897201264703515,0.6918820439906028,74.3598312423551,0.008907188917242903,0.0048999315401263566,0.32554437194636066,5.020216733647408,0.6871426579642482,0.1588307562103548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,221.58164005509354,free_stop_probability_scale_Semantic_CMR,0.3303423971838404,0.2900958551724262,0.707135091996494,0.5681930744233717,0.1815544054859342,0.2966189845534548,6.603783334935251,85.4699169952498,0.005306672558086478,0.007884902426786966,0.47611867958254983,1.4121171509297508,0.42929225114302405,2.5120417661539736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,230.0708439469622,free_stop_probability_scale_Semantic_CMR,0.8993755158161281,0.006233568758273744,0.8191814831595714,0.3671858667149717,0.8969402018655346,0.6168381698284631,10.127799772422442,59.56325656690983,0.02567925417066874,0.03408095239195308,0.20011239192571395,4.180151755535694,0.138367091077087,0.2481462875433138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,308.2349976875039,free_stop_probability_scale_Semantic_CMR,0.510772815749443,0.26454455044347736,0.7605252134428352,0.6248747552904036,0.3422871861000785,0.6309109795127488,2.093667782811877,0.39807098891051057,0.009888712393917478,0.006931743353708642,0.15983116909669415,8.461656723882614,0.537223143544505,0.7447242869297352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,241.32844773973255,free_stop_probability_scale_Semantic_CMR,0.5535800213900226,0.016381385007277982,0.3840065677156576,0.1604843154299535,0.05517462552142782,0.4107172565793376,2.6883918580040103,24.17333762743813,0.05620027454617188,0.026170450791759448,0.16763965717693985,3.2616772918799475,0.10270116313479039,0.9810621755492477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,253.22500464055167,free_stop_probability_scale_Semantic_CMR,0.40845973498307037,0.2504170811981286,0.4743885585360203,0.021049955468359194,0.6860069504669507,0.6147258258028871,1.0930589832998905,28.64333246361625,0.0016036841636956622,0.0009080159846618918,0.5097043481140915,3.9459205294097304,0.7479680618498874,0.6267457773611138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,197.06559803739196,free_stop_probability_scale_Semantic_CMR,0.763294414843329,0.11024073008110205,0.9379449146480145,0.22894601524613004,0.46233828072983385,0.6363557550707459,8.520200632282064,37.7732650567792,0.041723958702070574,0.011764783102728512,0.3027354316165971,2.3715585245971806,0.3371363399746876,0.3574359855679433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,192.03502094074554,free_stop_probability_scale_Semantic_CMR,0.9631989719219821,0.3505426817749025,0.15999889329341582,0.04942716981442297,0.7321784785048241,0.916257741707899,1.3818536338287615,61.21915425346356,0.01361347458248613,0.0044430760702386385,0.5405627964982243,1.3551464373264412,0.1993867155531518,7.863840396302388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
