index,subject,bin,prob,source
0,1,0.043127898664004134,0.0,data
1,1,0.12148633111937264,0.10810810810810811,data
2,1,0.1641060366444387,0.11805555555555555,data
3,1,0.19506612248643007,0.07236842105263158,data
4,1,0.21867506229616687,0.06338028169014084,data
5,1,0.2397374359145823,0.05555555555555555,data
6,1,0.26214463365565405,0.05747126436781609,data
7,1,0.2890956764842465,0.03870967741935484,data
8,1,0.32390551364420395,0.034482758620689655,data
9,1,1.0,0.021052631578947368,data
0,2,0.043127898664004134,0.0,data
1,2,0.12148633111937264,0.11764705882352941,data
2,2,0.1641060366444387,0.10679611650485436,data
3,2,0.19506612248643007,0.04132231404958678,data
4,2,0.21867506229616687,0.034722222222222224,data
5,2,0.2397374359145823,0.05263157894736842,data
6,2,0.26214463365565405,0.06451612903225806,data
7,2,0.2890956764842465,0.02097902097902098,data
8,2,0.32390551364420395,0.03007518796992481,data
9,2,1.0,0.024390243902439025,data
0,3,0.043127898664004134,0.375,data
1,3,0.12148633111937264,0.088,data
2,3,0.1641060366444387,0.06097560975609756,data
3,3,0.19506612248643007,0.044642857142857144,data
4,3,0.21867506229616687,0.0,data
5,3,0.2397374359145823,0.042105263157894736,data
6,3,0.26214463365565405,0.04672897196261682,data
7,3,0.2890956764842465,0.04040404040404041,data
8,3,0.32390551364420395,0.05454545454545454,data
9,3,1.0,0.018018018018018018,data
0,5,0.043127898664004134,0.16666666666666666,data
1,5,0.12148633111937264,0.10294117647058823,data
2,5,0.1641060366444387,0.0851063829787234,data
3,5,0.19506612248643007,0.0918918918918919,data
4,5,0.21867506229616687,0.046875,data
5,5,0.2397374359145823,0.026845637583892617,data
6,5,0.26214463365565405,0.057692307692307696,data
7,5,0.2890956764842465,0.06896551724137931,data
8,5,0.32390551364420395,0.05223880597014925,data
9,5,1.0,0.03676470588235294,data
0,6,0.043127898664004134,1.0,data
1,6,0.12148633111937264,0.07407407407407407,data
2,6,0.1641060366444387,0.0898876404494382,data
3,6,0.19506612248643007,0.0410958904109589,data
4,6,0.21867506229616687,0.0,data
5,6,0.2397374359145823,0.04040404040404041,data
6,6,0.26214463365565405,0.04395604395604396,data
7,6,0.2890956764842465,0.010869565217391304,data
8,6,0.32390551364420395,0.044444444444444446,data
9,6,1.0,0.054945054945054944,data
0,7,0.043127898664004134,0.125,data
1,7,0.12148633111937264,0.11702127659574468,data
2,7,0.1641060366444387,0.07368421052631578,data
3,7,0.19506612248643007,0.042735042735042736,data
4,7,0.21867506229616687,0.05405405405405406,data
5,7,0.2397374359145823,0.0196078431372549,data
6,7,0.26214463365565405,0.03787878787878788,data
7,7,0.2890956764842465,0.037037037037037035,data
8,7,0.32390551364420395,0.019417475728155338,data
9,7,1.0,0.020833333333333332,data
0,8,0.043127898664004134,0.0,data
1,8,0.12148633111937264,0.06451612903225806,data
2,8,0.1641060366444387,0.05660377358490566,data
3,8,0.19506612248643007,0.058823529411764705,data
4,8,0.21867506229616687,0.022222222222222223,data
5,8,0.2397374359145823,0.027777777777777776,data
6,8,0.26214463365565405,0.0,data
7,8,0.2890956764842465,0.045454545454545456,data
8,8,0.32390551364420395,0.023255813953488372,data
9,8,1.0,0.022222222222222223,data
0,9,0.043127898664004134,0.16666666666666666,data
1,9,0.12148633111937264,0.1746031746031746,data
2,9,0.1641060366444387,0.11194029850746269,data
