subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
14,8,299.504794556972,free_1_stop_probability_growth_Semantic_CMR,0.6393648581602187,0.9359244916198123,0.46849213793282607,0.815452985632286,0.7748541965842359,0.8758969434635512,0.9738771261228321,0.24188510294766297,69.56684598440799,0.006678982589665662,0.28769081547669295,0.1519330480566669,7.118390179984769,0.8665396663626067,1.2043494990368597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8,337.1669479317119,free_1_stop_probability_growth_Semantic_CMR,0.6029156397948816,0.03644389632077399,0.16794272755417788,0.9857590001582183,0.24782467089631965,0.7931752073070433,0.620497994223783,1.0829258851429968,73.80219477607585,0.0007995021692934924,0.4914431269526178,0.28371608773265944,3.5218383622762572,0.32429094930759794,0.5690327962066493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8,175.2842647468962,free_1_stop_probability_growth_Semantic_CMR,0.47759729909423926,0.08352545344161472,0.47977511112361815,0.9703422162997912,0.0660127051353972,0.583253468842831,0.7081629245370787,7.39203759321785,14.668933985895784,0.03976288784406706,0.15667554893081803,0.22179890463255614,2.353109296579304,0.20091151206457775,1.3896574043613024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8,273.50994296973306,free_1_stop_probability_growth_Semantic_CMR,0.8961305790966916,0.06097882195473264,0.2876327007960011,0.9928626052546851,0.1210427391579652,0.3033345908708993,0.6857413426597132,10.739159428315723,44.41951751246918,0.004916671805929307,0.3536455556551834,0.31372917717013404,3.175473733644112,0.34500489581405075,0.3693897185309192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,8,243.74670722968202,free_1_stop_probability_growth_Semantic_CMR,0.695476666630788,0.05253952639636228,0.5556115879166621,0.2529930277502557,0.25243089352058606,0.797191447184749,0.4468804572018432,4.087431208997695,81.19324092886293,0.016911921783655685,0.22349206297056415,0.20082354637886973,3.3046657833040345,0.010536972639616652,0.5563162755450918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,267.4053023472951,free_1_stop_probability_growth_Semantic_CMR,0.6523012936503861,0.09689127863114012,0.6018659681672097,0.419239731336627,0.9294906086624166,0.4731319994672908,0.6119233587355472,14.127160542532296,30.69141359770697,0.003976121178023535,0.4922292280173764,0.26030754136624346,2.4319498901513774,0.257291848287141,2.8029125170624023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,8,262.5176837276384,free_1_stop_probability_growth_Semantic_CMR,0.5172825418615443,0.3586893017801562,0.1207255716762527,0.9841400835497895,0.41337751759948665,0.7373512842101716,0.8074172397956191,0.11254185767415947,28.276133502775092,0.017997022747774538,0.2372075071707851,0.16060665076110858,5.96820366077929,0.47043010171610095,0.6534287077655412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8,298.20387450249007,free_1_stop_probability_growth_Semantic_CMR,0.5496006230095627,0.026104353600545527,0.6805500558565626,0.2856758025235543,0.1449362550026227,0.7857151445851985,0.9509994462670663,15.366118800420907,17.192023977758197,0.0032119119564846255,0.3905684147264079,0.3499795394282428,2.948987162280874,0.22113505313283133,0.7371494361644784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,289.34567107485645,free_1_stop_probability_growth_Semantic_CMR,0.9922102198541028,0.27672807770132435,0.11207602797489491,0.06100530002522092,0.14399698943383255,0.7659868913832028,0.6375988053254835,53.258747944340215,5.71788850693121,0.019441610425427858,0.19245559799238254,0.16270930130197137,1.612275882182142,0.7397393882746227,5.31468932663846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,197.9290226987698,free_1_stop_probability_growth_Semantic_CMR,0.8605608218818857,0.03020743824162553,0.5807038297088355,0.35415602146654057,0.5870598682793382,0.40810739847733496,0.43256761748863076,29.342235049078777,27.69187469032957,0.004666072814768362,0.7173904558649269,0.4515420125345887,2.96710484056289,0.015063854970140143,0.832277672735804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,181.12106518474988,free_1_stop_probability_growth_Semantic_CMR,0.8450717307132498,0.009068762509564787,0.03843928436989963,0.551685177488252,0.0298091402183151,0.7243757159549513,0.6347883564779684,9.070221881564123,26.889684816212956,0.009992606229029255,0.6693674410849706,0.3461430884417034,1.4194636647226657,0.04047060600737118,0.6044732756428735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,254.44702079162118,free_1_stop_probability_growth_Semantic_CMR,0.1677593873379139,0.7100242624210417,0.3903035730596775,0.84851042974084,0.8837730863389536,0.22170657141995856,0.5836247189148266,0.2322656845770643,0.5861188842153469,0.009765825956032802,0.4503944130371393,0.22072588347909028,3.732867280194333,0.19124280480444678,2.136002152392235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,287.349385190155,free_1_stop_probability_growth_Semantic_CMR,0.7406838367866994,0.04975656412211802,0.5679633025587283,0.41541187400657525,0.10911445488166098,0.4860948131041947,0.3120474593051731,1.4922548801234532,74.9139187735676,0.0018733728613710935,0.4946998465005768,0.3199356283811503,3.095576855323162,0.3203180077983248,2.121315479030116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,336.4099624599227,free_1_stop_probability_growth_Semantic_CMR,0.7546764725182369,0.4279880203088056,0.9376325720855558,0.8438105805882715,0.7160323797491519,0.5089235545627631,0.948282299306112,2.5396045042106303,62.92732529960962,0.0012055670868820147,0.34512866297055483,0.27543433548440205,9.266456041526181,0.3798473206858137,0.8008742386972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,263.0829143960626,free_1_stop_probability_growth_Semantic_CMR,0.6509445216960703,0.4705040250502785,0.49534832891879593,0.5961111746565423,0.14164365908625226,0.4483703239300689,0.09971358643461986,77.63982222753329,0.027036953396411434,0.012325505742709186,0.23498703861134462,0.14005558561042086,3.341488487390273,0.6665717608384202,8.61014638433157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,249.59810486084626,free_1_stop_probability_growth_Semantic_CMR,0.8279432305407946,0.14597410522394866,0.2576674446731868,0.9455856883764997,0.38116862317175876,0.9554056730036795,0.3069232614526227,1.866406557409114,38.90253676540145,0.007480749296212619,0.29677412461674635,0.24082208244679926,4.646734664202841,0.13536476052015617,0.298828965436579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.05797840456376,free_1_stop_probability_growth_Semantic_CMR,0.6010002349370782,0.14264293844817638,0.5776420125571371,0.8745604166490848,0.7568129773698481,0.7658339265099477,0.41508650461449564,14.278784476074527,2.6087749393755146,0.007827469133600995,0.31399328074728317,0.2947310976379809,3.831517148624502,0.2139130005680674,1.9523611374348282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,271.89605051138875,free_1_stop_probability_growth_Semantic_CMR,0.3487609245061935,0.040225102992181294,0.06648033493237021,0.31933459164017275,0.2739580812550867,0.806736817257264,0.27806652873164983,2.388097171346736,31.672918214404984,0.0010822720630400129,0.4380053789580849,0.5348736538381083,2.541928677321593,0.6826980081617889,2.1259703453013628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.35581535288324,free_1_stop_probability_growth_Semantic_CMR,0.5530653602551373,0.03953114004641356,0.19217506430297449,0.29272525672374217,0.036657057825244976,0.6844604074021663,0.4273204686583961,2.674838626702048,62.598417782736064,0.009817690183153482,0.37155633718782966,0.33605352992165116,1.7612828213936438,0.008193449031014044,0.35937582177705263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,310.5937038979274,free_1_stop_probability_growth_Semantic_CMR,0.5997307945674173,0.2902030618525694,0.6072495299654666,0.8301307915191345,0.6069671818409441,0.7470856002761374,0.5047947159017447,0.32049566360077364,39.70899693040498,0.002773850500762287,0.3751333531007397,0.2872981716050358,8.82971872634246,0.8732802505308492,0.8606225225451825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,208.0413771105168,free_1_stop_probability_growth_Semantic_CMR,0.5391959307203149,0.1525480069364425,0.35598210129192276,0.7424903669940429,0.005176872430992963,0.4146807231428486,0.27483073605420916,0.7034069796094897,67.46302420510918,0.008069794082878945,0.5248053928026248,0.43066868438320327,0.6186422710744619,0.17636671990416092,5.494896992187971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,279.15716792485125,free_1_stop_probability_growth_Semantic_CMR,0.5451627382681353,0.7035244645625446,0.5741038565730299,0.8554370898809842,0.7855941037344969,0.47157952471133263,0.08584995389601292,22.290892557023913,0.4604424665046944,0.005752273586497577,0.3487955486356127,0.28426827918704445,1.6650523197186433,0.8628952773403314,5.112835837901873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.5049212203923,free_1_stop_probability_growth_Semantic_CMR,0.6718552195158509,0.24560490425275278,0.22711259540404116,0.6055338977340514,0.9987795560305343,0.8097793311035709,0.6153149290484234,14.50540545398868,77.45526878480368,0.0023492503521022057,0.5541474679731904,0.5380172152576801,2.3790447826861545,0.7480014197062768,5.215327215095746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,355.6089820878349,free_1_stop_probability_growth_Semantic_CMR,0.5730404102507592,0.40900139881881553,0.04862510638516265,0.9867324241139632,0.9126913983844323,0.4899617754377771,0.18978897089169822,0.9776460090524282,95.98773311974819,0.00019000155231713167,0.4470446892946969,0.3912344352271804,7.423918267048519,0.11520250304986906,0.5969655678656496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.3103444509951,free_1_stop_probability_growth_Semantic_CMR,0.8458147531006026,0.7625636962148523,0.8185925678103001,0.8832508589433876,0.0771026492252348,0.44144010474113027,0.6624733438029643,0.05422987111776223,82.23963271813082,0.008243369613244733,0.22900422615402594,0.2310624306189144,2.7537330692575934,0.6204876692932801,0.14536454809991817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,221.16434976373966,free_1_stop_probability_growth_Semantic_CMR,0.8502145756345318,0.35651878266613485,0.03550118791316981,0.9898245715377568,0.9081812451574232,0.029663640729090668,0.08711297691130149,5.275268077330928,0.7779038342036628,0.02633756053473041,0.19992724079533275,0.14004288979760915,6.928000703540917,0.41168852917484583,1.1203630380082306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,212.85940138758468,free_1_stop_probability_growth_Semantic_CMR,0.6091467369421327,0.033964796722136814,0.6212279441359516,0.2747570558365876,0.019598521002151648,0.6516311018438228,0.5829575250659589,8.21131448113421,83.10700175311432,0.011089401520358755,0.4734984812434231,0.23762481954302128,2.2245043610582362,0.07517910889539597,0.8397500164479279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,116.11569482510745,free_1_stop_probability_growth_Semantic_CMR,0.5021836457273854,0.07718485664563626,0.9980518764524251,0.01585783332514126,0.18019234266912293,0.9545455250695394,0.9527100513153579,2.287119854894687,67.23277796260182,0.02861128426974448,0.5094884767875305,0.5048335340222354,4.494069888600139,0.3511065832223647,0.21964309788701125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.9346554694311,free_1_stop_probability_growth_Semantic_CMR,0.7228740692980482,0.44478422221055525,0.8447782479161394,0.8006347344165708,0.31826165610111434,0.9392568930571188,0.9712280465206997,2.3276445598471085,83.75819636852175,0.008766815663901528,0.37077681691046127,0.383837806672231,3.2847707897795866,0.47099287499003706,0.8686098704984246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,299.04617116128657,free_1_stop_probability_growth_Semantic_CMR,0.8367217512312692,0.018920465266627495,0.08720382981935781,0.7174241321600383,0.7151837289184088,0.9003999600812471,0.8266367453628427,9.038127621646986,88.87274615739952,0.0011960978048025095,0.3883713994489124,0.3939983402810201,6.913978230821046,0.019384018006511516,0.41199907251147305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,305.1428617495065,free_1_stop_probability_growth_Semantic_CMR,0.7278364927391394,0.19432598033315673,0.3297431400446639,0.7097307683536723,0.01760852769800131,0.6029059213648819,0.60917119178258,5.421390226490274,58.00652623347937,0.01843446151876471,0.2622667932219773,0.09157449374740612,2.050202142338069,0.06767556042032746,0.17235311703145406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.44032316322537,free_1_stop_probability_growth_Semantic_CMR,0.6577858077234277,0.12715426327821933,0.13794398382537915,0.9647982845348656,0.03230584654960711,0.766036639612991,0.47898591918036704,1.3445635096504773,27.900231585837567,0.022433547691858513,0.3338340648049831,0.1967385863510991,2.0517140162064065,0.11529719220598339,0.3094627832928518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,180.35297981461974,free_1_stop_probability_growth_Semantic_CMR,0.9849888761256105,0.11368482199200769,0.062339370408029116,0.6834936075311927,0.06667611480298558,0.5976043440568877,0.7774539207755202,5.561978486685128,28.385136036831703,0.004818106874385997,0.747182801430708,0.3945111307620772,2.15191938655488,0.21392592205416505,0.410128738314115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,304.2317014498163,free_1_stop_probability_growth_Semantic_CMR,0.6743257745998797,0.6879766983598053,0.9523771428603466,0.8734862407772246,0.8418736860606078,0.2258652951861016,0.9581855992349825,0.2803212615966899,44.38567591440913,0.006638904826306469,0.29327084357776556,0.2857339615622214,7.602963089973354,0.0970238143060792,0.5375053659621871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,276.87588986837966,free_1_stop_probability_growth_Semantic_CMR,0.48770664935133673,0.21630743064197633,0.4808412086888846,0.9850663390320674,0.36970616998386346,0.48217249605751594,0.7415665894233954,0.8189649798712324,49.193456745626094,0.016194717202570208,0.33238317360509395,0.17140003901026013,2.800485066718249,0.0656016928481658,1.3163767756949718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,263.1017434059247,free_1_stop_probability_growth_Semantic_CMR,0.7924369792662884,0.03829671115566924,0.7548579610004154,0.47020030276395763,0.791812759924512,0.5719283916845221,0.6457926422442495,25.651273940582286,59.21565304987308,0.0026704010394070776,0.47784494330268057,0.35048440111993795,1.977319955002208,0.21168391096439765,0.6727407158477057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,262.5570730337127,free_1_stop_probability_growth_Semantic_CMR,0.7909668633645575,0.2889878420601334,0.988718304305871,0.3998546388697429,0.7775901435042775,0.506287645541118,0.6370882460956864,5.501132457246278,24.11577519886527,0.006274173001899419,0.21242245570064,0.343459774109645,7.057320287713173,0.07092116105408153,0.5771377160305509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,217.57863776760206,free_1_stop_probability_growth_Semantic_CMR,0.4407010206731311,0.17392161444361803,0.9303892255995412,0.10668082778658294,0.8680556352889257,0.7555396373514567,0.6184791311727758,0.9851907411767371,25.376842527178134,0.0302514429375193,0.3263061606859079,0.20825627455546147,9.540213322275552,0.4604328977375923,0.4706469175826893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,316.41713167185065,free_1_stop_probability_growth_Semantic_CMR,0.8401681280618226,0.14161992799681572,0.6812735786557395,0.9645752195976767,0.0884486740172328,0.20132613506023217,0.7646775518841465,23.621503368411247,71.75735604316822,0.0050189698037492545,0.4328767607413257,0.23307732415300303,2.1158242577627484,0.18383367343321552,0.6433592566565559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,274.4744629732022,free_1_stop_probability_growth_Semantic_CMR,0.7059409410851591,0.22319556024332227,0.4909499633378099,0.42246921383450287,0.7466371281142562,0.9152085885171909,0.003533750090762808,29.82635345549675,0.6259534533876793,0.0014054395519779504,0.515973575912402,0.3805655648951292,2.1775746574920065,0.2680542303439411,5.01180157456375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,253.00115264739577,free_1_stop_probability_growth_Semantic_CMR,0.9985818391785136,0.5776048112321296,0.5991763878296581,0.4609118998782904,0.12853331034890064,0.6261484080712758,0.7868206144530613,2.9033348889152677,15.769374174343142,0.02443003022688023,0.18758039905389623,0.24808450595165343,1.0966534286230805,0.05922724857374362,7.614578862673239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.0098558362817,free_1_stop_probability_growth_Semantic_CMR,0.9654209521157726,0.04458007672196518,0.17230169589257277,0.8779536108723147,0.1937587799553927,0.7584693332334913,0.27191747051383564,9.040627987453071,76.87518590032425,0.011134042337638206,0.4054190374004527,0.2169094873290911,1.8280765069422058,0.28941157961179964,4.243589217025658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,278.2693107935607,free_1_stop_probability_growth_Semantic_CMR,0.5020934877883483,0.8665967037698665,0.8828274547475321,0.9650764608403407,0.5907232637424105,0.5352913738674447,0.4226288692383835,5.1432317556752025,0.6191820877993877,0.008797454176140196,0.39421621539046736,0.22421533516596348,4.095991576307062,0.3970665978278483,0.6743968911215168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,241.04184371176572,free_1_stop_probability_growth_Semantic_CMR,0.6325544871642685,0.4273146508685206,0.9895485151206657,0.9434542508837638,0.0279156428806856,0.015999854461181684,0.6623094065602652,3.1253243986336443,55.65059943970718,0.023283971127974368,0.26941549213902594,0.16132555785025637,2.5989373956536226,0.752000199045788,0.23952744934946324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,285.7308721836716,free_1_stop_probability_growth_Semantic_CMR,0.5466066750923639,0.0343333677678982,0.6540131370498636,0.2480678872298164,0.006454472195420495,0.4746086303540929,0.6857225886231663,0.153905609101338,21.98212903206669,0.0035744496780583173,0.3625700097291121,0.32135626115845556,1.4500271488244942,0.03208120533415423,0.5506170662099261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.39649940314146,free_1_stop_probability_growth_Semantic_CMR,0.9415986955055705,0.18773458300808543,0.8212645712863287,0.9181579170653631,0.42225215519844406,0.519954557999722,0.7776493969842994,39.93124094779786,41.76572879927658,0.0017012784024338368,0.6148916069658288,0.6650018987212745,0.9371013060333624,0.7843488943436131,6.071018050024449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.69194280822103,free_1_stop_probability_growth_Semantic_CMR,0.6883515046744755,0.0007835209621672723,0.6619581067765267,0.6273906036513188,0.08402021218130756,0.8820333258774247,0.7802502483237194,4.915949717256865,20.416030415183705,0.0063330875764858185,0.3623521128971081,0.4296405723989123,2.6520419871849157,0.04926230561836259,1.1536753527407297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,301.6316965449626,free_1_stop_probability_growth_Semantic_CMR,0.728463470438398,0.10120638215550343,0.33298084171691933,0.4829684429172265,0.8482146050448591,0.46036879195407104,0.6407148598176464,5.091283626496548,0.26088528620788765,0.009956922434742499,0.20970460432828286,0.19557839331244775,9.398477675473568,0.1282717664240261,1.1223063032033105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,238.04079573023185,free_1_stop_probability_growth_Semantic_CMR,0.6120207249043137,0.026905213496365488,0.1875310530896479,0.7657409082209119,0.04620080320302439,0.8262205576777388,0.7482731475499692,2.4882852124126202,47.32251711926269,0.029681969984845957,0.20727448213777766,0.1513924630865846,2.664585207880844,0.3245880745909645,0.8244609733369197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,254.46212620813156,free_1_stop_probability_growth_Semantic_CMR,0.4402492499608457,0.16987001509559485,0.26690405006812434,0.5782678050005453,0.11591984609608968,0.3034308525045286,0.7602274222627821,0.7904701931942526,22.092036906557194,0.0022848632369068533,0.568710383374043,0.43246282367218836,3.7007645820986546,0.3538439429663942,0.6921379394931684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.376470720921,free_1_stop_probability_growth_Semantic_CMR,0.767068596349921,0.020032904038331745,0.13087033876231807,0.9555809863780713,0.2513403731083298,0.1614318762800811,0.595913486756558,6.942008496962082,37.57242689446991,0.02057074858849184,0.3728417179835217,0.27198579352379326,3.169857340820981,0.3664436932344596,0.26250111438760904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
