subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,1_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
56,8,276.484636576754,free_1_shared_support_Semantic_CMR,0.8441270554860767,0.0002483276829666944,0.6678448791335242,0.7668230703863183,0.29839142685039993,0.6115883825513416,0.9009177602863135,0.36860826445780837,19.187819646147688,2.7324673042601026,0.004257307722984289,0.350255036691254,2.669207259791677,0.4261321510674513,1.305977833973445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.68554593482466,free_1_shared_support_Semantic_CMR,0.9244739641061431,0.018251630735460544,0.748131821356307,0.8271078160597263,0.7055764029737973,0.08681927896043541,0.5201070730438382,0.5217597490189774,2.642145148276593,79.38476392029757,0.017301025522930776,0.2474107765643189,1.49583211688862,0.050595557356529826,2.082005978471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,263.10796945344646,free_1_shared_support_Semantic_CMR,0.6718052626234559,0.2593220226343212,0.15338109629779656,0.6765051583285884,0.27860830704068285,0.283488109991739,0.5243957259178227,0.06622754750922849,10.355919646291639,67.7275658200806,0.021943715479385173,0.20325773395391522,1.8881863923434667,0.28866158853085133,8.159204606642106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,282.9702305376524,free_1_shared_support_Semantic_CMR,0.4549334314592442,0.7963601786112048,0.9545171510445043,0.9122102075426515,0.5061689498288059,0.7806534561604893,0.8534818456506361,0.1376184675704592,55.179084403163856,0.37864955723347293,0.014459115317501436,0.22475485535068884,2.042979522793471,0.4582858073698458,2.1912381078756216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,243.32795413853722,free_1_shared_support_Semantic_CMR,0.4460099565733434,0.20060054170413583,0.8772689629723743,0.8220980565088866,0.1970787721654014,0.15812310568196955,0.14470227319454335,0.5926780739789842,3.676811030272351,1.7877798001226834,0.04125734872181125,0.14299815459665988,6.152304002370171,0.5675083008853292,0.33359034546107497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,280.1744678854244,free_1_shared_support_Semantic_CMR,0.3149036214933312,0.14126484718981075,0.7660236374856872,0.529189833309027,0.29225999739896746,0.5811408440969867,0.3162202546305828,0.40503722848745,0.9643118654663212,45.88063036261601,0.008847139940419635,0.28884173709772565,8.874811450238752,0.24079266428102503,0.15657997647290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,218.869973234883,free_1_shared_support_Semantic_CMR,0.7158455502262064,0.5284027461054422,0.8092836224337857,0.8770641749935377,0.8588145119964585,0.08061989757660437,0.49006269108148726,0.8039423744000236,6.927224936862494,72.67010239587208,0.005509317305349093,0.4723793900018052,1.2594212470062702,0.32469338821351557,1.57765077172039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.29827680783802,free_1_shared_support_Semantic_CMR,0.8486817070772117,0.004063196060888563,0.6908214304366352,0.8398539001660297,0.09199215650513531,0.2236177958160368,0.7840424933985926,0.9996010237813938,13.029963757080253,92.25322847244709,0.005534040604861956,0.39491469384076083,2.313450733220498,0.06426475529386827,0.4425827290613924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,311.5415542798364,free_1_shared_support_Semantic_CMR,0.5559904283160975,0.5616361094845054,0.9355543522198264,0.8260055133447868,0.8086332023847831,0.20896158609970095,0.9958573206564434,0.9958521046937194,1.1356654244496411,84.2655554623797,0.0036251110136945597,0.264589148083183,5.286977934070988,0.05409152829538255,1.283192792468753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,240.0607195627261,free_1_shared_support_Semantic_CMR,0.5133593804131429,0.13332864821778823,0.10257249542682473,0.8004783058984041,0.07785811692619393,0.19157870398864496,0.7221648540832748,0.586558802362924,2.582775100894054,63.2370796357999,0.015275283195645473,0.23039034658878066,4.233881778090536,0.37294964098452293,0.8217705942923006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,255.75177167492546,free_1_shared_support_Semantic_CMR,0.44036284109126667,0.32082249130723484,0.2621743375676361,0.15158133447639893,0.3707623352137587,0.6801055611181587,0.40372856312637356,0.73570363333802,0.7151100956034995,65.76499646395924,0.004749131058929046,0.3696766550425865,8.779639739965083,0.8373549324364953,0.5834334545293913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
