subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,1_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
68,8,193.33958722251504,free_1_shared_support_Semantic_CMR,0.7281068354481237,0.27114804160080297,0.05578430415542002,0.9076553477729876,0.7394714973165236,0.3284634011093247,0.17810412509519336,0.3328110918952967,4.875079912246257,64.05277169204511,0.022681843830610338,0.24436432078540804,4.6242264060993925,0.1683728618931919,0.2417700393313842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,194.146045503879,free_1_shared_support_Semantic_CMR,0.7953353083701412,0.0382262761825406,0.13420707984475383,0.5924097916986053,0.145145570976558,0.03784500995085838,0.4573900297495539,0.7359769938009108,2.863542751532897,18.761821242836717,0.005009300274632755,0.5667129285935619,1.8325608109487632,0.18801904149783893,3.265170461585045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,348.87585938864834,free_1_shared_support_Semantic_CMR,0.7946669672368895,0.31366608742854196,0.7454140269719345,0.9932542977474296,0.5346774987754789,0.5609174233844041,0.23563902877644105,0.7099926610363392,1.3376595106857536,60.77914048449742,0.0036144987006164753,0.2907303157561012,4.811789808812916,0.1933628046178092,0.851455589949575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,249.85460021122657,free_1_shared_support_Semantic_CMR,0.968357140689052,0.018150234220138516,0.32312471784178226,0.8521921580435936,0.3503483297648836,0.4833524860835299,0.021092762374770514,0.664227483970642,1.4161893708478681,68.26508651995697,0.013645322616210352,0.22237707935875745,4.067551607006366,0.3690051251461554,2.0055090095219765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.2739113544223,free_1_shared_support_Semantic_CMR,0.47703509410121797,0.10659951974379911,0.46929321196165574,0.7601749718793408,0.695663411721681,0.56925126227813,0.9126975957563412,0.8913534690086324,3.770545734782651,46.260527070308314,0.0032080833306865064,0.3331119094193955,7.7599634234401496,0.3963630165876613,1.650112233809291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.51543639516274,free_1_shared_support_Semantic_CMR,0.99651950117576,0.45559016203186475,0.7203044891224342,0.22250517621820798,0.35241023215850287,0.4282929338110295,0.5753479011014468,0.4777783878926023,6.224104642815924,94.0033565411513,0.056326637039085525,0.14290706771721062,2.265075296967601,0.11262004906152989,1.2919935789770687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,219.38396835594602,free_1_shared_support_Semantic_CMR,0.8516619980883688,0.25411420775929167,0.46132234092262464,0.6674270160289568,0.02209575616388859,0.23176509236991683,0.833272044627946,0.8858086355379238,4.440911239302551,8.61123998521586,0.0027650109798400546,0.514742199949275,1.5692765108692375,0.05562392154285073,0.842785949136152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,245.0802423785485,free_1_shared_support_Semantic_CMR,0.9982760972849082,0.2633907207216606,0.9499108547352001,0.27162245407274077,0.3417843030485956,0.6338624071097078,0.8257275442938823,0.7519024303164865,0.7765844222905695,56.36981464443043,0.01627086318813214,0.24932364342782656,4.4336176854119715,0.4077758794160507,0.24050406528712454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,272.40810450355866,free_1_shared_support_Semantic_CMR,0.6325647916186634,0.8207641163080592,0.7088771469196278,0.8230537221942991,0.4004638155691559,0.4072074921696763,0.32896244329362145,0.4266961320163811,0.29809032621555787,76.88569139205931,0.008456231807507375,0.20521013255366505,6.689110375055297,0.21228284061610142,0.3835108458678773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,332.58673342000475,free_1_shared_support_Semantic_CMR,0.7055782219906017,0.8438212814947255,0.17165452182717206,0.9748338561238973,0.41811147172591256,0.6107901595112966,0.6727824660993924,0.4373697074968499,0.11069624793449151,35.88923592540043,0.0026495938650537565,0.2419055714872096,9.387931981797902,0.13340898856627265,0.49949480763009735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,319.3850757499017,free_1_shared_support_Semantic_CMR,0.7301532669479399,0.39425695367427815,0.6429252608157088,0.6347073409817656,0.936001514847383,0.6638278212278536,0.9163640758577176,0.2671714117199169,1.2270327874513072,48.45025350999429,0.0010288049421939283,0.38754269104380157,8.106288185487575,0.07255245240735536,0.18690872745749143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,251.51250895969707,free_1_shared_support_Semantic_CMR,0.5229788764491824,0.10508802370118225,0.018007845157594272,0.8774921608712801,0.02603386844163981,0.09312823346084066,0.6668242509643545,0.19104060470285747,1.8585080565431604,84.57235394669596,0.0279474454002656,0.16605507964693977,2.347465310673109,0.1601536459139071,0.5553782230431235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,341.4583344931117,free_1_shared_support_Semantic_CMR,0.6623851292847047,0.011712361674847793,0.32969938323279824,0.45839987836009444,0.6850095922960283,0.5934983204814905,0.4856060370062277,0.8608785458740169,20.49315156713024,15.086662762501568,0.0006713476332256829,0.3950175494235406,4.232248694511436,0.23012596804795227,5.374352065646865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,280.0597721366952,free_1_shared_support_Semantic_CMR,0.747157278772363,0.2100783091989406,0.8876254285116405,0.6915654368857428,0.22901599768339403,0.44574301601770194,0.7857579612286835,0.4476096594986189,7.930878738336666,23.28080660699179,0.006019842533779185,0.34923131592337775,2.7214711342846925,0.4778001999320008,1.8526391568418497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,295.14992388748885,free_1_shared_support_Semantic_CMR,0.6405235442348114,0.7436813636348186,0.4958948661977915,0.6138661046842775,0.22611159060400338,0.036792784682721846,0.39900377616304733,0.521618632032943,0.6807062410100215,37.35248571864776,0.0002469519144700505,0.5174723121747347,5.0031744915169165,0.2808533222673214,0.45718085565739486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,246.0285913908632,free_1_shared_support_Semantic_CMR,0.6235531777786167,0.05717492960562739,0.23042483334220576,0.8781047323931505,0.41561298653622736,0.8848699298769214,0.43174162644092806,0.6072250436314536,1.4037624079214666,88.03282252057272,0.00855754966696242,0.2596424938866126,8.052280844594517,0.06860768043643473,0.6315217453738055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.91884890838097,free_1_shared_support_Semantic_CMR,0.31824388904491174,0.067012283498393,0.8307568801985532,0.640289407048112,0.14278510804421712,0.35385630861687517,0.9626447067883688,0.42506698537657106,1.8301564560767076,2.6962142829890965,0.029937813539851033,0.2256962551219477,6.887114685522454,0.15254583916858172,0.17063658466345633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.87685018125694,free_1_shared_support_Semantic_CMR,0.41022711757880426,0.01445372300917619,0.10434434988298708,0.28978260333098504,0.10937562389161837,0.1748741210205687,0.238090032902401,0.18364528766702737,2.9548490997965686,44.15535243847127,0.006911050749856262,0.2814770754204403,4.32747623786668,0.3789765820846372,1.0176196769093462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,306.5052695407089,free_1_shared_support_Semantic_CMR,0.8085757292470057,0.5170418050201663,0.9552539480811616,0.8568489778069892,0.621687430519839,0.41628903052527366,0.930204213176036,0.31964743619266067,7.948778863002829,27.961969322873774,0.019325288874401547,0.16427848878284834,2.821960745154356,0.702774847366985,1.4779219782520823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,354.1708464798875,free_1_shared_support_Semantic_CMR,0.7175309208849125,0.19844213212011066,0.9774451055382161,0.7533228242924991,0.5996924873897104,0.46859673879836505,0.18633477439275997,0.8746726407684079,2.0670735232245554,86.80992953053051,0.011458283936797991,0.1522702660031892,6.064577447295091,0.1370900922769119,0.3981599986288148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,324.2755517571435,free_1_shared_support_Semantic_CMR,0.6485169055573824,0.4780218390385234,0.5698452241055274,0.9263471431223849,0.9283273209652553,0.974202287860872,0.30000169607662125,0.5449391017158103,3.328581624405265,61.20053251910104,0.004913024411640335,0.24784444551314416,7.014527216915504,0.28540943882271014,0.8099546073301322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.40271800993452,free_1_shared_support_Semantic_CMR,0.8328279422851772,0.14878785693595578,0.600757505632422,0.576948030964999,0.22041109189618638,0.189989341640191,0.47354797139456806,0.5414234694849513,0.4562403399755779,56.11567992024153,0.01703196936982851,0.2370856991251611,2.4178437446363863,0.03662191963094926,1.5360281111707554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,201.08079818841483,free_1_shared_support_Semantic_CMR,0.8902441220184765,0.04309560042219035,0.6418872493322252,0.26895457747940615,0.8434949591102137,0.28876742494115804,0.7965319440978554,0.9227284419431026,0.08918600847470515,56.81755111637001,0.009704694438205375,0.35242308008703294,4.854756467383941,0.0037513912096273083,0.3705139174752663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,262.27946730854194,free_1_shared_support_Semantic_CMR,0.6222474925568784,0.1872858721542376,0.055154663236070434,0.8604110036059476,0.004297106545409823,0.16931327829748294,0.2506249486115346,0.7428161807045258,10.603050057675702,68.60723443115822,0.03257287036254897,0.2227269420944067,1.9291445119942567,0.05664032126731977,1.32394661184133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.07813497406372,free_1_shared_support_Semantic_CMR,0.5532630127879389,0.0036288628786649846,0.29253804578387343,0.6744403197081963,0.9788028547494683,0.2738834456712983,0.7897868797550817,0.43208435037632076,10.656129396867826,56.90031695305291,0.02330055824152083,0.47020830850501216,2.56017923243756,0.4932479560809773,0.7752596123348034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,302.01880705872156,free_1_shared_support_Semantic_CMR,0.8835186388617963,0.09219442651529489,0.3227834456625516,0.7612035626331534,0.7268474692442648,0.857327399548053,0.7879963289496499,0.6759710203440573,18.844518913032722,1.3633751304333548,0.004419891839778541,0.27870844907786335,6.175494011504883,0.1567052298978079,1.0343685634259523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,263.09124977896664,free_1_shared_support_Semantic_CMR,0.47131722815154414,0.4914703443583901,0.7860704438887023,0.09097667648610268,0.2724133834491583,0.4135189465622579,0.17246724772130478,0.7135952347627864,0.7409978267753582,28.614025070493224,0.006789833195169534,0.2896026192478512,5.320497246801674,0.5622307366005229,1.908929157528349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
