subject,list,item,input,output,study,recall,repeat,intrusion,first_input,prior_list,prior_input,list_length
88,6,57,58,,True,False,0,False,58,,,60
88,6,58,59,14.0,True,True,0,False,59,,,60
88,6,59,60,,True,False,0,False,60,,,60
88,7,0,1,,True,False,0,False,1,,,60
88,7,1,2,,True,False,0,False,2,,,60
88,7,2,3,,True,False,0,False,3,,,60
88,7,3,4,,True,False,0,False,4,,,60
88,7,4,5,1.0,True,True,0,False,5,,,60
88,7,5,6,,True,False,0,False,6,,,60
88,7,6,7,,True,False,0,False,7,,,60
88,7,7,8,,True,False,0,False,8,,,60
88,7,8,9,,True,False,0,False,9,,,60
88,7,9,10,,True,False,0,False,10,,,60
88,7,10,11,,True,False,0,False,11,,,60
88,7,11,12,,True,False,0,False,12,,,60
88,7,12,13,,True,False,0,False,13,,,60
88,7,13,14,3.0,True,True,0,False,14,,,60
88,7,14,15,,True,False,0,False,15,,,60
88,7,15,16,,True,False,0,False,16,,,60
88,7,16,17,,True,False,0,False,17,,,60
88,7,17,18,,True,False,0,False,18,,,60
88,7,18,19,,True,False,0,False,19,,,60
88,7,19,20,,True,False,0,False,20,,,60
88,7,20,21,,True,False,0,False,21,,,60
88,7,21,22,,True,False,0,False,22,,,60
88,7,22,23,4.0,True,True,0,False,23,,,60
88,7,23,24,,True,False,0,False,24,,,60
88,7,24,25,,True,False,0,False,25,,,60
88,7,25,26,,True,False,0,False,26,,,60
88,7,26,27,,True,False,0,False,27,,,60
88,7,27,28,,True,False,0,False,28,,,60
88,7,28,29,,True,False,0,False,29,,,60
88,7,29,30,,True,False,0,False,30,,,60
88,7,30,31,,True,False,0,False,31,,,60
88,7,31,32,,True,False,0,False,32,,,60
88,7,32,33,,True,False,0,False,33,,,60
88,7,33,34,,True,False,0,False,34,,,60
88,7,34,35,,True,False,0,False,35,,,60
88,7,35,36,,True,False,0,False,36,,,60
88,7,36,37,,True,False,0,False,37,,,60
88,7,37,38,,True,False,0,False,38,,,60
88,7,38,39,8.0,True,True,0,False,39,,,60
88,7,39,40,,True,False,0,False,40,,,60
88,7,40,41,5.0,True,True,0,False,41,,,60
88,7,41,42,,True,False,0,False,42,,,60
88,7,42,43,,True,False,0,False,43,,,60
88,7,43,44,,True,False,0,False,44,,,60
88,7,44,45,,True,False,0,False,45,,,60
88,7,45,46,10.0,True,True,0,False,46,,,60
88,7,46,47,,True,False,0,False,47,,,60
88,7,47,48,9.0,True,True,0,False,48,,,60
88,7,48,49,,True,False,0,False,49,,,60
88,7,49,50,,True,False,0,False,50,,,60
88,7,50,51,,True,False,0,False,51,,,60
88,7,51,52,2.0,True,True,0,False,52,,,60
88,7,52,53,,True,False,0,False,53,,,60
88,7,53,54,,True,False,0,False,54,,,60
88,7,54,55,6.0,True,True,0,False,55,,,60
88,7,55,56,,True,False,0,False,56,,,60
88,7,56,57,,True,False,0,False,57,,,60
88,7,57,58,,True,False,0,False,58,,,60
88,7,58,59,7.0,True,True,0,False,59,,,60
88,7,59,60,,True,False,0,False,60,,,60
88,8,0,1,,True,False,0,False,1,,,60
88,8,1,2,,True,False,0,False,2,,,60
88,8,2,3,,True,False,0,False,3,,,60
88,8,3,4,8.0,True,True,0,False,4,,,60
88,8,4,5,,True,False,0,False,5,,,60
88,8,5,6,,True,False,0,False,6,,,60
88,8,6,7,9.0,True,True,0,False,7,,,60
88,8,7,8,,True,False,0,False,8,,,60
88,8,8,9,,True,False,0,False,9,,,60
88,8,9,10,,True,False,0,False,10,,,60
88,8,10,11,,True,False,0,False,11,,,60
88,8,11,12,,True,False,0,False,12,,,60
88,8,12,13,,True,False,0,False,13,,,60
88,8,13,14,,True,False,0,False,14,,,60
88,8,14,15,,True,False,0,False,15,,,60
88,8,15,16,,True,False,0,False,16,,,60
88,8,16,17,,True,False,0,False,17,,,60
88,8,17,18,,True,False,0,False,18,,,60
88,8,18,19,5.0,True,True,0,False,19,,,60
88,8,19,20,,True,False,0,False,20,,,60
88,8,20,21,,True,False,0,False,21,,,60
88,8,21,22,,True,False,0,False,22,,,60
88,8,22,23,,True,False,0,False,23,,,60
88,8,23,24,,True,False,0,False,24,,,60
88,8,24,25,,True,False,0,False,25,,,60
88,8,25,26,,True,False,0,False,26,,,60
88,8,26,27,10.0,True,True,0,False,27,,,60
88,8,27,28,,True,False,0,False,28,,,60
88,8,28,29,3.0,True,True,0,False,29,,,60
88,8,29,30,,True,False,0,False,30,,,60
88,8,30,31,,True,False,0,False,31,,,60
88,8,31,32,6.0,True,True,0,False,32,,,60
88,8,32,33,7.0,True,True,0,False,33,,,60
88,8,33,34,2.0,True,True,0,False,34,,,60
88,8,34,35,,True,False,0,False,35,,,60
88,8,35,36,,True,False,0,False,36,,,60
88,8,36,37,,True,False,0,False,37,,,60
88,8,37,38,,True,False,0,False,38,,,60
88,8,38,39,,True,False,0,False,39,,,60
88,8,39,40,,True,False,0,False,40,,,60
88,8,40,41,1.0,True,True,0,False,41,,,60
88,8,41,42,,True,False,0,False,42,,,60
88,8,42,43,,True,False,0,False,43,,,60
88,8,43,44,,True,False,0,False,44,,,60
88,8,44,45,,True,False,0,False,45,,,60
88,8,45,46,4.0,True,True,0,False,46,,,60
88,8,46,47,,True,False,0,False,47,,,60
88,8,47,48,,True,False,0,False,48,,,60
88,8,48,49,,True,False,0,False,49,,,60
88,8,49,50,,True,False,0,False,50,,,60
88,8,50,51,,True,False,0,False,51,,,60
88,8,51,52,,True,False,0,False,52,,,60
88,8,52,53,,True,False,0,False,53,,,60
88,8,53,54,,True,False,0,False,54,,,60
88,8,54,55,,True,False,0,False,55,,,60
88,8,55,56,,True,False,0,False,56,,,60
88,8,56,57,,True,False,0,False,57,,,60
88,8,57,58,,True,False,0,False,58,,,60
88,8,58,59,,True,False,0,False,59,,,60
88,8,59,60,,True,False,0,False,60,,,60
88,9,0,1,,True,False,0,False,1,,,60
88,9,1,2,,True,False,0,False,2,,,60
88,9,2,3,,True,False,0,False,3,,,60
88,9,3,4,,True,False,0,False,4,,,60
88,9,4,5,,True,False,0,False,5,,,60
88,9,5,6,,True,False,0,False,6,,,60
88,9,6,7,,True,False,0,False,7,,,60
88,9,7,8,,True,False,0,False,8,,,60
88,9,8,9,,True,False,0,False,9,,,60
88,9,9,10,,True,False,0,False,10,,,60
88,9,10,11,,True,False,0,False,11,,,60
88,9,11,12,,True,False,0,False,12,,,60
88,9,12,13,,True,False,0,False,13,,,60
88,9,13,14,,True,False,0,False,14,,,60
88,9,14,15,,True,False,0,False,15,,,60
88,9,15,16,,True,False,0,False,16,,,60
88,9,16,17,1.0,True,True,0,False,17,,,60
88,9,17,18,2.0,True,True,0,False,18,,,60
88,9,18,19,,True,False,0,False,19,,,60
88,9,19,20,,True,False,0,False,20,,,60
88,9,20,21,,True,False,0,False,21,,,60
88,9,21,22,,True,False,0,False,22,,,60
88,9,22,23,,True,False,0,False,23,,,60
88,9,23,24,,True,False,0,False,24,,,60
88,9,24,25,,True,False,0,False,25,,,60
88,9,25,26,,True,False,0,False,26,,,60
88,9,26,27,,True,False,0,False,27,,,60
88,9,27,28,,True,False,0,False,28,,,60
88,9,28,29,,True,False,0,False,29,,,60
88,9,29,30,,True,False,0,False,30,,,60
88,9,30,31,4.0,True,True,0,False,31,,,60
88,9,31,32,,True,False,0,False,32,,,60
88,9,32,33,,True,False,0,False,33,,,60
88,9,33,34,5.0,True,True,0,False,34,,,60
88,9,34,35,10.0,True,True,0,False,35,,,60
88,9,35,36,9.0,True,True,0,False,36,,,60
88,9,36,37,,True,False,0,False,37,,,60
88,9,37,38,,True,False,0,False,38,,,60
88,9,38,39,,True,False,0,False,39,,,60
88,9,39,40,,True,False,0,False,40,,,60
88,9,40,41,,True,False,0,False,41,,,60
88,9,41,42,,True,False,0,False,42,,,60
88,9,42,43,,True,False,0,False,43,,,60
88,9,43,44,,True,False,0,False,44,,,60
88,9,44,45,,True,False,0,False,45,,,60
88,9,45,46,,True,False,0,False,46,,,60
88,9,46,47,11.0,True,True,0,False,47,,,60
88,9,47,48,,True,False,0,False,48,,,60
88,9,48,49,,True,False,0,False,49,,,60
88,9,49,50,8.0,True,True,0,False,50,,,60
88,9,50,51,,True,False,0,False,51,,,60
88,9,51,52,,True,False,0,False,52,,,60
88,9,52,53,,True,False,0,False,53,,,60
88,9,53,54,,True,False,0,False,54,,,60
88,9,54,55,,True,False,0,False,55,,,60
88,9,55,56,3.0,True,True,0,False,56,,,60
88,9,56,57,,True,False,0,False,57,,,60
88,9,57,58,6.0,True,True,0,False,58,,,60
88,9,58,59,,True,False,0,False,59,,,60
88,9,59,60,7.0,True,True,0,False,60,,,60
89,0,0,1,,True,False,0,False,1,,,60
89,0,1,2,,True,False,0,False,2,,,60
89,0,2,3,,True,False,0,False,3,,,60
89,0,3,4,,True,False,0,False,4,,,60
89,0,4,5,,True,False,0,False,5,,,60
89,0,5,6,13.0,True,True,0,False,6,,,60
89,0,6,7,,True,False,0,False,7,,,60
89,0,7,8,,True,False,0,False,8,,,60
89,0,8,9,,True,False,0,False,9,,,60
89,0,9,10,9.0,True,True,0,False,10,,,60
89,0,10,11,4.0,True,True,0,False,11,,,60
89,0,11,12,,True,False,0,False,12,,,60
89,0,12,13,,True,False,0,False,13,,,60
89,0,13,14,,True,False,0,False,14,,,60
89,0,14,15,,True,False,0,False,15,,,60
89,0,15,16,10.0,True,True,0,False,16,,,60
89,0,16,17,,True,False,0,False,17,,,60
89,0,17,18,,True,False,0,False,18,,,60
89,0,18,19,,True,False,0,False,19,,,60
89,0,19,20,,True,False,0,False,20,,,60
89,0,20,21,,True,False,0,False,21,,,60
89,0,21,22,,True,False,0,False,22,,,60
89,0,22,23,,True,False,0,False,23,,,60
89,0,23,24,2.0,True,True,0,False,24,,,60
89,0,24,25,11.0,True,True,0,False,25,,,60
89,0,25,26,3.0,True,True,0,False,26,,,60
89,0,26,27,,True,False,0,False,27,,,60
89,0,27,28,,True,False,0,False,28,,,60
89,0,28,29,,True,False,0,False,29,,,60
89,0,29,30,,True,False,0,False,30,,,60
89,0,30,31,5.0,True,True,0,False,31,,,60
89,0,31,32,,True,False,0,False,32,,,60
89,0,32,33,12.0,True,True,0,False,33,,,60
89,0,33,34,6.0,True,True,0,False,34,,,60
89,0,34,35,7.0,True,True,0,False,35,,,60
89,0,35,36,,True,False,0,False,36,,,60
89,0,36,37,,True,False,0,False,37,,,60
89,0,37,38,,True,False,0,False,38,,,60
89,0,38,39,,True,False,0,False,39,,,60
89,0,39,40,,True,False,0,False,40,,,60
89,0,40,41,,True,False,0,False,41,,,60
89,0,41,42,,True,False,0,False,42,,,60
89,0,42,43,1.0,True,True,0,False,43,,,60
89,0,43,44,,True,False,0,False,44,,,60
89,0,44,45,,True,False,0,False,45,,,60
89,0,45,46,,True,False,0,False,46,,,60
89,0,46,47,,True,False,0,False,47,,,60
89,0,47,48,,True,False,0,False,48,,,60
89,0,48,49,,True,False,0,False,49,,,60
89,0,49,50,,True,False,0,False,50,,,60
89,0,50,51,8.0,True,True,0,False,51,,,60
89,0,51,52,,True,False,0,False,52,,,60
89,0,52,53,,True,False,0,False,53,,,60
89,0,53,54,,True,False,0,False,54,,,60
89,0,54,55,,True,False,0,False,55,,,60
89,0,55,56,,True,False,0,False,56,,,60
89,0,56,57,,True,False,0,False,57,,,60
89,0,57,58,,True,False,0,False,58,,,60
89,0,58,59,,True,False,0,False,59,,,60
89,0,59,60,,True,False,0,False,60,,,60
89,1,0,1,,True,False,0,False,1,,,60
89,1,1,2,,True,False,0,False,2,,,60
89,1,2,3,,True,False,0,False,3,,,60
89,1,3,4,,True,False,0,False,4,,,60
89,1,4,5,5.0,True,True,0,False,5,,,60
89,1,5,6,,True,False,0,False,6,,,60
89,1,6,7,4.0,True,True,0,False,7,,,60
89,1,7,8,,True,False,0,False,8,,,60
89,1,8,9,,True,False,0,False,9,,,60
89,1,9,10,,True,False,0,False,10,,,60
89,1,10,11,,True,False,0,False,11,,,60
89,1,11,12,,True,False,0,False,12,,,60
89,1,12,13,,True,False,0,False,13,,,60
89,1,13,14,,True,False,0,False,14,,,60
89,1,14,15,,True,False,0,False,15,,,60
89,1,15,16,,True,False,0,False,16,,,60
89,1,16,17,,True,False,0,False,17,,,60
89,1,17,18,,True,False,0,False,18,,,60
89,1,18,19,2.0,True,True,0,False,19,,,60
89,1,19,20,,True,False,0,False,20,,,60
89,1,20,21,3.0,True,True,0,False,21,,,60
89,1,21,22,,True,False,0,False,22,,,60
89,1,22,23,,True,False,0,False,23,,,60
89,1,23,24,,True,False,0,False,24,,,60
89,1,24,25,,True,False,0,False,25,,,60
89,1,25,26,9.0,True,True,0,False,26,,,60
89,1,26,27,,True,False,0,False,27,,,60
89,1,27,28,,True,False,0,False,28,,,60
89,1,28,29,,True,False,0,False,29,,,60
89,1,29,30,,True,False,0,False,30,,,60
89,1,30,31,,True,False,0,False,31,,,60
89,1,31,32,,True,False,0,False,32,,,60
89,1,32,33,,True,False,0,False,33,,,60
89,1,33,34,,True,False,0,False,34,,,60
89,1,34,35,,True,False,0,False,35,,,60
89,1,35,36,,True,False,0,False,36,,,60
89,1,36,37,,True,False,0,False,37,,,60
89,1,37,38,,True,False,0,False,38,,,60
89,1,38,39,,True,False,0,False,39,,,60
89,1,39,40,,True,False,0,False,40,,,60
89,1,40,41,,True,False,0,False,41,,,60
89,1,41,42,,True,False,0,False,42,,,60
89,1,42,43,,True,False,0,False,43,,,60
89,1,43,44,,True,False,0,False,44,,,60
89,1,44,45,,True,False,0,False,45,,,60
89,1,45,46,,True,False,0,False,46,,,60
89,1,46,47,,True,False,0,False,47,,,60
89,1,47,48,,True,False,0,False,48,,,60
89,1,48,49,,True,False,0,False,49,,,60
89,1,49,50,,True,False,0,False,50,,,60
89,1,50,51,8.0,True,True,0,False,51,,,60
89,1,51,52,,True,False,0,False,52,,,60
89,1,52,53,,True,False,0,False,53,,,60
89,1,53,54,6.0,True,True,0,False,54,,,60
89,1,54,55,,True,False,0,False,55,,,60
89,1,55,56,,True,False,0,False,56,,,60
89,1,56,57,,True,False,0,False,57,,,60
89,1,57,58,7.0,True,True,0,False,58,,,60
89,1,58,59,,True,False,0,False,59,,,60
89,1,59,60,1.0,True,True,0,False,60,,,60
89,2,0,1,,True,False,0,False,1,,,60
89,2,1,2,3.0,True,True,0,False,2,,,60
89,2,2,3,,True,False,0,False,3,,,60
89,2,3,4,,True,False,0,False,4,,,60
89,2,4,5,,True,False,0,False,5,,,60
89,2,5,6,,True,False,0,False,6,,,60
89,2,6,7,,True,False,0,False,7,,,60
89,2,7,8,,True,False,0,False,8,,,60
89,2,8,9,,True,False,0,False,9,,,60
89,2,9,10,,True,False,0,False,10,,,60
89,2,10,11,,True,False,0,False,11,,,60
89,2,11,12,,True,False,0,False,12,,,60
89,2,12,13,,True,False,0,False,13,,,60
89,2,13,14,10.0,True,True,0,False,14,,,60
89,2,14,15,11.0,True,True,0,False,15,,,60
89,2,15,16,12.0,True,True,0,False,16,,,60
89,2,16,17,13.0,True,True,0,False,17,,,60
89,2,17,18,,True,False,0,False,18,,,60
89,2,18,19,,True,False,0,False,19,,,60
89,2,19,20,4.0,True,True,0,False,20,,,60
89,2,20,21,,True,False,0,False,21,,,60
89,2,21,22,7.0,True,True,0,False,22,,,60
89,2,22,23,8.0,True,True,0,False,23,,,60
89,2,23,24,,True,False,0,False,24,,,60
89,2,24,25,,True,False,0,False,25,,,60
89,2,25,26,,True,False,0,False,26,,,60
89,2,26,27,,True,False,0,False,27,,,60
89,2,27,28,,True,False,0,False,28,,,60
89,2,28,29,,True,False,0,False,29,,,60
89,2,29,30,,True,False,0,False,30,,,60
89,2,30,31,,True,False,0,False,31,,,60
89,2,31,32,,True,False,0,False,32,,,60
89,2,32,33,,True,False,0,False,33,,,60
89,2,33,34,,True,False,0,False,34,,,60
89,2,34,35,,True,False,0,False,35,,,60
89,2,35,36,,True,False,0,False,36,,,60
89,2,36,37,,True,False,0,False,37,,,60
89,2,37,38,,True,False,0,False,38,,,60
89,2,38,39,,True,False,0,False,39,,,60
89,2,39,40,,True,False,0,False,40,,,60
89,2,40,41,,True,False,0,False,41,,,60
89,2,41,42,5.0,True,True,0,False,42,,,60
89,2,42,43,,True,False,0,False,43,,,60
89,2,43,44,,True,False,0,False,44,,,60
89,2,44,45,,True,False,0,False,45,,,60
89,2,45,46,2.0,True,True,0,False,46,,,60
89,2,46,47,,True,False,0,False,47,,,60
89,2,47,48,,True,False,0,False,48,,,60
89,2,48,49,,True,False,0,False,49,,,60
89,2,49,50,,True,False,0,False,50,,,60
89,2,50,51,1.0,True,True,0,False,51,,,60
89,2,51,52,,True,False,0,False,52,,,60
89,2,52,53,6.0,True,True,0,False,53,,,60
89,2,53,54,,True,False,0,False,54,,,60
89,2,54,55,,True,False,0,False,55,,,60
89,2,55,56,,True,False,0,False,56,,,60
89,2,56,57,,True,False,0,False,57,,,60
89,2,57,58,9.0,True,True,0,False,58,,,60
89,2,58,59,,True,False,0,False,59,,,60
89,2,59,60,,True,False,0,False,60,,,60
89,3,0,1,,True,False,0,False,1,,,60
89,3,1,2,,True,False,0,False,2,,,60
89,3,2,3,,True,False,0,False,3,,,60
89,3,3,4,,True,False,0,False,4,,,60
89,3,4,5,,True,False,0,False,5,,,60
89,3,5,6,,True,False,0,False,6,,,60
89,3,6,7,11.0,True,True,0,False,7,,,60
89,3,7,8,,True,False,0,False,8,,,60
89,3,8,9,,True,False,0,False,9,,,60
89,3,9,10,10.0,True,True,0,False,10,,,60
89,3,10,11,,True,False,0,False,11,,,60
89,3,11,12,,True,False,0,False,12,,,60
89,3,12,13,8.0,True,True,0,False,13,,,60
89,3,13,14,,True,False,0,False,14,,,60
89,3,14,15,7.0,True,True,0,False,15,,,60
89,3,15,16,5.0,True,True,0,False,16,,,60
89,3,16,17,,True,False,0,False,17,,,60
89,3,17,18,9.0,True,True,0,False,18,,,60
89,3,18,19,6.0,True,True,0,False,19,,,60
89,3,19,20,,True,False,0,False,20,,,60
89,3,20,21,,True,False,0,False,21,,,60
89,3,21,22,,True,False,0,False,22,,,60
89,3,22,23,,True,False,0,False,23,,,60
89,3,23,24,,True,False,0,False,24,,,60
89,3,24,25,12.0,True,True,0,False,25,,,60
89,3,25,26,,True,False,0,False,26,,,60
89,3,26,27,,True,False,0,False,27,,,60
89,3,27,28,,True,False,0,False,28,,,60
89,3,28,29,,True,False,0,False,29,,,60
89,3,29,30,,True,False,0,False,30,,,60
89,3,30,31,4.0,True,True,0,False,31,,,60
89,3,31,32,,True,False,0,False,32,,,60
89,3,32,33,,True,False,0,False,33,,,60
89,3,33,34,,True,False,0,False,34,,,60
89,3,34,35,3.0,True,True,0,False,35,,,60
89,3,35,36,,True,False,0,False,36,,,60
89,3,36,37,,True,False,0,False,37,,,60
89,3,37,38,,True,False,0,False,38,,,60
89,3,38,39,,True,False,0,False,39,,,60
89,3,39,40,,True,False,0,False,40,,,60
89,3,40,41,1.0,True,True,0,False,41,,,60
89,3,41,42,2.0,True,True,0,False,42,,,60
89,3,42,43,,True,False,0,False,43,,,60
89,3,43,44,,True,False,0,False,44,,,60
89,3,44,45,,True,False,0,False,45,,,60
89,3,45,46,,True,False,0,False,46,,,60
89,3,46,47,,True,False,0,False,47,,,60
89,3,47,48,,True,False,0,False,48,,,60
89,3,48,49,,True,False,0,False,49,,,60
89,3,49,50,,True,False,0,False,50,,,60
89,3,50,51,,True,False,0,False,51,,,60
89,3,51,52,,True,False,0,False,52,,,60
89,3,52,53,,True,False,0,False,53,,,60
89,3,53,54,,True,False,0,False,54,,,60
89,3,54,55,,True,False,0,False,55,,,60
89,3,55,56,,True,False,0,False,56,,,60
89,3,56,57,,True,False,0,False,57,,,60
89,3,57,58,,True,False,0,False,58,,,60
89,3,58,59,,True,False,0,False,59,,,60
89,3,59,60,,True,False,0,False,60,,,60
89,4,0,1,,True,False,0,False,1,,,60
89,4,1,2,,True,False,0,False,2,,,60
89,4,2,3,,True,False,0,False,3,,,60
89,4,3,4,,True,False,0,False,4,,,60
89,4,4,5,,True,False,0,False,5,,,60
89,4,5,6,,True,False,0,False,6,,,60
89,4,6,7,,True,False,0,False,7,,,60
89,4,7,8,,True,False,0,False,8,,,60
89,4,8,9,,True,False,0,False,9,,,60
89,4,9,10,,True,False,0,False,10,,,60
89,4,10,11,,True,False,0,False,11,,,60
89,4,11,12,,True,False,0,False,12,,,60
89,4,12,13,,True,False,0,False,13,,,60
89,4,13,14,,True,False,0,False,14,,,60
89,4,14,15,10.0,True,True,0,False,15,,,60
89,4,15,16,11.0,True,True,0,False,16,,,60
89,4,16,17,,True,False,0,False,17,,,60
89,4,17,18,1.0,True,True,0,False,18,,,60
89,4,18,19,,True,False,0,False,19,,,60
89,4,19,20,,True,False,0,False,20,,,60
89,4,20,21,,True,False,0,False,21,,,60
89,4,21,22,,True,False,0,False,22,,,60
89,4,22,23,,True,False,0,False,23,,,60
89,4,23,24,2.0,True,True,0,False,24,,,60
89,4,24,25,,True,False,0,False,25,,,60
89,4,25,26,7.0,True,True,0,False,26,,,60
89,4,26,27,,True,False,0,False,27,,,60
89,4,27,28,,True,False,0,False,28,,,60
89,4,28,29,,True,False,0,False,29,,,60
89,4,29,30,,True,False,0,False,30,,,60
89,4,30,31,,True,False,0,False,31,,,60
89,4,31,32,,True,False,0,False,32,,,60
89,4,32,33,,True,False,0,False,33,,,60
89,4,33,34,,True,False,0,False,34,,,60
89,4,34,35,3.0,True,True,0,False,35,,,60
89,4,35,36,,True,False,0,False,36,,,60
89,4,36,37,,True,False,0,False,37,,,60
89,4,37,38,,True,False,0,False,38,,,60
89,4,38,39,,True,False,0,False,39,,,60
89,4,39,40,,True,False,0,False,40,,,60
89,4,40,41,,True,False,0,False,41,,,60
89,4,41,42,,True,False,0,False,42,,,60
89,4,42,43,5.0,True,True,0,False,43,,,60
89,4,43,44,,True,False,0,False,44,,,60
89,4,44,45,,True,False,0,False,45,,,60
89,4,45,46,,True,False,0,False,46,,,60
89,4,46,47,,True,False,0,False,47,,,60
89,4,47,48,6.0,True,True,0,False,48,,,60
89,4,48,49,12.0,True,True,0,False,49,,,60
89,4,49,50,,True,False,0,False,50,,,60
89,4,50,51,4.0,True,True,0,False,51,,,60
89,4,51,52,,True,False,0,False,52,,,60
89,4,52,53,9.0,True,True,0,False,53,,,60
89,4,53,54,,True,False,0,False,54,,,60
89,4,54,55,8.0,True,True,0,False,55,,,60
89,4,55,56,,True,False,0,False,56,,,60
89,4,56,57,,True,False,0,False,57,,,60
89,4,57,58,,True,False,0,False,58,,,60
89,4,58,59,,True,False,0,False,59,,,60
89,4,59,60,,True,False,0,False,60,,,60
89,5,0,1,,True,False,0,False,1,,,60
89,5,1,2,,True,False,0,False,2,,,60
89,5,2,3,5.0,True,True,0,False,3,,,60
89,5,3,4,7.0,True,True,0,False,4,,,60
89,5,4,5,,True,False,0,False,5,,,60
89,5,5,6,9.0,True,True,0,False,6,,,60
89,5,6,7,,True,False,0,False,7,,,60
89,5,7,8,,True,False,0,False,8,,,60
89,5,8,9,2.0,True,True,0,False,9,,,60
89,5,9,10,,True,False,0,False,10,,,60
89,5,10,11,,True,False,0,False,11,,,60
89,5,11,12,,True,False,0,False,12,,,60
89,5,12,13,,True,False,0,False,13,,,60
89,5,13,14,,True,False,0,False,14,,,60
89,5,14,15,,True,False,0,False,15,,,60
89,5,15,16,,True,False,0,False,16,,,60
89,5,16,17,,True,False,0,False,17,,,60
89,5,17,18,,True,False,0,False,18,,,60
89,5,18,19,3.0,True,True,0,False,19,,,60
89,5,19,20,,True,False,0,False,20,,,60
89,5,20,21,4.0,True,True,0,False,21,,,60
89,5,21,22,,True,False,0,False,22,,,60
89,5,22,23,,True,False,0,False,23,,,60
89,5,23,24,,True,False,0,False,24,,,60
89,5,24,25,,True,False,0,False,25,,,60
89,5,25,26,,True,False,0,False,26,,,60
89,5,26,27,,True,False,0,False,27,,,60
89,5,27,28,,True,False,0,False,28,,,60
89,5,28,29,,True,False,0,False,29,,,60
89,5,29,30,,True,False,0,False,30,,,60
89,5,30,31,,True,False,0,False,31,,,60
89,5,31,32,,True,False,0,False,32,,,60
89,5,32,33,,True,False,0,False,33,,,60
89,5,33,34,10.0,True,True,0,False,34,,,60
89,5,34,35,,True,False,0,False,35,,,60
89,5,35,36,,True,False,0,False,36,,,60
89,5,36,37,1.0,True,True,0,False,37,,,60
89,5,37,38,,True,False,0,False,38,,,60
89,5,38,39,,True,False,0,False,39,,,60
89,5,39,40,,True,False,0,False,40,,,60
89,5,40,41,,True,False,0,False,41,,,60
89,5,41,42,,True,False,0,False,42,,,60
89,5,42,43,,True,False,0,False,43,,,60
89,5,43,44,,True,False,0,False,44,,,60
89,5,44,45,,True,False,0,False,45,,,60
89,5,45,46,,True,False,0,False,46,,,60
89,5,46,47,,True,False,0,False,47,,,60
89,5,47,48,,True,False,0,False,48,,,60
89,5,48,49,,True,False,0,False,49,,,60
89,5,49,50,,True,False,0,False,50,,,60
89,5,50,51,,True,False,0,False,51,,,60
89,5,51,52,,True,False,0,False,52,,,60
89,5,52,53,,True,False,0,False,53,,,60
89,5,53,54,,True,False,0,False,54,,,60
89,5,54,55,11.0,True,True,0,False,55,,,60
89,5,55,56,,True,False,0,False,56,,,60
89,5,56,57,6.0,True,True,0,False,57,,,60
89,5,57,58,,True,False,0,False,58,,,60
89,5,58,59,,True,False,0,False,59,,,60
89,5,59,60,8.0,True,True,0,False,60,,,60
89,6,0,1,,True,False,0,False,1,,,60
89,6,1,2,,True,False,0,False,2,,,60
89,6,2,3,,True,False,0,False,3,,,60
89,6,3,4,,True,False,0,False,4,,,60
89,6,4,5,,True,False,0,False,5,,,60
89,6,5,6,,True,False,0,False,6,,,60
89,6,6,7,,True,False,0,False,7,,,60
89,6,7,8,2.0,True,True,0,False,8,,,60
89,6,8,9,,True,False,0,False,9,,,60
89,6,9,10,,True,False,0,False,10,,,60
89,6,10,11,,True,False,0,False,11,,,60
89,6,11,12,,True,False,0,False,12,,,60
89,6,12,13,11.0,True,True,0,False,13,,,60
89,6,13,14,12.0,True,True,0,False,14,,,60
89,6,14,15,,True,False,0,False,15,,,60
89,6,15,16,,True,False,0,False,16,,,60
89,6,16,17,,True,False,0,False,17,,,60
89,6,17,18,,True,False,0,False,18,,,60
89,6,18,19,,True,False,0,False,19,,,60
89,6,19,20,,True,False,0,False,20,,,60
89,6,20,21,,True,False,0,False,21,,,60
89,6,21,22,,True,False,0,False,22,,,60
89,6,22,23,,True,False,0,False,23,,,60
89,6,23,24,7.0,True,True,0,False,24,,,60
89,6,24,25,,True,False,0,False,25,,,60
89,6,25,26,,True,False,0,False,26,,,60
89,6,26,27,,True,False,0,False,27,,,60
89,6,27,28,,True,False,0,False,28,,,60
89,6,28,29,,True,False,0,False,29,,,60
89,6,29,30,,True,False,0,False,30,,,60
89,6,30,31,,True,False,0,False,31,,,60
89,6,31,32,,True,False,0,False,32,,,60
89,6,32,33,6.0,True,True,0,False,33,,,60
89,6,33,34,8.0,True,True,0,False,34,,,60
89,6,34,35,9.0,True,True,0,False,35,,,60
89,6,35,36,,True,False,0,False,36,,,60
89,6,36,37,,True,False,0,False,37,,,60
89,6,37,38,,True,False,0,False,38,,,60
89,6,38,39,10.0,True,True,0,False,39,,,60
89,6,39,40,,True,False,0,False,40,,,60
89,6,40,41,,True,False,0,False,41,,,60
89,6,41,42,3.0,True,True,0,False,42,,,60
89,6,42,43,,True,False,0,False,43,,,60
89,6,43,44,,True,False,0,False,44,,,60
89,6,44,45,1.0,True,True,0,False,45,,,60
89,6,45,46,4.0,True,True,0,False,46,,,60
89,6,46,47,,True,False,0,False,47,,,60
89,6,47,48,,True,False,0,False,48,,,60
89,6,48,49,,True,False,0,False,49,,,60
