subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,1_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
68,8,190.40397987681877,free_2_learning_rate_Semantic_CMR,0.8912902696936853,0.009932748014345238,0.08797293772378573,0.9433453072140636,0.8276961955307311,0.8665034609072377,0.12381927316498137,0.549965309984042,6.779722507077459,8.784544662393472,0.013931216346127095,0.3982994765073453,0.3258594288760577,7.906149947362771,0.41710238009201817,0.2595617658530074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,194.24503700619192,free_2_learning_rate_Semantic_CMR,0.7268126786261934,0.10849233397760777,0.28568685266665816,0.1794778990106773,0.03109745684458498,0.8234328829930377,0.12301398475744568,0.604605491410873,2.1519361876626277,68.39987737371182,0.02406677648680683,0.48704564731918687,0.2921889917592324,1.3359548204686176,0.1549948415537018,3.23219021810976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,349.39012065038094,free_2_learning_rate_Semantic_CMR,0.8113488952221348,0.23570734006394767,0.9358888795141709,0.9448525210326515,0.2509448069184355,0.41907380972784153,0.8459918776292257,0.2631962954668407,0.10759634775011051,14.220220616431604,0.008973210056230363,0.23067027964042364,0.1966523365638011,3.67933668517657,0.2906780767463366,0.4316825081501898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.5878145804814,free_2_learning_rate_Semantic_CMR,0.7668485010336106,0.07876400073903211,0.13656710702122815,0.9781068727852233,0.5498056056346902,0.5083106610487492,0.2550419367892999,0.3902575657989639,5.208679803879448,70.93151903672101,0.0105048178061794,0.25576566439220194,0.20939938709144812,3.6972341008605647,0.6576150111614372,3.9639610940623338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,277.11676456598786,free_2_learning_rate_Semantic_CMR,0.45456547752477305,0.02632423453419319,0.46688853605404396,0.589678666787453,0.6082885129365222,0.8243659260124692,0.5970121796500574,0.5079765127711005,8.039187293339651,0.2280158109111099,0.005290520400593857,0.27677380357552295,0.24952241505305572,5.972110760776772,0.26829586632511926,3.6445564448365193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.3307658924627,free_2_learning_rate_Semantic_CMR,0.9938430444239009,0.06648702384290855,0.5415878819389411,0.1796114453511673,0.23390061305355914,0.5083557587543656,0.216170369885529,0.24924737557544363,23.966636787981866,23.76073301178561,0.025065617533437612,0.24046140686064632,0.1992239504286335,1.4999018096353698,0.053053153175542156,2.8901305415701026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,214.81351024532853,free_2_learning_rate_Semantic_CMR,0.5401441013591826,0.5043281223345012,0.25324914528233083,0.4015413466087892,0.20120765905752336,0.9210033027227997,0.5347154686461051,0.8183603403018156,0.6120668456140805,7.666477919239526,0.0024178603760766637,0.6101619871559985,0.5881949515410376,4.544742275520044,0.4904249316242492,0.24439630841893933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,246.34183656912188,free_2_learning_rate_Semantic_CMR,0.9854534080202006,0.07526795904175104,0.9001216715801816,0.43351129832617485,0.20203379674770594,0.35316389859028474,0.5476030882331229,0.7775433448665903,6.563218496270714,12.18927565805894,0.006111545671591612,0.31806428936097664,0.3999713751809395,3.1705948534318513,0.4296256013646854,0.25195610543525326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.1001024482248,free_2_learning_rate_Semantic_CMR,0.6541975876484735,0.8280534789557092,0.605916516201053,0.7718492732964811,0.5985687948313003,0.40137461360174115,0.4088298540605184,0.8790016687007319,0.22139022094104593,34.73742886551889,0.01634038615862942,0.19605354904904726,0.12566680314204828,9.688030718383,0.503273179406834,0.3861798287531386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,332.3063572111279,free_2_learning_rate_Semantic_CMR,0.8852646382314739,0.5443172966048742,0.8174941640875735,0.9619255497027754,0.5920408404029534,0.16394270441432007,0.4232713604318191,0.6997800557124914,1.117134836348967,54.96360891441909,0.0013136986174088205,0.32236115698621504,0.25461079065597225,9.12832699699234,0.2320830216571651,0.36330178351732645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,320.02629441963546,free_2_learning_rate_Semantic_CMR,0.8012144308558088,0.13954242171540543,0.337277737069567,0.8472939217586228,0.6669874836234074,0.6032096361183568,0.895004414097464,0.6888490627860285,0.16646786655297063,22.984270663617146,0.0022911285607584153,0.3469519918896111,0.32694741208904965,5.9899194508776334,0.01108831868065946,0.2175871009200092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.90794603106872,free_2_learning_rate_Semantic_CMR,0.8382749363434492,0.40669493704514226,0.876227259475389,0.9540157351417562,0.11040025689314231,0.8875084525642061,0.2743711125120798,0.11819423383460825,4.3304350181260745,17.381746821590347,0.006743286218272249,0.2802431292098868,0.31410144164912257,2.050621807818141,0.7945297366850459,4.444358003869391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,339.011965867099,free_2_learning_rate_Semantic_CMR,0.8387784700470733,0.19438005548415205,0.6784806786524822,0.17789860717660266,0.5756756445146743,0.4881357430685551,0.8703145588030392,0.07916206685270721,5.744268655269877,50.338903646859556,0.0013277011871955513,0.38496636267469153,0.3337645681151509,5.04016424295754,0.02791930660771147,1.9757561876961685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,280.1427597838456,free_2_learning_rate_Semantic_CMR,0.716936727588825,0.3203641928949372,0.5137698384490744,0.4078483351246068,0.8820840672047856,0.7783049983992332,0.7364773206397774,0.9581112278925664,1.9225737243395744,5.209873439052264,0.007614940171302341,0.3104984816777656,0.2902814278607847,7.585735073836793,0.09553442912514575,1.0218822136551993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,296.3687983826393,free_2_learning_rate_Semantic_CMR,0.6111577275947164,0.7215139746863647,0.4940474258344469,0.635238982392963,0.456489853332029,0.6233716155492806,0.5951971603131729,0.5827338125924582,0.47109097424157653,45.66639959268289,0.0028000863705860413,0.3075818933733352,0.3129240722744173,9.826220000556722,0.07932142788661839,0.3905690547785756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,247.20626204666667,free_2_learning_rate_Semantic_CMR,0.6802866738615015,0.0505635144120945,0.17706961051084258,0.9286855172319072,0.5555104819850195,0.22119172700697398,0.944003595591921,0.7153111404165183,0.6931547264910185,91.6888687085606,0.008901225686952504,0.3973533010681067,0.24758306926361526,6.348327994198941,0.0034566907482374313,0.41873537396350746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.57091707956772,free_2_learning_rate_Semantic_CMR,0.37370913195818006,0.0934930288549285,0.7208423820621497,0.4235311508990809,0.04423815144275911,0.3010201291214447,0.6506013296289623,0.6350298963263186,1.6448024474285319,71.1418757286558,0.019605497899897184,0.30328413696527257,0.23715699636398035,3.875951989018808,0.10202637578095991,0.19486255408894682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,248.3440385723116,free_2_learning_rate_Semantic_CMR,0.3569165392540151,0.3307575973670741,0.16352341930697384,0.5885764406252926,0.2172306143437298,0.5076625660754462,0.04137308354939273,0.5713059703022118,1.131425913169764,40.50004205819801,0.022834617210784947,0.17954757542143973,0.2935092402895183,7.675124397649588,0.635840665756525,0.6841935131666261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,304.617372710544,free_2_learning_rate_Semantic_CMR,0.9382184003548093,0.6906339701464087,0.9966018128582765,0.5654981795344237,0.4964552877788577,0.41690608413572955,0.4398472248049058,0.8805112332877381,6.82802197884817,52.171727288185025,0.006685699573706072,0.29608783350879264,0.23794276885352872,2.391326334155229,0.8783565917038627,3.8700649262258624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,357.09059232516773,free_2_learning_rate_Semantic_CMR,0.8142293991881515,0.22995954250914447,0.92871634936243,0.893249142582198,0.4440370015936972,0.39619843131074267,0.9192209383174967,0.9908296039062385,3.2499352156019725,80.27367414589087,0.0014897893489014269,0.232000689430512,0.24215993598093988,3.803173942816103,0.35965824691184495,0.31824262026858197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,324.8727706097762,free_2_learning_rate_Semantic_CMR,0.7314009491139329,0.4131841658609866,0.7769076852591644,0.7905001529706456,0.7287186132383345,0.15722773453223338,0.767721677722927,0.5465103683458031,4.164316466562042,89.67923593690708,0.0038309187218018015,0.2254127478013439,0.2494202081009096,6.586959855866712,0.9540433402099607,0.851532473049204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.00570215078824,free_2_learning_rate_Semantic_CMR,0.7168906943218661,0.11530726818504589,0.38103133411125834,0.47940355063092865,0.09632450635379025,0.6337075507957344,0.10395438237819293,0.13062151198925925,0.746222148461051,89.82699543365145,0.004932617272041306,0.3803862668585296,0.29345430345312984,2.31533212775817,0.20457023126812324,1.1237165952891779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,201.9491759348786,free_2_learning_rate_Semantic_CMR,0.7248311202723371,0.08010388507642269,0.6743124747529914,0.3644423284078181,0.05189445744763477,0.751579796761202,0.7504107673542971,0.19345368173854227,2.8490010320468357,98.75284230431619,0.0023619933692481943,0.5282639916617207,0.6402439997033609,2.509198587856574,0.0739259220342221,0.6145028087512845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,246.366082872581,free_2_learning_rate_Semantic_CMR,0.6049208626694345,0.609428209617114,0.2384740894360604,0.466699185954841,0.025906217154422373,0.4554979893234808,0.09902206464732638,0.6621558509154887,1.4895673414935402,0.9834144969553122,0.005278367244768101,0.42734930896425105,0.3518100937609052,2.5981481248949208,0.11656610810845391,0.3939791271566886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,153.31416025380594,free_2_learning_rate_Semantic_CMR,0.39393582424943296,0.06314839599910962,0.30169922477790134,0.31608491605453587,0.9654338967993872,0.2681339564899522,0.47032975911903674,0.9970433435811742,2.730504592711004,54.2894297946006,0.02305011162195707,0.4731388954120743,0.4682287815911823,2.3742575955292335,0.9710258996433866,5.766218063325589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,307.6045365466605,free_2_learning_rate_Semantic_CMR,0.8206935224934424,0.1732457939809789,0.02010576930118907,0.6848366554736821,0.4979085828889652,0.38599660310773826,0.608960339424877,0.424891973302038,17.93063412051994,1.0961423903573007,0.007995656621733627,0.27322247888958806,0.19002154551002715,3.812716580479089,0.10934410793897603,0.9355120712330098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,263.2540166662443,free_2_learning_rate_Semantic_CMR,0.6377678970327154,0.049040783346265826,0.2823428545222987,0.679594016631165,0.9797990544331058,0.4106722020759546,0.0920138946958598,0.982284304960377,3.113232152099414,51.5795407008106,0.009519575122924895,0.25371045444703366,0.2680580869668807,7.537719873545425,0.16692772853264298,1.6902973866582638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
