subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,1_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
53,8,259.4974105537233,free_2_learning_rate_Semantic_CMR,0.8550245761402091,0.8235632801991333,0.4729710762000346,0.4421611798386811,0.3739700016857576,0.19153089125544115,0.17184639151470577,0.44454148334050414,0.3510936167523937,58.31935258409739,0.010719111404315751,0.18408366034717893,0.3115577369487168,9.134773422401723,0.32851431171434653,0.3494312405758295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,219.11714492956182,free_2_learning_rate_Semantic_CMR,0.6635788666265512,0.2809682871958212,0.7290727653884661,0.47243795237620184,0.29937096151042775,0.7913576385989325,0.7553811386850855,0.09175137803122885,1.6584118764735862,33.55189818864841,0.032885093191647896,0.30200278933350244,0.1486075616644058,2.571311652110133,0.4747429741872907,0.6432852818116306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,318.506533337335,free_2_learning_rate_Semantic_CMR,0.6034530400205569,0.10038903081899858,0.2624177720168908,0.9627877065494956,0.4515207775043717,0.3435470569824344,0.2814291683179859,0.44692395046458655,36.07029972704693,0.7591125310574682,0.001364060093625663,0.4347143489680816,0.274728965198654,2.8571165433529395,0.7315133766977816,6.697421600678705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,273.3643307371932,free_2_learning_rate_Semantic_CMR,0.7805896781565972,0.35674843232052295,0.6015299447772244,0.8730774007256528,0.6135966347585639,0.8505674066761686,0.3755702296268918,0.9170371029176585,3.4388067212383584,92.49076602729085,0.005029129960391635,0.4126809080028149,0.3353525649479144,4.3724607134671265,0.44021917784439424,1.1022964885955995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.12086387976882,free_2_learning_rate_Semantic_CMR,0.7939607395347706,0.11854047948862262,0.8751257291434944,0.97705832230401,0.16067209782769581,0.39032044439656516,0.34423888277451664,0.06585034214072943,0.7503851283496346,65.58166010881189,0.01665900344252902,0.19007096270961732,0.2695011336405031,1.9922878690291155,0.23980133021025363,1.2157277262941495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.4470123008941,free_2_learning_rate_Semantic_CMR,0.7791959426734293,0.16971449308708886,0.9955959806627603,0.7531423003527663,0.3418943942955769,0.6509456306582797,0.6598931175258046,0.7321935448036795,13.84279239358645,6.5402628317845455,0.005086304290228827,0.4515553179753713,0.2799299579261447,2.053561197473135,0.5253953819922963,6.50759059545535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,279.3987409838786,free_2_learning_rate_Semantic_CMR,0.7237592586051338,0.5275429697867945,0.7252428814516524,0.8816282191971059,0.9393743725280104,0.5449483624730009,0.1476377236238887,0.407067808116968,45.92556356339018,0.2375151719914682,0.00482341323218765,0.4151329834887757,0.2836073242673067,2.589390870666723,0.32781327151378337,4.253208205235935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,241.0974974982082,free_2_learning_rate_Semantic_CMR,0.5302372805779673,0.05780700403712202,0.8204819203289222,0.9432126577423053,0.08616462078578463,0.29203102338189346,0.18464511299910874,0.8083404953456846,4.450610448152588,2.302255309336118,0.011490147303510667,0.423404881260546,0.2313043504487835,3.9205939294877834,0.3446507959021515,0.239346688035174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,280.25145632356885,free_2_learning_rate_Semantic_CMR,0.39847896438369185,0.4437761626776433,0.4256627611128664,0.02397872683659208,0.04230346525384571,0.374188252970979,0.20674988835495506,0.37225467245397376,1.0250989000049842,27.13691083669334,0.0027239451744219823,0.4727715976847655,0.29069141185962355,3.0791686076786218,0.4678076061750418,0.1629125448041595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.91179291122046,free_2_learning_rate_Semantic_CMR,0.7040510813499963,0.6816281473725565,0.33822522068933847,0.5906685862689205,0.26183158251900646,0.29669999257083646,0.796606237922065,0.5549635452882666,8.000264891799887,64.60169297434781,0.0030527947443057535,0.5377969947960972,0.5916039170981433,1.054937165238894,0.4244503691927418,4.868956788838771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.85495157341063,free_2_learning_rate_Semantic_CMR,0.529646918105108,0.07902468107494082,0.6410584968574031,0.7818448044994923,0.0041767333319547295,0.15420257242914664,0.9442982620942307,0.49955445226687456,3.429928164056406,56.738036166991336,0.007573638929831983,0.34851001067811005,0.4165316774607213,2.3477136116785235,0.011496246040428149,0.7116670842747794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,313.0873850890931,free_2_learning_rate_Semantic_CMR,0.4841503393312984,0.08498628746720344,0.6533435502085341,0.7471068432375698,0.7066777827697712,0.290991277344924,0.7075572481718734,0.9852057811882637,14.730442987612903,0.2831374596902876,0.013598988321329719,0.1665886504980083,0.14277018514258355,3.5927079225383105,0.2638794149204234,7.0510895528468245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,238.71477515281305,free_2_learning_rate_Semantic_CMR,0.5374094334307207,0.13572503177773743,0.5018270343586423,0.6964285920982423,0.17836618937214221,0.30299759248078406,0.34381172682807104,0.38080959481327464,2.290816884172955,67.32029910566153,0.003932053390258039,0.5005453832929581,0.2424627882244117,3.96082389834745,0.13098890763737664,0.7383488496515191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,254.97005738188727,free_2_learning_rate_Semantic_CMR,0.5339039108681216,0.4195977439859843,0.4770255157499371,0.4100832997329047,0.6338349887279873,0.736428078717501,0.9295896293715027,0.4592228717943807,1.6861995752565235,24.966922560192096,0.0017835010071276525,0.5855845180813803,0.4562921955068431,8.30504877480975,0.359767295727695,0.9027204212620745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
