subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,choice_sensitivity,delay_drift_rate,sampling_rule,mfc_familiarity_scale,mcf_familiarity_scale,drift_familiarity_scale,context_sensitivity,feature_sensitivity
123,28,526.347217061683,InstanceCMR,0.8588387020690961,2.220446049250313e-16,0.5814808383351773,0.06864716283695327,0.9999999999999998,0.416062920714504,0.7596900562976019,45.183571470251955,0.0035193888730673316,0.46020692505592614,8.315414033911834,2.220446049250313e-16,,0,0,0,1,1
124,28,712.3207786314126,InstanceCMR,0.9999998892423073,0.00024058138740898493,0.711509767178394,2.385800410149747e-06,0.6718562952876782,0.46739021467438663,39.5400479733695,41.49366603604251,5.428101175473424e-06,0.9094492359364731,0.44183682719558814,0.5431555222534973,,0,0,0,1,1
125,28,588.6516127043202,InstanceCMR,0.9524169587865855,9.036766623521799e-05,0.9739552584698223,1.4563966105526368e-05,0.008967210207960392,0.005307503277989227,6.70983032946422,1.7690827549541728,0.002898360814306659,0.37794190264353267,0.8683816419063223,0.9953292149396579,,0,0,0,1,1
127,28,654.851842485912,InstanceCMR,0.8513559818332046,2.220446049250313e-16,0.9157266753323438,0.01662461871318034,0.9999999999999998,0.3801439558749057,2.492094828038112,23.7270627754152,0.0017260283892270604,0.4041668092941974,1.999670796817755,0.36477290706022486,,0,0,0,1,1
128,28,708.8514363549536,InstanceCMR,0.8222973359850239,0.09468633632817378,0.9057353173940647,0.008153374245280962,0.716174090639251,0.3814906006001866,1.4857676140447322,77.55196621537743,3.8514343856452986e-05,0.6451739694164983,1.681008180364581,0.4745606159644601,,0,0,0,1,1
130,28,464.18504660865625,InstanceCMR,0.9264894886473393,0.0002855978166689438,0.992294888621466,0.0013907646878349275,0.16029677444592108,0.15184796761139605,3.6518820553628757,92.05643344171055,0.007237527957847702,0.2917567494669367,1.8354373505617159,0.9999971814703822,,0,0,0,1,1
131,28,703.325582403288,InstanceCMR,0.8664871585368972,0.035278376748211,0.9614973375445687,0.002992803842996383,0.9999999999999998,0.24249088993246606,4.791305745312893,97.84014862981887,0.0027466716817393707,0.3836366356724884,0.8006968425548973,0.08328286433348775,,0,0,0,1,1
132,28,587.4318939112238,InstanceCMR,0.9529200586835159,2.220446049250313e-16,0.7334296130339774,0.005801363265106689,0.9999999999999998,0.23411116562050024,8.592993616741847,8.676756123624449,0.011933399216967379,0.3017615842658508,1.0389777157135967,0.3668143513220503,,0,0,0,1,1
133,28,561.9691976804967,InstanceCMR,0.9385251101778153,2.220446049250313e-16,0.7150799701003725,0.029880112609065035,0.9999999999999998,0.47550221775025125,0.6817567624575979,91.92256228385256,0.009548975423158601,0.29380840456991586,3.624326386253416,2.220446049250313e-16,,0,0,0,1,1
134,28,610.1737871396816,InstanceCMR,0.859070567903688,0.023526785623484606,0.899988897205272,0.0064196362472182245,0.9999999999999998,0.36319302665888736,4.370232056949757,1.4306529661874863,0.0005103603357699874,0.46172813098884763,1.6925743290258661,0.9933719421448105,,0,0,0,1,1
